,#1 TF_M — WF Unger=8.23 | OOS=3.58,#3 TF_M — WF Unger=6.61 | OOS=3.89,#4 PC — WF Unger=6.57 | OOS=4.13
#1 TF_M — WF Unger=8.23 | OOS=3.58,1.0,0.6883116883116883,0.6495726495726496
#3 TF_M — WF Unger=6.61 | OOS=3.89,0.6883116883116883,1.0,0.6036036036036037
#4 PC — WF Unger=6.57 | OOS=4.13,0.6495726495726496,0.6036036036036037,1.0
