n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_bb_length,p_bb_num_devs,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
457,130500.34516897777,315460.49128928676,184960.14612030901,1.705559267260162,0.5536105032822757,285.55874216406517,1246.8794122106196,-906.6673829426912,11966.17998506844,9022.269285602226,0.1196617998506844,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.08177977613470433,10.905764858277065,41.90444282806576,3.271576966309261,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,0,0,229,18983.596109039776,259494.244715272,240510.64860623225,1.0789303767589933,0.2838427947598253,82.89779960279378,3992.219149465723,-1466.5283451599528,36612.6343445184,34810.409736952344,0.366126343445184,5,2,0.4,45.8,17.79213309302738,0.38847452168182056,22,2.7161418818892002,0.5184985032873488,441.65990556985184,0.5429589056556388,False,False,False
457,129819.05615555712,314779.2022758662,184960.14612030901,1.7018758304349262,0.5536105032822757,284.0679565767114,1244.1865702603407,-906.6673829426912,11966.17998506844,9022.269285602226,0.1196617998506844,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.07696096625466275,10.848830313228373,42.12435689428779,3.2544973988888035,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,10000,0,229,-29646.008909180724,210864.63969705152,240510.64860623225,0.8767372293868051,0.2838427947598253,-129.45855418856212,3244.071379954639,-1466.5283451599528,43531.078555586224,41868.87429454105,0.4353107855558622,5,1,0.2,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
457,126805.95211368726,311766.0982339963,184960.14612030901,1.6855852721440066,0.5536105032822757,277.4747311021603,1232.2770681185625,-906.6673829426912,11966.17998506844,9022.269285602226,0.1196617998506844,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.059074514051863904,10.597028648400528,43.12529626585257,3.1789604202876305,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,7500,0,229,-31560.975442842042,208949.6731633902,240510.64860623225,0.8687751431142903,0.2838427947598253,-137.82085346219233,3214.610356359849,-1466.5283451599528,42648.22233063043,40986.018069585254,0.4264822233063043,5,1,0.2,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
457,115488.95678805631,300449.1029083653,184960.14612030901,1.6243991433318583,0.5536105032822757,252.71106518174247,1187.5458612978866,-906.6673829426912,10785.200120527043,9022.269285602226,0.10785200120527043,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.043216253214230796,10.708095862611836,42.6779892394923,3.0496472047185765,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,5000,0,229,-16057.195491885373,218417.4531143469,234474.64860623225,0.9315184153709888,0.30131004366812225,-70.11875760648634,3165.470334990535,-1465.4665537889516,28732.928093836752,27231.282679543852,0.2873292809383675,5,1,0.2,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
457,120285.11387934198,305245.259999651,184960.14612030901,1.650329902967861,0.5536105032822757,263.20593846683147,1206.5030039511896,-906.6673829426912,11966.179985068433,9022.269285602226,0.11966179985068433,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.04980666191171065,10.052089641759979,45.46318390371872,3.015486337970919,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,6000,0,229,-19616.09134052969,219385.55726570258,239001.64860623225,0.917924870163351,0.28820960698689957,-85.65978751323009,3324.0235949348876,-1466.2677828603205,30986.55922532812,29164.354964282946,0.3098655922532812,5,1,0.2,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
457,124163.40637144414,318642.70140170876,194479.29503026453,1.6384402326845238,0.5579868708971554,271.69235529856485,1249.5792211831715,-962.7687872785373,13216.179985068433,9846.859360680028,0.13216179985068433,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.08595357783189109,9.394802924273373,48.64391554390652,2.9618556817922155,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1750,0,0,229,55331.94052406109,310084.3104851786,254752.36996111757,1.2171989235370264,0.34497816593886466,241.62419442821437,3925.117854242767,-1698.3491330741172,38606.58593675533,36702.758971424715,0.3860658593675533,5,3,0.6,45.8,17.79213309302738,0.38847452168182056,22,0.9318693682577427,1.433225424664718,159.7794708767263,1.5411651051735145,True,False,False
457,123482.1173580235,317961.41238828807,194479.29503026453,1.6349370884895869,0.5579868708971554,270.20156971121116,1246.907499561914,-962.7687872785373,13216.179985068433,9846.859360680028,0.13216179985068433,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.08091050116214106,9.34325330750133,48.91229906322809,2.9456038746429667,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1750,10000,0,229,1699.5657119978787,256451.93567311543,254752.36996111757,1.0066714422019205,0.34497816593886466,7.421684331868466,3246.227033836904,-1698.3491330741172,38606.58593675533,36883.75013358393,0.3860658593675533,5,2,0.4,45.8,17.79213309302738,0.38847452168182056,22,5.878560581370725,0.044022688636132686,5201.863109561253,0.0473381440172246,False,False,False
457,120469.01331615367,314948.3083464182,194479.29503026453,1.619443901714095,0.5579868708971554,263.6083442366601,1235.0914052800713,-962.7687872785373,13216.179985068433,9846.859360680028,0.13216179985068433,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.06218196525226735,9.115267305095639,50.135666317160734,2.8737277914470427,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1750,7500,0,229,-2336.211057711931,252416.1589034056,254752.36996111757,0.9908294825360465,0.34497816593886466,-10.201795011842494,3195.141251941843,-1698.3491330741172,36463.498776396475,35114.963130972836,0.36463498776396475,5,2,0.4,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
457,109506.18002891092,294466.32614922,184960.14612030901,1.5920528412519834,0.5536105032822757,239.6196499538532,1163.8985223289328,-906.6673829426912,11012.224516092465,9194.9491292093,0.11012224516092464,10,8,0.8,45.7,14.588008774332431,0.31921244582784314,23,0.041011384004211664,9.944056250295892,45.957101256984714,2.861701609686525,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,1500,4500,0,229,-24701.433968606703,209773.21463762556,234474.64860623225,0.8946520055987403,0.30131004366812225,-107.86652388037862,3040.1915164873267,-1465.4665537889516,31262.30989172936,29616.225886076056,0.3126230989172936,5,1,0.2,45.8,17.79213309302738,0.38847452168182056,22,0.0,0.0,0.0,0.0,False,False,False
485,129449.24249966584,339078.78337732493,209629.54087765916,1.6175143157672276,0.554639175257732,266.9056546384863,1260.5159233357804,-970.5071336928665,14714.590273668626,11517.225798040352,0.14714590273668626,10,9,0.9,48.5,16.070158679988197,0.331343477937901,23,0.0824438120095465,8.797339245749294,55.13030547666361,2.7575483434296415,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,6,50,2.0,1,17,153,78,31,-1,11,-1,1750,0,92,243,54610.52399005541,325193.89395117294,270583.3699611175,1.2018251306349792,0.345679012345679,224.73466662574242,3871.3558803711067,-1701.7822010133177,39884.75708975264,37980.930124422026,0.39884757089752637,5,3,0.6,48.6,19.22082204277434,0.395490165489184,22,0.944179559053879,1.3692078872930173,177.47487598864288,1.4102822547080371,True,False,False
