n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass,p_long_offset_ticks,p_short_offset_ticks,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_max_bars,p_level_choice,p_level_shift,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_dvol_min,p_breakeven,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_level_source,p_n_sess,p_lev_include_sess0,p_bb_length,p_bb_num_devs,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time,ms_blocks_total,ms_blocks_positive,ms_min_avg_trade,ms_mean_avg_trade,ms_min_n_trades,expected_avg_trade,passes_multisplit,passes_expectancy
453,46278.0,239002.0,192724.0,1.2401257757207198,0.15894039735099338,102.15894039735099,3319.472222222222,-505.83727034120733,28375.0,27266.0,0.28375,10,6,0.6,45.3,10.798611021793496,0.23837993425592707,19,0.23166515406888802,1.630942731277533,277.75346817062103,0.7600600249892937,2012-01-13 02:00:00,2021-05-11 14:30:00,TF_M,5,,,,,,,500,10000,,195,128300.0,216357.0,88057.0,2.457010799822842,0.11282051282051282,657.9487179487179,9834.40909090909,-509.0,22405.0,14252.0,0.22405,5,5,1.0,39.0,18.676188047886004,0.47887661661246167,14,0.07787217459080281,5.726400357063156,34.052805923616525,5.508825527668145,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,460.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,431.2985074626866,665.0303200976251,53.0,164.48717948717947,True,True
217,76472.0,279496.0,203024.0,1.3766648278036093,0.25806451612903225,352.40552995391704,4991.0,-1261.0186335403728,19284.0,13939.0,0.19284,10,8,0.8,21.7,8.922443611477744,0.41117251665796056,9,0.06526571817135683,3.965567309686787,54.72104822680197,3.1804135884042966,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,1250,5000,,196,115736.0,289478.0,173742.0,1.666137145882976,0.29591836734693877,590.4897959183673,4991.0,-1259.0,18320.0,15153.0,0.1832,5,5,1.0,39.2,19.3225257148231,0.49292157435773215,14,0.04312400635930048,6.317467248908297,31.025091587751433,5.467503999682356,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,343.56410256410254,638.758636039886,54.0,147.62244897959184,True,True
233,36108.0,71325.0,35217.0,2.0253002811142347,0.38626609442060084,154.96995708154506,792.5,-246.27272727272728,4789.0,2793.0,0.04789,10,7,0.7,23.3,11.506954418958998,0.4938607046763518,12,0.11052952254348067,7.5397786594278555,30.90276393043093,2.8064967344210565,2012-01-10 15:00:00,2021-05-12 17:30:00,TF_M,5,,,,,,,250,4000,,171,57321.0,92545.0,35224.0,2.6273279582103113,0.2046783625730994,335.2105263157895,2644.1428571428573,-259.0,6123.0,5439.0,0.06123,5,5,1.0,34.2,12.172099243762352,0.3559093346129342,18,0.0696254426824375,9.361587457128858,18.26613283089967,5.368772054101955,True,True,True,,,47.0,24.0,50.0,-36.0,9.0,19.0,-1.0,12.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,-9.784313725490197,317.96078431372547,51.0,83.80263157894737,True,True
214,49574.0,99820.0,50246.0,1.9866258010587907,0.09345794392523364,231.65420560747663,4991.0,-259.0,9918.0,6335.0,0.09918,10,7,0.7,21.4,4.7791212581394085,0.22332342327754245,11,0.10067777463993222,4.998386771526517,42.813813692661476,2.915194823305067,2012-02-01 11:00:00,2021-05-04 16:00:00,BO,5,,,,,,,250,5000,,109,40019.0,64883.0,24864.0,2.609515765765766,0.11926605504587157,367.1467889908257,4991.0,-259.0,7521.0,4921.0,0.07521,5,4,0.8,21.8,8.133879763065101,0.37311375059931656,9,0.12471576001399336,5.320967956388778,20.484994627551913,5.305684080098563,True,True,True,,,12.0,33.0,-1.0,5.0,1.0,21.0,-1.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,308.56756756756755,379.0528255528255,28.0,91.78669724770643,True,True
180,23730.0,215154.0,191424.0,1.1239656469408226,0.5222222222222223,131.83333333333334,2288.872340425532,-2225.860465116279,22539.0,19934.0,0.22539,10,5,0.5,18.0,4.669047011971501,0.2593915006650834,10,0.16818373367045933,1.0528417409822974,170.96586599241465,1.1005185272692897,2012-01-12 12:00:00,2021-05-13 16:30:00,BO,5,,,,,,,3000,4000,,121,72986.0,247508.0,174522.0,1.4182051546509895,0.5206611570247934,603.1900826446281,3928.6984126984125,-3009.0,20357.0,15171.0,0.20357,5,4,0.8,24.2,6.11228271597445,0.25257366594935743,15,0.05468171978187598,3.5853023529989683,33.74889704874908,5.298302511602071,True,True,True,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,84.02325581395348,606.0355297157623,36.0,150.79752066115702,True,True
289,57684.0,154704.0,97020.0,1.5945578231292517,0.6020761245674741,199.59861591695503,889.1034482758621,-843.6521739130435,8644.0,6160.0,0.08644,10,7,0.7,28.9,7.7517739905133975,0.2682274737201868,11,0.034515636918382914,6.673299398426654,43.30691352888149,2.6905408688713295,2012-01-12 11:30:00,2021-05-12 22:00:00,BO,5,,,,,,,4000,2000,,128,61213.0,168383.0,107170.0,1.5711766352524028,0.6875,478.2265625,1913.4431818181818,-2679.25,12827.0,11664.0,0.12827,5,4,0.8,25.6,5.238320341483518,0.2046218883391999,18,0.03497623053926453,4.772199267170811,26.822014931468807,5.2918873957073735,True,True,True,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,48.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,270.05405405405406,467.8228213706937,37.0,119.556640625,True,True
507,36692.0,242870.0,206178.0,1.1779627312322363,0.19723865877712032,72.37080867850099,2428.7,-506.57985257985257,23832.0,22613.0,0.23832,10,5,0.5,50.7,11.916794871105234,0.23504526372988624,19,0.20415894472909626,1.5396106075864384,329.30404447836037,0.5875199623829972,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,500,7500,,205,102465.0,193576.0,91111.0,2.1246172251429574,0.12682926829268293,499.8292682926829,7445.2307692307695,-509.0,15004.0,11198.0,0.15004,5,5,1.0,41.0,20.019990009987517,0.4882924392679882,14,0.07310789049919485,6.8291788856304985,30.018250134192165,5.1139632476915855,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,322.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,402.39240506329116,518.0697795672451,57.0,124.95731707317073,True,True
295,35150.0,115257.0,80107.0,1.438788120888312,0.5661016949152542,119.15254237288136,690.1616766467066,-625.8359375,13464.0,9129.0,0.13464,10,6,0.6,29.5,8.114801291467339,0.2750780098802488,11,0.11297297297297297,2.610665478312537,112.99800853485064,1.2869323229424432,2012-01-12 11:30:00,2021-05-13 06:00:00,BO,5,,,,,,,4000,3000,,129,67919.0,171482.0,103563.0,1.6558230255979451,0.6356589147286822,526.5038759689922,2091.243902439024,-2203.468085106383,17845.0,16429.0,0.17845,5,5,1.0,25.8,5.491812087098393,0.21286093360846484,18,0.044037750850277536,3.806052115438498,33.89338771183321,4.939497199246229,True,True,True,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,24.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,8.763157894736842,498.0856238759375,38.0,131.62596899224806,True,True
225,114975.0,284487.0,169512.0,1.678270564915758,0.25333333333333335,511.0,4991.0,-1009.0,17121.0,12216.0,0.17121,10,9,0.9,22.5,10.032447358446493,0.4458865492642886,10,0.043409436834094366,6.71543718240757,33.504892367906066,4.8943585706854895,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,1000,5000,,201,91166.0,244559.0,153393.0,1.5943295978304095,0.24378109452736318,453.5621890547264,4991.0,-1009.1644736842105,14592.0,12162.0,0.14592,5,5,1.0,40.2,20.023985617254123,0.4981090949565702,14,0.0547462869929579,6.247669956140351,32.17199394511111,4.705641953635346,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,191.0,495.26739926739924,56.0,113.3905472636816,True,True
155,72520.0,244118.0,171598.0,1.422615648201028,0.632258064516129,467.8709677419355,2491.0,-3010.4912280701756,15119.0,12554.0,0.15119,10,7,0.7,15.5,6.800735254367722,0.4387571131850143,8,0.03434914506343078,4.7966135326410475,32.31446497517926,4.768744020230529,2012-01-12 12:00:00,2021-05-13 10:30:00,BO,5,,,,,,,3000,2500,,125,74875.0,204262.0,129387.0,1.5786902857319514,0.656,599.0,2491.0,-3009.0,25459.0,22099.0,0.25459,5,5,1.0,25.0,6.957010852370434,0.27828043409481734,15,0.033268781302170286,2.9410031815860798,42.502504173622704,4.704848017772843,True,True,True,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,-47.46153846153846,578.9546809779367,39.0,149.75,True,True
541,59511.0,188747.0,129236.0,1.4604831471107123,0.4195933456561922,110.00184842883549,831.4845814977973,-411.5796178343949,12653.0,11868.0,0.12653,10,9,0.9,54.1,14.01748907615055,0.25910331009520426,19,0.1006704642839139,4.703311467636134,115.0253398531364,1.225582852250661,2012-01-11 11:00:00,2021-05-12 13:00:00,MAC,5,5.0,40.0,2.0,2.0,0.5,1.0,3000,6000,2000.0,191,80021.0,186040.0,106019.0,1.7547798036201059,0.418848167539267,418.9581151832461,2325.5,-955.1261261261261,12617.0,11457.0,0.12617,5,4,0.8,38.2,15.315351775261318,0.4009254391429664,20,0.0748678471901126,6.342315922961085,30.115182264655527,4.674465970654611,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,62.886792452830186,389.0063295382924,53.0,104.73952879581152,True,True
260,47435.0,330583.0,283148.0,1.1675272295760522,0.47307692307692306,182.44230769230768,2687.6666666666665,-2066.7737226277372,27450.0,25487.0,0.2745,10,6,0.6,26.0,5.385164807134504,0.20712172335132706,16,0.09478233371982714,1.7280510018214936,150.45852218825763,1.3800468480896915,2012-01-13 02:00:00,2021-05-10 17:00:00,TF_M,5,,,,,,,2500,4500,,180,100970.0,354789.0,253819.0,1.397803158943972,0.4388888888888889,560.9444444444445,4491.0,-2513.059405940594,24766.0,22581.0,0.24766,5,5,1.0,36.0,17.26267650163207,0.4795187917120019,14,0.044478557987521046,4.07696034886538,44.15053976428642,4.467158518738931,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,460.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,74.42465753424658,644.2790289709259,48.0,140.23611111111111,True,True
230,93145.0,291343.0,198198.0,1.4699593335956973,0.3173913043478261,404.9782608695652,3991.0,-1262.407643312102,14217.0,12865.0,0.14217,10,8,0.8,23.0,10.295630140987,0.44763609308639135,11,0.04284717376133985,6.5516635014419355,35.10558806162435,4.256642494180073,2012-01-13 02:00:00,2021-05-10 20:30:00,TF_M,5,,,,,,,1250,4000,,200,89450.0,259415.0,169965.0,1.526284823345983,0.325,447.25,3991.0,-1259.0,16162.0,11331.0,0.16162,5,4,0.8,40.0,20.02997753368685,0.5007494383421712,14,0.04461710452766909,5.5345873035515405,36.13638904415875,4.4090217882635265,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,207.91176470588235,491.3665996313055,54.0,111.8125,True,True
663,56343.0,309977.0,253634.0,1.2221429303642257,0.4177978883861237,84.98190045248869,1119.0505415162454,-657.0829015544041,15043.0,11491.0,0.15043,10,8,0.8,66.3,19.349676999888135,0.29185033182335046,19,0.17732460110395257,3.7454630060493255,177.0141632500932,0.8683576971272882,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,750,10000,,206,95306.0,220235.0,124929.0,1.7628813165878219,0.1941747572815534,462.6504854368932,5505.875,-752.5843373493976,17599.0,11254.0,0.17599,5,5,1.0,41.2,20.468512403201167,0.4968085534757565,13,0.10483075567120644,5.41542133075743,38.03951482592912,4.370674593753367,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,258.3728813559322,449.62510043708534,59.0,115.6626213592233,True,True
216,60066.0,198601.0,138535.0,1.43357996174252,0.6990740740740741,278.0833333333333,1315.2384105960266,-2131.3076923076924,21995.0,20364.0,0.21995,10,7,0.7,21.6,5.332916650389353,0.24689428936987745,11,0.03198148703093264,2.7308933848601953,79.09499550494456,2.3499164661692618,2012-01-12 11:30:00,2021-05-12 18:30:00,BO,5,,,,,,,4000,1500,,128,57208.0,153573.0,96365.0,1.5936595236859856,0.8046875,446.9375,1491.0,-3854.6,17469.0,16135.0,0.17469,5,4,0.8,25.6,5.6780278266313555,0.2217979619777873,18,0.026062788421199832,3.274829698322743,39.08600195776815,4.237914786760337,True,True,True,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,188.3684210526316,437.19851211403073,38.0,111.734375,True,True
225,31485.0,211946.0,180461.0,1.1744698300463812,0.5377777777777778,139.93333333333334,1751.6198347107438,-1735.201923076923,20822.0,18642.0,0.20822,10,7,0.7,22.5,4.924428900898052,0.21886350670658009,11,0.1267587740193743,1.5121025838055902,148.79942829919008,1.2153445153678986,2012-01-12 11:30:00,2021-05-13 17:00:00,BO,5,,,,,,,3000,4000,,123,61973.0,243867.0,181894.0,1.340709424170121,0.5040650406504065,503.8455284552846,3933.3387096774195,-2981.8688524590166,23107.0,18117.0,0.23107,5,4,0.8,24.6,4.673328578219169,0.18997270643167352,18,0.0643990124731738,2.6820011252001557,45.86127829861391,4.1539864295953794,True,True,True,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,184.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,-30.27659574468085,523.6743747144247,34.0,125.96138211382114,True,True
278,176308.0,307036.0,130728.0,2.348662872529221,0.4172661870503597,634.2014388489208,2646.862068965517,-806.9629629629629,14068.0,11427.0,0.14068,10,9,0.9,27.8,14.084033513166604,0.5066199105455613,7,0.056667876670372305,12.532556155814614,22.182226558068837,6.7011677563890375,2012-01-11 20:00:00,2021-05-07 16:00:00,PC,8,,,,,,1.0,2500,10000,2000.0,279,151529.0,334061.0,182532.0,1.8301503298051849,0.37992831541218636,543.1146953405018,3151.5188679245284,-1055.0982658959538,27120.0,19166.0,0.2712,5,4,0.8,55.8,19.742340286804904,0.35380538148395885,32,0.06593457357997479,5.587352507374631,49.93420401375314,4.133197502266419,True,True,True,,,55.0,8.0,-48.0,16.0,14.0,4.0,-1.0,0.0,,,,,,,,,50.0,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,376.7792207792208,540.5212914148558,77.0,135.77867383512546,True,True
144,97104.0,153059.0,55955.0,2.735394513448307,0.4097222222222222,674.3333333333334,2594.2203389830506,-658.2941176470588,8102.0,5938.0,0.08102,10,10,1.0,14.4,6.514598989960932,0.45240270763617585,6,0.07662918108419839,11.98518884226117,12.014829461196243,9.388970091231096,2012-01-11 20:00:00,2021-04-29 16:00:00,PC,7,,,,,,1.0,2500,10000,2000.0,123,47118.0,114621.0,67503.0,1.6980134216257055,0.37398373983739835,383.0731707317073,2491.7608695652175,-876.6623376623377,13951.0,10599.0,0.13951,5,4,0.8,24.6,12.142487389328432,0.49359704834668416,10,0.15176790186340677,3.3773923016271237,36.41862982299758,4.064606562561137,True,True,True,,,22.0,8.0,-48.0,16.0,14.0,4.0,-1.0,0.0,,,,,,,,,50.0,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,63.22222222222222,361.23809523809524,36.0,95.76829268292683,True,True
440,74100.0,307442.0,233342.0,1.3175596334993271,0.28863636363636364,168.4090909090909,2420.803149606299,-745.5015974440895,23563.0,21374.0,0.23563,10,7,0.7,44.0,9.2951600308978,0.21125363706585912,19,0.0808502024291498,3.1447608538810847,139.9152496626181,1.3749588060742914,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,750,6000,,203,85083.0,211836.0,126753.0,1.6712503846062816,0.17733990147783252,419.128078817734,5884.333333333333,-759.0,17008.0,11385.0,0.17008,5,5,1.0,40.6,19.985995096566995,0.4922658890780048,14,0.07041359613553824,5.00252822201317,40.57948121246312,4.027722861285791,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,322.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,324.2307692307692,425.17633828160143,57.0,104.7820197044335,True,True
221,40258.49999999994,77941.99999999996,37683.500000000015,2.0683322939748146,0.5113122171945701,182.16515837104046,689.7522123893801,-348.9212962962964,4387.500000000007,2880.999999999971,0.043875000000000074,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.15924587354223355,9.175726495726467,24.08528633704691,3.4466421747401013,2012-01-24 23:00:00,2021-05-06 11:30:00,VBO,7,,,,,,0.0,1750,10000,1000.0,134,38375.5000000002,87401.00000000012,49025.49999999991,1.7827661115134017,0.417910447761194,286.38432835821044,1560.732142857145,-628.5320512820501,8037.000000000029,6163.499999999971,0.08037000000000029,5,4,0.8,26.8,10.684568311354464,0.3986779220654651,6,0.21181482977420382,4.774853801169598,28.0636864666258,4.00351731787382,True,True,True,,,28.0,7.0,9.0,39.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,500.0,1.0,0.3,9.5,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,116.97222222222491,309.7213171818448,38.0,71.59608208955261,True,True
386,78246.0,172293.0,94047.0,1.8319882611885547,0.05958549222797927,202.7098445595855,7491.0,-259.08264462809916,15754.0,14504.0,0.15754,10,9,0.9,38.6,16.614451540752107,0.4304262057189665,13,0.09573652327275516,4.9667386060683,77.7169951179613,2.024038956312283,2012-01-13 02:00:00,2021-05-11 03:00:00,TF_M,5,,,,,,,250,7500,,209,77614.0,127347.0,49733.0,2.5606136770353687,0.08133971291866028,371.35885167464113,7491.0,-259.0260416666667,13570.0,9324.0,0.1357,5,5,1.0,41.8,20.65332902948094,0.4940987806095919,14,0.09651609245754632,5.719528371407517,36.54147447625429,3.995243957385137,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,322.1875,375.7401752468836,58.0,92.83971291866028,True,True
187,56592.0,160826.0,104234.0,1.5429322485945085,0.8609625668449198,302.63101604278074,998.9192546583851,-4009.0,13607.0,12117.0,0.13607,10,6,0.6,18.7,6.181423784210237,0.3305574216155207,11,0.03323791348600509,4.159035790401999,44.96234450098954,3.251409651205505,2012-01-12 12:00:00,2021-05-12 18:00:00,BO,5,,,,,,,4000,1000,,127,50857.0,110992.0,60135.0,1.8457138105928328,0.8818897637795275,400.4488188976378,991.0,-4009.0,15951.0,9099.0,0.15951,5,4,0.8,25.4,7.059745037889116,0.27794271802713055,15,0.019486009792162338,3.188326750673939,39.8328057101284,3.973676486860606,True,True,True,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,241.0,395.68639887244535,40.0,100.11220472440945,True,True
363,83313.0,339682.0,256369.0,1.324972988153794,0.39118457300275483,229.51239669421489,2392.1267605633802,-1160.0407239819006,24591.0,23139.0,0.24591,10,7,0.7,36.3,6.972087205421343,0.1920685180556844,16,0.07190954592920673,3.3879468098084664,107.14453926758128,1.834245660183225,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,1250,6000,,190,90450.0,271746.0,181296.0,1.498907863383638,0.24210526315789474,476.05263157894734,5907.521739130435,-1259.0,22775.0,16975.0,0.22775,5,4,0.8,38.0,18.601075237738275,0.48950197994048095,14,0.06623548922056385,3.9714599341383097,47.841348811498065,3.953349628369529,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,322.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,150.4915254237288,465.0793460567472,54.0,119.01315789473684,True,True
262,67532.0,155474.0,87942.0,1.7679152168474677,0.32061068702290074,257.7557251908397,1850.8809523809523,-494.0561797752809,12954.0,11244.0,0.12954,10,9,0.9,26.2,11.461239025515523,0.4374518712028826,11,0.07390570396256589,5.213215995059441,50.25688562459278,2.838218464502673,2012-02-03 16:30:00,2021-05-19 00:30:00,TF_M,5,,,,,,,500,5000,,244,114309.0,214118.0,99809.0,2.145277479986775,0.19672131147540983,468.4795081967213,4460.791666666667,-509.2295918367347,22157.0,12216.0,0.22157,5,5,1.0,48.8,22.69273011340857,0.46501496134033954,23,0.04366235379541419,5.159046802364941,47.295558529949524,3.944342029165153,True,True,True,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,253.4,463.38162788524437,75.0,117.11987704918033,True,True
642,54997.0,326889.0,271892.0,1.202275168081444,0.45794392523364486,85.66510903426791,1111.8673469387754,-781.2988505747127,18934.0,16032.0,0.18934,10,7,0.7,64.2,18.301912468373352,0.28507651819896185,19,0.10893321453897485,2.9046688496883912,221.02347400767314,0.7802292590542794,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,,,,,,,1000,6000,,206,81606.0,233183.0,151577.0,1.5383798333520258,0.25728155339805825,396.1456310679612,4399.679245283019,-990.6993464052288,16239.0,11968.0,0.16239,5,4,0.8,41.2,20.370567002417975,0.49443123792276633,14,0.07341371957944269,5.025309440236468,40.99250055143004,3.8959616810795135,True,True,True,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,341.8955223880597,399.47506113500293,59.0,99.0364077669903,True,True
212,109732.0,268202.0,158470.0,1.6924465198460277,0.5047169811320755,517.6037735849056,2506.5607476635514,-1509.2380952380952,10451.0,9581.0,0.10451,10,9,0.9,21.2,12.921300244170476,0.6094952945363432,6,0.03495789742281194,10.499665103817817,20.191120183720336,6.3453846987365345,2012-02-03 16:30:00,2021-05-19 10:30:00,TF_M,5,,,,,,,1500,2500,,245,110295.0,298920.0,188625.0,1.5847316103379723,0.4897959183673469,450.18367346938777,2491.0,-1509.0,20996.0,16288.0,0.20996,5,5,1.0,49.0,22.91724241700995,0.4676988248369377,23,0.022584885987578768,5.253143455896361,46.63874155673421,3.8936858204525784,True,True,True,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,112.62162162162163,438.0757723769772,74.0,112.54591836734694,True,True
261,102851.0,182082.0,79231.0,2.2981156365563984,0.2950191570881226,394.06513409961684,2364.7012987012986,-430.6032608695652,13821.0,12565.0,0.13821,10,9,0.9,26.1,11.886547017532047,0.45542325737670675,9,0.09714052367016364,7.44164676940887,35.07288213046057,4.200855323246886,2012-01-12 11:30:00,2021-05-07 09:30:00,PC,8,,,,,,1.0,2250,10000,2000.0,178,67233.0,161929.0,94696.0,1.7099877502745628,0.2752808988764045,377.7134831460674,3304.673469387755,-734.077519379845,16660.0,13110.0,0.1666,5,4,0.8,35.6,11.128342194594845,0.3125938818706417,24,0.14860262073684055,4.035594237695078,44.10750673032588,3.667451983048197,True,True,True,,,3.0,56.0,-48.0,46.0,11.0,10.0,-1.0,0.0,,,,,,,,,50.0,2.0,0.0,0.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,142.04166666666666,395.9256822612086,48.0,94.42837078651685,True,True
208,48613.0,99910.0,51297.0,1.9476772520810184,0.04807692307692308,233.71634615384616,9991.0,-259.07575757575756,14581.0,13209.0,0.14581,10,5,0.5,20.8,11.720068259186888,0.5634648201532158,5,0.20552115689218933,3.333996296550305,62.38759179643305,2.425687666764414,2012-02-03 16:30:00,2021-05-19 00:30:00,TF_M,5,,,,,,,250,10000,,236,113116.0,169847.0,56731.0,2.993901041758474,0.07203389830508475,479.3050847457627,9991.0,-259.04566210045664,27436.0,22274.0,0.27436,5,4,0.8,47.2,23.659247663440187,0.5012552471067836,22,0.08832525902613246,4.122904213442193,57.241203720074964,3.626528427559842,True,True,True,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,241.0,477.5541037388992,71.0,119.82627118644068,True,True
