n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
159,175429.0,347816.0,172387.0,2.0176463422415845,0.7295597484276729,1103.3270440251572,2998.4137931034484,-4009.0,16660.0,13045.0,0.1666,10,9,0.9,15.9,11.674330815939731,0.7342346425119327,5,0.021866396091866226,10.529951980792317,15.099783958182513,10.712879301679482,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,4000,3000,0,235,121905.0,454652.0,332747.0,1.36635942623074,0.6468085106382979,518.7446808510638,2991.1315789473683,-4009.0,47083.0,45306.0,0.47083,5,5,1.0,47.0,21.98181066245454,0.4676980992011604,23,0.024617530043886632,2.5891510736359193,90.76334030597597,2.9961326684025615,False,False,False
185,187925.0,344295.0,156370.0,2.2017970198887253,0.7297297297297297,1015.8108108108108,2550.3333333333335,-3127.4,16660.0,13045.0,0.1666,10,10,1.0,18.5,10.229858259037611,0.5529653112993304,8,0.020412398563256617,11.28001200480192,16.400691765331914,9.863130491079723,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,4000,3000,460,235,121905.0,454652.0,332747.0,1.36635942623074,0.6468085106382979,518.7446808510638,2991.1315789473683,-4009.0,47083.0,45306.0,0.47083,5,5,1.0,47.0,21.98181066245454,0.4676980992011604,23,0.024617530043886632,2.5891510736359193,90.76334030597597,2.9961326684025615,True,False,False
173,153663.0,326050.0,172387.0,1.891383921061333,0.7514450867052023,888.2254335260116,2508.076923076923,-4009.0,17160.0,13545.0,0.1716,10,9,0.9,17.3,11.358256908522538,0.6565466421111293,5,0.024963719307835978,8.954720279720279,19.319419769235274,8.497751167625822,2012-02-03 16:30:00,2021-05-19 10:30:00,TF_M,5,0,47,48,50,7,2,1,-1,4000,2500,0,236,74376.0,391087.0,316711.0,1.2348387015291544,0.6652542372881356,315.1525423728813,2491.0,-4009.0,53717.0,51495.0,0.53717,5,4,0.8,47.2,22.63095225570502,0.4794693274513775,23,0.033491986662364207,1.3845896085038256,170.44761751102507,1.7041365331307137,False,False,False
161,142221.0,314603.0,172382.0,1.825033936257846,0.391304347826087,883.360248447205,4993.6984126984125,-1759.0,17136.0,15831.0,0.17136,10,10,1.0,16.1,11.299999999999999,0.701863354037267,6,0.036288593105096995,8.29954481792717,19.39865420718459,8.45712154306512,2012-02-03 16:30:00,2021-05-19 07:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,5000,0,237,69117.0,359352.0,290235.0,1.238141506020983,0.3037974683544304,291.63291139240505,4991.0,-1759.0,52587.0,49781.0,0.52587,5,3,0.6,47.4,22.5619148123558,0.47598976397375103,23,0.0722108887827886,1.3143362427976497,180.31915447719086,1.5938108631190322,False,False,False
157,146757.0,329576.0,182819.0,1.8027447912963095,0.42038216560509556,934.7579617834394,4993.575757575758,-2009.0,19239.0,15099.0,0.19239,10,10,1.0,15.7,11.489560478973946,0.7318191387881494,5,0.03516697670298521,7.628099173553719,20.581798483206935,8.445927956737266,2012-02-03 16:30:00,2021-05-19 09:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2000,5000,0,237,48867.0,374325.0,325458.0,1.1501484062459673,0.31645569620253167,206.18987341772151,4991.0,-2009.0,65087.0,62594.0,0.65087,5,4,0.8,47.4,22.5619148123558,0.47598976397375103,23,0.10213436470419711,0.7507950896492387,315.66535698937935,1.012883862184192,False,False,False
167,134277.0,292407.0,158130.0,1.849155757920698,0.5808383233532934,804.0538922155689,3014.505154639175,-2259.0,15292.0,11547.0,0.15292,10,7,0.7,16.7,11.79025020938911,0.7060030065502462,6,0.030020033214921395,8.78086581218938,19.01862567677264,8.148777522677914,2012-01-10 15:00:00,2021-05-13 11:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,2250,3000,0,166,28676.0,230307.0,201631.0,1.1422201943153583,0.463855421686747,172.74698795180723,2991.0,-2265.516853932584,26211.0,25681.0,0.26211,5,3,0.6,33.2,11.88949115816148,0.35811720355908067,17,0.1043032501046171,1.0940444851398268,151.7305760915051,1.3372362328751934,False,False,False
138,120928.0,334567.0,213639.0,1.5660389722850228,0.4855072463768116,876.2898550724638,4993.537313432836,-3009.0,18546.0,13063.0,0.18546,10,7,0.7,13.8,10.514751542475931,0.7619385175707196,5,0.042678287906853664,6.520435673460584,21.164229955014555,8.0642150949428,2012-02-03 16:30:00,2021-05-19 09:30:00,TF_M,5,0,47,48,50,7,2,1,-1,3000,5000,0,224,69984.0,464163.0,394179.0,1.177543704763572,0.41517857142857145,312.42857142857144,4991.0,-3009.0,67530.0,64504.0,0.6753,5,4,0.8,44.8,22.39106964841117,0.49980066179489224,20,0.07131630086877,1.0363394047090182,216.14540466392316,1.5067521337062093,False,False,False
191,137126.0,311909.0,174783.0,1.7845499848383424,0.5445026178010471,717.937172774869,2999.125,-2009.0,12488.0,10090.0,0.12488,10,9,0.9,19.1,12.613088440187836,0.6603711225229233,6,0.027974271837580035,10.980621396540679,17.394279713548126,8.051549039326634,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2000,3000,0,245,92815.0,349967.0,257152.0,1.3609343889995023,0.4775510204081633,378.83673469387753,2991.17094017094,-2009.0,32496.0,29333.0,0.32496,5,5,1.0,49.0,22.91724241700995,0.4676988248369377,23,0.03233313580778969,2.85619768586903,85.77837634003124,2.6337623106862136,True,False,False
189,119124.0,256923.0,137799.0,1.8644765201489126,0.6772486772486772,630.2857142857143,2007.2109375,-2259.0,10157.0,7581.0,0.10157,10,8,0.8,18.9,12.23478647136925,0.6473431995433465,7,0.02842416305698264,11.728266220340652,16.1149138712602,7.8378001312930285,2012-01-10 15:00:00,2021-05-12 22:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,2250,2000,0,170,2140.0,181181.0,179041.0,1.011952569523182,0.5352941176470588,12.588235294117647,1991.0,-2266.3417721518986,22773.0,20566.0,0.22773,5,3,0.6,34.0,12.066482503198685,0.354896544211726,18,0.930373831775701,0.09397093048785843,1809.070093457944,0.10454281158485741,False,False,False
195,158675.0,320903.0,162228.0,1.9780987252508815,0.7333333333333333,813.7179487179487,2244.076923076923,-3119.769230769231,17160.0,13545.0,0.1716,10,10,1.0,19.5,10.385085459446158,0.5325684850998029,8,0.0241752008823066,9.246794871794872,21.08838821490468,7.7849298025460545,2012-02-03 16:30:00,2021-05-19 10:30:00,TF_M,5,0,47,48,50,7,2,1,-1,4000,2500,460,236,74376.0,391087.0,316711.0,1.2348387015291544,0.6652542372881356,315.1525423728813,2491.0,-4009.0,53717.0,51495.0,0.53717,5,4,0.8,47.2,22.63095225570502,0.4794693274513775,23,0.033491986662364207,1.3845896085038256,170.44761751102507,1.7041365331307137,False,False,False
199,108679.0,221306.0,112627.0,1.9649462384685732,0.4321608040201005,546.1256281407035,2573.3255813953488,-996.6991150442478,7870.0,7063.0,0.0787,10,9,0.9,19.9,11.396929411029973,0.5727100206547725,9,0.03529660744025985,13.809275730622618,14.410603704487528,7.715154687832975,2012-01-10 15:00:00,2021-05-13 11:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,1000,3000,460,171,47461.0,164505.0,117044.0,1.4054970780219405,0.3216374269005848,277.5497076023392,2991.0,-1009.0,10358.0,9117.0,0.10358,5,5,1.0,34.2,12.172099243762352,0.3559093346129342,18,0.06302016392406397,4.582062174164896,37.31944122542719,3.4177655489511016,True,True,True
186,136621.0,317906.0,181285.0,1.7536255067986872,0.5698924731182796,734.5215053763441,2999.1132075471696,-2266.0625,14475.0,12090.0,0.14475,10,9,0.9,18.6,12.68227108999015,0.6818425317199005,6,0.028077674735216402,9.438411053540587,19.70670687522416,7.651290236927878,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2250,3000,0,244,104494.0,373895.0,269401.0,1.38787532340266,0.5122950819672131,428.25409836065575,2991.16,-2263.873949579832,34496.0,31663.0,0.34496,5,5,1.0,48.8,22.92945703674642,0.46986592288414797,23,0.02871935230730951,3.02916280148423,80.55030910865696,2.889725599031694,True,False,False
181,120806.0,276942.0,156136.0,1.7737229082338475,0.5911602209944752,667.4364640883978,2588.2429906542056,-2109.945945945946,12244.0,11582.0,0.12244,10,7,0.7,18.1,10.96767979109529,0.6059491597290214,8,0.033367547969471716,9.866546880104542,18.34481731039849,7.559406788374133,2012-01-10 15:00:00,2021-05-13 11:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,2250,3000,460,166,28676.0,230307.0,201631.0,1.1422201943153583,0.463855421686747,172.74698795180723,2991.0,-2265.516853932584,26211.0,25681.0,0.26211,5,3,0.6,33.2,11.88949115816148,0.35811720355908067,17,0.1043032501046171,1.0940444851398268,151.7305760915051,1.3372362328751934,False,False,False
178,139113.0,324218.0,185105.0,1.7515356149212609,0.6067415730337079,781.5337078651686,3002.0185185185187,-2644.3571428571427,16904.0,11054.0,0.16904,10,10,1.0,17.8,9.421252570651102,0.5292838522837697,7,0.02868890757873096,8.229590629436819,21.629265417322607,7.533424133747938,2012-02-03 16:30:00,2021-05-19 15:00:00,TF_M,5,0,47,48,50,7,2,1,-1,3000,4000,460,232,113912.0,462956.0,349044.0,1.3263542705217681,0.5,491.0,3991.0,-3009.0,67374.0,64423.0,0.67374,5,5,1.0,46.4,22.240503591420765,0.4793211980909648,23,0.0350358171219889,1.690741235491436,137.21792260692465,2.370690028497706,True,False,False
173,140493.0,289590.0,149097.0,1.942292601460794,0.4624277456647399,812.0982658959538,3619.875,-1603.1935483870968,18359.0,12313.0,0.18359,10,10,1.0,17.3,6.783067152844648,0.392084806522812,8,0.07111386332415139,7.652540988071245,22.606870093171903,7.511445476802315,2012-02-03 16:30:00,2021-05-19 07:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,10000,322,222,38052.0,359949.0,321897.0,1.1182117261111473,0.17567567567567569,171.40540540540542,9229.461538461539,-1759.0,80658.0,75567.0,0.80658,5,3,0.6,44.4,21.38784701647176,0.4817082661367514,21,0.26256175759487016,0.4717696942646731,470.56859035004726,0.7563803470560981,False,False,False
192,145857.0,318052.0,172195.0,1.8470455007404396,0.6614583333333334,759.671875,2504.3464566929133,-2649.153846153846,16660.0,13045.0,0.1666,10,10,1.0,19.2,9.66229786334493,0.5032446803825484,8,0.026299731929218344,8.754921968787515,21.93052098973652,7.376120389531557,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,4000,3000,322,235,121905.0,454652.0,332747.0,1.36635942623074,0.6468085106382979,518.7446808510638,2991.1315789473683,-4009.0,47083.0,45306.0,0.47083,5,5,1.0,47.0,21.98181066245454,0.4676980992011604,23,0.024617530043886632,2.5891510736359193,90.76334030597597,2.9961326684025615,True,False,False
194,120349.0,290972.0,170623.0,1.7053503923855517,0.5,620.3556701030927,2999.7113402061855,-1759.0,11206.0,9144.0,0.11206,10,9,0.9,19.4,12.690153663372245,0.65413163213259,6,0.031873966547291625,10.739693021595574,18.06383102476963,7.344375851856401,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,3000,0,245,96315.0,332021.0,235706.0,1.4086234546426482,0.4530612244897959,393.1224489795918,2991.1801801801803,-1759.0,30496.0,23921.0,0.30496,5,5,1.0,49.0,22.91724241700995,0.4676988248369377,23,0.031158178892176713,3.1582830535152153,77.57379432071848,2.821277803883938,True,False,False
208,135418.0,304951.0,169533.0,1.7987707407997262,0.5817307692307693,651.0480769230769,2520.2561983471073,-1948.655172413793,12488.0,10090.0,0.12488,10,9,0.9,20.8,11.574109036984229,0.556447549855011,9,0.028327105702343855,10.843850096092249,19.181379137190035,7.301398669809822,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2000,3000,460,245,92815.0,349967.0,257152.0,1.3609343889995023,0.4775510204081633,378.83673469387753,2991.17094017094,-2009.0,32496.0,29333.0,0.32496,5,5,1.0,49.0,22.91724241700995,0.4676988248369377,23,0.03233313580778969,2.85619768586903,85.77837634003124,2.6337623106862136,True,False,False
177,115467.0,271338.0,155871.0,1.7407856496718441,0.6101694915254238,652.3559322033898,2512.3888888888887,-2259.0,12614.0,10367.0,0.12614,10,8,0.8,17.7,12.442266674525184,0.7029529194646997,6,0.033221613101578805,9.153876644997622,19.336070045987167,7.279434617707567,2012-01-10 15:00:00,2021-05-13 10:30:00,TF_M,5,0,47,24,50,-36,9,19,-1,2250,2500,0,167,21167.0,209244.0,188077.0,1.1125443302477176,0.5029940119760479,126.74850299401197,2491.0,-2265.987951807229,24773.0,22645.0,0.24773,5,3,0.6,33.4,12.15894732285653,0.36404033900768057,17,0.11768318609155762,0.8544382997618375,195.45004015684793,1.0092365825075604,False,False,False
203,141613.0,309673.0,168060.0,1.8426335832440794,0.6059113300492611,697.6009852216749,2517.6666666666665,-2100.75,14475.0,12090.0,0.14475,10,10,1.0,20.3,11.506954418958998,0.5668450452689161,9,0.027087908595962235,9.78328151986183,20.749683997938043,7.266700251020002,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2250,3000,460,244,104494.0,373895.0,269401.0,1.38787532340266,0.5122950819672131,428.25409836065575,2991.16,-2263.873949579832,34496.0,31663.0,0.34496,5,5,1.0,48.8,22.92945703674642,0.46986592288414797,23,0.02871935230730951,3.02916280148423,80.55030910865696,2.889725599031694,True,False,False
163,126813.0,292407.0,165594.0,1.7658067321279756,0.5950920245398773,777.9938650306749,3014.505154639175,-2509.0,18033.0,14288.0,0.18033,10,7,0.7,16.3,11.87476315553283,0.728513077026554,5,0.0317869619045366,7.032274164032607,23.178846017364148,7.260752414811076,2012-01-10 15:00:00,2021-05-13 11:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,2500,3000,0,164,28194.0,239280.0,211086.0,1.1335664136892072,0.4878048780487805,171.91463414634146,2991.0,-2512.9285714285716,32734.0,32181.0,0.32734,5,4,0.8,32.8,12.448293055676348,0.37952112974623015,15,0.10608640136199192,0.8613062870409971,190.4084556997943,1.1908381936834744,False,False,False
169,134339.0,320897.0,186558.0,1.7200924109392253,0.6331360946745562,794.905325443787,2999.03738317757,-3009.0,18991.0,18144.0,0.18991,10,8,0.8,16.9,11.869709347747316,0.7023496655471785,5,0.028554626727904778,7.073824443157285,23.89089542128496,7.229045140451992,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,3000,3000,0,241,120851.0,421751.0,300900.0,1.4016317713526087,0.5850622406639004,501.4564315352697,2991.1418439716313,-3009.0,46193.0,45333.0,0.46193,5,5,1.0,48.2,23.007824755939012,0.4773407625713488,23,0.024832231425474343,2.616218907626697,92.11767382975731,2.924048478456165,True,False,False
189,126539.0,237529.0,110990.0,2.1400937021353275,0.41798941798941797,669.5185185185185,3006.6962025316457,-1009.0,13611.0,11171.0,0.13611,10,8,0.8,18.9,12.012077255828817,0.6355596431655459,7,0.0303147646180229,9.296818749540813,20.329534767937158,7.192121637717459,2012-01-10 15:00:00,2021-05-13 11:00:00,TF_M,5,0,47,24,50,-36,9,19,-1,1000,3000,0,171,47461.0,164505.0,117044.0,1.4054970780219405,0.3216374269005848,277.5497076023392,2991.0,-1009.0,10358.0,9117.0,0.10358,5,5,1.0,34.2,12.172099243762352,0.3559093346129342,18,0.06302016392406397,4.582062174164896,37.31944122542719,3.4177655489511016,False,True,False
158,116993.0,315289.0,198296.0,1.5899917295356436,0.5,740.4620253164557,3991.0,-2510.0759493670885,16913.0,12090.0,0.16913,10,9,0.9,15.8,12.023310692151309,0.760969031148817,5,0.0341131520689272,6.917341689824395,22.84114434196918,7.135623270390062,2012-02-03 16:30:00,2021-05-19 15:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2500,4000,0,234,108064.0,427037.0,318973.0,1.3387872954764197,0.45726495726495725,461.8119658119658,3991.0,-2511.5984251968503,60440.0,59870.0,0.6044,5,5,1.0,46.8,22.21170862405682,0.47460915863369274,23,0.036931818181818184,1.7879549966909332,130.8757773171454,2.3541948249547,True,False,False
167,135727.0,277249.0,141522.0,1.959052302822176,0.47305389221556887,812.7365269461078,3509.481012658228,-1608.2045454545455,20715.0,12313.0,0.20715,10,10,1.0,16.7,6.435060217278467,0.3853329471424232,8,0.16209744560772726,6.5521119961380645,25.48796481171764,7.076960260768344,2012-02-03 16:30:00,2021-05-19 07:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,0,322,193,-16762.0,269955.0,286717.0,0.9415381717861167,0.15544041450777202,-86.84974093264249,8998.5,-1759.0,78312.0,71287.0,0.78312,5,2,0.4,38.6,15.957443404254956,0.41340526954028384,20,0.0,0.0,0.0,0.0,False,False,False
182,127137.0,317906.0,190769.0,1.666444757796078,0.5824175824175825,698.554945054945,2999.1132075471696,-2510.1184210526317,15389.0,13126.0,0.15389,10,9,0.9,18.2,12.592060990957755,0.6918714830196568,5,0.030172176471050912,8.261550458119435,22.02976316886508,7.057238886951799,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2500,3000,0,243,110503.0,391841.0,281338.0,1.3927766601027944,0.5390946502057613,454.7448559670782,2991.1526717557254,-2511.9464285714284,39023.0,38163.0,0.39023,5,5,1.0,48.6,23.122283624244382,0.4757671527622301,23,0.027157633729401012,2.831740255746611,85.81295530438088,2.8850072912635754,True,False,False
170,131895.0,292525.0,160630.0,1.8211106269065553,0.47058823529411764,775.8529411764706,3656.5625,-1784.7777777777778,19135.0,14063.0,0.19135,10,10,1.0,17.0,6.6332495807108,0.39019115180651764,8,0.07574964934227985,6.892866475045728,24.663179043936463,7.029179350376635,2012-02-03 16:30:00,2021-05-19 09:00:00,TF_M,5,0,47,48,50,7,2,1,-1,2000,10000,322,221,28731.0,388342.0,359611.0,1.0798946639563305,0.19004524886877827,130.00452488687782,9246.238095238095,-2009.0,96632.0,90621.0,0.96632,5,3,0.6,44.2,21.414014102918678,0.48447995707960806,21,0.3477428561484111,0.29732386786985676,743.2972051094637,0.5241280845696077,False,False,False
210,123110.0,287734.0,164624.0,1.7478253474584509,0.5428571428571428,586.2380952380952,2523.9824561403507,-1714.8333333333333,10988.0,9144.0,0.10988,10,10,1.0,21.0,11.713240371477058,0.5577733510227171,9,0.03115912598489156,11.204040771751002,18.743237754853386,7.00896930723418,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,3000,460,245,96315.0,332021.0,235706.0,1.4086234546426482,0.4530612244897959,393.1224489795918,2991.1801801801803,-1759.0,30496.0,23921.0,0.30496,5,5,1.0,49.0,22.91724241700995,0.4676988248369377,23,0.031158178892176713,3.1582830535152153,77.57379432071848,2.821277803883938,True,False,False
168,123238.0,300897.0,177659.0,1.6936772130879945,0.39880952380952384,733.5595238095239,4491.0,-1759.0,17239.0,13099.0,0.17239,10,10,1.0,16.8,11.53082824431966,0.6863588240666464,6,0.036441681948749576,7.148790533093567,23.50047874843798,7.001946241229819,2012-02-03 16:30:00,2021-05-19 07:00:00,TF_M,5,0,47,48,50,7,2,1,-1,1750,4500,0,239,48349.0,336825.0,288476.0,1.1676014642465924,0.3138075313807531,202.29707112970712,4491.0,-1759.0,50385.0,47531.0,0.50385,5,3,0.6,47.8,22.4624130493587,0.46992495919160465,23,0.09288713313615586,0.9595911481591743,249.0644067095493,1.1294796500619826,False,False,False
191,145521.0,317571.0,172050.0,1.8458064516129031,0.6596858638743456,761.890052356021,2520.404761904762,-2646.923076923077,18991.0,18144.0,0.18991,10,10,1.0,19.1,10.42544963059148,0.5458350591932711,8,0.026360456566406225,7.662629666684219,24.92616873166072,6.92879693247507,2012-02-03 16:30:00,2021-05-19 11:00:00,TF_M,5,0,47,48,50,7,2,1,-1,3000,3000,460,241,120851.0,421751.0,300900.0,1.4016317713526087,0.5850622406639004,501.4564315352697,2991.1418439716313,-3009.0,46193.0,45333.0,0.46193,5,5,1.0,48.2,23.007824755939012,0.4773407625713488,23,0.024832231425474343,2.616218907626697,92.11767382975731,2.924048478456165,True,False,False
