n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,unger_score,top_trade_pct,np_dd,recovery_trades,first_trade,last_trade,engine,phase,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_stop_loss,p_take_profit,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
183,186123.0,308769.0,122646.0,2.517562741548848,0.5956284153005464,1017.0655737704918,2832.743119266055,-1657.3783783783783,20828.0,12738.0,0.20828,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,8.832112998087156,0.13714586590587943,8.936191665066257,20.47852226753276,2012-01-16 02:00:00,2021-05-19 05:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,5000,0,80,110095.0,293809.0,183714.0,1.5992738713435013,0.4875,1376.1875,7533.5641025641025,-4480.829268292683,45591.0,42517.0,0.45591,5,5,1.0,16.0,5.366563145999495,0.33541019662496846,7,0.19797447658840092,2.4148406483735827,33.128479949134835,8.077509857536588,True,False,False
183,170633.0,290984.0,120351.0,2.41779461741074,0.5683060109289617,932.4207650273224,2797.923076923077,-1523.4303797468353,17752.0,9027.0,0.17752,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,8.770568383514318,0.14959591638194253,9.612043713384407,19.03861503929486,2012-01-16 02:00:00,2021-05-17 16:30:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,3000,0,80,97945.0,244589.0,146644.0,1.6679100406426448,0.3625,1224.3125,8434.103448275862,-2875.372549019608,35363.0,31937.0,0.35363,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.2225330542651488,2.7697027967084242,28.883965490836694,8.15938038346588,True,False,False
183,175848.0,303522.0,127674.0,2.377320362799004,0.5846994535519126,960.9180327868852,2836.654205607477,-1679.921052631579,20752.0,12027.0,0.20752,10,7,0.7,18.3,3.6345563690772495,0.1986096376544945,9,8.359798530048664,0.1451594558937264,8.47378565921357,21.59601474000273,2012-01-16 02:00:00,2021-05-17 20:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,4000,0,80,108065.0,272815.0,164750.0,1.6559332321699545,0.4375,1350.8125,7794.714285714285,-3661.1111111111113,37948.0,31517.0,0.37948,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.20169342525331976,2.8477126594286917,28.09272197288669,8.690406109281355,True,False,False
183,138633.0,254112.0,115479.0,2.2005039877380304,0.6120218579234973,757.5573770491803,2268.8571428571427,-1626.4647887323943,13362.0,10018.0,0.13362,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,8.213329478783125,0.036001529217430196,10.375168387965873,17.638267944861614,2012-01-16 02:00:00,2021-05-19 05:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,5000,5000,80,58160.0,211707.0,153547.0,1.3787765309644604,0.5875,727.0,4504.404255319149,-4652.939393939394,39011.0,35937.0,0.39011,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.08581499312242091,1.4908615518699855,53.66024759284732,4.6129666655988455,True,False,False
183,135618.0,251931.0,116313.0,2.1659745686208765,0.5792349726775956,741.0819672131148,2376.7075471698113,-1510.5584415584415,13597.0,9027.0,0.13597,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,7.964969991136345,0.044175551917887,9.974111936456572,18.34749811971862,2012-01-16 02:00:00,2021-05-17 16:30:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,3000,6000,80,45955.0,182643.0,136688.0,1.3362036169963714,0.4125,574.4375,5534.636363636364,-2908.255319148936,35011.0,31937.0,0.35011,5,3,0.6,16.0,5.366563145999495,0.33541019662496846,7,0.13036666303993036,1.3125874725086402,60.94831900772495,3.8475119085102665,True,False,False
183,145808.0,266296.0,120488.0,2.2101454086714027,0.6065573770491803,796.7650273224044,2399.063063063063,-1673.4444444444443,16633.0,10018.0,0.16633,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,7.742557091666257,0.0410882804784374,8.766187699152288,20.875665258422032,2012-01-16 02:00:00,2021-05-19 05:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,5000,6000,80,58280.0,226854.0,168574.0,1.3457235398104097,0.55,728.5,5155.772727272727,-4682.611111111111,48011.0,44937.0,0.48011,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.1027968428277282,1.2138884838891086,65.90391214824983,4.166761351015248,True,False,False
183,128948.0,244427.0,115479.0,2.1166359251465634,0.6120218579234973,704.6338797814208,2182.3839285714284,-1626.4647887323943,13362.0,10018.0,0.13362,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,7.6395404386410615,0.03482799267921953,9.650351743750935,18.963039364705153,2012-01-16 02:00:00,2021-05-19 05:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,5000,4500,80,53670.0,202009.0,148339.0,1.3618064029014623,0.6125,670.875,4122.632653061224,-4785.129032258064,39691.0,36617.0,0.39691,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.08367803242034656,1.3521957118742285,59.163033351965716,4.220219450891918,True,False,False
183,127443.0,240747.0,113304.0,2.1247881804702393,0.5846994535519126,696.4098360655738,2249.9719626168226,-1490.842105263158,13597.0,9027.0,0.13597,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,7.484844715158675,0.03916260602779282,9.372876369787454,19.52442268308185,2012-01-16 02:00:00,2021-05-17 16:30:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,3000,5000,80,44535.0,172196.0,127661.0,1.3488536044680834,0.45,556.6875,4783.222222222223,-2901.3863636363635,27011.0,23937.0,0.27011,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.11206915908835748,1.648772722224279,48.52093858762771,4.245028254207584,True,False,False
183,157703.0,280349.0,122646.0,2.2858389185134453,0.5956284153005464,861.7650273224044,2572.0091743119265,-1657.3783783783783,20828.0,12738.0,0.20828,10,8,0.8,18.3,3.6345563690772495,0.1986096376544945,9,7.4834959469669995,0.06335326531518107,7.571682350681774,24.169001223819457,2012-01-16 02:00:00,2021-05-19 05:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,5000,10000,80,132890.0,309912.0,177022.0,1.7506976533990126,0.525,1661.125,7378.857142857143,-4658.473684210527,45591.0,42517.0,0.45591,5,5,1.0,16.0,5.366563145999495,0.33541019662496846,7,0.07518248175182482,2.914829681296747,27.44585747610806,9.749945819229186,True,False,False
183,138413.0,261049.0,122636.0,2.1286490100786066,0.5956284153005464,756.3551912568306,2394.9449541284403,-1657.2432432432433,16597.0,12027.0,0.16597,10,7,0.7,18.3,3.6345563690772495,0.1986096376544945,9,7.35784173441366,0.043283506607038356,8.339639693920589,21.94339404535701,2012-01-16 02:00:00,2021-05-17 20:00:00,BIASW,7,0,4,200,100,-1,0,100,100,14,139,152,153,4000,6000,80,62450.0,214060.0,151610.0,1.4119121429984829,0.5,780.625,5351.5,-3790.25,37011.0,33937.0,0.37011,5,4,0.8,16.0,5.366563145999495,0.33541019662496846,7,0.09593274619695756,1.6873361973467347,47.41200960768615,5.085298997387478,True,False,False
