,#1 TF_M — WF Unger=8.23 | OOS=3.58,#3 TF_M — WF Unger=6.61 | OOS=3.89,#4 PC — WF Unger=6.57 | OOS=4.13
#1 TF_M — WF Unger=8.23 | OOS=3.58,1.0,0.4506797929209414,0.41977054724993257
#3 TF_M — WF Unger=6.61 | OOS=3.89,0.4506797929209414,1.0,0.2722639349634806
#4 PC — WF Unger=6.57 | OOS=4.13,0.41977054724993257,0.2722639349634806,1.0
