n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
634,65004.0,232897.0,167893.0,1.387175165134937,0.7365930599369085,102.52996845425868,498.7087794432548,-1005.3473053892216,6990.0,6680.0,0.0699,10,9,0.9,63.4,17.923169362587632,0.2826998322174705,29,0.02816749738477632,9.299570815450643,68.17518921912497,1.5369214889399956,2012-01-10 22:30:00,2021-05-17 00:30:00,TF_U,5,0,4,139,37,115,22,3,-1,1000,500,460,304,18129.0,111751.0,93622.0,1.1936403836705047,0.7105263157894737,59.63486842105263,517.3657407407408,-1063.8863636363637,20207.0,19912.0,0.20207,5,4,0.8,60.8,12.765578717786358,0.2099601762793809,40,0.28881901925092396,0.8971643489879745,338.8453858458823,0.5257615130823065,True,False,False
709,93834.0,335180.0,241346.0,1.3887945107853454,0.5571227080394923,132.34696755994358,848.5569620253165,-768.6178343949044,11648.0,9368.0,0.11648,10,8,0.8,70.9,21.34221169419889,0.3010185006233976,20,0.042958842210712535,8.055803571428571,88.0110834026046,1.5368368338230631,2012-01-10 10:30:00,2021-04-26 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,3000,3000,48,241,26911.0,307829.0,280918.0,1.0957966381648738,0.5352697095435685,111.66390041493776,2386.2713178294575,-2508.1964285714284,55481.0,51811.0,0.55481,5,4,0.8,48.2,14.702380759591284,0.3050286464645494,22,0.1945672773215414,0.4850489356716714,496.85708446360223,0.5941281098045852,True,False,False
574,88174.0,321628.0,233454.0,1.3776932500621106,0.5278745644599303,153.61324041811847,1061.4785478547856,-861.4538745387454,15694.0,14480.0,0.15694,10,8,0.8,57.4,14.465130486794788,0.2520057576096653,19,0.06794519926508948,5.618325474703709,102.1656724204414,1.5367431055863339,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,6000,92,237,66282.0,282865.0,216583.0,1.3060350997077332,0.2742616033755274,279.67088607594934,4351.7692307692305,-1259.203488372093,37486.0,33285.0,0.37486,5,4,0.8,47.4,14.961283367412035,0.31563888960784886,22,0.09038653027971395,1.7681801205783492,134.0361184031864,1.8103066840876976,True,False,False
712,97947.0,305205.0,207258.0,1.4725848941898503,0.5337078651685393,137.56601123595505,803.171052631579,-624.2710843373494,12601.0,11465.0,0.12601,10,9,0.9,71.2,21.36726468221892,0.3001020320536365,20,0.025432121453439104,7.772954527418459,91.59966104117534,1.5358474683377046,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,2500,48,243,39338.0,220283.0,180945.0,1.2174030782834564,0.40329218106995884,161.88477366255145,2247.785714285714,-1247.896551724138,14146.0,12671.0,0.14146,5,4,0.8,48.6,14.853955702101715,0.3056369486029159,22,0.06332299557679598,2.7808567793015695,87.38314098327317,1.7058020126913522,True,True,True
625,75105.0,251761.0,176656.0,1.4251483108414094,0.4176,120.168,964.6015325670498,-485.31868131868134,9625.0,8320.0,0.09625,10,8,0.8,62.5,16.00781059358212,0.25612496949731395,28,0.025111510551894017,7.803116883116883,80.09619865521603,1.5350690339099418,2012-01-10 22:30:00,2021-05-17 02:30:00,TF_U,5,0,4,139,37,115,22,3,-1,500,1500,92,295,27215.0,136657.0,109442.0,1.248670528681859,0.31186440677966104,92.2542372881356,1485.4021739130435,-539.1231527093596,21012.0,20852.0,0.21012,5,4,0.8,59.0,12.884098726725126,0.21837455469025638,39,0.07646518464082308,1.295212259661146,227.76189601322798,0.7976127241883159,True,False,False
825,109885.0,341966.0,232081.0,1.473476932622662,0.5345454545454545,133.1939393939394,775.4331065759637,-604.3776041666666,11829.0,10799.0,0.11829,10,9,0.9,82.5,18.725650856512303,0.22697758613954305,29,0.018118942530827683,9.289458111421084,88.81034718114392,1.5347933013853408,2012-01-10 10:30:00,2021-05-14 17:00:00,TF_U,5,0,28,78,37,7,21,15,-1,1000,2000,48,310,11610.0,211032.0,199422.0,1.058218250744652,0.36129032258064514,37.45161290322581,1884.2142857142858,-1007.1818181818181,17588.0,14704.0,0.17588,5,4,0.8,62.0,18.920887928424502,0.30517561174878227,31,0.1714900947459087,0.6601091653400045,469.61929371231696,0.3539172611270564,False,False,False
658,98773.0,304805.0,206032.0,1.4794061116719732,0.5091185410334347,150.1109422492401,909.8656716417911,-637.8699690402477,15031.0,14192.0,0.15031,10,7,0.7,65.8,15.171025014810306,0.2305626901946855,27,0.03342006418758162,6.571286008914909,100.13260708898181,1.5344680868871394,2012-01-10 22:30:00,2021-05-17 10:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1000,2500,48,289,46569.0,237500.0,190931.0,1.2439048661558365,0.3633217993079585,161.13840830449826,2261.904761904762,-1037.6684782608695,17630.0,15873.0,0.1763,5,4,0.8,57.8,11.973303637676612,0.2071505819667234,39,0.11243531104382744,2.6414634146341465,109.40904893813482,1.5209409753186183,True,True,True
579,85084.0,306440.0,221356.0,1.3843762988127721,0.5526770293609672,146.94991364421415,957.625,-854.6563706563707,14424.0,13210.0,0.14424,10,9,0.9,57.9,14.362799170078235,0.24806216183209387,20,0.023400404306332567,5.898779811425402,98.15589299985898,1.5334369550290605,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,2000,92,243,32063.0,207064.0,175001.0,1.1832160959080233,0.4279835390946502,131.94650205761317,1991.0,-1259.0,16162.0,14434.0,0.16162,5,4,0.8,48.6,14.853955702101715,0.3056369486029159,22,0.0620964975205065,1.9838510085385472,122.48903720799674,1.3007378478640017,True,False,False
710,92185.0,314209.0,222024.0,1.4152028609519691,0.5338028169014084,129.83802816901408,829.0474934036939,-670.7673716012084,11267.0,10105.0,0.11267,10,9,0.9,71.0,21.37755832643195,0.30109237079481616,20,0.06498888105440148,8.181858524895713,86.77734989423442,1.5329825494065064,2012-01-10 10:30:00,2021-04-26 11:00:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,6000,48,242,38067.0,269523.0,231456.0,1.1644675445873083,0.34297520661157027,157.30165289256198,3247.265060240964,-1455.698113207547,29066.0,26037.0,0.29066,5,4,0.8,48.4,14.894294209528695,0.3077333514365433,22,0.15738040822759872,1.309674533819583,184.77873223526942,1.1563254877968656,True,False,False
818,113178.0,374691.0,261513.0,1.4327815443209324,0.5268948655256723,138.35941320293398,869.352668213457,-675.7441860465116,12809.0,11779.0,0.12809,10,9,0.9,81.8,19.18749592833833,0.2345659648941116,27,0.03968085670359964,8.835818565071435,92.57772712011169,1.5321121110796763,2012-01-10 10:30:00,2021-05-17 12:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1250,4500,48,303,44198.0,299982.0,255784.0,1.1727942326337848,0.3201320132013201,145.86798679867988,3092.59793814433,-1241.6699029126214,30737.0,28028.0,0.30737,5,4,0.8,60.6,18.227451824103117,0.3007830334010415,31,0.10161093262138558,1.4379412434525165,210.71792841305034,1.0427223861577553,True,False,False
518,68073.0,187635.0,119562.0,1.5693531389571937,0.14478764478764478,131.41505791505793,2501.8,-269.8916478555305,11562.0,10857.0,0.11562,10,8,0.8,51.8,19.72206885699368,0.380734920019183,27,0.04849205999441776,5.8876491956408925,87.98078533339208,1.5316801893066938,2012-01-10 22:30:00,2021-05-17 02:30:00,TF_U,5,0,4,139,37,115,22,3,-1,250,2500,0,296,31806.0,104622.0,72816.0,1.4367996044825313,0.14189189189189189,107.45270270270271,2491.0,-286.6771653543307,12717.0,10485.0,0.12717,5,4,0.8,59.2,13.25745073534124,0.2239434245834669,39,0.07831855624724894,2.5010615711252653,118.3497453310696,1.194165320806619,True,True,True
579,90269.0,363897.0,273628.0,1.3298967941877293,0.7202072538860104,155.90500863557858,872.6546762589928,-1689.0617283950617,16282.0,14707.0,0.16282,10,9,0.9,57.9,13.3,0.22970639032815202,30,0.021391618385049133,5.544097776685911,104.43538756383698,1.5312483700524206,2012-01-10 10:30:00,2021-05-14 16:30:00,TF_U,5,0,28,78,37,7,21,15,-1,3000,1000,184,311,20231.0,236879.0,216648.0,1.0933818913629483,0.7684887459807074,65.05144694533762,991.1255230125523,-3009.0,23647.0,20108.0,0.23647,5,2,0.4,62.2,19.27070315271345,0.3098183786609879,32,0.05046710493796649,0.8555419292087791,363.51228312985023,0.5301617392732548,False,False,False
509,97629.0,373815.0,276186.0,1.353490039321327,0.7760314341846758,191.80550098231828,946.367088607595,-2422.684210526316,24646.0,21707.0,0.24646,10,10,1.0,50.9,15.195064988344077,0.29852779937807616,28,0.019778959120753056,3.961251318672401,128.49475053518933,1.531183651524998,2012-01-10 10:30:00,2021-05-14 16:30:00,TF_U,5,0,28,78,37,7,21,15,-1,5000,1000,322,305,2530.0,253575.0,251045.0,1.0100778744846541,0.8360655737704918,8.295081967213115,994.4117647058823,-5020.9,33034.0,29519.0,0.33034,5,3,0.6,61.0,18.793615937333612,0.30809206454645266,32,0.7237154150197629,0.07658775806744567,3982.3596837944665,0.05719782920460432,False,False,False
710,94375.0,321578.0,227203.0,1.4153774377979165,0.5394366197183098,132.92253521126761,839.6292428198434,-694.8103975535169,11942.0,10823.0,0.11942,10,9,0.9,71.0,21.461593603458248,0.3022759662458908,20,0.10586490066225165,7.9027801038352035,89.84180132450331,1.524402068743751,2012-01-10 10:30:00,2021-04-26 13:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1750,10000,48,239,26824.0,274399.0,247575.0,1.10834696556599,0.3723849372384937,112.23430962343096,3083.1348314606744,-1650.5,43587.0,40148.0,0.43587,5,3,0.6,47.8,14.878171930717834,0.31125882700246515,21,0.3724649567551446,0.6154128524560075,388.3571801371906,0.6737311030901629,True,False,False
397,63927.0,380682.0,316755.0,1.201818440119335,0.672544080604534,161.02518891687657,1425.7752808988764,-2436.576923076923,17550.0,15126.0,0.1755,10,7,0.7,39.7,20.43061428347175,0.5146250449237216,19,0.037714893550455986,3.6425641025641027,108.98915951006617,1.523332486517437,2012-01-10 22:30:00,2021-05-17 18:00:00,TF_U,5,0,4,139,37,115,22,3,-1,3000,1500,460,283,90853.0,316154.0,225301.0,1.403251650014869,0.7385159010600707,321.03533568904595,1512.6985645933014,-3044.608108108108,23147.0,19603.0,0.23147,5,4,0.8,56.6,11.976643937263894,0.21160148299052817,37,0.05763155867170044,3.925044282196397,72.10109737708166,2.6445082613654773,True,True,True
814,108669.0,393161.0,284492.0,1.3819755915807825,0.5417690417690417,133.5,891.5215419501134,-762.7131367292225,12085.0,10199.0,0.12085,10,9,0.9,81.4,19.288338445807096,0.23695747476421491,27,0.09511452208081421,8.992056268100951,90.52434456928839,1.5219394879644497,2012-01-10 10:30:00,2021-05-17 12:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1750,0,48,297,39537.0,348943.0,309406.0,1.1277835594655565,0.38047138047138046,133.12121212121212,3087.991150442478,-1681.554347826087,40440.0,38046.0,0.4044,5,3,0.6,59.4,17.556765077883796,0.2955684356546094,31,0.31011457621974353,0.9776706231454005,303.7832916002732,0.829623674757677,True,False,False
642,88352.0,318432.0,230080.0,1.3840055632823365,0.5249221183800623,137.61993769470405,944.9020771513353,-754.360655737705,12844.0,12385.0,0.12844,10,7,0.7,64.2,14.783774890061064,0.230276867446434,26,0.045171586381745746,6.878853939582685,93.3295001810938,1.5218458187645914,2012-01-10 22:30:00,2021-05-17 14:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1500,4000,48,275,60475.0,305130.0,244655.0,1.2471848112648423,0.4,219.9090909090909,2773.909090909091,-1482.7575757575758,24394.0,22441.0,0.24394,5,5,1.0,55.0,11.781341180018513,0.2142062032730639,38,0.08658123191401405,2.4790932196441746,110.92765605622158,1.7645790568731252,True,True,True
640,93840.0,323271.0,229431.0,1.4090118597748342,0.525,146.625,962.1160714285714,-754.7072368421053,14580.0,12385.0,0.1458,10,7,0.7,64.0,14.484474446799926,0.22631991323124884,26,0.06384271099744246,6.436213991769547,99.43734015345268,1.521839002062776,2012-01-10 22:30:00,2021-05-17 14:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1500,6000,48,267,54467.0,305788.0,251321.0,1.2167228365317662,0.36704119850187267,203.99625468164794,3120.285714285714,-1487.1065088757396,25658.0,22215.0,0.25658,5,4,0.8,53.4,11.217842929904126,0.21007196497947803,38,0.11072759652633705,2.1228077013017383,125.77681899131585,1.5960637742119723,True,True,True
549,90769.0,363532.0,272763.0,1.3327760730011036,0.5591985428051002,165.3351548269581,1184.1433224755701,-1127.1198347107438,18562.0,16072.0,0.18562,10,9,0.9,54.9,12.557467897629682,0.2287334771881545,26,0.05498573301457546,4.890044176274109,112.2689244125197,1.5208706161341496,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,2000,5000,92,259,54979.0,375854.0,320875.0,1.1713408648227503,0.38223938223938225,212.27413127413126,3796.5050505050503,-2005.46875,33216.0,30986.0,0.33216,5,4,0.8,51.8,12.480384609458156,0.24093406581965554,35,0.09523636297495407,1.6551962909441233,156.47690936539408,1.459697463257189,True,False,False
506,65366.0,239700.0,174334.0,1.37494694092948,0.32608695652173914,129.1818181818182,1452.7272727272727,-511.2434017595308,11332.0,10483.0,0.11332,10,9,0.9,50.6,12.403225386970924,0.24512303136306174,20,0.029541351773093045,5.768266854924109,87.7213230119634,1.520854113722816,2012-01-10 10:30:00,2021-04-23 22:00:00,TF_U,5,0,28,77,52,15,21,16,-1,500,1500,460,243,24313.0,110334.0,86021.0,1.2826402855116774,0.3045267489711934,100.05349794238683,1491.0,-509.0,8972.0,7851.0,0.08972,5,4,0.8,48.6,14.853955702101715,0.3056369486029159,22,0.06132521696211903,2.7098751671868033,89.67202731049234,1.3238143699006704,True,True,True
613,76858.0,286004.0,209146.0,1.367484914844176,0.33278955954323003,125.38009787928222,1401.9803921568628,-511.359413202934,10684.0,9610.0,0.10684,10,9,0.9,61.3,16.72154299100415,0.27278210425781646,29,0.02512425511983138,7.193747660052415,85.21288610164198,1.5202013429197394,2012-01-10 10:30:00,2021-05-14 16:30:00,TF_U,5,0,28,78,37,7,21,15,-1,500,1500,322,312,23192.0,135681.0,112489.0,1.2061712700797411,0.2916666666666667,74.33333333333333,1491.0,-509.0,10125.0,9707.0,0.10125,5,4,0.8,62.4,18.821264569629744,0.30162282964150233,32,0.06428941014142808,2.290567901234568,136.21076233183857,0.9258178276828617,True,True,True
582,73477.0,198700.0,125223.0,1.586769203740527,0.1718213058419244,126.2491408934708,1987.0,-259.798755186722,10853.0,9080.0,0.10853,10,10,1.0,58.2,14.991997865528129,0.25759446504343864,18,0.1359745226397376,6.770201787524186,85.96494141023722,1.5187733815484943,2012-01-10 10:30:00,2021-04-23 22:00:00,TF_U,5,0,28,77,52,15,21,16,-1,250,10000,184,233,21053.0,78556.0,57503.0,1.366120028520251,0.04721030042918455,90.35622317596567,7141.454545454545,-259.02252252252254,19876.0,15022.0,0.19876,5,3,0.6,46.6,14.62326912834473,0.3138040585481701,21,0.47456419512658526,1.059217146307104,219.97378045884196,0.8032172417001806,True,False,False
712,96692.0,311773.0,215081.0,1.4495608631166863,0.523876404494382,135.80337078651687,835.8525469168901,-634.457227138643,12601.0,11465.0,0.12601,10,9,0.9,71.2,21.36726468221892,0.3001020320536365,20,0.04644644851694039,7.67335925720181,92.7885657551814,1.516168574928373,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,4500,48,242,47267.0,249439.0,202172.0,1.2337959757038561,0.32644628099173556,195.3181818181818,3157.4556962025317,-1240.3190184049079,28711.0,25682.0,0.28711,5,4,0.8,48.4,14.894294209528695,0.3077333514365433,22,0.09501343431992722,1.6463028107693916,146.9960437514545,1.4446344268671396,True,False,False
712,96452.0,312792.0,216340.0,1.4458352593140427,0.5224719101123596,135.46629213483146,840.8387096774194,-636.2941176470588,12601.0,11465.0,0.12601,10,9,0.9,71.2,21.36726468221892,0.3001020320536365,20,0.11182764483888359,7.65431314975002,93.01945008916353,1.51240528057121,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,0,48,240,37280.0,243229.0,205949.0,1.1810156883500285,0.30833333333333335,155.33333333333334,3286.8783783783783,-1240.6566265060242,30066.0,27037.0,0.30066,5,2,0.4,48.0,15.073154945133417,0.3140240613569462,21,0.2551233905579399,1.2399388013037984,193.5579399141631,1.1227066172384677,True,False,False
814,107979.0,392471.0,284492.0,1.379550215823292,0.5417690417690417,132.65233415233416,889.9569160997733,-762.7131367292225,12085.0,10199.0,0.12085,10,9,0.9,81.4,19.288338445807096,0.23695747476421491,27,0.09252725066911159,8.93496069507654,91.10280702729234,1.5122758465699815,2012-01-10 10:30:00,2021-05-17 12:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1750,10000,48,297,50787.0,358434.0,307647.0,1.1650820583330896,0.3838383838383838,171.0,3144.157894736842,-1681.1311475409836,40440.0,38046.0,0.4044,5,4,0.8,59.4,17.556765077883796,0.2955684356546094,31,0.19672357099257684,1.2558605341246292,236.49122807017545,1.0656877752464309,True,False,False
565,86415.0,351771.0,265356.0,1.3256568534346311,0.5592920353982301,152.94690265486724,1113.1993670886077,-1065.686746987952,16106.0,14349.0,0.16106,10,9,0.9,56.5,14.326548781894402,0.253567235077777,19,0.051970144072209686,5.365391779461071,105.30451889139617,1.5103802082146092,2012-01-10 10:30:00,2021-04-27 21:30:00,TF_U,5,0,28,77,52,15,21,16,-1,2250,4500,92,233,23288.0,339782.0,316494.0,1.0735811737347312,0.3948497854077253,99.94849785407726,3693.282608695652,-2244.6382978723404,55701.0,54092.0,0.55701,5,4,0.8,46.6,14.472042012100435,0.3105588414613827,22,0.19284610099622124,0.41808944184125957,557.2970199244246,0.5307429356913265,True,False,False
648,89928.0,331261.0,241333.0,1.372630348936946,0.5339506172839507,138.77777777777777,957.4017341040462,-799.115894039735,13269.0,12810.0,0.13269,10,7,0.7,64.8,15.177615095923338,0.23422245518400214,26,0.036707143492571835,6.777300474790866,95.61329063250601,1.5098725128139525,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1750,3000,48,279,62309.0,318129.0,255820.0,1.2435657884450004,0.46236559139784944,223.32974910394265,2466.1162790697676,-1705.4666666666667,29304.0,26841.0,0.29304,5,4,0.8,55.8,12.023310692151309,0.21547151778048942,37,0.08403280424978735,2.1262967512967514,131.2140461249579,1.6350181279383904,True,True,True
673,95798.0,339805.0,244007.0,1.3926034908834584,0.45319465081723626,142.3447251114413,1114.1147540983607,-663.0625,13981.0,10626.0,0.13981,10,9,0.9,67.3,13.726252219743014,0.20395619940182785,27,0.042078122716549406,6.852013446820685,98.21930520470156,1.5087306292641325,2012-01-10 10:30:00,2021-05-14 21:00:00,TF_U,5,0,28,78,37,7,21,15,-1,750,4000,92,296,46671.0,224277.0,177606.0,1.262778284517415,0.20945945945945946,157.6722972972973,3617.3709677419356,-759.0,17512.0,15743.0,0.17512,5,5,1.0,59.2,18.988417522268676,0.3207502959842682,30,0.08551348803325405,2.665086797624486,111.06580103276124,1.4932308989772303,True,True,True
715,92250.0,283630.0,191380.0,1.482025289998955,0.48951048951048953,129.020979020979,810.3714285714286,-524.3287671232877,11500.0,9704.0,0.115,10,9,0.9,71.5,21.54646142641524,0.30134911085895444,20,0.06494308943089432,8.021739130434783,89.13279132791328,1.5078247226629327,2012-01-10 10:30:00,2021-04-23 22:00:00,TF_U,5,0,28,77,52,15,21,16,-1,750,6000,48,242,32777.0,177746.0,144969.0,1.2260966137588036,0.21074380165289255,135.44214876033058,3485.2156862745096,-759.0,22403.0,19634.0,0.22403,5,4,0.8,48.4,14.894294209528695,0.3077333514365433,22,0.18278060835341856,1.463062982636254,165.40641303352962,1.1340708634317334,True,False,False
830,100030.0,334369.0,234339.0,1.426860232398363,0.4867469879518072,120.51807228915662,827.6460396039604,-550.0915492957746,10036.0,9122.0,0.10036,10,8,0.8,83.0,19.308029417835474,0.2326268604558491,28,0.049895031490552834,9.967118373854126,83.27381785464361,1.5076873712321135,2012-01-10 10:30:00,2021-05-17 12:30:00,TF_U,5,0,28,78,37,7,21,15,-1,750,5000,48,305,34115.0,217793.0,183678.0,1.185732640817082,0.20655737704918034,111.85245901639344,3457.031746031746,-759.0,28151.0,24584.0,0.28151,5,4,0.8,61.0,18.64403389827427,0.3056398999717093,31,0.1462992818408325,1.211857482860289,251.67975963652353,0.8354838702202786,True,False,False
662,99197.0,360741.0,261544.0,1.3792746153610864,0.5453172205438066,149.84441087613294,999.2825484764543,-868.9169435215947,15531.0,14861.0,0.15531,10,9,0.9,66.2,13.174217244299564,0.19900630278398132,28,0.020071171507202838,6.387032386839225,103.64750950129539,1.5068856104659685,2012-01-10 10:30:00,2021-05-14 17:00:00,TF_U,5,0,28,78,37,7,21,15,-1,1250,2000,92,304,34039.0,254364.0,220325.0,1.154494496766141,0.4243421052631579,111.97039473684211,1971.8139534883721,-1259.0,17460.0,15957.0,0.1746,5,4,0.8,60.8,18.616122045152153,0.3061862178478973,30,0.05849173007432651,1.9495418098510882,155.93407561914273,1.061990267102511,True,False,False
526,85561.0,268037.0,182476.0,1.4688890593831518,0.31749049429657794,162.66349809885932,1605.0119760479042,-508.2896935933148,18319.0,17394.0,0.18319,10,9,0.9,52.6,11.473447607410773,0.2181263803690261,20,0.04711258634190811,4.670615208253726,112.6189969729199,1.5061862315248158,2012-01-10 10:30:00,2021-04-23 22:00:00,TF_U,5,0,28,77,52,15,21,16,-1,500,3000,184,241,24331.0,125622.0,101291.0,1.2402089030614762,0.17427385892116182,100.95850622406638,2991.0,-509.0,13425.0,11707.0,0.13425,5,4,0.8,48.2,14.702380759591284,0.3050286464645494,22,0.12292959598865645,1.8123649906890131,132.97542230076857,1.0920064811409482,True,False,False
518,93988.0,330363.0,236375.0,1.3976224219989424,0.37258687258687256,181.44401544401543,1711.7253886010362,-727.3076923076923,22820.0,21955.0,0.2282,10,6,0.6,51.8,9.484724561103501,0.18310279075489386,27,0.06374217985274716,4.1186678352322525,125.76882155168745,1.5053042070454516,2012-01-10 10:30:00,2021-05-17 20:00:00,TF_U,5,0,28,78,37,7,21,15,-1,750,6000,184,285,31525.0,218998.0,187473.0,1.1681575480202482,0.13333333333333333,110.6140350877193,5763.105263157895,-759.0,40620.0,37323.0,0.4062,5,3,0.6,57.0,18.384776310850235,0.3225399352780743,30,0.1900396510705789,0.7760955194485475,367.22283901665344,0.6878277967074099,True,False,False
472,75062.0,369589.0,294527.0,1.2548560912921396,0.6546610169491526,159.02966101694915,1196.0809061488674,-1806.9141104294479,17550.0,15045.0,0.1755,10,7,0.7,47.2,17.2441294358399,0.36534172533559106,27,0.032120114039061044,4.277037037037037,110.35677173536543,1.5044543687635707,2012-01-10 22:30:00,2021-05-17 18:00:00,TF_U,5,0,4,139,37,115,22,3,-1,3000,1500,184,283,90853.0,316154.0,225301.0,1.403251650014869,0.7385159010600707,321.03533568904595,1512.6985645933014,-3044.608108108108,23147.0,19603.0,0.23147,5,4,0.8,56.6,11.976643937263894,0.21160148299052817,37,0.05763155867170044,3.925044282196397,72.10109737708166,2.6445082613654773,True,True,True
642,87252.0,317332.0,230080.0,1.3792246175243394,0.5249221183800623,135.90654205607476,941.6379821958457,-754.360655737705,12844.0,12385.0,0.12844,10,7,0.7,64.2,14.783774890061064,0.230276867446434,26,0.05147159950488241,6.793210837745251,94.50612020354835,1.5028985351644344,2012-01-10 22:30:00,2021-05-17 14:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1500,4500,48,275,41240.0,294949.0,253709.0,1.1625484314707006,0.3781818181818182,149.96363636363637,2836.048076923077,-1483.6783625730993,24758.0,22363.0,0.24758,5,4,0.8,55.0,11.781341180018513,0.2142062032730639,38,0.12696411251212414,1.6657242103562484,165.09335596508245,1.1944490530050442,True,False,False
710,91730.0,312245.0,220515.0,1.4159807722830646,0.5352112676056338,129.19718309859155,821.6973684210526,-668.2272727272727,11639.0,10600.0,0.11639,10,9,0.9,71.0,21.37755832643195,0.30109237079481616,20,0.04394418401831462,7.881261276741988,90.08710345579418,1.5008409046646611,2012-01-10 10:30:00,2021-04-26 11:00:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,4000,48,242,50562.0,269946.0,219384.0,1.2304725959960616,0.3760330578512397,208.93388429752065,2966.4395604395604,-1452.8741721854306,24439.0,22119.0,0.24439,5,5,1.0,48.4,14.894294209528695,0.3077333514365433,22,0.07893279537992959,2.0689062563934693,116.97001700882086,1.674968367503243,True,True,True
815,112045.0,372299.0,260254.0,1.4305217210878602,0.5263803680981595,137.47852760736197,867.8298368298368,-674.2331606217616,13181.0,11779.0,0.13181,10,9,0.9,81.5,19.221082175569617,0.23584149908674376,27,0.05346958811191932,8.500493134056597,95.87679057521531,1.5007216198728002,2012-01-10 10:30:00,2021-05-17 12:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1250,6000,48,303,68113.0,327404.0,259291.0,1.2626894107392852,0.3102310231023102,224.7953795379538,3483.021276595745,-1240.6267942583731,28762.0,25694.0,0.28762,5,4,0.8,60.6,18.227451824103117,0.3007830334010415,31,0.08795677770763291,2.3681593769557057,127.94746964602939,1.6611822672751322,True,True,True
712,95657.0,311997.0,216340.0,1.442160488120551,0.5224719101123596,134.34971910112358,838.7016129032259,-636.2941176470588,12601.0,11465.0,0.12601,10,9,0.9,71.2,21.36726468221892,0.3001020320536365,20,0.10444609385617362,7.591222918815967,93.79252955873591,1.4999393680131075,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1250,10000,48,240,49840.0,254530.0,204690.0,1.2434901558454248,0.3125,207.66666666666666,3393.733333333333,-1240.5454545454545,30066.0,27037.0,0.30066,5,3,0.6,48.0,15.073154945133417,0.3140240613569462,21,0.20046147672552167,1.6576864232022883,144.78009630818622,1.5009575590977795,True,False,False
583,72678.0,198160.0,125482.0,1.579190640888733,0.17152658662092624,124.66209262435677,1981.6,-259.7971014492754,10853.0,9080.0,0.10853,10,10,1.0,58.3,14.724469430169632,0.25256379811611723,19,0.10307108065714522,6.696581590343683,87.05934395552987,1.4996812384312843,2012-01-10 10:30:00,2021-04-23 22:00:00,TF_U,5,0,28,77,52,15,21,16,-1,250,7500,184,233,19318.0,76562.0,57244.0,1.3374676822025016,0.05150214592274678,82.9098712446352,6380.166666666667,-259.0226244343891,18839.0,14245.0,0.18839,5,3,0.6,46.6,14.62326912834473,0.3138040585481701,21,0.387773061393519,1.0254259780243113,227.222642095455,0.7570364048364628,True,False,False
