window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-16,2013-10-16,2014-09-04,28808.0,496.6896551724138,58,4237.0,132.40625,32,7433.0,True,286.2,"{'le_day': 2, 'lx_day': 2, 'le_time': 2300, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 133, 'ptn_ly_no': 112, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 4000, 'take_profit': 2500}"
2,2012-01-10,2016-06-13,2016-06-13,2017-05-05,42480.0,566.4,75,-800.0,-160.0,5,6733.0,True,666.5,"{'le_day': 0, 'lx_day': 4, 'le_time': 100, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 5, 'ptn_ly_no': 93, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 3000, 'take_profit': 4500}"
3,2012-01-10,2019-02-21,2019-02-22,2020-01-16,108144.0,725.7986577181208,149,8039.0,423.10526315789474,19,9787.0,True,994.4,"{'le_day': 2, 'lx_day': 2, 'le_time': 500, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 100, 'sx_time': 100, 'ptn_ly_yes': 140, 'ptn_ly_no': 1, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 4000, 'take_profit': 0}"
4,2012-01-10,2021-10-29,2021-10-29,2022-09-21,234454.0,1046.669642857143,224,-33016.0,-1138.4827586206898,29,69964.0,True,1330.0,"{'le_day': 0, 'lx_day': 4, 'le_time': 200, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 14, 'ptn_ly_no': 130, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 5000, 'take_profit': 0}"
5,2012-01-10,2024-07-08,2024-07-08,2025-05-30,380986.0,817.5665236051502,466,-19350.0,-430.0,45,35883.0,True,1869.8,"{'le_day': 0, 'lx_day': 0, 'le_time': 1100, 'lx_time': 100, 'se_day': 3, 'sx_day': 0, 'se_time': 2000, 'sx_time': 200, 'ptn_ly_yes': 4, 'ptn_ly_no': 36, 'ptn_sy_yes': 57, 'ptn_sy_no': 90, 'stop_loss': 5000, 'take_profit': 6000}"
