engine,famiglia,famiglia_capofila,good,gate_reason,expected_avg_trade,wf_efficiency_used,oos_avg_trade,oos_net_profit,oos_max_dd,oos_n_trades,oos_profit_factor,avg_trade,net_profit,max_dd,n_trades,unger_score,oos_unger_score,wf_mean_unger,ms_blocks_positive,ms_blocks_total,ms_min_avg_trade,plateau_ratio,plateau_min,np_dd,oos_np_dd,recovery_trades,oos_recovery_trades,pattern_null_p,pattern_null_median_avg,pattern_avg_trade,pattern_none_avg_trade,pattern_vs_none_avg,pattern_null_valid_draws,pattern_null_draws,pattern_null_min_trades,wfo_measured,wfo_efficiency,wfo_net_profit,wfo_avg_trade,wfo_positive_windows,wfo_total_windows,mc_dd_p95,mc_dd_worst,passes_multisplit,passes_plateau,passes_expectancy,passes_null,passes_pattern_useful,passes_wfo,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,p_long_offset_ticks,p_short_offset_ticks,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_max_bars,p_level_choice,p_level_shift,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_dvol_min,p_breakeven,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_level_source,p_n_sess,p_lev_include_sess0,p_bb_length,p_bb_num_devs,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time
TF_M,1.0,False,True,—,499.8292682926829,1.0012144799850193,499.8292682926829,102465.0,15004.0,205,2.1246172251429574,72.37080867850099,36692.0,23832.0,507,0.5875199623829972,5.1139632476915855,2.476416375577729,3.0,3.0,402.39240506329116,1.1013994410623216,0.457628706452868,1.5396106075864384,6.8291788856304985,329.30404447836037,30.018250134192165,0.04,180.27631578947367,499.8292682926829,266.77636152954807,233.05290676313484,49.0,200.0,103.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,33977.05,53422.0,True,True,True,True,True,True,,,,,,,500,7500,,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,322.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_M,2.0,False,True,—,393.734693877551,1.0012144799850193,393.734693877551,96465.0,27508.0,245,1.5021577191165065,170.73880597014926,45758.0,10336.0,268,2.1047253728610897,2.975182586161109,2.3947661712229005,2.0,3.0,-39.472972972972975,4.037317307578177,0.6568005514646124,4.427051083591332,3.5067980223934856,60.53691157830325,69.86430311511947,0.08333333333333333,106.041782729805,393.734693877551,141.22770398481973,252.5069898927313,47.0,200.0,123.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,33991.15,49400.0,True,True,True,True,True,True,,,,,,,5000,4000,,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,12.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_M,2.0,True,True,—,464.11475409836066,1.0012144799850193,464.11475409836066,113244.0,28296.0,244,1.5180586752549259,148.87593984962405,39601.0,21249.0,266,1.279955040362429,3.4578193344336987,2.275294115033946,3.0,3.0,37.891891891891895,4.518934807041034,0.7957971048056954,1.8636641724316438,4.002120441051739,142.7295775359208,60.967680406908975,0.0625,69.20689655172414,464.11475409836066,110.83543078412391,353.27932331423676,47.0,200.0,122.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,37627.05,51262.0,True,True,True,True,True,True,,,,,,,5000,3000,,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,24.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_M,1.0,False,True,—,396.1456310679612,1.0012144799850193,396.1456310679612,81606.0,16239.0,206,1.5383798333520258,85.66510903426791,54997.0,18934.0,642,0.7802292590542794,3.8959616810795135,2.240611282800977,3.0,3.0,341.8955223880597,0.9845533671191431,0.678049730076449,2.9046688496883912,5.025309440236468,221.02347400767314,40.99250055143004,0.08,128.5728155339806,396.1456310679612,127.85387131952018,268.291759748441,49.0,200.0,103.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,37973.5,61779.0,True,True,True,True,True,True,,,,,,,1000,6000,,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIASW,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$40,890 su 130 trade; 2/5 finestre positive)",0.0,-0.38462970719233364,1099.25,87940.0,13855.0,80,2.383422215929649,480.1803278688525,87873.0,12923.0,183,5.293734287492425,11.703955347404825,7.76396818589478,3.0,3.0,108.66666666666667,1.055317366415564,0.8042869986465921,6.7997369031958526,6.347167087693974,26.912805981359462,12.604048214691835,0.023255813953488372,130.61928934010152,1099.25,124.27669902912622,974.9733009708738,85.0,200.0,40.0,True,-0.38462970719233364,-40890.0,-314.53846153846155,2.0,5.0,23527.649999999998,36431.0,True,True,False,True,True,False,,,,,,,1000,10000,,,,,,,,,,,,,,14.0,139.0,152.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,200.0,100.0,-1.0,0.0,100.0,100.0
PC,,,False,"pattern casuali fanno uguale (p=0.48, min attendibile 0.38 su 41 estrazioni valide)",142.13047966980687,0.37102697481612645,383.0731707317073,47118.0,13951.0,123,1.6980134216257055,674.3333333333334,97104.0,8102.0,144,9.388970091231096,4.064606562561137,7.5443160811092325,3.0,3.0,63.22222222222222,0.9030932596970387,0.4375801320249818,11.98518884226117,3.3773923016271237,12.014829461196243,36.41862982299758,0.47619047619047616,341.8484848484849,383.0731707317073,307.79060665362033,75.28256407808698,41.0,200.0,62.0,True,0.37102697481612645,26340.0,277.2631578947368,4.0,5.0,17489.099999999995,31512.0,True,True,True,False,True,True,,,,,,1.0,2500,10000,2000.0,,,22.0,8.0,-48.0,16.0,14.0,4.0,-1.0,0.0,,,,,,,,,50.0,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,,,False,"pattern casuali fanno uguale (p=0.53, min attendibile 0.42 su 35 estrazioni valide)",129.07900513516896,0.37102697481612645,347.8965517241379,50445.0,14639.0,145,1.6238251879699248,546.9509202453987,89153.0,9351.0,163,7.088572341461717,3.60357749264205,7.043000777390143,3.0,3.0,31.357142857142858,0.9138009847902295,0.5107570182021975,9.534060528285744,3.445932099187103,17.096597983242294,42.078600455942116,0.5277777777777778,363.59842519685037,347.8965517241379,307.79060665362033,40.10594507051758,35.0,200.0,73.0,True,0.37102697481612645,26340.0,277.2631578947368,4.0,5.0,20581.75,30000.0,True,True,True,False,True,True,,,,,,1.0,2500,10000,2000.0,,,22.0,8.0,52.0,16.0,14.0,4.0,-1.0,0.0,,,,,,,,,50.0,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,455.56692913385825,57857.0,26832.0,127,1.4091060152874708,576.3164556962025,91058.0,20467.0,158,5.048628010225135,3.485500218197451,6.183085736245767,2.0,3.0,-184.67567567567568,2.3401056878467186,0.7322036089508382,4.449015488347095,2.1562686344663087,35.51347492806782,58.898041723559814,0.12244897959183673,120.28049289891395,455.56692913385825,183.8519855595668,271.71494357429145,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,35889.25,52950.0,True,True,False,True,True,False,,,,,,,3000,2500,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 37% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,787.25,91321.0,25965.0,116,1.4218332825217335,486.0,79704.0,26105.0,164,3.7697614368951227,6.122911085424389,6.016343730356995,3.0,3.0,354.6363636363636,2.5392035623880633,0.3687418850817544,3.0532081976632828,3.5170806855382244,53.71399176954733,32.981899015560494,0.07692307692307693,195.10256410256412,787.25,156.43373493975903,630.816265060241,51.0,200.0,58.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,53229.6,71231.0,True,False,False,True,True,False,,,,,,,4000,5000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,460.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,791.9677419354839,98204.0,26093.0,124,1.7643702763918834,476.76719576719574,90109.0,15074.0,189,4.866666177342329,6.1444771329892856,5.957413449115716,2.0,3.0,-175.66666666666666,1.8373985034260838,0.6064767212302807,5.977776303569059,3.7636147625800023,31.61710816899533,32.94704900004073,0.02040816326530612,189.9083030472463,791.9677419354839,274.52551984877124,517.4422220867127,48.0,200.0,62.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,32348.44999999998,48267.0,True,True,False,True,True,False,,,,,,,4000,2500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
PC,,,False,"plateau fragile (il peggior vicino di griglia rende 37% della candidata) | pattern casuali fanno uguale (p=0.53, min attendibile 0.37 su 14 estrazioni valide)",107.88653993305236,0.37102697481612645,290.77815699658703,85198.0,25618.0,293,1.3789811750471515,509.3514492753623,140581.0,14732.0,276,5.259278124975517,2.27681957131755,5.571616333124572,3.0,3.0,214.39080459770116,1.0157466592981659,0.3672956716708362,9.542560412707033,3.325708486220626,28.923055035886783,88.10152820488744,0.5333333333333333,292.32168672306284,290.77815699658703,219.70905587668594,71.06910111990109,14.0,200.0,147.0,True,0.37102697481612645,26340.0,277.2631578947368,4.0,5.0,35798.74999999999,53563.0,True,False,True,False,True,True,,,,,,1.0,5000,10000,2000.0,,,55.0,56.0,-48.0,-27.0,22.0,21.0,-1.0,0.0,,,,,,,,,50.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 34% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,1192.5,131175.0,25784.0,110,1.6300280973079417,297.7005076142132,58647.0,29432.0,197,2.174748974570362,9.307278050337686,5.529420118442344,3.0,3.0,509.75,2.973932542715035,0.3376528524905221,1.9926270725740691,5.087457337883959,98.86446024519583,21.621802935010482,0.019230769230769232,143.56410256410257,1192.5,373.13513513513516,819.3648648648648,51.0,200.0,55.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,52103.9,83500.0,True,False,False,True,True,False,,,,,,,4000,7500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,184.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 29% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,836.3658536585366,102873.0,17320.0,123,1.8003251931320454,281.3958333333333,67535.0,11962.0,240,3.224446759184193,7.964560153541541,5.404597417156839,3.0,3.0,429.0263157894737,1.185225057810153,0.29281459977023344,5.645795017555593,5.939549653579677,42.509513585548234,20.70864075121752,0.02040816326530612,255.9795751633987,836.3658536585366,275.4339622641509,560.9318913943857,48.0,200.0,62.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,29026.499999999996,40106.0,True,False,False,True,True,False,,,,,,,4000,3000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 33% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,899.360655737705,109722.0,19593.0,122,1.7592534927653567,342.8032786885246,62733.0,15074.0,183,3.4992112223470393,8.052354057830229,5.380181273646059,3.0,3.0,227.8421052631579,2.4320947585965933,0.3339706749208742,4.1616690991110525,5.600061246363497,43.97274161924346,21.785476021217256,0.02040816326530612,239.35287379556632,899.360655737705,312.9351669941061,586.4254887435989,48.0,200.0,61.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,38712.1,69816.0,True,False,False,True,True,False,,,,,,,4000,3000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_M,,,False,plateau fragile (il peggior vicino di griglia rende 18% della candidata),436.94594594594594,1.0012144799850193,436.94594594594594,80835.0,29089.0,185,1.3910115946655832,527.6304347826087,97084.0,17167.0,184,5.046869580451931,3.210722455015749,5.199517340996915,2.0,3.0,-110.69491525423729,0.810754821677941,0.17606266342570379,5.655268829731462,2.7788854893602393,32.53603065386675,66.57345209377127,0.10909090909090909,88.95431726907631,436.94594594594594,173.3729863692689,263.572959576677,54.0,200.0,93.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,47573.94999999996,86463.0,True,False,True,True,True,True,,,,,,,1500,6000,,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 14% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,573.0472440944882,72777.0,13456.0,127,1.9310093386209544,317.4024390243902,78081.0,8827.0,246,4.233924831790313,6.191157979251386,5.140248106223875,3.0,3.0,425.125,0.9576237364088324,0.14178793507369317,8.845700691061516,5.408516646848989,27.810120259730283,23.481484534949228,0.04081632653061224,146.49516764109296,573.0472440944882,194.68330464716007,378.3639394473281,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,19609.099999999995,29570.0,True,False,False,True,True,False,,,,,,,4000,1500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
PC,,,False,"pattern casuali fanno uguale (p=0.57, min attendibile 0.33 su 6 estrazioni valide)",123.45498825233341,0.37102697481612645,332.73857868020303,131099.0,20571.0,394,1.462193939607608,397.4035087719298,135912.0,15439.0,342,4.008312385420537,2.907467722318302,5.07815933841927,3.0,3.0,255.96031746031747,1.007265225429719,0.46218730286769155,8.803160826478399,6.3730008264061055,38.849682147271764,61.823309102281485,0.5714285714285714,320.81276325659223,332.73857868020303,219.70905587668594,113.0295228035171,6.0,200.0,197.0,True,0.37102697481612645,26340.0,277.2631578947368,4.0,5.0,40161.15,71611.0,True,True,True,False,True,True,,,,,,1.0,5000,10000,2000.0,,,55.0,56.0,52.0,-27.0,22.0,21.0,-1.0,0.0,,,,,,,,,50.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,692.7460317460317,87286.0,15708.0,126,1.8142882464340022,240.02298850574712,62646.0,9598.0,261,3.0704491754794203,6.927125364012813,5.0746918522880105,3.0,3.0,22.41025641025641,1.4999816128253516,0.5005243693496443,6.526984788497604,5.556786350903998,39.98783641413658,22.6749765139885,0.02040816326530612,166.8992496646546,692.7460317460317,239.6873920552677,453.058639690764,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,24807.949999999997,39656.0,True,True,False,True,True,False,,,,,,,4000,2500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,48.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,599.0,74875.0,25459.0,125,1.5786902857319514,467.8709677419355,72520.0,15119.0,155,4.768744020230529,4.704848017772843,5.053146465733334,2.0,3.0,-47.46153846153846,2.4910286895261153,0.5816504907674322,4.7966135326410475,2.9410031815860798,32.31446497517926,42.502504173622704,0.061224489795918366,136.20353045996214,599.0,204.52833638025595,394.47166361974405,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,34521.95,50598.0,True,True,False,True,True,False,,,,,,,3000,2500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 31% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,876.9677419354839,108744.0,25535.0,124,1.7323716005980523,297.8205128205128,58075.0,21611.0,195,2.538964464003966,6.8778885566720716,5.028424319352963,3.0,3.0,74.33333333333333,3.3436750549641556,0.313033359291283,2.6872888806626256,4.258625416095555,72.5638398622471,29.11737659089237,0.061224489795918366,265.85239271529593,876.9677419354839,295.234496124031,581.7332458114529,48.0,200.0,62.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,41628.35,66324.0,True,False,False,True,True,False,,,,,,,4000,3000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 28% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,832.0,104000.0,18432.0,125,1.7889067572898019,238.83269961977186,62813.0,12208.0,263,2.709012283992088,7.680270963283731,4.903774323871394,3.0,3.0,325.1666666666667,1.3737067838453139,0.2839612230010581,5.1452326343381385,5.642361111111111,51.11527868434878,22.153846153846153,0.04081632653061224,231.51733193277312,832.0,247.86111111111111,584.1388888888889,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,32061.449999999997,48589.0,True,False,False,True,True,False,,,,,,,4000,3000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 22% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,1119.794642857143,125417.0,24055.0,112,1.5805724390458424,219.125,47331.0,29312.0,216,1.6040158302773444,9.048470020941908,4.878883350190156,3.0,3.0,635.6666666666666,3.5198521766656445,0.21995267686580974,1.6147311681222707,5.213760133028477,133.76839703365658,21.481617324605118,0.0392156862745098,179.48383573612932,1119.794642857143,306.0133689839572,813.7812738731857,50.0,200.0,56.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,55657.0,83048.0,True,False,False,True,True,False,,,,,,,4000,7500,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,184.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $7 | pattern casuali fanno uguale (p=0.38, min attendibile 0.32 su 129 estrazioni valide) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",6.58690143099442,0.03183745093482287,206.8916083916084,59171.0,16317.0,286,1.836788663876004,401.7303370786517,143016.0,21628.0,356,3.4234650276003866,2.029841680803202,4.650139331429925,3.0,3.0,66.15,1.192831707883396,0.7275277671706758,6.612539300906232,3.6263406263406264,53.837109134642276,78.86738436058204,0.3769230769230769,184.2034632034632,206.8916083916084,191.71343638525565,15.178172006352753,129.0,200.0,143.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,29019.09999999999,42586.0,True,True,False,False,True,False,,,,,,,250,10000,,,,,,,,21.0,15.0,-1.0,0.0,,,28.0,78.0,37.0,7.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,843.8448275862069,97886.0,29366.0,116,1.4691239690017588,291.8285714285714,51070.0,26105.0,175,2.2636298246000464,6.171342396097196,4.558413942969109,3.0,3.0,427.57142857142856,2.8672265862008417,0.42941771255940187,1.956330204941582,3.3333106313423686,89.45320148815351,34.800237010399854,0.057692307692307696,226.7085020242915,843.8448275862069,231.9610705596107,611.8837570265962,51.0,200.0,58.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,55310.74999999998,84892.0,True,True,False,True,True,False,,,,,,,4000,5000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 30% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,675.9590163934427,82467.0,23034.0,122,1.4718925599972534,267.00840336134456,63548.0,14291.0,238,2.7991944421871082,5.5818110496009155,4.433557801535732,3.0,3.0,446.81081081081084,1.2741297232593625,0.3017656640823976,4.4467147155552444,3.5802292263610314,53.52266003650783,34.07603041216486,0.08163265306122448,130.1683756301803,675.9590163934427,211.94360086767895,464.01541552576373,48.0,200.0,61.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,42485.7,57741.0,True,False,False,True,True,False,,,,,,,4000,5000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,556.8267716535433,70717.0,15969.0,127,1.5872578247618732,317.9704433497537,64548.0,21687.0,203,2.7059916968628674,5.522308875366949,4.3496019062882025,3.0,3.0,207.21621621621622,3.1143440160495977,0.6478004416902085,2.9763452759717803,4.428392510489073,68.20445250046477,28.67857799397599,0.04081632653061224,126.33731656184486,556.8267716535433,187.3953488372093,369.431422816334,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,34117.6,50970.0,True,True,False,True,True,False,,,,,,,4000,2000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,629.56,78695.0,13951.0,125,1.6998781583230316,321.1041666666667,61652.0,18590.0,192,2.9515197465568797,6.679960652525502,4.285281143393656,3.0,3.0,144.84615384615384,3.1181226830018276,0.7284854930768334,3.316406670252824,5.64081427854634,57.89398559657432,22.1599212148167,0.04081632653061224,146.20752895752895,629.56,197.31340579710144,432.2465942028985,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,33434.44999999999,50543.0,True,True,False,True,True,False,,,,,,,4000,2000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | pattern casuali fanno uguale (p=0.29, min attendibile 0.21 su 48 estrazioni valide) | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,194.48837209302326,25089.0,12483.0,129,1.2522496254813444,365.7883597883598,69134.0,10352.0,189,4.505647342544948,2.181592354497071,4.2307056449440275,3.0,3.0,23.894736842105264,2.7191555090243247,0.7767584877914177,6.678323029366306,2.00985340062485,28.300517834929266,64.18378572282674,0.2857142857142857,100.375,194.48837209302326,147.13486842105263,47.35350367197063,48.0,200.0,65.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,26074.499999999996,39578.0,True,True,False,False,True,False,,,,,,,1250,2500,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,379.32,47415.0,20959.0,125,1.3627856798549316,286.4115226337449,69598.0,12311.0,243,3.235066909555105,3.283673060841673,4.224421917633118,3.0,3.0,38.56410256410256,1.2845902841293468,0.6723250400515078,5.653318170741613,2.2622739634524547,42.98360585074283,55.2541389855531,0.16326530612244897,153.7630340673819,379.32,225.79753521126761,153.52246478873238,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,28141.149999999998,45366.0,True,True,False,True,True,False,,,,,,,2500,2500,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BIASW,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$40,890 su 130 trade; 2/5 finestre positive)",0.0,-0.38462970719233364,384.9237668161435,85838.0,18890.0,223,1.4786621238059656,342.4935064935065,158232.0,25314.0,462,2.697810253794077,3.5099278977155026,4.199387312016602,3.0,3.0,12.907894736842104,1.1068751294638208,0.8238092914284729,6.250770324721498,4.544097406034939,73.91089033823752,49.074652251916405,0.11940298507462686,202.49975590271615,384.9237668161435,205.23456790123456,179.68919891490893,66.0,200.0,112.0,True,-0.38462970719233364,-40890.0,-314.53846153846155,2.0,5.0,32506.799999999996,61351.0,True,True,False,True,True,False,,,,,,,1000,6000,,,,,,,,,,,,,,143.0,83.0,57.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1100.0,100.0,3.0,0.0,2000.0,200.0
