n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
541,52916.0,158903.0,105987.0,1.4992687782463887,0.4121996303142329,97.81146025878003,712.5695067264573,-333.29245283018867,6629.0,5642.0,0.06629,10,9,0.9,54.1,14.01748907615055,0.25910331009520426,19,0.11321717438959861,7.982501131392367,67.77324438733086,1.505584656369289,2012-01-11 11:00:00,2021-05-12 11:00:00,MAC,5,5,40,2,2.0,0.5,1,3000,6000,1000,191,24466.0,100554.0,76088.0,1.3215487330459468,0.41361256544502617,128.09424083769633,1272.8354430379748,-679.3571428571429,17350.0,15981.0,0.1735,5,2,0.4,38.2,15.315351775261318,0.4009254391429664,20,0.24487043243685114,1.4101440922190203,135.44715114853267,1.2187631414671891,True,False,False
368,50073.0,154715.0,104642.0,1.4785172301752643,0.43478260869565216,136.0679347826087,966.96875,-503.08653846153845,12938.0,11213.0,0.12938,10,6,0.6,36.8,9.019977827023746,0.2451080931256453,14,0.1196453178359595,3.8702272375946825,95.08485611007929,1.4992072258840268,2012-01-11 12:30:00,2021-04-14 19:00:00,MAC,5,16,30,5,2.0,0.5,1,1500,6000,4000,141,-12819.0,113079.0,125898.0,0.898179478625554,0.2765957446808511,-90.91489361702128,2899.4615384615386,-1234.2941176470588,44528.0,43208.0,0.44528,5,2,0.4,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
541,48616.0,154603.0,105987.0,1.4586977648202137,0.4121996303142329,89.86321626617375,693.286995515695,-333.29245283018867,5669.0,4687.0,0.05669,10,9,0.9,54.1,14.01748907615055,0.25910331009520426,19,0.04095359552410729,8.575762921150115,63.084766332071744,1.495781566132405,2012-01-11 11:00:00,2021-05-12 11:00:00,MAC,5,5,40,2,2.0,0.5,1,3000,2000,1000,191,16726.0,92814.0,76088.0,1.2198244138366103,0.41361256544502617,87.57068062827226,1174.860759493671,-679.3571428571429,14029.0,13134.0,0.14029,5,3,0.6,38.2,15.315351775261318,0.4009254391429664,20,0.11903623101757742,1.1922446361109131,160.20202080593089,0.9265840382260438,True,False,False
368,49653.0,154295.0,104642.0,1.4745035454215325,0.43478260869565216,134.9266304347826,964.34375,-503.08653846153845,12938.0,11213.0,0.12938,10,6,0.6,36.8,9.019977827023746,0.2451080931256453,14,0.20041085130807806,3.8377647240686352,95.88915070589894,1.486632244659189,2012-01-11 12:30:00,2021-04-14 19:00:00,MAC,5,16,30,5,2.0,0.5,1,1500,0,4000,141,-13499.0,112399.0,125898.0,0.8927782808305136,0.2765957446808511,-95.73758865248227,2882.025641025641,-1234.2941176470588,44473.0,43208.0,0.44473,5,2,0.4,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
412,60792.0,181088.0,120296.0,1.5053534614617277,0.4320388349514563,147.55339805825244,1017.3483146067416,-514.0854700854701,15543.0,14600.0,0.15543,10,6,0.6,41.2,10.225458424931373,0.24819073846920808,15,0.32111133043821555,3.9112140513414397,105.33813659692063,1.4832735041267435,2012-01-11 12:30:00,2021-04-29 17:00:00,MAC,5,16,30,5,1.6,0.5,1,2000,0,0,153,-27172.0,139331.0,166503.0,0.836807745205792,0.3006535947712418,-177.59477124183007,3028.9347826086955,-1556.1028037383178,41306.0,39271.0,0.41306,5,2,0.4,30.6,11.271202242884296,0.3683399425779182,18,0.0,0.0,0.0,0.0,False,False,False
541,64206.0,196574.0,132368.0,1.4850568113139127,0.4048059149722736,118.68022181146026,897.5981735159818,-411.0807453416149,10108.0,9323.0,0.10108,10,8,0.8,54.1,14.01748907615055,0.25910331009520426,19,0.09330903653864125,6.35199841709537,85.17004641310781,1.479398519305184,2012-01-11 11:00:00,2021-05-12 12:00:00,MAC,5,5,40,2,2.0,0.5,1,1000,6000,4000,191,41821.0,160633.0,118812.0,1.351993064673602,0.2774869109947644,218.95811518324606,3030.811320754717,-860.9565217391304,20243.0,19888.0,0.20243,5,3,0.6,38.2,15.315351775261318,0.4009254391429664,20,0.1432533894454939,2.0659487230153633,92.45147174864303,1.9286927829741296,True,True,True
541,51286.0,157273.0,105987.0,1.483889533622048,0.4121996303142329,94.79852125693161,705.2600896860987,-333.29245283018867,6629.0,5642.0,0.06629,10,9,0.9,54.1,14.01748907615055,0.25910331009520426,19,0.07781850797488593,7.736611856992005,69.92725110166518,1.4592073226728277,2012-01-11 11:00:00,2021-05-12 11:00:00,MAC,5,5,40,2,2.0,0.5,1,3000,4000,1000,191,21786.0,97874.0,76088.0,1.2863263589527916,0.41361256544502617,114.06282722513089,1238.9113924050632,-679.3571428571429,17350.0,15981.0,0.1735,5,2,0.4,38.2,15.315351775261318,0.4009254391429664,20,0.18319104011750664,1.2556772334293949,152.10915266685026,1.0852601079050186,True,False,False
541,63101.0,196574.0,133473.0,1.4727622815101182,0.4048059149722736,116.637707948244,897.5981735159818,-414.5124223602484,10292.0,9323.0,0.10292,10,8,0.8,54.1,14.01748907615055,0.25910331009520426,19,0.0949430278442497,6.131072677808006,88.23904534001045,1.4408823944731886,2012-01-11 11:00:00,2021-05-12 12:00:00,MAC,5,5,40,2,2.0,0.5,1,1000,6000,0,191,41636.0,164081.0,122445.0,1.3400383845808321,0.2670157068062827,217.9895287958115,3217.274509803922,-874.6071428571429,22191.0,22016.0,0.22191,5,3,0.6,38.2,15.315351775261318,0.4009254391429664,20,0.14388990296858487,1.8762561398765265,101.79846767220675,1.83394641821294,True,False,False
541,73971.0,219502.0,145531.0,1.508283458507122,0.41035120147874304,136.73012939001848,988.7477477477478,-456.2100313479624,14313.0,13528.0,0.14313,10,8,0.8,54.1,14.01748907615055,0.25910331009520426,19,0.2503819064227873,5.16809893104171,104.68065863649268,1.4323143272021428,2012-01-11 11:00:00,2021-05-12 13:00:00,MAC,5,5,40,2,2.0,0.5,1,1500,0,0,191,47576.0,193554.0,145978.0,1.3259121237446738,0.3089005235602094,249.0890052356021,3280.576271186441,-1105.8939393939395,24879.0,19244.0,0.24879,5,4,0.8,38.2,15.315351775261318,0.4009254391429664,20,0.19917605515385908,1.9122955102697055,99.87996048427779,1.9791446885958155,True,False,False
541,60416.0,192784.0,132368.0,1.4564245134775777,0.4048059149722736,111.6746765249538,880.2922374429223,-411.0807453416149,10108.0,9323.0,0.10108,10,8,0.8,54.1,14.01748907615055,0.25910331009520426,19,0.1551906779661017,5.977047882865057,90.51291048728812,1.3920714721730367,2012-01-11 11:00:00,2021-05-12 12:00:00,MAC,5,5,40,2,2.0,0.5,1,1000,0,4000,191,34896.0,153708.0,118812.0,1.2937077062922937,0.2774869109947644,182.70157068062827,2900.1509433962265,-860.9565217391304,22798.0,22443.0,0.22798,5,3,0.6,38.2,15.315351775261318,0.4009254391429664,20,0.27154974782209995,1.5306605842617773,124.78272581384687,1.5164683593026205,True,False,False
368,37878.0,117851.0,79973.0,1.4736348517624698,0.41032608695652173,102.92934782608695,780.4701986754967,-368.53917050691246,8600.0,7790.0,0.086,10,7,0.7,36.8,9.019977827023746,0.2451080931256453,14,0.1581656898463488,4.404418604651163,83.55245789112413,1.3910074064075788,2012-01-11 12:30:00,2021-04-13 17:30:00,MAC,5,16,30,5,2.0,0.5,1,1000,6000,1000,141,-15239.0,52997.0,68236.0,0.7766721378744358,0.3333333333333333,-108.07801418439716,1127.595744680851,-725.9148936170212,22174.0,20946.0,0.22174,5,1,0.2,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
368,37638.0,117611.0,79973.0,1.4706338389206357,0.41032608695652173,102.27717391304348,778.8807947019867,-368.53917050691246,8600.0,7790.0,0.086,10,7,0.7,36.8,9.019977827023746,0.2451080931256453,14,0.15279770444763272,4.376511627906977,84.08523300919283,1.3821938001575704,2012-01-11 12:30:00,2021-04-13 17:30:00,MAC,5,16,30,5,2.0,0.5,1,1000,0,1000,141,-15244.0,52992.0,68236.0,0.7765988627703851,0.3333333333333333,-108.11347517730496,1127.4893617021276,-725.9148936170212,22174.0,20946.0,0.22174,5,1,0.2,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
368,39228.0,119832.0,80604.0,1.486675599225845,0.41304347826086957,106.59782608695652,788.3684210526316,-373.1666666666667,9365.0,8555.0,0.09365,10,8,0.8,36.8,9.019977827023746,0.2451080931256453,14,0.15272254512083205,4.188788040576615,87.85357397777098,1.3804920313041502,2012-01-11 12:30:00,2021-04-13 17:30:00,MAC,5,16,30,5,2.0,0.5,1,1500,6000,1000,141,-14084.0,56976.0,71060.0,0.8018012946805516,0.3617021276595745,-99.88652482269504,1117.1764705882354,-789.5555555555555,22304.0,21076.0,0.22304,5,1,0.2,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
541,75166.0,224284.0,149118.0,1.5040706018052816,0.41404805914972276,138.93900184842883,1001.2678571428571,-470.403785488959,15939.0,15043.0,0.15939,10,8,0.8,54.1,14.01748907615055,0.25910331009520426,19,0.24640129845940983,4.715854194115064,114.71940771093314,1.3792185391184582,2012-01-11 11:00:00,2021-05-12 13:00:00,MAC,5,5,40,2,2.0,0.5,1,3000,0,0,191,36501.0,218266.0,181765.0,1.2008142381646632,0.34554973821989526,191.10471204188482,3307.060606060606,-1454.12,35449.0,33424.0,0.35449,5,4,0.8,38.2,15.315351775261318,0.4009254391429664,20,0.26988301690364647,1.0296764365708482,185.49516451604066,1.2720636667496044,True,False,False
368,38988.0,119592.0,80604.0,1.4836980794997767,0.41304347826086957,105.94565217391305,786.7894736842105,-373.1666666666667,9365.0,8555.0,0.09365,10,8,0.8,36.8,9.019977827023746,0.2451080931256453,14,0.14750692520775624,4.163160704751736,88.39437775725864,1.3720460721037577,2012-01-11 12:30:00,2021-04-13 17:30:00,MAC,5,16,30,5,2.0,0.5,1,1500,0,1000,141,-14089.0,56971.0,71060.0,0.8017309316070926,0.3617021276595745,-99.92198581560284,1117.078431372549,-789.5555555555555,22304.0,21076.0,0.22304,5,1,0.2,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
368,47748.0,169790.0,122042.0,1.3912423591878207,0.43478260869565216,129.75,1061.1875,-586.7403846153846,14461.0,13150.0,0.14461,10,6,0.6,36.8,9.019977827023746,0.2451080931256453,14,0.40883387785875847,3.301846345342646,111.45279383429673,1.3522209196498354,2012-01-11 12:30:00,2021-04-14 19:00:00,MAC,5,16,30,5,2.0,0.5,1,3000,0,0,141,-25444.0,148741.0,174185.0,0.8539254241180354,0.3262411347517731,-180.45390070921985,3233.5,-1833.5263157894738,59114.0,58058.0,0.59114,5,2,0.4,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
368,36463.0,133920.0,97457.0,1.374144494495008,0.421195652173913,99.08423913043478,864.0,-457.54460093896716,8492.0,7275.0,0.08492,10,6,0.6,36.8,9.019977827023746,0.2451080931256453,14,0.10945341853385623,4.2938059349976445,85.70485149329457,1.3475318317760467,2012-01-11 12:30:00,2021-04-14 19:00:00,MAC,5,16,30,5,2.0,0.5,1,1000,4000,0,141,-25839.0,77463.0,103302.0,0.7498693152117094,0.19858156028368795,-183.25531914893617,2766.535714285714,-914.1769911504425,38327.0,37252.0,0.38327,5,1,0.2,28.2,10.57166022912201,0.37488156840858194,17,0.0,0.0,0.0,0.0,False,False,False
