n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
759,52364.0,226843.0,174479.0,1.3001163463797936,0.5177865612648221,68.99077733860342,577.2086513994911,-476.71857923497265,9377.0,8861.0,0.09377,10,7,0.7,75.9,24.635137507227356,0.3245736166960126,20,0.14305629822015126,5.584302015570012,135.91671759223894,0.892891168186627,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,7500,24,243,91268.0,252659.0,161391.0,1.5655086095259338,0.4691358024691358,375.5884773662551,2216.3070175438597,-1251.093023255814,16869.0,14549.0,0.16869,5,5,1.0,48.6,14.853955702101715,0.3056369486029159,22,0.08207696016128326,5.41039777105934,44.91351842924136,3.6241572901064156,True,True,True
759,50864.0,225343.0,174479.0,1.2915193232423385,0.5177865612648221,67.01449275362319,573.3918575063614,-476.71857923497265,9377.0,8861.0,0.09377,10,7,0.7,75.9,24.635137507227356,0.3245736166960126,20,0.11778468071720667,5.424336141623121,139.92495674740485,0.8673137342190168,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,6000,24,243,90933.0,252324.0,161391.0,1.5634329051805862,0.4691358024691358,374.2098765432099,2213.3684210526317,-1251.093023255814,16869.0,14549.0,0.16869,5,5,1.0,48.6,14.853955702101715,0.3056369486029159,22,0.06588367259410775,5.390538858260715,45.07898122793705,3.6108547887676594,True,True,True
759,54864.0,229343.0,174479.0,1.3144447182755519,0.5177865612648221,72.28458498023716,583.5699745547074,-476.71857923497265,9377.0,8861.0,0.09377,10,7,0.7,75.9,24.635137507227356,0.3245736166960126,20,0.18210484106153396,5.8509118054814975,129.72337051618547,0.9355202247993107,2012-01-10 10:30:00,2021-04-26 10:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,10000,24,243,89668.0,251059.0,161391.0,1.5555947977272586,0.4691358024691358,369.00411522633743,2202.2719298245615,-1251.093023255814,16869.0,14549.0,0.16869,5,5,1.0,48.6,14.853955702101715,0.3056369486029159,22,0.11142213498684034,5.31554923231964,45.71493732435206,3.5606229553541446,True,True,True
