n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_bb_length,p_bb_num_devs,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
458,44200.58807706756,254318.89603222642,210118.30795515885,1.2103604798040748,0.6353711790393013,96.50783422940515,873.948096330675,-1258.1934608093345,24619.050137179052,20804.82417413783,0.24619050137179052,10,7,0.7,45.8,14.627371602581238,0.3193749258205511,23,0.03373258286519429,1.7953815370933817,255.09898065537388,0.7708437760016768,2012-01-18 10:00:00,2021-05-19 23:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,5000,1500,0,229,40841.335401331584,237870.3613042291,197029.02590289753,1.2072858819362968,0.7248908296943232,178.3464428005746,1432.9539837604163,-3127.444855601548,18434.764833699483,16162.875824779745,0.18434764833699482,5,5,1.0,45.8,17.79213309302738,0.38847452168182056,22,0.03650713144779756,2.2154519338739815,103.36491462469522,1.646209477373403,True,True,True
564,113656.49667120272,363731.4421047615,250074.94543355884,1.4544897389626723,0.5425531914893617,201.51861111915377,1188.6648434796127,-969.2827342386001,14077.189674957132,12644.125243635848,0.1407718967495713,10,7,0.7,56.4,16.746342884343434,0.29692097312665666,27,0.09389950707608513,8.073805872872054,69.85553144088306,2.128612593030469,2012-01-18 10:00:00,2021-05-19 09:00:00,RBB_U,6,50,2.0,1,152,36,78,31,-1,11,-1,1750,0,92,272,87710.16338651432,389013.21264947514,301303.0492629608,1.2911028069615245,0.3492647058823529,322.4638359798321,4094.875922626054,-1702.2771144800045,38866.36945672254,36962.54249139193,0.3886636945672254,5,4,0.8,54.4,19.9258625911151,0.36628423880726285,29,0.5878696204613343,2.2567109975162216,120.52939002795144,2.0499037768930393,True,False,False
457,92921.46626957275,335065.71539588994,242144.2491263172,1.3837442623760154,0.5864332603938731,203.32924785464496,1250.2452067010818,-1281.1865033138477,27259.97174131695,20347.554979686887,0.2725997174131695,10,7,0.7,45.7,14.588008774332431,0.31921244582784314,23,0.11485278312827595,3.4087146953543996,134.06812855966706,1.5433932639565178,2012-01-18 10:00:00,2021-05-19 23:00:00,RBB_U,5,50,2.0,1,17,36,78,31,-1,11,-1,5000,0,0,229,75520.00385606493,414178.6375241674,338658.63366810244,1.2229974267541552,0.5021834061135371,329.78167622735776,3601.553369775369,-2970.6897690184423,47665.04594785738,43371.36431036774,0.4766504594785738,5,4,0.8,45.8,17.79213309302738,0.38847452168182056,22,0.6827613589494129,1.584389616212248,144.5351557828707,1.8930668918294844,True,False,False
