n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_direction,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,p_trailing_stop,p_breakeven,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
221,80872.99999999991,137228.9999999999,56355.999999999985,2.435037972886648,0.6108597285067874,365.94117647058783,1016.5111111111105,-655.3023255813952,9314.000000000018,8226.000000000004,0.09314000000000018,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.11488383020291086,8.682950397251423,25.452178106413836,4.752067601333526,2012-01-24 23:00:00,2021-05-06 16:00:00,VBO,7,1,0.3,9.5,14,2,0,28,7,9,39,1,0,4,1750,10000,0,0,0,134,52466.50000000018,162520.00000000012,110053.49999999994,1.476736314610623,0.4925373134328358,391.54104477612077,2462.4242424242443,-1618.4338235294108,17569.49999999995,15265.499999999949,0.1756949999999995,5,2,0.4,26.8,10.684568311354464,0.3986779220654651,6,0.19042627200213402,2.9862261305102784,44.8726901927894,3.7020053424427695,True,False,False
306,98851.49999999991,178695.4999999999,79844.0,2.238057963027903,0.6339869281045751,323.04411764705856,921.1108247422676,-712.8928571428571,9290.0,5977.999999999978,0.0929,10,9,0.9,30.6,8.639444426582072,0.28233478518242067,16,0.09398946905206303,10.640635091496224,28.757681977511744,4.200426863432438,2012-01-24 23:00:00,2021-05-06 16:00:00,VBO,8,1,0.3,9.5,14,2,0,28,7,52,39,1,0,4,1750,10000,0,0,0,183,50105.000000000226,209021.50000000015,158916.4999999999,1.315291363703582,0.46994535519125685,273.7978142076515,2430.4825581395366,-1638.3144329896897,17780.999999999956,15161.999999999949,0.17780999999999955,5,3,0.6,36.6,13.792751719653335,0.37685113988123864,11,0.19940125735954406,2.8178955064394775,64.94208162857953,2.573305408175459,True,True,True
230,76282.99999999991,141626.49999999988,65343.49999999997,2.167415274663891,0.6,331.66521739130394,1026.2789855072456,-710.2554347826084,10005.999999999993,8919.999999999985,0.10005999999999993,10,8,0.8,23.0,7.429670248402684,0.3230291412348993,12,0.12179646841367028,7.623725764541272,30.16897604970965,4.155364507613688,2012-01-24 23:00:00,2021-05-06 16:00:00,VBO,8,1,0.3,9.5,14,2,0,28,7,9,53,1,0,4,1750,10000,0,0,0,138,45430.50000000018,162520.00000000012,117089.49999999994,1.3879980698525505,0.4782608695652174,329.20652173913174,2462.4242424242443,-1626.2430555555547,19328.49999999995,17024.49999999995,0.19328499999999948,5,2,0.4,27.6,10.57544325312183,0.3831682338087619,7,0.2199183368001664,2.350441058540513,58.7123848515861,2.967623498987367,True,False,False
244,76677.49999999993,143076.4999999999,66398.99999999997,2.1547990180575005,0.5942622950819673,314.25204918032756,986.7344827586201,-670.6969696969694,9290.0,7227.500000000058,0.0929,10,8,0.8,24.4,6.887670143089026,0.28228156324135356,13,0.12116983469727115,8.253767491926796,29.562257507091417,4.086106748762706,2012-01-24 23:00:00,2021-05-06 16:00:00,VBO,8,1,0.3,9.5,14,2,0,28,56,9,39,1,0,4,1750,10000,0,0,0,150,43175.00000000018,167696.00000000015,124520.99999999996,1.3467286642413745,0.4866666666666667,287.83333333333456,2297.205479452057,-1617.1558441558436,19834.500000000022,17849.999999999993,0.19834500000000022,5,2,0.4,30.0,11.541230437002806,0.38470768123342686,8,0.23140706427330535,2.1767627114371493,68.90966994788629,2.561355769403524,True,False,False
305,87059.4999999997,169881.99999999968,82822.5,2.0511575960638675,0.6098360655737705,285.44098360655636,913.3440860215037,-695.9873949579832,9290.0,5938.000000000007,0.0929,10,9,0.9,30.5,8.958236433584458,0.2937126699535888,15,0.10672011670179628,9.371313240043024,32.546132242891474,3.7114867907159814,2012-01-24 23:00:00,2021-05-06 16:00:00,VBO,8,1,0.3,9.5,14,2,0,55,7,9,39,1,0,4,1750,10000,0,0,0,168,39826.000000000065,185126.50000000006,145300.5,1.2740940327115189,0.4583333333333333,237.0595238095242,2404.2402597402606,-1596.7087912087911,22784.49999999995,20480.49999999995,0.2278449999999995,5,2,0.4,33.6,13.184839779079608,0.3924059458059407,8,0.25086626826696085,1.7479426803309335,96.11299151308154,1.9682356935837448,True,False,False
221,40258.49999999994,77941.99999999996,37683.500000000015,2.0683322939748146,0.5113122171945701,182.16515837104046,689.7522123893801,-348.9212962962964,4387.500000000007,2880.999999999971,0.043875000000000074,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.15924587354223355,9.175726495726467,24.08528633704691,3.4466421747401013,2012-01-24 23:00:00,2021-05-06 11:30:00,VBO,7,1,0.3,9.5,14,2,0,28,7,9,39,1,0,4,1750,10000,0,1000,500,134,38375.5000000002,87401.00000000012,49025.49999999991,1.7827661115134017,0.417910447761194,286.38432835821044,1560.732142857145,-628.5320512820501,8037.000000000029,6163.499999999971,0.08037000000000029,5,4,0.8,26.8,10.684568311354464,0.3986779220654651,6,0.21181482977420382,4.774853801169598,28.0636864666258,4.00351731787382,True,True,True
221,40636.49999999992,83660.99999999997,43024.50000000003,1.9444967402294022,0.5384615384615384,183.87556561085935,703.0336134453779,-421.80882352941205,5633.000000000036,3643.5000000000073,0.056330000000000366,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.1577645712598283,7.214006745961239,30.63484798149473,3.070390354050675,2012-01-24 23:00:00,2021-05-06 11:30:00,VBO,7,1,0.3,9.5,14,2,0,28,7,9,39,1,0,4,1750,10000,0,1000,0,134,38006.50000000022,92856.0000000001,54849.499999999876,1.6929233630206348,0.44776119402985076,283.630597014927,1547.6000000000017,-741.2094594594578,8762.499999999862,7385.499999999869,0.08762499999999862,5,4,0.8,26.8,10.684568311354464,0.3986779220654651,6,0.21387131148619193,4.337403708987255,30.894057595410647,3.7973314887024245,True,True,True
221,52321.499999999935,111951.49999999994,59629.99999999999,1.877435854435686,0.579185520361991,236.74886877828024,874.6210937499995,-641.1827956989247,9617.999999999996,8529.999999999982,0.09617999999999996,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.12195751268598966,5.439956331877725,40.625326108769855,3.025415120998269,2012-01-24 23:00:00,2021-05-06 15:00:00,VBO,7,1,0.3,9.5,14,2,0,28,7,9,39,1,0,4,1750,10000,0,2000,0,134,43868.0000000002,127793.0000000001,83924.9999999999,1.5227047959487667,0.5,327.3731343283597,1907.3582089552253,-1252.611940298506,16785.99999999989,14481.99999999989,0.1678599999999989,5,4,0.8,26.8,10.684568311354464,0.3986779220654651,6,0.16500638278471705,2.6133682830930822,51.27482447341969,3.1667142329247446,True,True,True
221,49310.49999999992,104123.99999999991,54813.49999999999,1.8996050243097033,0.5610859728506787,223.1244343891399,839.7096774193541,-565.0876288659794,8609.999999999978,7275.999999999985,0.08609999999999979,10,8,0.8,22.1,6.6550732527899354,0.30113453632533643,12,0.1294044878879754,5.727119628339146,38.58833311363702,3.013595812951798,2012-01-24 23:00:00,2021-05-06 15:00:00,VBO,7,1,0.3,9.5,14,2,0,28,7,9,39,1,0,4,1750,10000,0,2000,1000,134,43960.000000000095,121485.00000000007,77524.99999999997,1.5670428893905206,0.4626865671641791,328.059701492538,1959.435483870969,-1076.7361111111106,16406.49999999992,14102.49999999992,0.1640649999999992,5,4,0.8,26.8,10.684568311354464,0.3986779220654651,6,0.1646610555050042,2.679425837320593,50.01071428571394,3.2098472146644665,True,True,True
306,73658.99999999996,151804.49999999994,78145.50000000001,1.9425878649442376,0.6143790849673203,240.71568627450966,807.4707446808508,-662.2500000000001,10277.499999999949,7925.499999999978,0.10277499999999949,10,9,0.9,30.6,8.639444426582072,0.28233478518242067,16,0.08662892518225884,7.1670153247385375,42.69559727935468,2.975775037336178,2012-01-24 23:00:00,2021-05-06 15:00:00,VBO,8,1,0.3,9.5,14,2,0,28,7,52,39,1,0,4,1750,10000,0,2000,0,183,35593.00000000022,163007.50000000012,127414.49999999988,1.2793481118710999,0.44808743169398907,194.49726775956404,1987.896341463416,-1261.5297029702958,18345.99999999997,17234.499999999993,0.1834599999999997,5,3,0.6,36.6,13.792751719653335,0.37685113988123864,11,0.20853819571263926,1.9400959337185366,94.32523248953373,1.7996259928414193,True,False,False
