n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_level_source,p_n_sess,p_lev_include_sess0,p_breakout_offset_ticks,p_intraday_only,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
119,123799.0,199820.0,76021.0,2.6284842346193815,0.16806722689075632,1040.327731092437,9991.0,-767.8888888888889,16592.0,13662.0,0.16592,10,9,0.9,11.9,6.533758489567854,0.5490553352578029,5,0.08070339825038975,7.461366923818708,15.948820265107148,10.121858289539176,2012-01-12 12:00:00,2021-05-12 17:30:00,BO,5,0,4,1,10,0,47,45,-1,38,4,3,-1,750,10000,0,117,-2803.0,79928.0,82731.0,0.9661191089192684,0.06837606837606838,-23.957264957264957,9991.0,-759.0,29479.0,25047.0,0.29479,5,2,0.4,23.4,6.248199740725323,0.2670170829369796,15,0.0,0.0,0.0,0.0,False,False,False
134,121774.0,282134.0,160360.0,1.7593788974806686,0.7014925373134329,908.7611940298508,3001.425531914894,-4009.0,13516.0,11261.0,0.13516,10,9,0.9,13.4,7.116178749862878,0.5310581156614088,6,0.03260958825365021,9.009618230245636,14.872994235222624,9.796368855323935,2012-01-12 11:30:00,2021-05-14 16:00:00,BO,5,0,4,1,2,0,47,7,-1,38,4,3,-1,4000,3000,0,124,104884.0,257226.0,152342.0,1.688477241994985,0.6935483870967742,845.8387096774194,2991.0,-4009.0,25535.0,23225.0,0.25535,5,5,1.0,24.8,5.3065996645686395,0.21397579292615482,18,0.02851721902292056,4.107460348541218,30.188970672361847,6.633749571268241,True,True,True
132,115752.0,276112.0,160360.0,1.721825891743577,0.696969696969697,876.9090909090909,3001.217391304348,-4009.0,12944.0,10117.0,0.12944,10,9,0.9,13.2,7.0398863627192165,0.5333247244484255,5,0.03396053631902689,8.942521631644006,14.760937176031517,9.65961388880672,2012-01-12 12:00:00,2021-05-14 16:00:00,BO,5,0,4,1,10,0,47,45,-1,38,4,3,-1,4000,3000,0,122,105902.0,254235.0,148333.0,1.7139476717925208,0.6967213114754098,868.0491803278688,2991.0,-4009.0,19593.0,17243.0,0.19593,5,5,1.0,24.4,6.770524351924302,0.27748050622640585,15,0.028243092670582236,5.405093655897514,22.571301769560538,7.77200925459194,True,True,True
156,106751.0,197636.0,90885.0,2.1745722616493373,0.4230769230769231,684.3012820512821,2994.4848484848485,-1009.8333333333334,8145.0,6054.0,0.08145,10,10,1.0,15.6,4.758150901348127,0.3050096731633415,10,0.03017301945649221,13.106322897483118,11.902651965789547,9.502573912832348,2012-02-01 11:00:00,2021-05-04 14:00:00,BO,5,0,4,0,0,0,12,33,-1,5,1,21,-1,1000,3000,0,107,4037.0,83748.0,79711.0,1.0506454567123735,0.2616822429906542,37.728971962616825,2991.0,-1009.0,20314.0,17369.0,0.20314,5,4,0.8,21.4,8.260750571225353,0.38601638183296044,9,0.7408967054743621,0.19872993994289653,538.4191231112212,0.331754402369126,False,False,False
122,121727.0,199820.0,78093.0,2.558744061567618,0.16393442622950818,997.7622950819672,9991.0,-765.6176470588235,17351.0,14831.0,0.17351,10,9,0.9,12.2,7.0398863627192165,0.5770398657966571,5,0.08207710696887296,7.015561062762953,17.38991349495182,9.49301747285156,2012-01-12 11:30:00,2021-05-12 17:30:00,BO,5,0,4,1,2,0,47,7,-1,38,4,3,-1,750,10000,0,118,-3567.0,79928.0,83495.0,0.9572788789747889,0.06779661016949153,-30.228813559322035,9991.0,-759.0454545454545,30972.0,25682.0,0.30972,5,2,0.4,23.6,5.083306010855534,0.21539432249387852,17,0.0,0.0,0.0,0.0,False,False,False
122,121607.0,199820.0,78213.0,2.554818252720136,0.16393442622950818,996.7786885245902,9991.0,-766.7941176470588,17351.0,14831.0,0.17351,10,9,0.9,12.2,6.99714227381436,0.5735362519519968,6,0.08215809945151184,7.008645034868307,17.407073605960182,9.483659137422755,2012-01-12 11:30:00,2021-05-12 17:30:00,BO,6,0,4,1,2,0,47,56,-1,38,4,3,-1,750,10000,0,121,-5844.0,79928.0,85772.0,0.9318658769761694,0.06611570247933884,-48.29752066115702,9991.0,-759.0442477876106,30972.0,25682.0,0.30972,5,2,0.4,24.2,5.635601121442148,0.23287607939843588,17,0.0,0.0,0.0,0.0,False,False,False
156,120596.0,187275.0,66679.0,2.80860540799952,0.16025641025641027,773.0512820512821,7491.0,-509.0,12427.0,9162.0,0.12427,10,10,1.0,15.6,6.1838499334961226,0.396400636762572,7,0.06211648810905834,9.704353423996137,16.075259544263492,8.690896992817134,2012-01-12 12:00:00,2021-05-12 17:30:00,BO,5,0,4,1,10,0,47,45,-1,38,4,3,-1,500,7500,0,122,1902.0,59928.0,58026.0,1.03277840967842,0.06557377049180328,15.59016393442623,7491.0,-509.0,23851.0,21666.0,0.23851,5,3,0.6,24.4,7.418894796396563,0.3040530654260887,15,3.9384858044164037,0.07974508406356128,1529.8748685594112,0.12651348893958136,False,False,False
157,121517.0,223496.0,101979.0,2.191588464291668,0.35668789808917195,773.9936305732484,3991.0,-1009.6930693069307,12957.0,10090.0,0.12957,10,8,0.8,15.7,6.679071791798618,0.42541858546488015,8,0.03284314128887316,9.378482673458363,16.740447838574028,8.521667883436727,2012-01-12 11:30:00,2021-05-13 15:00:00,BO,5,0,4,1,2,0,47,7,-1,38,4,3,-1,1000,4000,0,126,17866.0,115739.0,97873.0,1.1825426828645285,0.23015873015873015,141.79365079365078,3991.0,-1009.0,25624.0,23522.0,0.25624,5,4,0.8,25.2,5.635601121442148,0.2236349651365932,18,0.2233852009403336,0.697236965344989,180.71331019814173,1.110127263781025,False,False,False
146,120421.0,231478.0,111057.0,2.084317062409393,0.3972602739726027,824.8013698630137,3991.0,-1262.0113636363637,15175.0,12590.0,0.15175,10,8,0.8,14.6,6.858571279792898,0.4697651561501985,6,0.03314205993971151,7.935485996705107,18.39836905523123,8.391207695206152,2012-01-12 12:00:00,2021-05-13 15:30:00,BO,5,0,4,1,10,0,47,45,-1,38,4,3,-1,1250,4000,0,125,26375.0,139685.0,113310.0,1.2327685111640632,0.28,211.0,3991.0,-1259.0,19606.0,16556.0,0.19606,5,4,0.8,25.0,6.957010852370434,0.27828043409481734,15,0.1513175355450237,1.3452514536366418,92.91943127962085,1.8885452849528495,False,False,False
137,126637.0,209838.0,83201.0,2.5220610329202775,0.20437956204379562,924.3576642335767,7494.214285714285,-763.3119266055046,19092.0,14520.0,0.19092,10,9,0.9,13.7,6.403905058634146,0.46743832544774794,7,0.059864020783815156,6.632987638801592,20.65434272763884,8.384048474317344,2012-01-12 12:00:00,2021-05-12 17:30:00,BO,5,0,4,1,10,0,47,45,-1,38,4,3,-1,750,7500,0,121,-9339.0,74910.0,84249.0,0.8891500195848022,0.08264462809917356,-77.18181818181819,7491.0,-759.0,36413.0,30657.0,0.36413,5,2,0.4,24.2,7.138627319029899,0.29498459995991316,15,0.0,0.0,0.0,0.0,False,False,False
