window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-16,2013-10-16,2014-09-04,18471.0,18471.0,1,16546.0,16546.0,1,6575.0,False,46.6,"{'intraday_only': 0, 'ptn_neut_yes': 55, 'ptn_neut_no': 56, 'ptn_dir_yes': 52, 'ptn_dir_no': 53, 'start_hour': -1, 'end_hour': -1, 'skip_day': -1, 'stop_loss': 1500, 'take_profit': 0, 'max_bars': 0}"
2,2012-01-10,2016-06-13,2016-06-13,2017-05-05,31996.0,571.3571428571429,56,6147.0,512.25,12,8159.0,True,94.3,"{'intraday_only': 0, 'ptn_neut_yes': 53, 'ptn_neut_no': 13, 'ptn_dir_yes': 33, 'ptn_dir_no': 11, 'start_hour': 8, 'end_hour': 1, 'skip_day': -1, 'stop_loss': 250, 'take_profit': 7500, 'max_bars': 0}"
3,2012-01-10,2019-02-21,2019-02-22,2020-01-16,97692.0,1061.8695652173913,92,16686.0,463.5,36,20858.0,True,128.6,"{'intraday_only': 0, 'ptn_neut_yes': 40, 'ptn_neut_no': 56, 'ptn_dir_yes': -27, 'ptn_dir_no': 29, 'start_hour': 13, 'end_hour': 12, 'skip_day': 4, 'stop_loss': 750, 'take_profit': 10000, 'max_bars': 0}"
4,2012-01-10,2021-10-29,2021-10-29,2022-09-21,154507.0,712.0138248847926,217,12980.0,432.6666666666667,30,17201.0,True,168.5,"{'intraday_only': 0, 'ptn_neut_yes': 40, 'ptn_neut_no': 53, 'ptn_dir_yes': 52, 'ptn_dir_no': 17, 'start_hour': 13, 'end_hour': 4, 'skip_day': -1, 'stop_loss': 1250, 'take_profit': 6000, 'max_bars': 0}"
5,2012-01-10,2024-07-08,2024-07-08,2025-05-30,209872.0,370.1446208112875,567,41147.0,614.1343283582089,67,5815.0,True,208.8,"{'intraday_only': 0, 'ptn_neut_yes': 47, 'ptn_neut_no': 56, 'ptn_dir_yes': 50, 'ptn_dir_no': -36, 'start_hour': 16, 'end_hour': 22, 'skip_day': -1, 'stop_loss': 250, 'take_profit': 3000, 'max_bars': 92}"
