n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_stop_loss,p_take_profit,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
1831,230131.0,822976.0,592845.0,1.3881807217738196,0.5412342981977062,125.68596395412342,830.4500504540867,-705.7678571428571,16923.0,15628.0,0.16923,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.0325510252855982,13.59871181232642,134.64510648282936,1.2108422044764808,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,1500,7500,700,16550.0,679350.0,662800.0,1.0249698249849124,0.34285714285714286,23.642857142857142,2830.625,-1440.8695652173913,61890.0,57425.0,0.6189,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.45262839879154076,0.2674099208272742,2617.7039274924473,0.11910477245135616,False,False,False
1831,233766.0,875101.0,641335.0,1.3644990527571395,0.5603495357728018,127.67121791370836,852.9249512670565,-796.6894409937888,17807.0,17202.0,0.17807,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.02135041023929913,13.12775874656034,139.47544553100107,1.1990493803055902,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1750,5000,700,40085.0,756187.0,716102.0,1.055976662542487,0.3742857142857143,57.26428571428571,2886.209923664122,-1634.9360730593608,40469.0,38182.0,0.40469,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.12451041536734439,0.9905112555289234,706.7057502806537,0.3567484200464483,False,False,False
2055,278215.0,1034875.0,756660.0,1.3676882615705865,0.5425790754257908,135.38442822384428,928.1390134529148,-804.9574468085107,20028.0,19273.0,0.20028,10,9,0.9,205.5,35.43515203861838,0.17243382987162226,104,0.017939363441942382,13.891302176952268,147.93429541901048,1.198917696874314,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,1500,5000,1042,18372.0,969149.0,950777.0,1.0193231430714038,0.3493282149712092,17.63147792706334,2662.497252747253,-1402.325958702065,58360.0,55734.0,0.5836,5,3,0.6,208.4,66.33128975076544,0.3182883385353428,101,0.27166340082734597,0.314804660726525,3309.989113868931,0.09146828223415715,False,False,False
1831,226076.0,840537.0,614461.0,1.3679257105007478,0.5554341889677772,123.47132714363735,826.4867256637168,-754.8660933660933,16676.0,14189.0,0.16676,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.022076646791344502,13.556968097865196,135.05969673914967,1.198283612364878,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2000,5000,700,33745.0,773754.0,740009.0,1.0456007967470666,0.42,48.207142857142856,2631.816326530612,-1822.6822660098521,55690.0,52813.0,0.5569,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.14790339309527337,0.6059436164481954,1155.2229959994074,0.25601312481289884,False,False,False
1831,229946.0,891709.0,661763.0,1.3474748512685055,0.570180229382851,125.58492626979792,854.1273946360153,-840.8678526048285,17323.0,15059.0,0.17323,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.017356248858427632,13.274028747907407,137.93852904594993,1.195818889117918,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2250,4000,700,18035.0,805486.0,787451.0,1.022903012377913,0.43714285714285717,25.764285714285716,2632.3071895424837,-1998.6065989847716,65088.0,62750.0,0.65088,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.22129193235375658,0.27708640609636187,2526.2877737732188,0.12656309603645646,False,False,False
1831,238356.0,878404.0,640048.0,1.3724033197510186,0.5592572364827962,130.1780447842709,857.81640625,-793.1201982651796,18736.0,16433.0,0.18736,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.04191629327560456,12.721818958155422,143.92595948916747,1.191897070817021,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2500,10000,700,36280.0,846212.0,809932.0,1.0447938839309967,0.45285714285714285,51.82857142857143,2669.4384858044164,-2114.704960835509,92119.0,89152.0,0.92119,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.2753858875413451,0.3938384046722175,1777.3787210584344,0.21401000538711706,False,False,False
1831,256201.0,956542.0,700341.0,1.3658232204026324,0.5745494265428728,139.92408519934463,909.2604562737642,-899.0256739409499,21874.0,19078.0,0.21874,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03899672522745813,11.7125811465667,156.32762557523193,1.1856808874705789,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,3000,10000,700,63320.0,945426.0,882106.0,1.0717827562673874,0.4657142857142857,90.45714285714286,2900.079754601227,-2358.572192513369,70403.0,65448.0,0.70403,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.15778584965255843,0.8993934917546127,778.3022741629817,0.4272545834096572,True,False,False
2073,255283.0,897019.0,641736.0,1.3978006532281186,0.5349734684032803,123.14664737095997,808.8539224526601,-665.701244813278,16975.0,15477.0,0.16975,10,10,1.0,207.3,44.622976144582736,0.2152579650003991,77,0.0391369578076096,15.038762886597938,137.84378513257835,1.1845602316511883,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,8,1,2,41,2,7,14,14,3,1,152,103,152,141,4,2,2000,10000,811,38411.0,819986.0,781575.0,1.0491456354156672,0.4204685573366215,47.362515413070284,2404.6510263929617,-1662.9255319148936,66763.0,62201.0,0.66763,5,2,0.4,162.2,48.75817880109961,0.30060529470468317,79,0.2601077816250553,0.5753336428860297,1409.6168545468745,0.2297239551170134,False,False,False
1831,234061.0,847537.0,613476.0,1.3815324478871218,0.5390496996176952,127.83233205898416,858.7001013171226,-726.8672985781991,18339.0,15575.0,0.18339,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.04268545379196022,12.763018703309886,143.4613583638453,1.1830206722190788,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1250,10000,700,46245.0,658674.0,612429.0,1.075510793904273,0.2842857142857143,66.06428571428572,3309.9195979899496,-1222.4131736526947,47103.0,42650.0,0.47103,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.21604497783544166,0.981784599707025,712.987349983782,0.3814889005037128,True,False,False
2016,279486.0,1045485.0,765999.0,1.3648647060896946,0.5505952380952381,138.63392857142858,941.8783783783783,-845.4735099337748,21638.0,20657.0,0.21638,10,9,0.9,201.6,35.724501396100685,0.17720486803621371,97,0.022169267870304772,12.91644329420464,156.08011850325238,1.1811373937077174,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,1750,6000,1015,51290.0,1056116.0,1004826.0,1.0510436632810058,0.3753694581280788,50.532019704433495,2771.958005249344,-1584.8990536277602,59842.0,57823.0,0.59842,5,3,0.6,203.0,64.19968847276442,0.31625462301854396,100,0.11680639500877364,0.8570903378897764,1184.2392279196724,0.25888271460038365,False,False,False
1831,250406.0,950747.0,700341.0,1.3575486798573837,0.5745494265428728,136.7591480065538,903.7519011406844,-899.0256739409499,21105.0,19078.0,0.21105,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.02991541736220378,11.864771381189291,154.32240042171512,1.179785774475089,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,3000,7500,700,75350.0,951438.0,876088.0,1.086007341728228,0.4685714285714286,107.64285714285714,2900.7256097560976,-2355.0752688172042,62290.0,56794.0,0.6229,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.09941605839416058,1.2096644726280301,578.6728599867287,0.540524642460144,True,False,False
1831,253471.0,953812.0,700341.0,1.3619251193347242,0.5745494265428728,138.43309666848717,906.6653992395437,-899.0256739409499,21874.0,19078.0,0.21874,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.039120846171751406,11.587775441163025,158.01134646567064,1.1730466322459907,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,3000,0,700,59115.0,941221.0,882106.0,1.0670157554760993,0.4657142857142857,84.45,2887.180981595092,-2358.572192513369,69388.0,64433.0,0.69388,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.28099467140319717,0.8519484637113045,821.6459443457667,0.4017879576541962,True,False,False
1831,269061.0,977488.0,708427.0,1.3798006004853005,0.5778263244128892,146.94756963407974,923.9017013232515,-916.4644243208279,24709.0,22479.0,0.24709,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03713284348158968,10.889190173620948,168.148408725159,1.1715862605071972,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,4000,10000,700,54865.0,1003623.0,948758.0,1.0578282343864294,0.49714285714285716,78.37857142857143,2883.9741379310344,-2695.3352272727275,71924.0,66981.0,0.71924,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.1821015219174337,0.7628190868138591,917.6487742641027,0.36626875676465565,True,False,False
1831,223081.0,854752.0,631671.0,1.3531601102472648,0.5581649371927908,121.83560895685417,836.3522504892368,-780.8046971569839,16986.0,15439.0,0.16986,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.02685571608518879,13.133227363711292,139.41736857912596,1.171569684674773,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2250,6000,700,28805.0,817435.0,788630.0,1.0365253667752938,0.4357142857142857,41.15,2680.1147540983607,-1996.5316455696202,71084.0,67492.0,0.71084,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.2079847248741538,0.4052248044566991,1727.4362089914946,0.19342978871263602,False,False,False
1831,220866.0,835327.0,614461.0,1.3594467346178196,0.5554341889677772,120.62588749317312,821.3638151425762,-754.8660933660933,16676.0,14189.0,0.16676,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.020333595935997394,13.244543055888702,138.24561498827345,1.1706687500158404,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2000,4500,700,35405.0,772133.0,736728.0,1.0480570848399953,0.4257142857142857,50.57857142857143,2591.05033557047,-1832.6567164179105,51415.0,47074.0,0.51415,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.1268464906086711,0.6886122726830691,1016.5372122581556,0.279551022836652,False,False,False
1831,226686.0,840162.0,613476.0,1.3695107877080765,0.5390496996176952,123.80447842708902,851.2279635258359,-726.8672985781991,17570.0,15575.0,0.1757,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.0330457108070194,12.901878201479795,141.91732175785006,1.1705498700883705,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1250,7500,700,44300.0,655470.0,611170.0,1.072483924276388,0.2857142857142857,63.285714285714285,3277.35,-1222.34,51870.0,47405.0,0.5187,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.16909706546275394,0.8540582224792751,819.6162528216704,0.348246699574014,True,False,False
1831,231406.0,844882.0,613476.0,1.3772046502226656,0.5390496996176952,126.3823047515019,856.0101317122594,-726.8672985781991,18339.0,15575.0,0.18339,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.040085391044311726,12.618245269643928,145.10733948125807,1.169601435845904,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1250,0,700,42040.0,654469.0,612429.0,1.0686446918744867,0.2842857142857143,60.05714285714286,3288.788944723618,-1222.4131736526947,46475.0,42170.0,0.46475,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.3951236917221694,0.9045723507261969,773.8463368220742,0.3491358256650537,False,False,False
1831,230246.0,842480.0,612234.0,1.376075160804529,0.5488803932277444,125.74877116329874,838.2885572139304,-741.2033898305085,18163.0,16868.0,0.18163,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.04339271909175404,12.676650333094752,144.43878721020127,1.1693631538133145,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,1750,10000,700,33605.0,741367.0,707762.0,1.0474806502750924,0.38142857142857145,48.00714285714286,2776.6554307116103,-1634.5542725173211,58800.0,54335.0,0.588,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.29730694837077815,0.5715136054421769,1224.8177354560332,0.2481170698282549,False,False,False
1831,233786.0,873834.0,640048.0,1.3652632302577308,0.5592572364827962,127.68214090660841,853.353515625,-793.1201982651796,18736.0,16433.0,0.18736,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03972008589051526,12.477903501280956,146.7393941467838,1.1690448262180437,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2500,0,700,28540.0,838472.0,809932.0,1.0352375261133033,0.45285714285714285,40.77142857142857,2645.0220820189274,-2114.704960835509,96164.0,93197.0,0.96164,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.47708479327259984,0.2967846595399526,2358.612473721093,0.16477416361267783,False,False,False
1925,292765.0,1076554.0,783789.0,1.3735252727455987,0.5761038961038961,152.0857142857143,970.7430117222723,-960.5257352941177,26643.0,26008.0,0.26643,10,10,1.0,192.5,35.59564580113697,0.18491244572019205,86,0.017047802845285467,10.98843974026949,175.1841067067443,1.1677135141760884,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,4000,5000,890,78980.0,1203073.0,1124093.0,1.0702610904969607,0.503370786516854,88.74157303370787,2685.4308035714284,-2543.1968325791854,82791.0,80476.0,0.82791,5,4,0.8,178.0,52.333545647127714,0.29400868341082986,95,0.063193213471765,0.9539684265197907,932.944922765257,0.3865227008953033,True,False,False
1965,269900.0,1052678.0,782778.0,1.3447976310013823,0.566412213740458,137.35368956743002,945.8023360287511,-918.7535211267606,21871.0,21236.0,0.21871,10,9,0.9,196.5,34.43036450576729,0.17521813997845948,94,0.01663949610967025,12.34054227058662,159.23125231567246,1.163979834868238,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2500,4500,973,41593.0,1140301.0,1098708.0,1.0378562821058916,0.44809866392600206,42.747173689619736,2615.369266055046,-2046.0111731843576,74878.0,72740.0,0.74878,5,3,0.6,194.6,60.36754094710169,0.3102134683818175,100,0.10797489962253264,0.5554769091054782,1751.6479696102708,0.19578063594682707,False,False,False
1831,230961.0,904493.0,673532.0,1.342910210650719,0.5723648279628618,126.13926815947569,863.0658396946565,-860.1941251596425,18448.0,17153.0,0.18448,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.019444841336849077,12.519568516912402,146.2510467135144,1.163898501279705,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2500,4500,700,49625.0,868212.0,818587.0,1.0606227560418136,0.45285714285714285,70.89285714285714,2738.839116719243,-2137.302872062663,70098.0,65876.0,0.70098,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.09049874055415617,0.707937458985991,988.7879093198993,0.3355746247345025,True,False,False
1952,284142.0,1088983.0,804841.0,1.3530411596824714,0.5701844262295082,145.56454918032787,978.4213836477987,-959.2860548271752,24573.0,22548.0,0.24573,10,10,1.0,195.2,34.91360766234278,0.17886069499151014,91,0.02180599840924608,11.56317909901111,168.81170682264502,1.1637668345246568,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,3000,6000,928,63528.0,1194490.0,1130962.0,1.0561716485611365,0.46336206896551724,68.45689655172414,2777.8837209302324,-2271.008032128514,64324.0,62009.0,0.64324,5,3,0.6,185.6,57.20349639663646,0.30820849351636026,96,0.09430487344163203,0.9876251476898202,939.6277546908449,0.33827517870250434,False,False,False
1831,229921.0,849300.0,619379.0,1.371212133443336,0.5543418896777718,125.57127252867285,836.7487684729064,-759.0428921568628,18378.0,17363.0,0.18378,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.019532796047338,12.510664925454348,146.35513067531892,1.1608620632401043,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1500,4500,700,28785.0,690836.0,662051.0,1.0434785235578528,0.3442857142857143,41.121428571428574,2866.539419087137,-1442.3769063180828,40479.0,35024.0,0.40479,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.15601875977071392,0.7111094641666049,984.3772798332465,0.25614905218408623,False,False,False
1912,294822.0,1061081.0,766259.0,1.3847550240845459,0.5784518828451883,154.19560669456067,959.3860759493671,-950.6935483870968,27743.0,26082.0,0.27743,10,10,1.0,191.2,35.91322876044425,0.1878306943537879,84,0.01692885876901995,10.62689687488736,179.9208200202156,1.1602050089516105,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,5000,5000,851,65916.0,1182984.0,1117068.0,1.0590080460634446,0.5158636897767332,77.45710928319625,2694.72437357631,-2711.330097087379,76041.0,69220.0,0.76041,5,4,0.8,170.2,48.786883483165845,0.2866444387965091,94,0.0757175799502397,0.8668481477097881,981.7175040961223,0.35202768706384435,True,False,False
1944,269724.0,1031751.0,762027.0,1.353955962190316,0.5560699588477366,138.7469135802469,954.4412580943571,-882.9976825028969,22475.0,20111.0,0.22475,10,10,1.0,194.4,38.17905184783928,0.1963942996288029,80,0.03704156841808664,12.00106785317019,161.9855852649375,1.1598796472719972,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,8,1,2,45,2,7,14,14,1,2,152,153,104,141,4,2,2000,10000,836,78856.0,1023589.0,944733.0,1.0834690859745557,0.3875598086124402,94.32535885167464,3159.2253086419755,-1845.181640625,47408.0,45859.0,0.47408,5,3,0.6,167.2,50.92111546303753,0.3045521259751049,86,0.12669929998985494,1.663347958150523,502.6007913158162,0.5429278203018661,True,False,False
1831,266331.0,974758.0,708427.0,1.3759469924212375,0.5778263244128892,145.45658110322228,921.3213610586012,-916.4644243208279,24709.0,22479.0,0.24709,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03723186561083764,10.778704115909182,169.871997627013,1.1596988799831351,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,4000,0,700,53890.0,1002648.0,948758.0,1.0568005750676148,0.49714285714285716,76.98571428571428,2881.1724137931033,-2695.3352272727275,70909.0,65966.0,0.70909,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.30823900538133236,0.7599881538309664,921.0669883095195,0.36232550833921967,True,False,False
2000,273000.0,1036908.0,763908.0,1.3573728773621954,0.559,136.5,927.4669051878354,-866.1088435374149,21801.0,19416.0,0.21801,10,10,1.0,200.0,34.34239362653687,0.17171196813268433,99,0.014619047619047618,12.522361359570661,159.71428571428572,1.1586009783727929,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2000,4000,1006,19746.0,1057104.0,1037358.0,1.0190348944144645,0.4165009940357853,19.628230616302186,2522.9212410501195,-1767.2197614991483,50249.0,49874.0,0.50249,5,3,0.6,201.2,64.12300679163447,0.3187028170558373,100,0.2021168844322901,0.39296304404067744,2560.0371720854855,0.10973796120244102,False,False,False
1831,226241.0,897264.0,671023.0,1.3371583388348836,0.5729109776078646,123.56144183506281,855.351763584366,-858.0856777493606,17976.0,16324.0,0.17976,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.017640480726305134,12.585725411659991,145.48227774806512,1.1549837785153951,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2500,4000,700,31320.0,839871.0,808551.0,1.0387359609968945,0.4585714285714286,44.74285714285714,2616.4205607476633,-2133.3799472295514,74291.0,72268.0,0.74291,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.12742656449553003,0.42158538719360356,1660.3991060025544,0.20572878358179483,False,False,False
1831,230466.0,870514.0,640048.0,1.360076119291053,0.5592572364827962,125.86892408519934,850.111328125,-793.1201982651796,18736.0,16433.0,0.18736,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03250370987477545,12.300704526046115,148.853262520285,1.1524431955684584,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2500,7500,700,42330.0,850888.0,808558.0,1.052352459563816,0.4542857142857143,60.47142857142857,2675.748427672956,-2116.6439790575914,87789.0,84822.0,0.87789,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.17696669029057407,0.4821788606773058,1451.7434443656982,0.25578179125195283,False,False,False
1831,226381.0,838615.0,612234.0,1.3697622151007622,0.5488803932277444,123.6379027853632,834.4427860696518,-741.2033898305085,18163.0,16868.0,0.18163,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.04101934349614146,12.46385509001817,146.90478882945123,1.149733763554685,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,1750,0,700,25865.0,733627.0,707762.0,1.036544770699755,0.38142857142857145,36.95,2747.6666666666665,-1634.5542725173211,62845.0,58380.0,0.62845,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.5264256717572009,0.41156814384597024,1700.8119079837618,0.18472195846576137,False,False,False
1831,263941.0,972368.0,708427.0,1.3725733208926254,0.5778263244128892,144.15128345166576,919.062381852552,-916.4644243208279,24709.0,22479.0,0.24709,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.028381342800095476,10.681978226557124,171.4101977335844,1.1492919790847804,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,4000,7500,700,80525.0,1019836.0,939311.0,1.0857277302192778,0.5014285714285714,115.03571428571429,2905.5156695156697,-2691.4355300859597,66746.0,64146.0,0.66746,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.09302701024526544,1.2064393371887454,580.2198075131946,0.5580325324663584,True,False,False
1987,255082.0,1040721.0,785639.0,1.3246809285180599,0.5616507297433316,128.3754403623553,932.5456989247311,-901.9965556831229,19621.0,17357.0,0.19621,10,10,1.0,198.7,34.1146596055127,0.1716892783367524,98,0.015645949145764892,13.000458692217522,152.84076101018496,1.1485788752663582,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2250,4000,992,13302.0,1089922.0,1076620.0,1.0123553342869351,0.43548387096774194,13.409274193548388,2522.9675925925926,-1922.5357142857142,62426.0,60746.0,0.62426,5,3,0.6,198.4,62.09218952493139,0.31296466494421066,100,0.30003007066606524,0.21308429180149296,4655.434671477973,0.06726079005738188,False,False,False
1831,223786.0,865121.0,641335.0,1.348937762635752,0.5603495357728018,122.2206444565811,843.1978557504873,-796.6894409937888,17807.0,17202.0,0.17807,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.0200682795170386,12.567304992418713,145.6955171458447,1.1478592465160322,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1750,4500,700,38670.0,749491.0,710821.0,1.0544018817677023,0.38,55.24285714285714,2817.6353383458645,-1637.836405529954,38189.0,32734.0,0.38189,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.11613653995345229,1.0125952499410824,691.2929919834497,0.35427983675995384,False,False,False
1831,217916.0,810761.0,592845.0,1.3675766853056026,0.5412342981977062,119.01474604041508,818.1241170534813,-705.7678571428571,16923.0,15628.0,0.16923,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.027492244718148276,12.876913076877623,142.19246406872372,1.1465725601100973,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,1500,6000,700,11000.0,672291.0,661291.0,1.0166341293016237,0.3442857142857143,15.714285714285714,2789.589211618257,-1440.7211328976034,52260.0,47795.0,0.5226,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.5446363636363636,0.21048603138155378,3325.636363636364,0.08614883115482715,False,False,False
1831,216291.0,828743.0,612452.0,1.3531558391514764,0.55598033861278,118.12725286728563,814.0893909626719,-753.3234932349324,16676.0,14189.0,0.16676,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.01845199291694985,12.970196689853681,141.1697943973628,1.1464196146517625,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2000,4000,700,18980.0,747672.0,728692.0,1.026046669923644,0.43142857142857144,27.114285714285714,2475.735099337748,-1830.8844221105528,52286.0,51016.0,0.52286,5,2,0.4,140.0,44.66318394382559,0.31902274245589707,63,0.21027397260273972,0.3630034808552959,1928.3561643835617,0.14860892950308524,False,False,False
1831,273676.0,980242.0,706566.0,1.387332535106416,0.5800109229929,149.46805024576733,923.015065913371,-918.8114434330299,26798.0,25503.0,0.26798,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03650667212324062,10.21255317561012,179.28915213610256,1.1442913761714608,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,5000,10000,700,71355.0,1041059.0,969704.0,1.0735843102637506,0.5128571428571429,101.93571428571428,2899.885793871866,-2843.706744868035,59617.0,54394.0,0.59617,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.1400182187653283,1.1968901487830652,584.8489944642982,0.5232156893452602,True,False,False
