n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
579,45309.0,263215.0,217906.0,1.2079291070461575,0.24179620034542315,78.25388601036269,1880.107142857143,-496.36902050113895,22685.0,21586.0,0.22685,10,7,0.7,57.9,15.423683088030561,0.26638485471555373,19,0.23661965613895694,1.9973109984571302,289.88975700192015,0.651142388961942,2012-01-13 02:00:00,2021-05-11 14:30:00,TF_M,5,0,54,33,-48,17,14,4,-1,500,10000,184,201,115156.0,204740.0,89584.0,2.285452759421325,0.12437810945273632,572.9154228855722,8189.6,-509.0,16390.0,10689.0,0.1639,5,5,1.0,40.2,19.394844675841053,0.4824588227821157,14,0.08676056827260412,7.0259914582062235,28.608062107054774,5.608419411763961,True,True,True
453,46278.0,239002.0,192724.0,1.2401257757207198,0.15894039735099338,102.15894039735099,3319.472222222222,-505.83727034120733,28375.0,27266.0,0.28375,10,6,0.6,45.3,10.798611021793496,0.23837993425592707,19,0.23166515406888802,1.630942731277533,277.75346817062103,0.7600600249892937,2012-01-13 02:00:00,2021-05-11 14:30:00,TF_M,5,0,54,33,-48,17,14,4,-1,500,10000,460,195,128300.0,216357.0,88057.0,2.457010799822842,0.11282051282051282,657.9487179487179,9834.40909090909,-509.0,22405.0,14252.0,0.22405,5,5,1.0,39.0,18.676188047886004,0.47887661661246167,14,0.07787217459080281,5.726400357063156,34.052805923616525,5.508825527668145,True,True,True
217,76472.0,279496.0,203024.0,1.3766648278036093,0.25806451612903225,352.40552995391704,4991.0,-1261.0186335403728,19284.0,13939.0,0.19284,10,8,0.8,21.7,8.922443611477744,0.41117251665796056,9,0.06526571817135683,3.965567309686787,54.72104822680197,3.1804135884042966,2012-01-13 02:00:00,2021-05-10 16:00:00,TF_M,5,0,54,33,-48,17,14,4,-1,1250,5000,0,196,115736.0,289478.0,173742.0,1.666137145882976,0.29591836734693877,590.4897959183673,4991.0,-1259.0,18320.0,15153.0,0.1832,5,5,1.0,39.2,19.3225257148231,0.49292157435773215,14,0.04312400635930048,6.317467248908297,31.025091587751433,5.467503999682356,True,True,True
