window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-16,2013-10-16,2014-09-04,24760.0,107.65217391304348,230,-3487.0,-29.550847457627118,118,8692.0,True,65.0,"{'level_source': 1, 'n_sess': 1, 'lev_include_sess0': 0, 'breakout_offset_ticks': 5, 'intraday_only': 1, 'ptn_neut_yes': 28, 'ptn_neut_no': 30, 'ptn_dir_yes': 27, 'ptn_dir_no': 29, 'start_hour': 14, 'end_hour': 13, 'skip_day': -1, 'stop_loss': 1250, 'take_profit': 1000, 'max_bars': 92}"
2,2012-01-10,2016-06-13,2016-06-13,2017-05-05,76394.0,1414.7037037037037,54,-5849.0,-531.7272727272727,11,11451.0,True,111.0,"{'level_source': 1, 'n_sess': 1, 'lev_include_sess0': 0, 'breakout_offset_ticks': 5, 'intraday_only': 0, 'ptn_neut_yes': 3, 'ptn_neut_no': 17, 'ptn_dir_yes': -47, 'ptn_dir_no': 53, 'start_hour': 6, 'end_hour': 3, 'skip_day': -1, 'stop_loss': 2250, 'take_profit': 2500, 'max_bars': 0}"
3,2012-01-10,2019-02-21,2019-02-22,2020-01-16,93086.0,93086.0,1,-5013.0,-417.75,12,28914.0,False,157.2,"{'level_source': 0, 'n_sess': 4, 'lev_include_sess0': 1, 'breakout_offset_ticks': 2, 'intraday_only': 0, 'ptn_neut_yes': 22, 'ptn_neut_no': 25, 'ptn_dir_yes': 52, 'ptn_dir_no': 15, 'start_hour': 4, 'end_hour': 3, 'skip_day': -1, 'stop_loss': 1500, 'take_profit': 0, 'max_bars': 0}"
4,2012-01-10,2021-10-29,2021-10-29,2022-09-21,125441.0,957.5648854961833,131,1007.0,37.2962962962963,27,16265.0,True,206.8,"{'level_source': 0, 'n_sess': 4, 'lev_include_sess0': 1, 'breakout_offset_ticks': 10, 'intraday_only': 0, 'ptn_neut_yes': 47, 'ptn_neut_no': 45, 'ptn_dir_yes': -1, 'ptn_dir_no': 38, 'start_hour': 4, 'end_hour': 3, 'skip_day': -1, 'stop_loss': 750, 'take_profit': 10000, 'max_bars': 0}"
5,2012-01-10,2024-07-08,2024-07-08,2025-05-30,166828.0,1023.4846625766871,163,-7644.0,-477.75,16,15338.0,True,248.5,"{'level_source': 0, 'n_sess': 5, 'lev_include_sess0': 1, 'breakout_offset_ticks': 0, 'intraday_only': 0, 'ptn_neut_yes': 47, 'ptn_neut_no': 48, 'ptn_dir_yes': -1, 'ptn_dir_no': -46, 'start_hour': 18, 'end_hour': 4, 'skip_day': -1, 'stop_loss': 1000, 'take_profit': 7500, 'max_bars': 0}"
