# hourUtc = ora UTC di apertura del bucket (0..23), NON convertita nel fuso della strategia.
# Un'ora con ticks=0 e celle vuote e' un'ora in cui il broker non ha quotato: mercato chiuso.
broker,symbol,hourUtc,ticks,tickSize,minSpread,p50Spread,avgSpread,p90Spread,p99Spread,maxSpread,minSpreadTicks,p50SpreadTicks,avgSpreadTicks,p90SpreadTicks,p99SpreadTicks,maxSpreadTicks,nonPositiveTicks
FTMO,@ETH,0,98900,0.01,0.60,0.60,0.63,0.70,0.78,3.06,60,60,62.96,70,78,306,0
FTMO,@ETH,1,109557,0.01,0.60,0.60,0.63,0.70,0.78,2.60,60,60,62.99,70,78,260,0
FTMO,@ETH,2,91239,0.01,0.60,0.60,0.63,0.69,0.77,1.84,60,60,62.68,69,77,184,0
FTMO,@ETH,3,77078,0.01,0.60,0.60,0.62,0.69,0.76,1.87,60,60,62.49,69,76,187,0
FTMO,@ETH,4,65655,0.01,0.60,0.60,0.62,0.69,0.76,1.53,60,60,62.43,69,76,153,0
FTMO,@ETH,5,63014,0.01,0.60,0.60,0.62,0.67,0.75,1.76,60,60,61.74,67,75,176,0
FTMO,@ETH,6,53183,0.01,0.60,0.60,0.62,0.67,0.74,2.11,60,60,61.69,67,74,211,0
FTMO,@ETH,7,58265,0.01,0.60,0.60,0.62,0.67,0.75,2.34,60,60,61.74,67,75,234,0
FTMO,@ETH,8,80487,0.01,0.60,0.60,0.62,0.67,0.76,6.30,60,60,61.85,67,76,630,0
FTMO,@ETH,9,81914,0.01,0.60,0.60,0.62,0.68,0.77,8.39,60,60,62.01,68,77,839,0
FTMO,@ETH,10,61417,0.01,0.60,0.60,0.62,0.67,0.75,2.19,60,60,61.91,67,75,219,0
FTMO,@ETH,11,62639,0.01,0.60,0.60,0.62,0.67,0.75,2.22,60,60,61.93,67,75,222,0
FTMO,@ETH,12,101698,0.01,0.60,0.60,0.63,0.69,0.90,6.92,60,60,62.72,69,90,692,0
FTMO,@ETH,13,159398,0.01,0.60,0.60,0.62,0.69,0.78,3.28,60,60,62.14,69,78,328,0
FTMO,@ETH,14,184367,0.01,0.60,0.60,0.62,0.70,0.81,4.84,60,60,62.47,70,81,484,0
FTMO,@ETH,15,143611,0.01,0.60,0.60,0.62,0.69,0.77,2.58,60,60,62.33,69,77,258,0
FTMO,@ETH,16,126407,0.01,0.60,0.60,0.62,0.69,0.77,2.74,60,60,62.32,69,77,274,0
FTMO,@ETH,17,101121,0.01,0.60,0.60,0.63,0.69,0.77,3.15,60,60,62.50,69,77,315,0
FTMO,@ETH,18,113658,0.01,0.60,0.60,0.63,0.70,0.85,4.07,60,60,63.01,70,85,407,0
FTMO,@ETH,19,92971,0.01,0.60,0.60,0.62,0.69,0.77,3.55,60,60,62.46,69,77,355,0
FTMO,@ETH,20,69555,0.01,0.60,0.60,0.62,0.69,0.77,7.18,60,60,62.48,69,77,718,0
FTMO,@ETH,21,63389,0.01,0.60,0.60,0.63,0.69,0.77,3.44,60,60,62.81,69,77,344,0
FTMO,@ETH,22,78734,0.01,0.60,0.60,0.63,0.69,0.77,2.10,60,60,62.62,69,77,210,0
FTMO,@ETH,23,70764,0.01,0.60,0.60,0.63,0.69,0.77,3.46,60,60,62.57,69,77,346,0
