# hourUtc = ora UTC di apertura del bucket (0..23), NON convertita nel fuso della strategia.
# Un'ora con ticks=0 e celle vuote e' un'ora in cui il broker non ha quotato: mercato chiuso.
broker,symbol,hourUtc,ticks,tickSize,minSpread,p50Spread,avgSpread,p90Spread,p99Spread,maxSpread,minSpreadTicks,p50SpreadTicks,avgSpreadTicks,p90SpreadTicks,p99SpreadTicks,maxSpreadTicks,nonPositiveTicks
FTMO,@YM,0,69114,0.01,2.28,2.58,2.53,2.68,2.68,5.68,228,258,252.92,268,268,568,0
FTMO,@YM,1,64136,0.01,2.28,2.48,2.50,2.68,2.68,2.68,228,248,249.75,268,268,268,0
FTMO,@YM,2,48732,0.01,2.28,2.38,2.43,2.58,2.68,3.58,228,238,242.91,258,268,358,0
FTMO,@YM,3,40426,0.01,2.28,2.38,2.38,2.48,2.58,2.68,228,238,237.86,248,258,268,0
FTMO,@YM,4,35988,0.01,2.28,2.28,2.39,2.58,2.68,2.68,228,228,238.80,258,268,268,0
FTMO,@YM,5,56394,0.01,2.28,2.48,2.47,2.68,2.68,3.48,228,248,246.80,268,268,348,0
FTMO,@YM,6,77745,0.01,2.10,2.10,2.18,2.38,2.48,7.18,210,210,217.58,238,248,718,0
FTMO,@YM,7,112053,0.01,2.10,2.28,2.30,2.48,3.48,7.48,210,228,230.47,248,348,748,0
FTMO,@YM,8,125150,0.01,2.10,2.38,2.34,2.48,3.48,10.38,210,238,233.52,248,348,1038,0
FTMO,@YM,9,103048,0.01,2.10,2.18,2.26,2.48,2.48,10.48,210,218,225.91,248,248,1048,0
FTMO,@YM,10,90392,0.01,2.10,2.10,2.23,2.48,2.48,9.48,210,210,222.73,248,248,948,0
FTMO,@YM,11,109005,0.01,2.10,2.28,2.29,2.48,2.48,10.48,210,228,229.48,248,248,1048,0
FTMO,@YM,12,148591,0.01,2.10,2.48,2.44,2.48,3.48,14.46,210,248,243.57,248,348,1446,0
FTMO,@YM,13,301425,0.01,2.10,2.10,2.18,2.48,2.48,9.88,210,210,218.20,248,248,988,0
FTMO,@YM,14,322263,0.01,2.10,2.10,2.10,2.10,2.10,18.08,210,210,210.37,210,210,1808,0
FTMO,@YM,15,240318,0.01,2.10,2.10,2.10,2.10,2.10,14.68,210,210,210.31,210,210,1468,0
FTMO,@YM,16,181046,0.01,2.10,2.10,2.10,2.10,2.10,6.58,210,210,210.03,210,210,658,0
FTMO,@YM,17,154377,0.01,2.10,2.10,2.10,2.10,2.10,18.54,210,210,210.14,210,210,1854,0
FTMO,@YM,18,156962,0.01,2.10,2.10,2.11,2.10,2.10,18.64,210,210,210.99,210,210,1864,0
FTMO,@YM,19,169642,0.01,2.10,2.10,2.10,2.10,2.10,3.58,210,210,210.00,210,210,358,0
FTMO,@YM,20,48118,0.01,2.10,2.53,2.38,2.63,2.63,6.49,210,253,238.26,263,263,649,0
FTMO,@YM,21,0,0.01,,,,,,,,,,,,,0
FTMO,@YM,22,25144,0.01,2.53,2.73,2.81,2.93,6.49,6.49,253,273,280.91,293,649,649,0
FTMO,@YM,23,28722,0.01,2.28,2.38,2.42,2.68,2.68,12.28,228,238,242.01,268,268,1228,0
