# hourUtc = ora UTC di apertura del bucket (0..23), NON convertita nel fuso della strategia.
# Un'ora con ticks=0 e celle vuote e' un'ora in cui il broker non ha quotato: mercato chiuso.
broker,symbol,hourUtc,ticks,tickSize,minSpread,p50Spread,avgSpread,p90Spread,p99Spread,maxSpread,minSpreadTicks,p50SpreadTicks,avgSpreadTicks,p90SpreadTicks,p99SpreadTicks,maxSpreadTicks,nonPositiveTicks
FTMO,@FESX,0,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,1,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,2,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,3,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,4,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,5,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,6,10143,0.01,0.86,1.06,1.12,1.46,1.66,1.66,86,106,111.66,146,166,166,0
FTMO,@FESX,7,25145,0.01,0.86,1.66,1.48,1.66,1.66,1.66,86,166,147.73,166,166,166,0
FTMO,@FESX,8,22887,0.01,0.86,1.56,1.42,1.66,1.66,1.66,86,156,141.97,166,166,166,0
FTMO,@FESX,9,18502,0.01,0.86,1.36,1.34,1.66,1.66,1.66,86,136,134.07,166,166,166,0
FTMO,@FESX,10,14911,0.01,0.86,1.26,1.24,1.66,1.66,1.66,86,126,124.16,166,166,166,0
FTMO,@FESX,11,16679,0.01,0.86,1.36,1.29,1.66,1.66,1.66,86,136,129.29,166,166,166,0
FTMO,@FESX,12,20696,0.01,0.86,1.56,1.41,1.66,2.22,6.56,86,156,140.90,166,222,656,0
FTMO,@FESX,13,20634,0.01,0.86,1.56,1.41,1.66,1.66,1.98,86,156,141.32,166,166,198,0
FTMO,@FESX,14,20807,0.01,0.86,1.56,1.43,1.66,1.66,2.30,86,156,143.35,166,166,230,0
FTMO,@FESX,15,15722,0.01,0.86,1.46,1.36,1.66,1.66,1.66,86,146,136.14,166,166,166,0
FTMO,@FESX,16,10353,0.01,0.86,1.06,1.19,1.66,1.66,1.66,86,106,118.51,166,166,166,0
FTMO,@FESX,17,7558,0.01,0.86,0.96,1.12,1.66,1.66,2.10,86,96,111.55,166,166,210,0
FTMO,@FESX,18,8511,0.01,0.86,1.06,1.21,1.66,2.24,6.24,86,106,121.38,166,224,624,0
FTMO,@FESX,19,7616,0.01,0.86,0.96,1.15,1.66,1.66,1.66,86,96,115.25,166,166,166,0
FTMO,@FESX,20,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,21,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,22,0,0.01,,,,,,,,,,,,,0
FTMO,@FESX,23,0,0.01,,,,,,,,,,,,,0
