entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason,periodo,pnl_cumulato
2012-01-25 11:00:00,2012-01-25 22:00:00,L,2247.5,2297.4,4984.000000000009,11,TP,IS,4984.000000000009
2012-02-10 09:00:00,2012-02-10 21:00:00,L,2311.2,2303.4,-785.9999999999727,12,MAXBARS,IS,4198.000000000036
2012-02-29 17:00:00,2012-02-29 17:00:00,L,2350.1,2330.0,-2015.999999999991,1,SL_SAMEBAR,IS,2182.0000000000455
2012-03-05 10:00:00,2012-03-05 22:00:00,L,2288.5,2291.2000000000003,264.0000000000273,12,MAXBARS,IS,2446.0000000000728
2012-03-06 11:00:00,2012-03-06 16:00:00,L,2277.5,2257.4,-2015.999999999991,5,SL,IS,430.00000000008185
2012-03-14 11:00:00,2012-03-14 14:00:00,L,2245.2,2225.1,-2015.999999999991,3,SL,IS,-1585.999999999909
2012-03-20 10:00:00,2012-03-20 22:00:00,L,2235.4,2235.4,-6.0,12,MAXBARS,IS,-1591.999999999909
2012-03-29 17:00:00,2012-03-30 00:00:00,L,2237.1,2245.2000000000003,804.0000000000364,7,EOD,IS,-787.9999999998727
2012-04-03 21:00:00,2012-04-03 21:00:00,L,2244.7999999999997,2224.7,-2015.999999999991,1,SL_SAMEBAR,IS,-2803.9999999998636
2012-04-04 10:00:00,2012-04-04 17:00:00,L,2220.6,2200.5,-2015.999999999991,7,SL,IS,-4819.9999999998545
2012-04-12 14:00:00,2012-04-13 00:00:00,L,2233.9,2258.5,2453.999999999991,10,EOD,IS,-2365.9999999998636
2012-04-23 10:00:00,2012-04-23 22:00:00,L,2219.0,2221.1,203.9999999999909,12,MAXBARS,IS,-2161.9999999998727
2012-04-25 19:00:00,2012-04-26 00:00:00,L,2215.0,2227.7000000000003,1264.0000000000273,5,EOD,IS,-897.9999999998454
2012-04-30 15:00:00,2012-05-01 00:00:00,L,2231.5,2246.9,1534.000000000009,9,EOD,IS,636.0000000001637
2012-05-03 09:00:00,2012-05-03 21:00:00,L,2226.4,2216.9,-956.0,12,MAXBARS,IS,-319.9999999998363
2012-05-23 03:00:00,2012-05-23 15:00:00,L,2141.4,2144.1,263.9999999999818,12,MAXBARS,IS,-55.99999999985448
2012-06-08 05:00:00,2012-06-08 05:00:00,L,2157.5,2137.4,-2015.999999999991,1,SL_SAMEBAR,IS,-2071.9999999998454
2012-06-28 16:00:00,2012-06-29 00:00:00,L,2141.2,2132.3,-895.9999999999636,8,EOD,IS,-2967.999999999809
2012-07-05 14:00:00,2012-07-06 00:00:00,L,2189.7,2184.7000000000003,-505.9999999999545,10,EOD,IS,-3473.9999999997635
2012-07-06 11:00:00,2012-07-06 23:00:00,L,2175.6,2163.7000000000003,-1195.9999999999636,12,MAXBARS,IS,-4669.999999999727
2012-07-18 15:00:00,2012-07-19 00:00:00,L,2149.1,2152.7000000000003,354.0000000000364,9,EOD,IS,-4315.999999999691
2012-08-01 15:00:00,2012-08-02 00:00:00,L,2187.6,2178.5,-915.9999999999909,9,EOD,IS,-5231.999999999682
2012-08-28 03:00:00,2012-08-28 15:00:00,L,2238.9,2241.7000000000003,274.0000000000182,12,MAXBARS,IS,-4957.9999999996635
2012-08-29 17:00:00,2012-08-30 00:00:00,L,2232.5,2233.9,134.0000000000091,7,EOD,IS,-4823.999999999654
2012-08-31 17:00:00,2012-09-01 00:00:00,L,2225.7,2267.8,4204.000000000036,7,EOD,IS,-619.999999999618
2012-09-13 19:00:00,2012-09-14 00:00:00,L,2300.7,2344.6,4384.000000000009,5,EOD,IS,3764.000000000391
2012-10-18 14:00:00,2012-10-19 00:00:00,L,2317.4,2317.9,44.0,10,EOD,IS,3808.000000000391
2012-12-17 02:00:00,2012-12-17 14:00:00,L,2264.9,2265.3,34.000000000009095,12,MAXBARS,IS,3842.0000000004
2012-12-20 15:00:00,2012-12-20 18:00:00,L,2235.1,2215.0,-2015.999999999991,3,SL,IS,1826.0000000004093
2013-01-17 15:00:00,2013-01-18 00:00:00,L,2243.9,2259.5,1553.999999999991,9,EOD,IS,3380.0000000004
2013-01-23 17:00:00,2013-01-24 00:00:00,L,2257.2,2257.0,-25.99999999998181,7,EOD,IS,3354.0000000004184
2013-02-20 12:00:00,2013-02-20 17:00:00,L,2169.0,2148.9,-2015.999999999991,5,SL,IS,1338.0000000004275
2013-02-21 03:00:00,2013-02-21 15:00:00,L,2126.9,2140.7000000000003,1374.0000000000182,12,MAXBARS,IS,2712.0000000004457
2013-03-01 11:00:00,2013-03-01 23:00:00,L,2143.1,2146.0,284.0000000000091,12,MAXBARS,IS,2996.0000000004547
2013-03-06 16:00:00,2013-03-07 00:00:00,L,2139.9,2154.5,1453.999999999991,8,EOD,IS,4450.000000000446
2013-04-12 12:00:00,2013-04-12 15:00:00,L,2119.7999999999997,2099.7,-2015.999999999991,3,SL,IS,2434.0000000004547
2013-04-16 03:00:00,2013-04-16 12:00:00,L,1901.8999999999999,1951.8,4984.000000000009,9,TP,IS,7418.000000000464
2013-05-01 15:00:00,2013-05-02 00:00:00,L,2027.3,2025.9,-145.99999999998636,9,EOD,IS,7272.0000000004775
2013-05-15 09:00:00,2013-05-15 17:00:00,L,1986.5,1966.4,-2015.999999999991,8,SL,IS,5256.000000000487
2013-05-17 15:00:00,2013-05-18 00:00:00,L,1934.8,1926.9,-795.9999999999864,9,EOD,IS,4460.0000000005
