entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason,periodo,pnl_cumulato
2012-01-31 09:00:00,2012-02-06 11:00:00,L,2326.6,2304.0,-2265.999999999991,98,SL,IS,-2265.999999999991
2012-02-15 09:00:00,2012-02-16 15:00:00,L,2315.2,2292.6,-2265.999999999991,30,SL,IS,-4531.999999999982
2012-02-24 17:00:00,2012-02-29 17:00:00,S,2358.9,2319.0,3984.000000000009,72,TP,IS,-547.9999999999727
2012-03-19 03:00:00,2012-03-20 14:00:00,L,2250.2,2227.6,-2265.999999999991,35,SL,IS,-2813.9999999999636
2012-03-22 09:00:00,2012-03-26 01:00:00,S,2231.0000000000005,2253.6000000000004,-2265.999999999991,39,SL,IS,-5079.9999999999545
2012-03-30 10:00:00,2012-04-03 21:00:00,L,2248.7,2226.1,-2265.999999999991,59,SL,IS,-7345.999999999945
2012-04-23 10:00:00,2012-04-26 18:00:00,S,2220.6000000000004,2243.2000000000003,-2265.999999999991,80,SL,IS,-9611.999999999936
2012-05-11 04:00:00,2012-05-15 22:00:00,S,2167.0000000000005,2127.1000000000004,3984.000000000009,66,TP,IS,-5627.999999999927
2012-05-17 08:00:00,2012-05-18 12:00:00,L,2134.7999999999997,2174.7,3984.000000000009,28,TP,IS,-1643.9999999999181
2012-05-22 10:00:00,2012-05-23 17:00:00,S,2166.5000000000005,2126.6000000000004,3984.000000000009,31,TP,IS,2340.000000000091
2012-05-24 13:00:00,2012-05-30 16:00:00,L,2146.9999999999995,2124.3999999999996,-2265.999999999991,92,SL,IS,74.00000000010004
2012-06-06 03:00:00,2012-06-07 17:00:00,L,2205.1,2182.5,-2265.999999999991,38,SL,IS,-2191.999999999891
2012-06-07 18:00:00,2012-06-08 05:00:00,S,2180.9,2141.0,3984.000000000009,11,TP,IS,1792.0000000001182
2012-06-12 16:00:00,2012-06-21 16:00:00,L,2182.4999999999995,2159.8999999999996,-2265.999999999991,168,SL,IS,-473.99999999987267
2012-06-28 16:00:00,2012-07-02 01:00:00,S,2142.8,2179.7,-3695.9999999999636,9,SL,IS,-4169.999999999836
2012-07-03 06:00:00,2012-07-06 19:00:00,L,2183.8999999999996,2161.2999999999997,-2265.999999999991,81,SL,IS,-6435.999999999827
2012-07-13 10:00:00,2012-07-26 13:00:00,L,2156.8999999999996,2196.7999999999997,3984.000000000009,219,TP,IS,-2451.999999999818
2012-07-31 13:00:00,2012-08-01 16:00:00,L,2204.3999999999996,2181.7999999999997,-2265.999999999991,27,SL,IS,-4717.999999999809
2012-08-08 09:00:00,2012-08-21 15:00:00,S,2186.0000000000005,2208.6000000000004,-2265.999999999991,222,SL,IS,-6983.9999999998
2012-08-29 17:00:00,2012-08-31 18:00:00,S,2237.6000000000004,2260.2000000000003,-2265.999999999991,49,SL,IS,-9249.99999999979
2012-09-06 09:00:00,2012-09-07 17:00:00,L,2276.6,2316.5,3984.000000000009,32,TP,IS,-5265.999999999782
2012-09-13 19:00:00,2012-09-21 15:00:00,L,2323.4999999999995,2363.3999999999996,3984.000000000009,140,TP,IS,-1281.9999999997726
2012-09-21 16:00:00,2012-09-24 03:00:00,L,2364.6,2342.0,-2265.999999999991,11,SL,IS,-3547.9999999997635
2012-09-24 04:00:00,2012-10-01 15:00:00,S,2340.3,2362.9,-2265.999999999991,131,SL,IS,-5813.999999999754
2012-10-11 10:00:00,2012-10-15 01:00:00,L,2345.6,2323.0,-2265.999999999991,39,SL,IS,-8079.999999999745
2012-10-18 14:00:00,2012-10-24 17:00:00,S,2319.0000000000005,2279.1000000000004,3984.000000000009,99,TP,IS,-4095.9999999997362
2012-11-15 13:00:00,2012-11-23 17:00:00,S,2295.5000000000005,2318.1000000000004,-2265.999999999991,144,SL,IS,-6361.999999999727
2012-12-04 06:00:00,2012-12-18 18:00:00,S,2286.3,2246.4,3984.000000000009,252,TP,IS,-2377.999999999718
2012-12-27 16:00:00,2012-12-31 19:00:00,S,2226.4,2249.0,-2265.999999999991,51,SL,IS,-4643.999999999709
2013-01-10 15:00:00,2013-02-11 15:00:00,L,2239.1,2216.5,-2265.999999999991,524,SL,IS,-6909.9999999997
2013-03-05 10:00:00,2013-04-03 19:00:00,L,2153.2999999999997,2130.7,-2265.999999999991,489,SL,IS,-9175.99999999969
2013-04-12 12:00:00,2013-04-12 17:00:00,S,2122.7000000000003,2082.8,3984.000000000009,5,TP,IS,-5191.999999999682
