# Griglia grossa @FDAX 240m Volatility breakout (range d1), motore nudo (pattern spenti, nessun filtro orario), 600 combinazioni.
# volMultTenths e' un intero da dividere per 10: il valore passato alla classe e' volMultTenths/10.
# Feed ICS, spread peggiore fra ICS, swap peggiore fra ICS, commissione 19.23/lato, orologio al minuto. Campione 2014-07-18 -> 2021-01-01, fuori campione -> 2026-09-01.
volMultTenths;stopLoss;takeProfit;exitHour;direction;isTrades;isNet;isDD;isPF;oosTrades;oosNet;oosDD;oosPF;oosWindowsInProfit
10;12000;0;21;2;302;14541.21;40141.89;1.05;276;-95303.34;131723.21;0.76;2
10;12000;2500;-1;0;561;-22381.19;47386.2;0.95;481;-902.64;58261.59;1;1
10;12000;2500;-1;1;281;-3526.06;34797.39;0.98;220;36899.8;21625.59;1.2;3
10;12000;2500;-1;2;304;-17279.34;44419.59;0.94;277;-46462.3;68102.34;0.86;1
10;12000;2500;21;0;558;6588.05;46831.8;1.01;478;11808.67;50179.09;1.03;1
10;12000;2500;21;1;280;11985.85;20254.39;1.06;220;36170.25;23054.76;1.21;3
10;12000;2500;21;2;302;-15482.67;50860.79;0.94;276;-38668.96;65134.45;0.88;1
10;12000;4500;-1;0;561;-4484.96;44539.99;0.99;481;22194.17;72017.46;1.04;2
10;12000;4500;-1;1;281;-13821.91;46719.13;0.94;220;48515.05;25884.29;1.24;3
10;12000;4500;-1;2;304;343.04;34087.94;1;277;-27224.42;76241.73;0.93;2
10;12000;4500;21;0;558;5663.45;43069.45;1.01;478;17440.3;66250.79;1.03;2
10;12000;4500;21;1;280;-6116.5;37658.44;0.97;220;42746;24289.43;1.23;3
10;12000;4500;21;2;302;1535.08;30414.09;1.01;276;-30613.09;70514.85;0.92;2
10;12000;9000;-1;0;561;25386.29;52334.95;1.05;481;-42683.31;94667.98;0.93;2
10;12000;9000;-1;1;281;-1015.51;43190.43;1;220;35305.1;30677.93;1.16;2
10;12000;9000;-1;2;304;17279.04;32873.86;1.05;277;-79626.17;110241.85;0.81;1
10;12000;9000;21;0;558;21637.85;53741.95;1.04;478;-47939.46;94424.31;0.92;1
10;12000;9000;21;1;280;2816.9;35194.96;1.01;220;24459;32576.31;1.12;2
10;12000;9000;21;2;302;7933.58;40141.89;1.03;276;-76768.34;118848.21;0.81;2
10;12000;18000;-1;0;561;-10233.64;58142.82;0.98;481;-50823.84;94667.98;0.92;2
10;12000;18000;-1;1;281;-8762.81;44144.53;0.96;220;53229.7;30677.93;1.24;2
10;12000;18000;-1;2;304;5701.41;32873.86;1.02;277;-104798.8;119707.98;0.75;0
10;12000;18000;21;0;558;6828.47;60981.95;1.01;478;-58196.96;98896.81;0.9;1
10;12000;18000;21;1;280;-149.6;35194.96;1;220;32376.5;31826.31;1.16;2
10;12000;18000;21;2;302;12330.71;40141.89;1.04;276;-94050.84;130470.71;0.76;2
20;1000;0;-1;0;112;-18016.45;22744.66;0.76;75;-3099.03;15836.78;0.95;2
20;1000;0;-1;1;38;10657.47;5618.84;1.59;28;19294.72;6230.76;2.27;3
20;1000;0;-1;2;75;-29322.75;29322.75;0.49;47;-22393.75;23496.2;0.47;2
20;1000;0;21;0;111;-15424.79;21777.21;0.78;75;5228.63;17128.42;1.09;3
20;1000;0;21;1;38;14133.17;4914.59;1.95;28;15889.37;6230.76;2.11;3
20;1000;0;21;2;74;-29216.42;29216.42;0.47;47;-10660.75;22835.16;0.74;3
20;1000;2500;-1;0;112;-13408.92;19120.34;0.81;75;-7846.3;17934.97;0.86;2
20;1000;2500;-1;1;38;7629.62;5619.99;1.45;28;5350.32;6230.76;1.35;2
20;1000;2500;-1;2;75;-21687.38;24533.54;0.6;47;-13196.62;19430.16;0.67;2
20;1000;2500;21;0;111;-11413.04;16720.74;0.83;75;-4393.63;17978.62;0.92;2
20;1000;2500;21;1;38;8962.17;4572.09;1.61;28;6161.87;6230.76;1.43;2
20;1000;2500;21;2;74;-20033.67;22879.83;0.61;47;-10555.5;19430.16;0.72;3
20;1000;4500;-1;0;112;-473;17244.66;0.99;75;-6835.75;16466.31;0.88;2
20;1000;4500;-1;1;38;15054.42;5618.84;1.88;28;14647.62;6230.76;1.96;2
20;1000;4500;-1;2;75;-16176.25;20637.79;0.7;47;-21483.37;22585.83;0.5;2
20;1000;4500;21;0;111;1404.97;16277.21;1.02;75;-4056.38;16922.08;0.93;2
20;1000;4500;21;1;38;17364.67;4914.59;2.17;28;15399.37;6230.76;2.07;2
20;1000;4500;21;2;74;-15618.17;20079.71;0.7;47;-19455.75;22835.16;0.53;2
20;1000;9000;-1;0;112;-6622.82;22744.66;0.91;75;-1565.18;15836.78;0.97;2
20;1000;9000;-1;1;38;10657.47;5618.84;1.59;28;20828.57;6230.76;2.37;3
20;1000;9000;-1;2;75;-17929.13;18600.81;0.68;47;-22393.75;23496.2;0.47;2
20;1000;9000;21;0;111;-3406.54;21777.21;0.95;75;2211.13;17128.42;1.04;2
20;1000;9000;21;1;38;14133.17;4914.59;1.95;28;17279.37;6230.76;2.2;3
20;1000;9000;21;2;74;-17198.17;19673.2;0.68;47;-15068.25;22835.16;0.63;2
20;1000;18000;-1;0;112;-18016.45;22744.66;0.76;75;-3099.03;15836.78;0.95;2
20;1000;18000;-1;1;38;10657.47;5618.84;1.59;28;19294.72;6230.76;2.27;3
20;1000;18000;-1;2;75;-29322.75;29322.75;0.49;47;-22393.75;23496.2;0.47;2
20;1000;18000;21;0;111;-15424.79;21777.21;0.78;75;5228.63;17128.42;1.09;3
20;1000;18000;21;1;38;14133.17;4914.59;1.95;28;15889.37;6230.76;2.11;3
20;1000;18000;21;2;74;-29216.42;29216.42;0.47;47;-10660.75;22835.16;0.74;3
20;2500;0;-1;0;112;-35830.05;35830.05;0.66;75;-12164.6;32026.68;0.86;2
20;2500;0;-1;1;38;14151.12;4398.02;1.72;28;24515.27;7038.84;2.64;3
20;2500;0;-1;2;75;-50630;50630;0.42;47;-36679.87;42589.19;0.5;2
20;2500;0;21;0;111;-22270.74;26401.21;0.76;75;-18304.23;33191.5;0.8;2
20;2500;0;21;1;38;18251.22;3251.33;2.22;28;19753.02;7038.84;2.31;3
20;2500;0;21;2;74;-40180.42;40180.42;0.48;47;-38057.25;44479.32;0.49;2
20;2500;2500;-1;0;112;-4978.97;20437.42;0.94;75;-14572.28;30743.62;0.81;2
20;2500;2500;-1;1;38;11991.32;4017.51;1.68;28;17279.72;5086.82;2.39;3
20;2500;2500;-1;2;75;-17619.13;28712.49;0.75;47;-31852;35666.7;0.51;2
20;2500;2500;21;0;111;4245.02;17837.08;1.06;75;-16706.48;30848.24;0.79;2
20;2500;2500;21;1;38;12832.72;3251.33;1.87;28;15925.52;5399.32;2.27;3
20;2500;2500;21;2;74;-8246.17;19026.32;0.86;47;-32632;35771.32;0.51;2
20;2500;4500;-1;0;112;-5675.15;22047.16;0.94;75;-15888.45;29743.62;0.81;2
20;2500;4500;-1;1;38;21424.77;4023.28;2.21;28;19868.17;7038.84;2.33;2
20;2500;4500;-1;2;75;-27748.75;37667.24;0.65;47;-35756.62;38666.7;0.49;2
20;2500;4500;21;0;111;1993.02;16740.57;1.02;75;-20946.73;29848.24;0.76;2
20;2500;4500;21;1;38;21482.72;3251.33;2.45;28;19263.02;7038.84;2.28;2
20;2500;4500;21;2;74;-19148.17;28863.95;0.72;47;-40209.75;40975.08;0.44;2
20;2500;9000;-1;0;112;-22936.42;26560.93;0.78;75;-13725.75;32026.68;0.84;2
20;2500;9000;-1;1;38;14151.12;4398.02;1.72;28;26049.12;7038.84;2.75;3
20;2500;9000;-1;2;75;-37736.38;37736.38;0.56;47;-39774.87;42589.19;0.46;2
20;2500;9000;21;0;111;-8752.49;21350.49;0.9;75;-21321.73;33191.5;0.76;2
20;2500;9000;21;1;38;18251.22;3251.33;2.22;28;21143.02;7038.84;2.4;3
20;2500;9000;21;2;74;-26662.17;27790.11;0.64;47;-42464.75;44479.32;0.43;2
20;2500;18000;-1;0;112;-35830.05;35830.05;0.66;75;-12164.6;32026.68;0.86;2
20;2500;18000;-1;1;38;14151.12;4398.02;1.72;28;24515.27;7038.84;2.64;3
20;2500;18000;-1;2;75;-50630;50630;0.42;47;-36679.87;42589.19;0.5;2
20;2500;18000;21;0;111;-22270.74;26401.21;0.76;75;-18304.23;33191.5;0.8;2
20;2500;18000;21;1;38;18251.22;3251.33;2.22;28;19753.02;7038.84;2.31;3
20;2500;18000;21;2;74;-40180.42;40180.42;0.48;47;-38057.25;44479.32;0.49;2
20;5000;0;-1;0;112;-37211.5;44801.45;0.68;75;896.85;23021.65;1.01;2
20;5000;0;-1;1;38;13465.42;5402.37;1.65;28;31338.72;5038.46;3.45;3
20;5000;0;-1;2;75;-51325.75;57078.69;0.47;47;-30441.87;38807.94;0.61;1
20;5000;0;21;0;111;-16504.61;33666.58;0.84;75;-8092.1;24891.9;0.91;2
20;5000;0;21;1;38;19395.72;5038.46;2.41;28;22010.52;5751.34;2.47;3
20;5000;0;21;2;74;-35558.79;46430.48;0.59;47;-30102.62;38739.69;0.61;2
20;5000;2500;-1;0;112;-4262.42;25703.92;0.95;75;8965.13;16081.65;1.13;2
20;5000;2500;-1;1;38;11305.62;5038.46;1.6;28;22390.87;5038.46;3.28;3
20;5000;2500;-1;2;75;-16216.88;27310.24;0.78;47;-13425.75;18543.19;0.77;2
20;5000;2500;21;0;111;3602.64;23222.08;1.05;75;5148.15;17204.4;1.07;2
20;5000;2500;21;1;38;13977.22;5038.46;2.02;28;19395.52;5038.46;2.68;3
20;5000;2500;21;2;74;-10033.04;21911.32;0.85;47;-14247.37;19665.94;0.76;2
20;5000;4500;-1;0;112;-4728.6;26779.72;0.95;75;17205.88;21581.65;1.23;2
20;5000;4500;-1;1;38;20739.07;5038.46;2.11;28;26411.62;5038.46;3.06;3
20;5000;4500;-1;2;75;-26116.5;38325.82;0.69;47;-9205.75;26043.19;0.85;2
20;5000;4500;21;0;111;5491.39;19222.08;1.06;75;7675.4;22704.4;1.1;2
20;5000;4500;21;1;38;22627.22;5038.46;2.66;28;21520.52;5751.34;2.44;3
20;5000;4500;21;2;74;-16794.29;27850.48;0.77;47;-13845.12;27165.94;0.78;2
20;5000;9000;-1;0;112;-20064.25;30801.45;0.82;75;-2046.8;23021.65;0.98;2
20;5000;9000;-1;1;38;13465.42;5402.37;1.65;28;32872.57;5038.46;3.57;3
20;5000;9000;-1;2;75;-34178.5;43078.69;0.63;47;-34919.37;40190.44;0.55;1
20;5000;9000;21;0;111;-3745.61;20730.86;0.96;75;-12354.6;24891.9;0.87;2
20;5000;9000;21;1;38;19395.72;5038.46;2.41;28;23400.52;5751.34;2.56;3
20;5000;9000;21;2;74;-22799.79;32430.48;0.72;47;-35755.12;39984.69;0.54;2
20;5000;18000;-1;0;112;-37211.5;44801.45;0.68;75;896.85;23021.65;1.01;2
20;5000;18000;-1;1;38;13465.42;5402.37;1.65;28;31338.72;5038.46;3.45;3
20;5000;18000;-1;2;75;-51325.75;57078.69;0.47;47;-30441.87;38807.94;0.61;1
20;5000;18000;21;0;111;-16504.61;33666.58;0.84;75;-8092.1;24891.9;0.91;2
20;5000;18000;21;1;38;19395.72;5038.46;2.41;28;22010.52;5751.34;2.47;3
20;5000;18000;21;2;74;-35558.79;46430.48;0.59;47;-30102.62;38739.69;0.61;2
20;8000;0;-1;0;112;-24611.1;37662.37;0.79;75;-24488.53;37807.77;0.79;2
20;8000;0;-1;1;38;11994.07;6509.81;1.54;28;30661.22;5715.96;3.27;3
20;8000;0;-1;2;75;-37254;41396.95;0.61;47;-55149.75;63515.82;0.46;1
20;8000;0;21;0;111;-1917.11;28518.36;0.98;75;-30454.6;41186.19;0.73;2
20;8000;0;21;1;38;17090.72;7343.46;2.06;28;21970.52;5791.34;2.47;3
20;8000;0;21;2;74;-18666.29;32590.32;0.78;47;-52425.12;61062.19;0.48;1
20;8000;2500;-1;0;112;-2017.02;17323.14;0.98;75;-7420.25;20407.02;0.91;2
20;8000;2500;-1;1;38;9834.27;6509.81;1.49;28;21713.37;5715.96;3.07;3
20;8000;2500;-1;2;75;-12500.13;23593.49;0.83;47;-29133.62;31800.32;0.6;1
20;8000;2500;21;0;111;8032.64;14141.52;1.1;75;-8214.35;22571.9;0.9;2
20;8000;2500;21;1;38;11672.22;7343.46;1.73;28;19355.52;5078.46;2.67;3
20;8000;2500;21;2;74;-3298.04;17711.87;0.95;47;-27569.87;30505.45;0.62;2
20;8000;4500;-1;0;112;-5093.2;25162.37;0.95;75;-2179.5;28907.02;0.98;2
20;8000;4500;-1;1;38;19267.72;6509.81;1.95;28;25734.12;5715.96;2.91;3
20;8000;4500;-1;2;75;-25009.75;34219.07;0.71;47;-27913.62;33368.56;0.66;2
20;8000;4500;21;0;111;7058.89;16018.36;1.08;75;-8687.1;31071.9;0.91;2
20;8000;4500;21;1;38;20322.22;7343.46;2.27;28;21480.52;5791.34;2.43;3
20;8000;4500;21;2;74;-12921.79;22599.3;0.82;47;-30167.62;35533.44;0.63;2
20;8000;9000;-1;0;112;-23428.85;37662.37;0.8;75;-27432.18;37656.42;0.76;2
20;8000;9000;-1;1;38;11994.07;6509.81;1.54;28;32195.07;5715.96;3.39;3
20;8000;9000;-1;2;75;-36071.75;41971.94;0.63;47;-59627.25;64898.32;0.42;1
20;8000;9000;21;0;111;-5178.11;28518.36;0.95;75;-34717.1;41041.19;0.7;2
20;8000;9000;21;1;38;17090.72;7343.46;2.06;28;23360.52;5791.34;2.56;3
20;8000;9000;21;2;74;-21927.29;32590.32;0.74;47;-58077.62;62307.19;0.42;1
20;8000;18000;-1;0;112;-17576.1;37662.37;0.85;75;-24488.53;37807.77;0.79;2
20;8000;18000;-1;1;38;11994.07;6509.81;1.54;28;30661.22;5715.96;3.27;3
20;8000;18000;-1;2;75;-30219;41396.95;0.69;47;-55149.75;63515.82;0.46;1
20;8000;18000;21;0;111;5062.89;28518.36;1.05;75;-30454.6;41186.19;0.73;2
20;8000;18000;21;1;38;17090.72;7343.46;2.06;28;21970.52;5791.34;2.47;3
20;8000;18000;21;2;74;-11686.29;32590.32;0.86;47;-52425.12;61062.19;0.48;1
20;12000;0;-1;0;112;-16599.1;43032.74;0.86;75;-1485.03;33192.4;0.99;3
20;12000;0;-1;1;38;11994.07;6509.81;1.54;28;30661.22;5715.96;3.27;3
20;12000;0;-1;2;75;-29242;46767.32;0.69;47;-32146.25;40512.32;0.65;1
20;12000;0;21;0;111;1518.14;34653.36;1.02;75;-14592.1;38461.9;0.86;2
20;12000;0;21;1;38;17090.72;7343.46;2.06;28;21970.52;5791.34;2.47;3
20;12000;0;21;2;74;-15231.04;38725.32;0.81;47;-36562.62;45199.69;0.59;2
20;12000;2500;-1;0;112;11112.61;17323.14;1.14;75;969;24407.02;1.01;2
20;12000;2500;-1;1;38;9834.27;6509.81;1.49;28;21713.37;5715.96;3.07;3
20;12000;2500;-1;2;75;629.5;17004.32;1.01;47;-20744.37;26868.56;0.69;1
20;12000;2500;21;0;111;19467.89;14141.52;1.29;75;3063.15;26571.9;1.04;2
20;12000;2500;21;1;38;11672.22;7343.46;1.73;28;19355.52;5078.46;2.67;3
20;12000;2500;21;2;74;8137.21;10501.53;1.16;47;-16292.37;29033.44;0.74;2
20;12000;4500;-1;0;112;6036.43;26532.74;1.06;75;9364.38;31752.4;1.11;2
20;12000;4500;-1;1;38;19267.72;6509.81;1.95;28;25734.12;5715.96;2.91;3
20;12000;4500;-1;2;75;-13880.13;35589.44;0.82;47;-16369.75;36213.94;0.78;2
20;12000;4500;21;0;111;14494.14;18153.36;1.17;75;-599.6;36274.4;0.99;2
20;12000;4500;21;1;38;20322.22;7343.46;2.27;28;21480.52;5791.34;2.43;3
20;12000;4500;21;2;74;-5486.54;23388.96;0.92;47;-22080.12;40735.94;0.7;2
20;12000;9000;-1;0;112;-15416.85;43032.74;0.87;75;-3181.18;33192.4;0.97;3
20;12000;9000;-1;1;38;11994.07;6509.81;1.54;28;32195.07;5715.96;3.39;3
20;12000;9000;-1;2;75;-28059.75;47342.32;0.7;47;-35376.25;40647.32;0.61;1
20;12000;9000;21;0;111;-1742.86;34653.36;0.98;75;-18854.6;38461.9;0.82;2
20;12000;9000;21;1;38;17090.72;7343.46;2.06;28;23360.52;5791.34;2.56;3
20;12000;9000;21;2;74;-18492.04;38725.32;0.77;47;-42215.12;46444.69;0.52;2
20;12000;18000;-1;0;112;-9564.1;43032.74;0.92;75;-1485.03;33192.4;0.99;3
20;12000;18000;-1;1;38;11994.07;6509.81;1.54;28;30661.22;5715.96;3.27;3
20;12000;18000;-1;2;75;-22207;46767.32;0.76;47;-32146.25;40512.32;0.65;1
20;12000;18000;21;0;111;8498.14;34653.36;1.09;75;-14592.1;38461.9;0.86;2
20;12000;18000;21;1;38;17090.72;7343.46;2.06;28;21970.52;5791.34;2.47;3
20;12000;18000;21;2;74;-8251.04;38725.32;0.9;47;-36562.62;45199.69;0.59;2
40;1000;0;-1;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;0;-1;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;0;-1;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;0;21;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;0;21;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;0;21;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;2500;-1;0;2;1423.08;1038.46;2.37;3;384.62;2076.92;1.19;1
40;1000;2500;-1;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;2500;-1;2;2;1423.08;1038.46;2.37;2;1423.08;1038.46;2.37;1
40;1000;2500;21;0;2;1423.08;1038.46;2.37;3;384.62;2076.92;1.19;1
40;1000;2500;21;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;2500;21;2;2;1423.08;1038.46;2.37;2;1423.08;1038.46;2.37;1
40;1000;4500;-1;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;4500;-1;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;4500;-1;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;4500;21;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;4500;21;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;4500;21;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;9000;-1;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;9000;-1;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;9000;-1;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;9000;21;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;9000;21;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;9000;21;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;18000;-1;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;18000;-1;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;18000;-1;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;1000;18000;21;0;2;-2076.92;2076.92;0;3;-3115.38;3115.38;0;0
40;1000;18000;21;1;0;0;0;;1;-1038.46;1038.46;0;0
40;1000;18000;21;2;2;-2076.92;2076.92;0;2;-2076.92;2076.92;0;0
40;2500;0;-1;0;2;-5076.92;5076.92;0;3;-7615.38;7615.38;0;0
40;2500;0;-1;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;0;-1;2;2;-5076.92;5076.92;0;2;-5076.92;5076.92;0;0
40;2500;0;21;0;2;-5076.92;5076.92;0;3;-6412.88;6412.88;0;0
40;2500;0;21;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;0;21;2;2;-5076.92;5076.92;0;2;-3874.42;3874.42;0;0
40;2500;2500;-1;0;2;-76.92;2538.46;0.97;3;-2615.38;5076.92;0.48;1
40;2500;2500;-1;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;2500;-1;2;2;-76.92;2538.46;0.97;2;-76.92;2538.46;0.97;1
40;2500;2500;21;0;2;-76.92;2538.46;0.97;3;-1412.88;3874.42;0.64;1
40;2500;2500;21;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;2500;21;2;2;-76.92;2538.46;0.97;2;1125.58;1335.96;1.84;1
40;2500;4500;-1;0;2;-5076.92;5076.92;0;3;-7615.38;7615.38;0;0
40;2500;4500;-1;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;4500;-1;2;2;-5076.92;5076.92;0;2;-5076.92;5076.92;0;0
40;2500;4500;21;0;2;-5076.92;5076.92;0;3;-6412.88;6412.88;0;0
40;2500;4500;21;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;4500;21;2;2;-5076.92;5076.92;0;2;-3874.42;3874.42;0;0
40;2500;9000;-1;0;2;-5076.92;5076.92;0;3;-7615.38;7615.38;0;0
40;2500;9000;-1;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;9000;-1;2;2;-5076.92;5076.92;0;2;-5076.92;5076.92;0;0
40;2500;9000;21;0;2;-5076.92;5076.92;0;3;-6412.88;6412.88;0;0
40;2500;9000;21;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;9000;21;2;2;-5076.92;5076.92;0;2;-3874.42;3874.42;0;0
40;2500;18000;-1;0;2;-5076.92;5076.92;0;3;-7615.38;7615.38;0;0
40;2500;18000;-1;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;18000;-1;2;2;-5076.92;5076.92;0;2;-5076.92;5076.92;0;0
40;2500;18000;21;0;2;-5076.92;5076.92;0;3;-6412.88;6412.88;0;0
40;2500;18000;21;1;0;0;0;;1;-2538.46;2538.46;0;0
40;2500;18000;21;2;2;-5076.92;5076.92;0;2;-3874.42;3874.42;0;0
40;5000;0;-1;0;2;-10076.92;10076.92;0;3;6867.9;2301.34;3.98;2
40;5000;0;-1;1;0;0;0;;1;1945.19;0;;1
40;5000;0;-1;2;2;-10076.92;10076.92;0;2;4922.71;2301.34;3.14;1
40;5000;0;21;0;2;-8651.17;8651.17;0;3;6599.62;1899.42;4.47;1
40;5000;0;21;1;0;0;0;;1;-563.46;563.46;0;0
40;5000;0;21;2;2;-8651.17;8651.17;0;2;7163.08;1335.96;6.36;1
40;5000;2500;-1;0;2;-2576.92;5038.46;0.49;3;2105.4;2301.34;1.91;2
40;5000;2500;-1;1;0;0;0;;1;1945.19;0;;1
40;5000;2500;-1;2;2;-2576.92;5038.46;0.49;2;160.21;2301.34;1.07;1
40;5000;2500;21;0;2;-1151.17;3612.71;0.68;3;562.12;1899.42;1.3;1
40;5000;2500;21;1;0;0;0;;1;-563.46;563.46;0;0
40;5000;2500;21;2;2;-1151.17;3612.71;0.68;2;1125.58;1335.96;1.84;1
40;5000;4500;-1;0;2;-10076.92;10076.92;0;3;4105.4;2301.34;2.78;2
40;5000;4500;-1;1;0;0;0;;1;1945.19;0;;1
40;5000;4500;-1;2;2;-10076.92;10076.92;0;2;2160.21;2301.34;1.94;1
40;5000;4500;21;0;2;-8651.17;8651.17;0;3;2562.12;1899.42;2.35;1
40;5000;4500;21;1;0;0;0;;1;-563.46;563.46;0;0
40;5000;4500;21;2;2;-8651.17;8651.17;0;2;3125.58;1335.96;3.34;1
40;5000;9000;-1;0;2;-10076.92;10076.92;0;3;8605.4;2301.34;4.74;2
40;5000;9000;-1;1;0;0;0;;1;1945.19;0;;1
40;5000;9000;-1;2;2;-10076.92;10076.92;0;2;6660.21;2301.34;3.89;1
40;5000;9000;21;0;2;-8651.17;8651.17;0;3;6599.62;1899.42;4.47;1
40;5000;9000;21;1;0;0;0;;1;-563.46;563.46;0;0
40;5000;9000;21;2;2;-8651.17;8651.17;0;2;7163.08;1335.96;6.36;1
40;5000;18000;-1;0;2;-10076.92;10076.92;0;3;6867.9;2301.34;3.98;2
40;5000;18000;-1;1;0;0;0;;1;1945.19;0;;1
40;5000;18000;-1;2;2;-10076.92;10076.92;0;2;4922.71;2301.34;3.14;1
40;5000;18000;21;0;2;-8651.17;8651.17;0;3;6599.62;1899.42;4.47;1
40;5000;18000;21;1;0;0;0;;1;-563.46;563.46;0;0
40;5000;18000;21;2;2;-8651.17;8651.17;0;2;7163.08;1335.96;6.36;1
40;8000;0;-1;0;2;-12569.05;12569.05;0;3;6867.9;2301.34;3.98;2
40;8000;0;-1;1;0;0;0;;1;1945.19;0;;1
40;8000;0;-1;2;2;-12569.05;12569.05;0;2;4922.71;2301.34;3.14;1
40;8000;0;21;0;2;-11651.17;11651.17;0;3;6599.62;1899.42;4.47;1
40;8000;0;21;1;0;0;0;;1;-563.46;563.46;0;0
40;8000;0;21;2;2;-11651.17;11651.17;0;2;7163.08;1335.96;6.36;1
40;8000;2500;-1;0;2;-2069.05;4530.59;0.54;3;2105.4;2301.34;1.91;2
40;8000;2500;-1;1;0;0;0;;1;1945.19;0;;1
40;8000;2500;-1;2;2;-2069.05;4530.59;0.54;2;160.21;2301.34;1.07;1
40;8000;2500;21;0;2;-1151.17;3612.71;0.68;3;562.12;1899.42;1.3;1
40;8000;2500;21;1;0;0;0;;1;-563.46;563.46;0;0
40;8000;2500;21;2;2;-1151.17;3612.71;0.68;2;1125.58;1335.96;1.84;1
40;8000;4500;-1;0;2;-12569.05;12569.05;0;3;4105.4;2301.34;2.78;2
40;8000;4500;-1;1;0;0;0;;1;1945.19;0;;1
40;8000;4500;-1;2;2;-12569.05;12569.05;0;2;2160.21;2301.34;1.94;1
40;8000;4500;21;0;2;-11651.17;11651.17;0;3;2562.12;1899.42;2.35;1
40;8000;4500;21;1;0;0;0;;1;-563.46;563.46;0;0
40;8000;4500;21;2;2;-11651.17;11651.17;0;2;3125.58;1335.96;3.34;1
40;8000;9000;-1;0;2;-12569.05;12569.05;0;3;8605.4;2301.34;4.74;2
40;8000;9000;-1;1;0;0;0;;1;1945.19;0;;1
40;8000;9000;-1;2;2;-12569.05;12569.05;0;2;6660.21;2301.34;3.89;1
40;8000;9000;21;0;2;-11651.17;11651.17;0;3;6599.62;1899.42;4.47;1
40;8000;9000;21;1;0;0;0;;1;-563.46;563.46;0;0
40;8000;9000;21;2;2;-11651.17;11651.17;0;2;7163.08;1335.96;6.36;1
40;8000;18000;-1;0;2;-12569.05;12569.05;0;3;6867.9;2301.34;3.98;2
40;8000;18000;-1;1;0;0;0;;1;1945.19;0;;1
40;8000;18000;-1;2;2;-12569.05;12569.05;0;2;4922.71;2301.34;3.14;1
40;8000;18000;21;0;2;-11651.17;11651.17;0;3;6599.62;1899.42;4.47;1
40;8000;18000;21;1;0;0;0;;1;-563.46;563.46;0;0
40;8000;18000;21;2;2;-11651.17;11651.17;0;2;7163.08;1335.96;6.36;1
40;12000;0;-1;0;2;970.96;4530.59;1.21;3;6867.9;2301.34;3.98;2
40;12000;0;-1;1;0;0;0;;1;1945.19;0;;1
40;12000;0;-1;2;2;970.96;4530.59;1.21;2;4922.71;2301.34;3.14;1
40;12000;0;21;0;2;1943.83;3612.71;1.54;3;6599.62;1899.42;4.47;1
40;12000;0;21;1;0;0;0;;1;-563.46;563.46;0;0
40;12000;0;21;2;2;1943.83;3612.71;1.54;2;7163.08;1335.96;6.36;1
40;12000;2500;-1;0;2;-2069.05;4530.59;0.54;3;2105.4;2301.34;1.91;2
40;12000;2500;-1;1;0;0;0;;1;1945.19;0;;1
40;12000;2500;-1;2;2;-2069.05;4530.59;0.54;2;160.21;2301.34;1.07;1
40;12000;2500;21;0;2;-1151.17;3612.71;0.68;3;562.12;1899.42;1.3;1
40;12000;2500;21;1;0;0;0;;1;-563.46;563.46;0;0
