# Griglia grossa @FDAX 240m Price Channel, motore nudo (pattern spenti, nessun filtro orario), 450 combinazioni.
# Feed ICS, spread peggiore fra ICS, swap peggiore fra ICS, commissione 19.23/lato, orologio al minuto. Campione 2014-07-18 -> 2021-01-01, fuori campione -> 2026-09-01.
channelBars;stopLoss;takeProfit;exitHour;direction;isTrades;isNet;isDD;isPF;oosTrades;oosNet;oosDD;oosPF;oosWindowsInProfit
1;1000;0;-1;0;2471;148406.39;111381.7;1.09;2392;33801.28;75731.15;1.02;2
1;1000;0;-1;1;1631;63836.44;116618.95;1.06;1470;-21454.5;127094.81;0.98;2
1;1000;0;-1;2;1581;80657.87;45274.26;1.07;1440;-74477.03;139837.4;0.93;2
1;1000;0;21;0;2489;128923.66;111237.44;1.08;2430;-118885.15;159759.36;0.94;1
1;1000;0;21;1;1649;116331.36;76730.5;1.11;1495;-47216.55;143907.78;0.96;2
1;1000;0;21;2;1617;16938.43;88440.55;1.02;1446;-83585.29;134443.94;0.93;2
1;1000;2500;-1;0;2720;-153.33;92748.35;1;2684;-98200.99;117897.49;0.95;1
1;1000;2500;-1;1;1687;2048.28;98945.69;1;1524;-42013.29;66054.73;0.96;1
1;1000;2500;-1;2;1622;11450.38;49815.82;1.01;1479;-110015.59;124693.25;0.9;0
1;1000;2500;21;0;2687;23260.11;103336.76;1.01;2651;-142008.46;164353.02;0.92;1
1;1000;2500;21;1;1685;30964.95;65149.46;1.03;1522;-49025.12;66077.08;0.95;1
1;1000;2500;21;2;1635;-11514.6;81650.93;0.99;1471;-111275.91;123408.33;0.9;0
1;1000;4500;-1;0;2569;96672.26;105665.23;1.06;2539;-66495.59;126671.77;0.97;1
1;1000;4500;-1;1;1654;50550.01;114595.5;1.05;1494;-6828.24;134395.81;0.99;2
1;1000;4500;-1;2;1603;58254.12;47533.25;1.05;1460;-37815.73;102792.81;0.97;2
1;1000;4500;21;0;2559;62620.89;117388.77;1.04;2521;-53698.66;146916.68;0.97;1
1;1000;4500;21;1;1663;88743.97;75561.65;1.08;1508;-26068.43;138553.35;0.98;2
1;1000;4500;21;2;1630;29239.2;71060.75;1.03;1456;-47844.39;89153.34;0.96;1
1;1000;9000;-1;0;2481;136945.27;111381.7;1.08;2427;29862.16;85178.38;1.02;2
1;1000;9000;-1;1;1636;64438.59;116172.6;1.06;1472;-30845.82;129635.76;0.97;2
1;1000;9000;-1;2;1587;41335.61;49913.52;1.04;1448;-63124.08;126713.92;0.94;2
1;1000;9000;21;0;2500;96255.73;101237.44;1.06;2445;-101286.3;142039.44;0.95;1
1;1000;9000;21;1;1653;111613.52;76730.5;1.1;1496;-54651.76;145082.78;0.95;2
1;1000;9000;21;2;1621;-2615.54;87410.55;1;1448;-67849.71;110642.42;0.94;1
1;1000;18000;-1;0;2471;138741.52;111381.7;1.08;2393;33430.32;76102.11;1.02;2
1;1000;18000;-1;1;1631;69066.44;116618.95;1.06;1470;-21380.65;127094.81;0.98;2
1;1000;18000;-1;2;1582;64812.03;45274.26;1.06;1440;-73809.53;139837.4;0.94;2
1;1000;18000;21;0;2490;115770.7;111237.44;1.07;2430;-119492.65;160366.86;0.94;1
1;1000;18000;21;1;1649;115232.11;76730.5;1.1;1495;-44771.55;143907.78;0.96;2
1;1000;18000;21;2;1617;5923.18;88410.55;1.01;1446;-84192.79;134443.94;0.93;2
1;2500;0;-1;0;2009;52633.31;96842.65;1.03;1956;-27866.89;133316.38;0.99;2
1;2500;0;-1;1;1579;54752.86;105207.89;1.04;1407;108531.83;60793.09;1.07;2
1;2500;0;-1;2;1540;-14854.4;76382.99;0.99;1381;-96716.01;139821.49;0.95;0
1;2500;0;21;0;1986;193777.24;61247.18;1.1;1932;-45366.97;131236.45;0.98;2
1;2500;0;21;1;1598;140590.22;50471.12;1.1;1438;80855.92;86876.64;1.05;2
1;2500;0;21;2;1574;6603.59;114827.08;1;1405;-142890.43;183081.01;0.92;0
