entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason,periodo,pnl_cumulato
2012-03-09 03:00:00,2012-03-16 01:00:00,L,1710.0,1746.5,1821.0,459,FORCE,IS,1821.0
2012-04-06 03:00:00,2012-04-13 01:00:00,L,1744.5,1735.75,-441.5,427,FORCE,IS,1379.5
2012-05-04 03:00:00,2012-05-11 01:00:00,L,1736.75,1700.0,-1841.5,455,FORCE,IS,-462.0
2012-05-11 03:00:00,2012-05-18 01:00:00,L,1701.25,1654.0,-2366.5,455,FORCE,IS,-2828.5
2012-05-18 03:00:00,2012-05-25 01:00:00,L,1655.25,1672.5,858.5,456,FORCE,IS,-1970.0
2012-06-01 03:00:00,2012-06-08 01:00:00,L,1658.0,1668.25,508.5,455,FORCE,IS,-1461.5
2012-06-29 03:00:00,2012-07-06 01:00:00,L,1676.75,1719.75,2146.0,420,FORCE,IS,684.5
2012-07-13 03:00:00,2012-07-20 01:00:00,L,1688.75,1729.25,2021.0,455,FORCE,IS,2705.5
2012-07-27 03:00:00,2012-08-03 01:00:00,L,1712.0,1719.5,371.0,455,FORCE,IS,3076.5
2012-08-03 03:00:00,2012-08-10 01:00:00,L,1719.75,1758.25,1921.0,454,FORCE,IS,4997.5
2012-08-31 03:00:00,2012-09-07 01:00:00,L,1756.5,1788.75,1608.5,433,FORCE,IS,6606.0
2012-09-21 03:00:00,2012-09-28 01:00:00,L,1822.75,1807.25,-779.0,456,FORCE,IS,5827.0
2012-09-28 03:00:00,2012-10-05 01:00:00,L,1807.25,1821.5,708.5,457,FORCE,IS,6535.5
2012-10-12 03:00:00,2012-10-19 01:00:00,L,1796.75,1816.25,971.0,456,FORCE,IS,7506.5
2012-10-26 03:00:00,2012-11-02 01:00:00,L,1768.5,1788.5,996.0,395,FORCE,IS,8502.5
2012-11-09 03:00:00,2012-11-16 01:00:00,L,1744.5,1715.0,-1479.0,456,FORCE,IS,7023.5
2012-11-16 03:00:00,2012-11-23 01:00:00,L,1714.5,1756.5,2096.0,431,FORCE,IS,9119.5
2012-12-07 03:00:00,2012-12-14 01:00:00,L,1778.75,1787.25,421.0,458,FORCE,IS,9540.5
2012-12-28 03:00:00,2013-01-04 01:00:00,L,1782.25,1824.0,2083.5,314,FORCE,IS,11624.0
2013-02-22 03:00:00,2013-03-01 01:00:00,L,1875.0,1879.75,233.5,454,FORCE,IS,11857.5
2013-04-05 03:00:00,2013-04-12 01:00:00,L,1929.25,1964.75,1771.0,454,FORCE,IS,13628.5
2013-04-19 03:00:00,2013-04-26 01:00:00,L,1915.5,1957.0,2071.0,456,FORCE,IS,15699.5
2013-05-24 03:00:00,2013-05-31 01:00:00,L,2029.75,2028.25,-79.0,433,FORCE,IS,15620.5
2013-06-07 03:00:00,2013-06-14 01:00:00,L,2000.0,2013.25,658.5,453,FORCE,IS,16279.0
2013-06-14 03:00:00,2013-06-21 01:00:00,L,2012.5,1965.25,-2366.5,454,FORCE,IS,13912.5
2013-06-21 03:00:00,2013-06-28 01:00:00,L,1967.75,1988.5,1033.5,454,FORCE,IS,14946.0
2013-07-26 03:00:00,2013-08-02 01:00:00,L,2067.0,2082.75,783.5,453,FORCE,IS,15729.5
2013-08-09 03:00:00,2013-08-16 01:00:00,L,2074.75,2040.0,-1741.5,454,FORCE,IS,13988.0
2013-08-16 03:00:00,2013-08-23 01:00:00,L,2038.75,2038.0,-41.5,452,FORCE,IS,13946.5
2013-08-23 03:00:00,2013-08-30 01:00:00,L,2037.75,2019.75,-904.0,453,FORCE,IS,13042.5
2013-09-27 03:00:00,2013-10-04 01:00:00,L,2082.0,2058.0,-1204.0,452,FORCE,IS,11838.5
2013-10-04 03:00:00,2013-10-11 01:00:00,L,2057.0,2069.0,596.0,453,FORCE,IS,12434.5
2013-11-22 03:00:00,2013-11-29 01:00:00,L,2182.5,2195.75,658.5,430,FORCE,IS,13093.0
2013-12-06 03:00:00,2013-12-13 01:00:00,L,2175.0,2162.75,-616.5,453,FORCE,IS,12476.5
2013-12-13 03:00:00,2013-12-20 01:00:00,L,2165.0,2197.0,1596.0,455,FORCE,IS,14072.5
2014-01-31 03:00:00,2014-02-07 01:00:00,L,2179.0,2162.75,-816.5,452,FORCE,IS,13256.0
2014-02-07 03:00:00,2014-02-14 01:00:00,L,2162.0,2218.0,2796.0,453,FORCE,IS,16052.0
2014-03-14 03:00:00,2014-03-21 01:00:00,L,2245.5,2266.0,1021.0,455,FORCE,IS,17073.0
2014-03-28 03:00:00,2014-04-04 01:00:00,L,2245.25,2285.75,2021.0,451,FORCE,IS,19094.0
2014-04-11 03:00:00,2014-04-25 01:00:00,L,2230.5,2274.0,2171.0,823,FORCE,IS,21265.0
2014-05-09 03:00:00,2014-05-16 01:00:00,L,2271.25,2268.75,-129.0,454,FORCE,IS,21136.0
2014-06-13 03:00:00,2014-06-20 01:00:00,L,2332.0,2358.0,1296.0,453,FORCE,IS,22432.0
2014-06-27 03:00:00,2014-07-04 01:00:00,L,2357.5,2385.0,1371.0,439,FORCE,IS,23803.0
2014-07-11 03:00:00,2014-07-18 01:00:00,L,2367.5,2352.0,-779.0,454,FORCE,IS,23024.0
2014-08-01 03:00:00,2014-08-08 01:00:00,L,2338.5,2314.5,-1204.0,452,FORCE,IS,21820.0
2014-08-08 03:00:00,2014-08-15 01:00:00,L,2315.0,2361.75,2333.5,453,FORCE,IS,24153.5
2014-09-12 03:00:00,2014-09-19 01:00:00,L,2407.0,2424.75,883.5,454,FORCE,IS,25037.0
2014-09-26 03:00:00,2014-10-03 01:00:00,L,2380.5,2353.75,-1341.5,452,FORCE,IS,23695.5
2014-10-03 03:00:00,2014-10-10 01:00:00,L,2357.75,2333.5,-1216.5,456,FORCE,IS,22479.0
2014-10-17 03:00:00,2014-10-23 17:15:00,L,2277.5,2367.25,4483.5,426,TP,IS,26962.5
2014-12-12 03:00:00,2014-12-16 13:30:00,L,2446.5,2386.25,-3016.5,227,SL,IS,23946.0
2015-01-02 03:00:00,2015-01-06 17:30:00,L,2485.5,2425.25,-3016.5,242,SL,IS,20929.5
2015-01-09 03:00:00,2015-01-14 14:45:00,L,2475.75,2415.5,-3016.5,327,SL,IS,17913.0
2015-01-16 03:00:00,2015-01-23 01:00:00,L,2401.0,2479.75,3933.5,437,FORCE,IS,21846.5
2015-03-06 03:00:00,2015-03-11 15:45:00,L,2524.75,2464.5,-3016.5,331,SL,IS,18830.0
2015-03-13 03:00:00,2015-03-20 01:00:00,L,2491.75,2511.5,983.5,452,FORCE,IS,19813.5
2015-03-27 03:00:00,2015-04-03 01:00:00,L,2488.0,2490.0,96.0,449,FORCE,IS,19909.5
2015-05-01 03:00:00,2015-05-08 01:00:00,L,2515.25,2515.5,8.5,455,FORCE,IS,19918.0
2015-05-08 03:00:00,2015-05-15 01:00:00,L,2517.75,2548.25,1521.0,455,FORCE,IS,21439.0
2015-05-29 03:00:00,2015-06-05 01:00:00,L,2554.0,2530.25,-1191.5,452,FORCE,IS,20247.5
2015-06-05 03:00:00,2015-06-12 01:00:00,L,2530.75,2539.5,433.5,452,FORCE,IS,20681.0
2015-06-26 03:00:00,2015-07-03 01:00:00,L,2534.5,2507.25,-1366.5,444,FORCE,IS,19314.5
2015-07-03 03:00:00,2015-07-10 01:00:00,L,2507.25,2500.0,-366.5,438,FORCE,IS,18948.0
2015-07-10 03:00:00,2015-07-17 01:00:00,L,2493.75,2556.25,3121.0,452,FORCE,IS,22069.0
2015-07-24 03:00:00,2015-07-31 01:00:00,L,2540.5,2541.0,21.0,452,FORCE,IS,22090.0
2015-08-07 03:00:00,2015-08-14 01:00:00,L,2519.0,2517.5,-79.0,453,FORCE,IS,22011.0
2015-08-21 03:00:00,2015-08-21 22:00:00,L,2468.5,2408.25,-3016.5,76,SL,IS,18994.5
2015-08-28 03:00:00,2015-09-01 04:15:00,L,2430.25,2370.0,-3016.5,190,SL,IS,15978.0
2015-09-04 03:00:00,2015-09-11 01:00:00,L,2377.75,2391.25,671.0,436,FORCE,IS,16649.0
2015-09-25 03:00:00,2015-09-29 08:15:00,L,2372.5,2312.25,-3016.5,203,SL,IS,13632.5
2015-10-02 03:00:00,2015-10-08 21:30:00,L,2367.25,2457.0,4483.5,438,TP,IS,18116.0
2015-11-13 03:00:00,2015-11-20 01:00:00,L,2493.25,2525.25,1596.0,447,FORCE,IS,19712.0
2015-12-04 03:00:00,2015-12-11 01:00:00,L,2504.75,2498.5,-316.5,449,FORCE,IS,19395.5
2015-12-11 03:00:00,2015-12-14 17:30:00,L,2503.0,2442.75,-3016.5,149,SL,IS,16379.0
2016-01-08 03:00:00,2016-01-13 20:45:00,L,2402.5,2342.25,-3016.5,345,SL,IS,13362.5
2016-01-15 03:00:00,2016-01-20 05:00:00,L,2365.25,2305.0,-3016.5,267,SL,IS,10346.0
2016-01-22 03:00:00,2016-01-29 01:00:00,L,2322.5,2337.5,746.0,447,FORCE,IS,11092.0
