entrata;lato;ingresso interno;ingresso ftmo;uscita interno;uscita ftmo;motivo interno;motivo ftmo;uscita alle interno;uscita alle ftmo;netto interno;netto ftmo;differenza
2024-11-28 08:00;Sell;19828.67;19336.90;19913;19436.83;TimeExit;TimeExit;2024-11-29 00:00;2024-11-29 00:00;-2109;-2499;-390
2024-12-06 16:00;Sell;20852.67;20371.10;20859;20378.63;TimeExit;TimeExit;2024-12-07 00:00;2024-12-07 00:00;-158;-188;-30
2024-12-10 12:00;Buy;20846.33;20367.56;20778;20312.83;TimeExit;TimeExit;2024-12-11 00:00;2024-12-11 00:00;-1821;-1481;340
2024-12-13 16:00;Sell;20854.67;20383.70;20880;20412.43;TimeExit;TimeExit;2024-12-14 00:00;2024-12-14 00:00;-633;-718;-85
2024-12-17 12:00;Buy;20778.33;20312.06;20710;20235.73;TimeExit;TimeExit;2024-12-18 00:00;2024-12-18 00:00;-1821;-2021;-200
2025-01-10 16:00;Sell;20630.67;20246.10;20642;20239.43;TimeExit;TimeExit;2025-01-11 00:00;2025-01-11 00:00;-283;167;450
2025-01-14 00:15;Buy;20627.33;20259.86;20637;20257.93;MaxBars;MaxBars;2025-01-14 16:00;2025-01-14 16:00;242;-48;-290
2025-01-14 16:00;Sell;20639.67;20261.10;20646;20277.43;TimeExit;TimeExit;2025-01-15 00:00;2025-01-15 00:00;-159;-409;-250
2025-01-16 12:00;Sell;21001.67;20626.10;21021;20643.53;TimeExit;TimeExit;2025-01-17 00:00;2025-01-17 00:00;-484;-437;48
2025-01-24 08:00;Sell;21835.67;21460.70;21729;21355.73;TimeExit;TimeExit;2025-01-25 00:00;2025-01-25 00:00;2667;2624;-43
2025-01-28 00:15;Buy;21729.33;21370.76;21819;21455.53;MaxBars;MaxBars;2025-01-28 16:00;2025-01-28 16:00;2242;2119;-123
2025-02-28 12:00;Buy;22769.33;22363.23;22828;22472.6;TimeExit;TimeExit;2025-03-01 00:00;2025-03-01 00:00;1467;2734;1268
2025-03-04 20:00;Buy;23098.33;22808.43;22962;22794.2;TimeExit;TimeExit;2025-03-05 00:00;2025-03-05 00:00;-3521;-469;3053
2025-03-06 12:00;Sell;23472.67;23184.97;23505;23246.8;TimeExit;TimeExit;2025-03-07 00:00;2025-03-07 00:00;-809;-1547;-738
2025-03-07 16:00;Buy;23362.33;23085.23;23475;23186.8;TimeExit;TimeExit;2025-03-08 00:00;2025-03-08 00:00;2817;2539;-278
2025-03-25 16:00;Sell;23279.67;23040.43;23377;23137.86;TimeExit;TimeExit;2025-03-26 00:00;2025-03-26 00:00;-2434;-2437;-3
2025-03-26 12:00;Sell;23221.67;22986.33;22966;22674.46;TimeExit;TimeExit;2025-03-27 00:00;2025-03-27 00:00;6391;7796;1405
2025-03-28 00:26;Buy;22873.33;22626.19;22717;22488.96;MaxBars;MaxBars;2025-03-28 16:00;2025-03-28 16:00;-3908;-3431;478
2025-04-17 11:00;Sell;21338.67;21176.63;21368;21240.03;TimeExit;TimeExit;2025-04-17 23:00;2025-04-17 23:00;-734;-1586;-852
2025-04-22 07:00;Buy;21315.33;21159.29;21603;21752.56;TimeExit;TimeExit;2025-04-22 23:00;2025-04-22 23:00;7079;14719;7640
2025-04-30 15:00;Sell;22550.67;22410.63;22790;22702.53;TimeExit;TimeExit;2025-04-30 23:00;2025-04-30 23:00;-5984;-7299;-1314
2025-05-08 15:00;Sell;23407.67;23299.93;23475;23389.06;TimeExit;TimeExit;2025-05-08 23:00;2025-05-08 23:00;-1684;-2229;-545
2025-05-15 11:00;Buy;23579.33;23509.19;23805;23714.36;TimeExit;TimeExit;2025-05-15 23:00;2025-05-15 23:00;5529;5016;-513
2025-05-16 15:00;Sell;23756.67;23690.73;23870;23806.36;TimeExit;TimeExit;2025-05-16 23:00;2025-05-16 23:00;-2833;-2891;-58
2025-05-20 15:00;Sell;24065.67;24006.33;24082;24016.26;TimeExit;TimeExit;2025-05-20 23:00;2025-05-20 23:00;-409;-249;160
2025-05-21 19:00;Sell;23988.67;23928.33;23967;23913.66;TimeExit;TimeExit;2025-05-21 23:00;2025-05-21 23:00;541;366;-175
