entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason
2012-01-11 11:00:00,2012-01-11 14:00:00,L,4588.75,4584.0,-99.0,6,FORCE
2012-01-11 17:00:00,2012-01-12 17:30:00,L,4591.0,4593.5,46.0,48,FORCE
2012-01-12 20:00:00,2012-01-13 14:30:00,L,4598.75,4601.75,56.0,36,FORCE
2012-01-18 06:00:00,2012-01-18 11:00:00,L,4624.0,4620.0,-84.0,10,FORCE
2012-01-18 12:00:00,2012-01-20 01:30:00,L,4629.0,4653.25,481.0,73,FORCE
2012-01-20 18:00:00,2012-01-20 22:30:00,L,4654.5,4660.5,116.0,9,FORCE
2012-01-23 06:00:00,2012-01-23 09:30:00,L,4655.25,4657.0,31.0,7,FORCE
2012-01-23 22:00:00,2012-01-24 03:30:00,L,4658.75,4654.0,-99.0,10,FORCE
2012-01-24 18:30:00,2012-01-25 13:00:00,L,4656.25,4675.0,371.0,36,FORCE
2012-01-30 18:30:00,2012-01-31 17:30:00,L,4679.0,4679.5,6.0,45,FORCE
2012-02-07 18:30:00,2012-02-08 18:30:00,L,4756.25,4755.0,-29.0,47,FORCE
2012-02-08 20:30:00,2012-02-10 08:00:00,L,4760.25,4777.75,346.0,69,FORCE
2012-03-19 02:00:00,2012-03-19 10:00:00,L,4946.5,4934.25,-249.0,16,FORCE
2012-03-19 14:00:00,2012-03-19 14:30:00,L,4946.25,4943.5,-59.0,1,FORCE
2012-03-19 17:00:00,2012-03-20 10:00:00,L,4945.25,4954.25,176.0,33,FORCE
2012-03-20 20:00:00,2012-03-21 15:00:00,L,4960.5,4968.25,151.0,37,FORCE
2012-03-21 19:00:00,2012-03-21 22:30:00,L,4972.0,4964.0,-164.0,7,FORCE
2012-03-22 04:00:00,2012-03-22 04:30:00,L,4970.25,4961.0,-189.0,1,FORCE
2012-03-22 19:30:00,2012-03-22 21:00:00,L,4960.5,4957.75,-59.0,3,FORCE
2012-03-22 22:30:00,2012-03-23 00:00:00,L,4964.25,4960.75,-74.0,2,FORCE
2012-03-26 02:00:00,2012-03-27 16:00:00,L,4966.0,5008.25,841.0,75,FORCE
2012-04-03 16:30:00,2012-04-03 20:30:00,L,5017.0,5000.75,-329.0,8,FORCE
2012-04-04 01:00:00,2012-04-04 01:30:00,L,5007.0,5005.25,-39.0,1,FORCE
2012-04-10 11:00:00,2012-04-10 18:30:00,L,4969.25,4935.0,-689.0,15,FORCE
2012-04-12 06:30:00,2012-04-13 10:30:00,L,4943.0,4956.25,261.0,55,FORCE
2012-04-25 01:00:00,2012-04-26 13:30:00,L,4900.5,4930.0,586.0,72,FORCE
2012-05-08 23:00:00,2012-05-09 05:30:00,L,4855.0,4843.5,-234.0,12,FORCE
2012-05-11 17:00:00,2012-05-11 22:30:00,L,4863.5,4842.75,-419.0,11,FORCE
2012-05-14 19:30:00,2012-05-14 22:00:00,L,4832.25,4817.5,-299.0,5,FORCE
2012-05-29 05:30:00,2012-05-29 20:30:00,L,4772.0,4779.25,141.0,30,FORCE
2012-05-29 21:30:00,2012-05-30 05:00:00,L,4783.5,4776.75,-139.0,14,FORCE
2012-06-05 17:00:00,2012-06-05 19:30:00,L,4716.5,4706.25,-209.0,5,FORCE
2012-06-05 20:30:00,2012-06-07 18:30:00,L,4712.25,4784.0,1431.0,90,FORCE
2012-06-21 14:30:00,2012-06-21 17:00:00,L,4853.0,4841.0,-244.0,5,FORCE
2012-07-05 10:00:00,2012-07-05 16:30:00,L,4875.5,4868.75,-139.0,13,FORCE
2012-07-05 18:00:00,2012-07-06 02:00:00,L,4885.25,4879.0,-129.0,15,FORCE
2012-07-18 11:30:00,2012-07-18 13:30:00,L,4822.75,4816.0,-139.0,4,FORCE
2012-07-18 16:30:00,2012-07-20 14:00:00,L,4842.75,4882.0,781.0,89,FORCE
2012-07-27 13:30:00,2012-07-27 22:30:00,L,4820.0,4878.25,1161.0,18,FORCE
2012-08-10 19:00:00,2012-08-10 22:30:00,L,4949.75,4958.75,176.0,7,FORCE
2012-08-13 21:00:00,2012-08-14 21:00:00,L,4959.25,4971.25,236.0,47,FORCE
2012-08-29 17:00:00,2012-08-29 17:30:00,L,5020.0,5013.0,-144.0,1,FORCE
2012-08-29 20:30:00,2012-08-30 00:30:00,L,5026.0,5018.75,-149.0,7,FORCE
2012-09-03 06:30:00,2012-09-03 09:30:00,L,5007.25,5010.25,56.0,6,FORCE
2012-09-04 23:00:00,2012-09-05 08:30:00,L,5012.0,5001.0,-224.0,18,FORCE
2012-09-19 19:30:00,2012-09-20 00:30:00,L,5104.0,5098.25,-119.0,9,FORCE
