entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason
2012-01-10 10:45:00,2012-01-10 23:30:00,S,4589.648205126575,4583.25,123.96410253149588,50,EOD
2012-01-12 13:30:00,2012-01-12 23:30:00,S,4607.059882269583,4605.75,22.197645391657716,39,EOD
2012-01-17 03:15:00,2012-01-17 23:30:00,S,4613.541091918028,4617.0,-73.17816163944735,80,EOD
2012-01-18 11:30:00,2012-01-18 23:30:00,S,4627.7543451792335,4646.75,-383.9130964153301,47,EOD
2012-01-23 12:15:00,2012-01-23 23:30:00,S,4661.319927651967,4659.5,32.398553039343824,44,EOD
2012-01-26 15:00:00,2012-01-26 23:30:00,S,4693.2637082821375,4678.75,286.2741656427497,33,EOD
2012-01-30 02:45:00,2012-01-30 23:30:00,L,4663.257506618786,4688.0,490.8498676242889,82,EOD
2012-02-01 13:00:00,2012-02-01 23:30:00,S,4705.016517186375,4714.5,-193.6696562725083,41,EOD
2012-02-03 14:00:00,2012-02-03 22:15:00,L,4723.476271734953,4748.25,491.4745653009377,33,EOD
2012-02-07 02:00:00,2012-02-07 23:30:00,S,4752.75,4753.5,-19.0,85,EOD
2012-02-13 08:00:00,2012-02-13 23:30:00,L,4784.541821920772,4793.0,165.16356158455528,61,EOD
2012-02-14 14:00:00,2012-02-14 23:30:00,L,4794.350453274943,4801.0,128.99093450114015,37,EOD
2012-02-20 05:30:00,2012-02-20 17:30:00,L,4820.884495198225,4817.25,-76.68990396449226,48,EOD
2012-02-21 03:45:00,2012-02-21 23:30:00,L,4809.816870710427,4815.75,114.66258579146233,78,EOD
2012-02-23 17:15:00,2012-02-23 23:30:00,S,4821.373352483275,4828.25,-141.5329503344983,24,EOD
2012-02-27 06:00:00,2012-02-27 23:30:00,L,4823.814145877025,4833.25,184.71708245949776,69,EOD
2012-02-29 06:15:00,2012-02-29 23:30:00,L,4858.469068910978,4842.5,-323.38137821956843,68,EOD
2012-03-05 09:15:00,2012-03-05 23:30:00,S,4861.676655965534,4839.75,434.53311931068674,56,EOD
2012-03-08 05:00:00,2012-03-08 23:30:00,S,4838.957687256819,4863.0,-484.8462548636271,72,EOD
2012-03-12 01:45:00,2012-03-13 00:00:00,L,4870.5,4876.5,116.0,86,EOD
2012-03-15 14:45:00,2012-03-16 00:00:00,L,4938.952303564005,4940.0,16.953928719900432,34,EOD
