entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason
2012-01-12 11:15:00,2012-01-26 16:30:00,L,4603.5,4690.75,1741.0,920,MAXBARS
2012-02-03 12:00:00,2012-02-17 11:15:00,L,4726.0,4818.0,1836.0,920,MAXBARS
2012-02-21 18:15:00,2012-03-06 17:45:00,L,4825.75,4812.25,-274.0,920,MAXBARS
2012-03-12 21:15:00,2012-03-26 21:45:00,L,4878.5,4999.0,2406.0,920,MAXBARS
2012-04-06 15:00:00,2012-04-20 21:30:00,S,4952.75,4906.0,931.0,920,MAXBARS
2012-04-24 20:00:00,2012-05-01 18:00:00,S,4855.25,4980.5,-2509.0,454,SL
2012-05-01 18:15:00,2012-05-07 00:15:00,L,4980.0,4840.5,-2794.0,296,SL
2012-05-29 16:15:00,2012-06-12 16:30:00,L,4787.0,4747.75,-789.0,920,MAXBARS
2012-07-05 11:00:00,2012-07-12 16:45:00,L,4881.5,4756.25,-2509.0,484,SL
2012-07-17 19:45:00,2012-07-31 19:00:00,L,4826.0,4872.25,921.0,920,MAXBARS
2012-08-07 09:45:00,2012-08-21 09:15:00,L,4938.5,5019.5,1616.0,920,MAXBARS
2012-09-13 20:30:00,2012-09-27 20:00:00,L,5073.0,5057.25,-319.0,920,MAXBARS
2012-10-15 02:30:00,2012-10-29 01:00:00,S,4950.25,4895.0,1101.0,920,MAXBARS
2012-11-07 16:30:00,2012-11-21 15:45:00,S,4870.25,4843.5,531.0,920,MAXBARS
2012-11-23 14:15:00,2012-12-07 17:45:00,L,4849.75,4884.25,686.0,920,MAXBARS
2012-12-11 16:00:00,2012-12-27 08:30:00,L,4922.75,4880.75,-844.0,920,MAXBARS
2012-12-27 16:30:00,2013-01-03 17:45:00,S,4870.25,4995.5,-2509.0,326,SL
2013-01-10 14:30:00,2013-01-24 19:30:00,L,4984.75,4973.5,-229.0,920,MAXBARS
2013-03-08 14:45:00,2013-03-22 13:30:00,L,5058.0,5028.5,-594.0,920,MAXBARS
2013-04-10 15:45:00,2013-04-24 15:00:00,L,5062.75,5072.25,186.0,920,MAXBARS
2013-04-25 14:45:00,2013-05-09 14:45:00,L,5096.5,5204.0,2146.0,920,MAXBARS
2013-05-17 15:45:00,2013-05-31 21:15:00,L,5272.0,5256.75,-309.0,920,MAXBARS
2013-06-18 16:45:00,2013-06-21 17:15:00,L,5243.5,5118.25,-2509.0,278,SL
2013-06-28 20:15:00,2013-07-15 06:15:00,L,5176.75,5329.25,3046.0,920,MAXBARS
2013-07-17 14:45:00,2013-07-31 14:30:00,L,5338.75,5344.0,101.0,920,MAXBARS
2013-09-06 14:15:00,2013-09-20 14:45:00,L,5396.25,5498.5,2041.0,920,MAXBARS
2013-09-20 15:30:00,2013-10-04 15:30:00,L,5503.0,5471.0,-644.0,920,MAXBARS
2013-10-16 16:00:00,2013-10-30 15:00:00,L,5528.75,5661.5,2651.0,920,MAXBARS
2013-11-18 11:15:00,2013-12-02 20:00:00,L,5686.5,5753.5,1336.0,920,MAXBARS
2013-12-11 21:45:00,2013-12-27 14:00:00,S,5733.5,5855.25,-2439.0,920,MAXBARS
2014-01-09 10:30:00,2014-01-23 15:45:00,L,5839.75,5870.25,606.0,920,MAXBARS
2014-02-03 18:30:00,2014-02-10 20:45:00,S,5724.0,5849.25,-2509.0,469,SL
2014-02-12 15:45:00,2014-02-26 21:00:00,L,5896.25,5943.5,941.0,920,MAXBARS
2014-03-07 14:45:00,2014-03-17 00:00:00,L,6007.5,5882.25,-2509.0,498,SL
2014-03-24 14:45:00,2014-04-07 15:45:00,S,5910.5,5778.0,2646.0,920,MAXBARS
2014-04-15 18:00:00,2014-04-21 20:45:00,S,5702.0,5827.25,-2509.0,287,SL
2014-04-21 21:00:00,2014-05-05 20:15:00,L,5824.25,5864.25,796.0,920,MAXBARS
2014-05-23 16:15:00,2014-06-06 20:15:00,L,5937.0,6068.0,2616.0,920,MAXBARS
2014-06-10 23:15:00,2014-06-24 23:15:00,L,6080.25,6075.5,-99.0,920,MAXBARS
2014-06-30 15:45:00,2014-07-15 00:15:00,L,6121.75,6206.0,1681.0,920,MAXBARS
2014-07-15 15:45:00,2014-07-29 15:30:00,L,6214.75,6252.0,741.0,920,MAXBARS
2014-08-06 12:45:00,2014-08-14 22:45:00,S,6131.0,6256.25,-2509.0,591,SL
2014-08-21 14:00:00,2014-09-04 21:30:00,L,6330.5,6347.5,336.0,920,MAXBARS
2014-09-18 16:45:00,2014-10-02 16:30:00,L,6381.25,6263.0,-2369.0,920,MAXBARS
2014-10-20 20:45:00,2014-10-28 16:15:00,L,6144.25,6369.0,4491.0,539,TP
2014-10-30 18:30:00,2014-11-13 19:15:00,L,6391.25,6500.25,2176.0,920,MAXBARS
2014-11-26 09:45:00,2014-12-10 17:30:00,L,6594.75,6566.25,-574.0,920,MAXBARS
2014-12-23 14:45:00,2015-01-05 16:15:00,L,6600.75,6475.5,-2509.0,636,SL
2015-01-15 11:00:00,2015-01-22 17:00:00,S,6396.25,6521.5,-2509.0,469,SL
2015-02-05 17:00:00,2015-02-19 20:45:00,L,6539.25,6706.0,3331.0,920,MAXBARS
2015-02-25 19:00:00,2015-03-10 21:15:00,L,6752.0,6626.75,-2509.0,844,SL
2015-03-12 14:30:00,2015-03-18 20:15:00,S,6600.0,6725.25,-2509.0,390,SL
2015-04-08 20:30:00,2015-04-22 20:15:00,L,6674.75,6751.5,1531.0,920,MAXBARS
2015-04-22 20:30:00,2015-05-06 20:30:00,L,6752.25,6656.5,-1919.0,920,MAXBARS
2015-05-14 16:15:00,2015-05-28 20:15:00,L,6767.0,6832.75,1311.0,920,MAXBARS
2015-06-18 15:45:00,2015-07-02 17:45:00,L,6794.0,6725.25,-1379.0,920,MAXBARS
2015-07-06 01:45:00,2015-07-13 21:45:00,S,6675.25,6800.5,-2509.0,540,SL
2015-07-23 21:15:00,2015-08-06 21:15:00,S,6897.25,6827.25,1396.0,920,MAXBARS
2015-08-19 17:00:00,2015-08-21 17:15:00,S,6807.5,6582.75,4491.0,185,TP
2015-09-08 22:00:00,2015-09-22 21:45:00,L,6613.25,6581.0,-649.0,920,MAXBARS
