entry_time,exit_time,side,entry_price,exit_price,pnl,bars_held,exit_reason
2012-01-11 16:45:00,2012-01-12 00:45:00,L,4591.0,4592.0,16.0,29,FORCE
2012-01-12 08:30:00,2012-01-12 16:15:00,L,4591.75,4584.25,-154.0,31,FORCE
2012-01-13 07:00:00,2012-01-13 12:00:00,L,4608.25,4605.0,-69.0,20,FORCE
2012-01-13 21:45:00,2012-01-13 22:15:00,L,4593.25,4599.5,121.0,2,FORCE
2012-01-18 12:00:00,2012-01-18 16:00:00,L,4627.5,4624.25,-69.0,16,FORCE
2012-01-18 16:30:00,2012-01-19 08:45:00,L,4628.5,4645.25,331.0,62,FORCE
2012-01-20 07:00:00,2012-01-20 10:45:00,L,4656.0,4650.25,-119.0,15,FORCE
2012-01-20 14:15:00,2012-01-20 14:30:00,L,4654.25,4651.25,-64.0,1,FORCE
2012-01-20 16:45:00,2012-01-20 22:00:00,L,4659.0,4659.5,6.0,21,FORCE
2012-01-23 05:45:00,2012-01-23 11:45:00,L,4655.25,4658.0,51.0,24,FORCE
2012-01-23 12:15:00,2012-01-23 18:30:00,L,4661.5,4650.5,-224.0,25,FORCE
2012-01-23 23:30:00,2012-01-24 03:30:00,L,4660.0,4654.0,-124.0,14,FORCE
2012-01-24 10:30:00,2012-01-24 10:45:00,L,4657.5,4654.0,-74.0,1,FORCE
2012-01-24 17:15:00,2012-01-25 09:00:00,L,4658.75,4685.0,521.0,60,FORCE
2012-01-30 17:30:00,2012-01-31 08:00:00,L,4675.25,4693.25,356.0,55,FORCE
2012-01-31 08:45:00,2012-01-31 14:45:00,L,4695.75,4698.25,46.0,24,FORCE
2012-01-31 22:00:00,2012-01-31 23:30:00,L,4689.0,4681.0,-164.0,5,FORCE
2012-02-03 07:30:00,2012-02-03 22:15:00,L,4719.25,4748.25,576.0,59,FORCE
2012-02-07 09:15:00,2012-02-07 11:15:00,L,4756.25,4749.75,-134.0,8,FORCE
2012-02-07 17:30:00,2012-02-08 00:45:00,L,4755.5,4752.0,-74.0,26,FORCE
2012-02-08 04:45:00,2012-02-08 13:00:00,L,4755.75,4758.75,56.0,33,FORCE
