n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
960,53060.0,216203.0,163143.0,1.3252361425252692,0.4041666666666667,55.270833333333336,557.2242268041238,-285.215034965035,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.03752355823595929,5.720137990513153,167.828119110441,0.8644084373172936,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,3000,2000,1000,394,13559.0,170825.0,157266.0,1.0862169826917452,0.43147208121827413,34.41370558375635,1004.8529411764706,-702.0803571428571,16972.0,15801.0,0.16972,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.1468397374437643,0.7989040773037945,493.17560292056936,0.39789481699151724,True,False,False
538,43638.0,156444.0,112806.0,1.3868411254720494,0.3513011152416357,81.11152416356877,827.7460317460317,-323.22636103151865,20449.0,19450.0,0.20449,10,6,0.6,53.8,14.5657131648265,0.2707381629149907,22,0.1372886016774371,2.1339918822436306,252.10967505385216,0.8543776510615996,2012-01-24 01:45:00,2021-05-27 03:15:00,MAC,5,5,50,2,2.0,0.3,1,2000,6000,0,207,8277.0,156383.0,148106.0,1.0558856494672735,0.30434782608695654,39.98550724637681,2482.2698412698414,-1028.513888888889,26842.0,25167.0,0.26842,5,2,0.4,41.4,16.29232948353304,0.3935345285877546,23,0.723812975715839,0.3083600327844423,671.29322218195,0.3676194901529879,False,False,False
538,42953.0,156444.0,113491.0,1.3784705395141466,0.3513011152416357,79.83828996282529,827.7460317460317,-325.18911174785103,19969.0,18970.0,0.19969,10,6,0.6,53.8,14.5657131648265,0.2707381629149907,22,0.1394780341303285,2.150984025239121,250.11808255535118,0.8510134470253345,2012-01-24 01:45:00,2021-05-27 03:15:00,MAC,5,5,50,2,2.0,0.3,1,3000,6000,0,207,9047.0,163580.0,154533.0,1.058544129732808,0.3140096618357488,43.70531400966183,2516.6153846153848,-1088.2605633802816,30747.0,29072.0,0.30747,5,3,0.6,41.4,16.29232948353304,0.3935345285877546,23,0.6622084668951034,0.2942400884639152,703.5071294351719,0.3754362692569639,True,False,False
538,41973.0,156444.0,114471.0,1.366669287417774,0.3513011152416357,78.01672862453532,827.7460317460317,-327.9971346704871,19969.0,18970.0,0.19969,10,6,0.6,53.8,14.5657131648265,0.2707381629149907,22,0.1427346151097134,2.1019079573338675,255.95792533295213,0.8315970342466036,2012-01-24 01:45:00,2021-05-27 03:15:00,MAC,5,5,50,2,2.0,0.3,1,3000,6000,4000,207,11027.0,157360.0,146333.0,1.0753555247278468,0.3140096618357488,53.270531400966185,2420.923076923077,-1030.5140845070423,28148.0,25904.0,0.28148,5,3,0.6,41.4,16.29232948353304,0.3935345285877546,23,0.5433028022127505,0.3917507460565582,528.3972068558992,0.47826281156477685,True,False,False
960,50950.0,214083.0,163133.0,1.312321847817425,0.4041666666666667,53.072916666666664,551.7603092783505,-285.1975524475524,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.07833169774288518,5.4926692539887885,174.7784102060844,0.8300341100888825,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,2000,4000,1000,394,9749.0,161792.0,152043.0,1.0641200186789264,0.42385786802030456,24.743654822335024,968.814371257485,-669.7929515418502,17922.0,16338.0,0.17922,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.409375320545697,0.5439683071085817,724.3069032721305,0.2784030358534474,False,False,False
960,50940.0,214083.0,163143.0,1.3122414078446516,0.4041666666666667,53.0625,551.7603092783505,-285.215034965035,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.07834707499018453,5.491591203104787,174.81272084805653,0.8298711985854303,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,3000,4000,1000,394,8189.0,165783.0,157594.0,1.051962638171504,0.4263959390862944,20.784263959390863,986.8035714285714,-697.3185840707964,20212.0,18628.0,0.20212,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.48736109415068996,0.4051553532554918,972.4664794236171,0.22020813520042845,False,False,False
960,61265.0,241750.0,180485.0,1.3394464913981772,0.40625,63.817708333333336,619.8717948717949,-316.640350877193,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.11753856198482004,4.4725507373339175,214.64261813433444,0.8213267704914443,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,0,2000,394,41299.0,260734.0,219435.0,1.1882060746918222,0.39086294416243655,104.81979695431473,1693.077922077922,-914.3125,25834.0,24853.0,0.25834,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.2174628925639846,1.5986297127816056,246.4610765393835,0.982315147815142,True,False,False
960,50350.0,213483.0,163133.0,1.3086438672739422,0.4041666666666667,52.447916666666664,550.2139175257732,-285.1975524475524,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09058589870903674,5.427986200948685,176.86117179741808,0.8202594198817514,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,2000,0,1000,394,10734.0,162777.0,152043.0,1.0705984491229454,0.42385786802030456,27.243654822335024,974.7125748502993,-669.7929515418502,17922.0,16338.0,0.17922,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.6009875163033352,0.5989286909943087,657.8412520961431,0.30653176601199145,True,False,False
960,50340.0,213483.0,163143.0,1.3085636527463635,0.4041666666666667,52.4375,550.2139175257732,-285.215034965035,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09060389352403656,5.426908150064683,176.89630512514898,0.8200965083782993,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,3000,0,1000,394,9569.0,167163.0,157594.0,1.060719316725256,0.4263959390862944,24.28680203045685,995.0178571428571,-697.3185840707964,20212.0,18628.0,0.20212,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.6741561291671021,0.47343162477736,832.2215487511758,0.2573173337077665,False,False,False
960,61120.0,241750.0,180630.0,1.338371256158999,0.40625,63.666666666666664,619.8717948717949,-316.89473684210526,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.11781740837696335,4.461965250401518,215.151832460733,0.8193828811301244,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,3000,0,2000,394,40154.0,265365.0,225211.0,1.1782950211135335,0.3934010152284264,101.91370558375634,1712.032258064516,-942.3054393305439,30174.0,29193.0,0.30174,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.22366389400806894,1.3307483263736992,296.074015042088,0.883729809231831,True,False,False
960,50235.0,214212.0,163977.0,1.3063539398818127,0.403125,52.328125,553.5193798449612,-286.17277486910996,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.039633721508908135,5.415588615782665,177.26604956703494,0.8183859375920512,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,1500,2000,1000,394,13574.0,164852.0,151278.0,1.0897288435859809,0.42385786802030456,34.45177664974619,987.1377245508982,-666.4229074889868,16062.0,14478.0,0.16062,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.146677471636953,0.84510023658324,466.2168852217475,0.40946347412097506,True,False,False
960,61825.0,242247.0,180422.0,1.342668854130871,0.4083333333333333,64.40104166666667,617.9770408163265,-317.6443661971831,14212.0,12491.0,0.14212,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.03220380105135463,4.350197016605685,220.67966033158106,0.8137081151456078,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,2000,2000,394,11789.0,230896.0,219107.0,1.0538047620568947,0.39593908629441626,29.921319796954315,1480.1025641025642,-920.6176470588235,25450.0,24770.0,0.2545,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.16888624989396894,0.4632220039292731,850.564085164136,0.2825141515862415,False,False,False
960,61680.0,242247.0,180567.0,1.3415906560999518,0.4083333333333333,64.25,617.9770408163265,-317.89964788732397,14212.0,12491.0,0.14212,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.03227950713359274,4.339994370954123,221.19844357976655,0.8117997014505635,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,3000,2000,2000,394,8004.0,232887.0,224883.0,1.0355918410907006,0.39847715736040606,20.314720812182742,1483.3566878980891,-948.873417721519,29790.0,29110.0,0.2979,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.24875062468765619,0.2686807653575025,1466.424287856072,0.1772878450672047,False,False,False
960,60450.0,240935.0,180485.0,1.3349308806826052,0.40625,62.96875,617.7820512820513,-316.640350877193,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09910669975186104,4.41305300043802,217.536476426799,0.8104007716674742,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,6000,2000,394,37429.0,256864.0,219435.0,1.1705698726274296,0.39086294416243655,94.99746192893402,1667.948051948052,-914.3125,25340.0,25070.0,0.2534,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.16006305271313687,1.47707182320442,266.74396858051244,0.8989013893649594,True,False,False
960,60305.0,240935.0,180630.0,1.3338592703316172,0.40625,62.817708333333336,617.7820512820513,-316.89473684210526,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09934499626896609,4.402467513505621,218.05953071884585,0.8084568823061542,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,3000,6000,2000,394,37644.0,262855.0,225211.0,1.1671499171887696,0.3934010152284264,95.54314720812182,1695.8387096774193,-942.3054393305439,29680.0,29410.0,0.2968,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.15914886834555309,1.2683288409703504,310.64498990542984,0.835354755472177,True,False,False
960,49605.0,212221.0,162616.0,1.3050437841294829,0.40208333333333335,51.671875,549.7953367875648,-283.30313588850174,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.04013708295534724,5.347671410090556,179.51738736014514,0.8081225128745637,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,1000,2000,1000,394,17519.0,162219.0,144700.0,1.1210711817553558,0.41624365482233505,44.464467005076145,989.140243902439,-629.1304347826087,12169.0,11000.0,0.12169,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.11364803927164792,1.4396417125482783,273.6792054341001,0.6071402147681159,True,False,False
960,64385.0,246425.0,182040.0,1.353686003076247,0.4114583333333333,67.06770833333333,623.8607594936709,-322.1946902654867,15653.0,13436.0,0.15653,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.030923351712355364,4.113269021912733,233.3910072221791,0.807454443865281,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,2000,0,394,-3226.0,249591.0,252817.0,0.9872397821349039,0.434010152284264,-8.187817258883248,1459.5964912280701,-1133.7085201793723,32088.0,31288.0,0.32088,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.0,0.0,0.0,0.0,False,False,False
960,59775.0,240260.0,180485.0,1.3311909576973155,0.40625,62.265625,616.0512820512821,-316.640350877193,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.06676704307820995,4.36377573368375,219.99297365119196,0.8013516315371921,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,4000,2000,394,16204.0,235639.0,219435.0,1.0738441907626404,0.39086294416243655,41.12690355329949,1530.1233766233765,-914.3125,29008.0,28988.0,0.29008,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.24629721056529252,0.5586045228902372,705.329054554431,0.3637227566833089,True,False,False
960,63640.0,251185.0,187545.0,1.3393318936788503,0.40625,66.29166666666667,644.0641025641025,-329.0263157894737,15534.0,14318.0,0.15534,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.11315210559396606,4.096819878975151,234.32809553739784,0.801162553705232,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,0,4000,394,30469.0,312565.0,282096.0,1.1080093301571097,0.3680203045685279,77.33248730964468,2155.6206896551726,-1132.9156626506024,41499.0,39930.0,0.41499,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.4119268764974236,0.7342104629027205,536.6308707210607,0.5718031161782579,True,False,False
960,59630.0,240260.0,180630.0,1.3301223495543375,0.40625,62.114583333333336,616.0512820512821,-316.89473684210526,13698.0,12978.0,0.13698,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.06692939795404998,4.353190246751351,220.5279221868187,0.7994077421758723,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,3000,4000,2000,394,14419.0,239630.0,225211.0,1.0640244037813429,0.3934010152284264,36.59644670050761,1546.0,-942.3054393305439,33348.0,33328.0,0.33348,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.27678757195367226,0.43237975290872016,911.2360080449407,0.3018612584417907,True,False,False
960,63190.0,252129.0,188939.0,1.3344465674106458,0.40520833333333334,65.82291666666667,648.146529562982,-330.89141856392297,15534.0,14318.0,0.15534,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.11395790473176136,4.067851165186044,235.99683494223768,0.7954975136491768,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,0,0,394,37934.0,331159.0,293225.0,1.1293682325858982,0.36548223350253806,96.27918781725889,2299.715277777778,-1172.9,31867.0,30403.0,0.31867,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.5283123319449571,1.190385037813412,330.98534296409554,0.8123911478890721,True,False,False
960,63175.0,250720.0,187545.0,1.3368524887360367,0.40625,65.80729166666667,642.8717948717949,-329.0263157894737,15534.0,14318.0,0.15534,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09483181638306291,4.066885541393074,236.05286901464186,0.7953086789806415,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,6000,4000,394,22899.0,304995.0,282096.0,1.0811744937893484,0.3680203045685279,58.119289340101524,2103.4137931034484,-1132.9156626506024,41199.0,39630.0,0.41199,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.2616271452901873,0.5558144615160562,708.8696449626622,0.43130084852027445,True,False,False
960,62725.0,251664.0,188939.0,1.3319854556232436,0.40520833333333334,65.33854166666667,646.9511568123394,-330.89141856392297,15534.0,14318.0,0.15534,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.09551215623754483,4.037916827603966,237.74635312873653,0.7896436389245863,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,2000,6000,0,394,32819.0,322026.0,289207.0,1.1134792726317135,0.37055837563451777,83.29695431472081,2205.6575342465753,-1166.157258064516,32601.0,31029.0,0.32601,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.18254669551174624,1.0066869114444341,391.3828574910875,0.6948915263769009,True,False,False
960,48450.0,211066.0,162616.0,1.297941162001279,0.40208333333333335,50.46875,546.8031088082902,-283.30313588850174,9276.0,8961.0,0.09276,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.0823735810113519,5.223156532988357,183.7969040247678,0.7893062342258363,2012-01-11 16:45:00,2021-05-27 16:00:00,MAC,5,8,30,2,2.0,0.5,1,1000,4000,1000,394,12864.0,157578.0,144714.0,1.0888925743190017,0.4137055837563452,32.6497461928934,966.7361963190184,-626.4675324675325,14707.0,13123.0,0.14707,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.31024564676616917,0.8746855239001836,450.447605721393,0.40552825421818456,True,False,False
