window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,1321.0,25.901960784313726,51,-687.0,-29.869565217391305,23,1831.0,True,4.9,"{'fast': 16, 'slow': 20, 'gradient_length': 5, 'gradient_factor': 1.6, 'daily_factor': 0.3, 'direction': 2, 'stop_loss': 1500, 'take_profit': 0, 'trailing_stop': 0}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,5154.0,9.562152133580705,539,5180.0,54.526315789473685,95,2177.0,True,5.3,"{'fast': 12, 'slow': 20, 'gradient_length': 2, 'gradient_factor': 1.6, 'daily_factor': 0.5, 'direction': 1, 'stop_loss': 1000, 'take_profit': 2000, 'trailing_stop': 0}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,14354.0,21.948012232415902,654,3004.0,40.5945945945946,74,5709.0,True,6.8,"{'fast': 16, 'slow': 24, 'gradient_length': 3, 'gradient_factor': 1.6, 'daily_factor': 0.5, 'direction': 1, 'stop_loss': 1500, 'take_profit': 2000, 'trailing_stop': 1000}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,73424.0,73.13147410358566,1004,-13521.0,-182.71621621621622,74,21076.0,True,8.2,"{'fast': 8, 'slow': 30, 'gradient_length': 2, 'gradient_factor': 2.0, 'daily_factor': 0.5, 'direction': 1, 'stop_loss': 3000, 'take_profit': 4000, 'trailing_stop': 4000}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,110306.0,90.71217105263158,1216,-9728.0,-105.73913043478261,92,29211.0,True,9.5,"{'fast': 5, 'slow': 50, 'gradient_length': 2, 'gradient_factor': 2.0, 'daily_factor': 0.5, 'direction': 1, 'stop_loss': 3000, 'take_profit': 0, 'trailing_stop': 0}"
