n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_level_choice,p_level_shift,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_not_le_day,p_not_se_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
131,40281.0,79632.0,39351.0,2.0236334527712128,0.6259541984732825,307.48854961832063,971.1219512195122,-803.0816326530612,7231.0,7036.0,0.07231,10,7,0.7,13.1,5.185556864985669,0.39584403549508923,5,0.07425337007522156,5.570598810676255,23.516322832104464,5.446695818088257,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1750,3000,48,113,-24122.0,78958.0,103080.0,0.765987582460225,0.3805309734513274,-213.46902654867256,1836.2325581395348,-1472.5714285714287,35482.0,32732.0,0.35482,5,0,0.0,22.6,13.573503600765722,0.6005975044586602,10,0.0,0.0,0.0,0.0,False,False,False
189,60459.0,108097.0,47638.0,2.269133884713884,0.6190476190476191,319.8888888888889,923.9059829059829,-661.6388888888889,7863.0,7008.0,0.07863,10,8,0.8,18.9,6.876772498781678,0.3638503967609354,9,0.09909194660844539,7.689049980923312,24.580409864536296,5.4338590913137494,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,6000,24,136,-36059.0,87703.0,123762.0,0.7086423942728786,0.35294117647058826,-265.1397058823529,1827.1458333333333,-1406.3863636363637,52068.0,49855.0,0.52068,5,1,0.2,27.2,11.923086848631105,0.43834878119967297,13,0.0,0.0,0.0,0.0,False,False,False
169,57484.0,108899.0,51415.0,2.1180394826412527,0.6449704142011834,340.14201183431953,999.0733944954128,-856.9166666666666,8901.0,8046.0,0.08901,10,8,0.8,16.9,5.8898217290508885,0.34851016148230113,7,0.10422030478046065,6.458150769576452,26.168481664463155,5.430555171494236,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2250,6000,48,113,-45632.0,78868.0,124500.0,0.6334779116465864,0.3805309734513274,-403.82300884955754,1834.139534883721,-1778.5714285714287,60531.0,56955.0,0.60531,5,1,0.2,22.6,8.957678270623477,0.39635744560280867,11,0.0,0.0,0.0,0.0,False,False,False
157,60967.0,107117.0,46150.0,2.3210617551462622,0.6815286624203821,388.3248407643312,1001.0934579439253,-923.0,11602.0,10787.0,0.11602,10,8,0.8,15.7,5.604462507680822,0.3569721342471861,7,0.040858169173487294,5.254869850025858,29.877048239211376,5.4304034548259255,2012-05-07 16:00:00,2021-05-04 16:15:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,5000,2500,0,113,-18657.0,109426.0,128083.0,0.8543366410842969,0.49557522123893805,-165.10619469026548,1954.0357142857142,-2247.0701754385964,47171.0,42091.0,0.47171,5,3,0.6,22.6,10.011992808627062,0.4430085313551797,10,0.0,0.0,0.0,0.0,False,False,False
170,56665.0,106994.0,50329.0,2.1258916330545015,0.6411764705882353,333.3235294117647,981.5963302752293,-825.0655737704918,8556.0,7701.0,0.08556,10,8,0.8,17.0,6.016643582596529,0.3539202107409723,7,0.07925527221388864,6.622837774661057,25.668754963381275,5.427926252970498,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2000,4500,48,118,-35612.0,86934.0,122546.0,0.7093989195893787,0.3728813559322034,-301.79661016949154,1975.7727272727273,-1656.027027027027,50046.0,48010.0,0.50046,5,1,0.2,23.6,9.604165762834375,0.40695617639128706,11,0.0,0.0,0.0,0.0,False,False,False
170,56500.0,106829.0,50329.0,2.122613205110374,0.6411764705882353,332.3529411764706,980.0825688073395,-825.0655737704918,8556.0,7701.0,0.08556,10,8,0.8,17.0,6.016643582596529,0.3539202107409723,7,0.05293805309734513,6.603553062178588,25.743716814159292,5.412120944018938,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2000,3000,48,121,-24699.0,93829.0,118528.0,0.7916188579913607,0.4049586776859504,-204.12396694214877,1914.8775510204082,-1646.2222222222222,37419.0,37249.0,0.37419,5,1,0.2,24.2,10.64706532336493,0.43996137699855087,11,0.0,0.0,0.0,0.0,False,False,False
190,59915.0,106872.0,46957.0,2.2759545967587367,0.6157894736842106,315.3421052631579,913.4358974358975,-643.2465753424658,7728.0,6873.0,0.07728,10,8,0.8,19.0,6.752777206453653,0.35540932665545544,9,0.08330134357005758,7.752976190476191,24.506717850287906,5.403208925100708,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1500,5000,24,144,-35401.0,84938.0,120339.0,0.7058227174897581,0.3333333333333333,-245.84027777777777,1769.5416666666667,-1253.53125,53209.0,50279.0,0.53209,5,1,0.2,28.8,13.166624472506232,0.45717446085091085,13,0.0,0.0,0.0,0.0,False,False,False
142,41462.0,76671.0,35209.0,2.177596637223437,0.6056338028169014,291.98591549295776,891.5232558139535,-628.7321428571429,6640.0,6036.0,0.0664,10,8,0.8,14.2,5.89576118919347,0.41519444994320215,5,0.1444937533162896,6.244277108433735,22.740822922193814,5.397357908932392,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,6000,24,125,-35560.0,67959.0,103519.0,0.6564881809136487,0.312,-284.48,1742.5384615384614,-1203.7093023255813,50484.0,46819.0,0.50484,5,1,0.2,25.0,14.832396974191326,0.593295878967653,12,0.0,0.0,0.0,0.0,False,False,False
131,40686.0,76467.0,35781.0,2.1370839272239457,0.6259541984732825,310.58015267175574,932.5243902439024,-730.2244897959183,7520.0,6036.0,0.0752,10,8,0.8,13.1,5.185556864985669,0.39584403549508923,5,0.14724966819053237,5.410372340425532,24.21275131494863,5.39471037171892,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,6000,48,119,-45571.0,64205.0,109776.0,0.5848728319486955,0.29411764705882354,-382.9495798319328,1834.4285714285713,-1306.857142857143,55546.0,52000.0,0.55546,5,1,0.2,23.8,13.991425945914163,0.5878750397442926,11,0.0,0.0,0.0,0.0,False,False,False
190,59640.0,106597.0,46957.0,2.2700981749259963,0.6157894736842106,313.89473684210526,911.0854700854701,-643.2465753424658,7728.0,6873.0,0.07728,10,8,0.8,19.0,6.752777206453653,0.35540932665545544,9,0.07530181086519115,7.717391304347826,24.619718309859156,5.378409084419698,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1500,4500,24,144,-37901.0,82438.0,120339.0,0.6850480725284405,0.3333333333333333,-263.2013888888889,1717.4583333333333,-1253.53125,53709.0,50413.0,0.53709,5,1,0.2,28.8,13.166624472506232,0.45717446085091085,13,0.0,0.0,0.0,0.0,False,False,False
248,78708.0,143116.0,64408.0,2.222022109054776,0.5887096774193549,317.3709677419355,980.2465753424658,-631.4509803921569,7902.0,5853.0,0.07902,10,9,0.9,24.8,7.507329751649384,0.30271490934070094,13,0.05705900289678305,9.960516324981018,24.89830766885196,5.377767697143532,2012-02-16 08:30:00,2021-05-04 09:45:00,LF,9,2,10,54,27,-1,41,8,11,13,1,0,4,1,1000,4500,0,208,-44152.0,105049.0,149201.0,0.704077050421914,0.23557692307692307,-212.26923076923077,2143.8571428571427,-938.37106918239,60884.0,57911.0,0.60884,5,1,0.2,41.6,22.49088704342272,0.5406463231592,15,0.0,0.0,0.0,0.0,False,False,False
170,56140.0,106469.0,50329.0,2.1154602714140953,0.6411764705882353,330.2352941176471,976.7798165137615,-825.0655737704918,8556.0,7701.0,0.08556,10,8,0.8,17.0,6.016643582596529,0.3539202107409723,7,0.08551834698966869,6.561477325853202,25.908799429996435,5.377636633579172,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2000,0,48,117,-46363.0,76183.0,122546.0,0.6216685979142526,0.36752136752136755,-396.2649572649573,1771.6976744186047,-1656.027027027027,61241.0,57899.0,0.61241,5,1,0.2,23.4,9.264987857520376,0.39593965203078535,11,0.0,0.0,0.0,0.0,False,False,False
189,59649.0,107287.0,47638.0,2.252130652000504,0.6190476190476191,315.6031746031746,916.982905982906,-661.6388888888889,7863.0,7008.0,0.07863,10,8,0.8,18.9,6.876772498781678,0.3638503967609354,9,0.08367281932639273,7.586035864173979,24.914198058643063,5.361058914930346,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,5000,24,137,-32133.0,91629.0,123762.0,0.740364570708295,0.35766423357664234,-234.54744525547446,1869.9795918367347,-1406.3863636363637,49300.0,47629.0,0.493,5,1,0.2,27.4,12.273548794053006,0.44793973700923384,13,0.0,0.0,0.0,0.0,False,False,False
169,56674.0,108089.0,51415.0,2.102285325294175,0.6449704142011834,335.3491124260355,991.6422018348624,-856.9166666666666,8901.0,8046.0,0.08901,10,8,0.8,16.9,5.8898217290508885,0.34851016148230113,7,0.08806507393160885,6.367149758454106,26.54248861911988,5.354033884024499,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2250,5000,48,114,-41341.0,83159.0,124500.0,0.6679437751004016,0.38596491228070173,-362.640350877193,1889.9772727272727,-1778.5714285714287,57097.0,55588.0,0.57097,5,1,0.2,22.8,9.303762679690406,0.40805976665308796,11,0.0,0.0,0.0,0.0,False,False,False
162,49642.0,97567.0,47925.0,2.0358268127282213,0.6604938271604939,306.4320987654321,911.8411214953271,-871.3636363636364,7437.0,6609.0,0.07437,10,8,0.8,16.2,5.7236352085016735,0.3533108153396095,7,0.04010716731799686,6.675003361570526,24.269650699004874,5.352278700030983,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,2000,0,136,-23259.0,94687.0,117946.0,0.8027995862513354,0.41911764705882354,-171.02205882352942,1661.1754385964912,-1492.987341772152,34137.0,33883.0,0.34137,5,2,0.4,27.2,12.967652061957864,0.47675191404256856,13,0.0,0.0,0.0,0.0,False,False,False
190,54565.0,98352.0,43787.0,2.24614611642725,0.6157894736842106,287.1842105263158,840.6153846153846,-599.8219178082192,6548.0,5693.0,0.06548,10,8,0.8,19.0,6.752777206453653,0.35540932665545544,9,0.045651974709062584,8.333078802687844,22.8006964171172,5.345761487542653,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1250,2500,24,158,-32752.0,87410.0,120162.0,0.7274346299162797,0.31645569620253167,-207.29113924050634,1748.2,-1112.611111111111,42178.0,39813.0,0.42178,5,1,0.2,31.6,16.267759526130202,0.5148025166496899,13,0.0,0.0,0.0,0.0,False,False,False
189,59374.0,107012.0,47638.0,2.2463579495360846,0.6190476190476191,314.14814814814815,914.6324786324786,-661.6388888888889,7863.0,7008.0,0.07863,10,8,0.8,18.9,6.876772498781678,0.3638503967609354,9,0.07563916865968269,7.551061935647971,25.02959207734025,5.336342805664376,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,4500,24,137,-30018.0,93744.0,123762.0,0.7574538226596209,0.35766423357664234,-219.1094890510949,1913.142857142857,-1406.3863636363637,45312.0,43099.0,0.45312,5,1,0.2,27.4,12.273548794053006,0.44793973700923384,13,0.0,0.0,0.0,0.0,False,False,False
159,56179.0,107117.0,50938.0,2.1028897875849073,0.6729559748427673,353.32704402515725,1001.0934579439253,-979.5769230769231,10074.0,9545.0,0.10074,10,8,0.8,15.9,5.485435260760991,0.34499592834974785,7,0.04434041189768419,5.576632916418503,28.511828263230033,5.302482714921199,2012-05-07 16:00:00,2021-05-04 15:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,3000,2500,0,116,-15564.0,104444.0,120008.0,0.8703086460902606,0.46551724137931033,-134.17241379310346,1934.148148148148,-1935.6129032258063,37924.0,36649.0,0.37924,5,3,0.6,23.2,10.609429767899876,0.45730300723706363,10,0.0,0.0,0.0,0.0,False,False,False
190,58775.0,105732.0,46957.0,2.251677066252103,0.6157894736842106,309.3421052631579,903.6923076923077,-643.2465753424658,7728.0,6873.0,0.07728,10,8,0.8,19.0,6.752777206453653,0.35540932665545544,9,0.08168438962143769,7.60546066252588,24.98205019140791,5.300402312823068,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1500,0,24,143,-46802.0,75046.0,121848.0,0.615898496487427,0.32167832167832167,-327.2867132867133,1631.4347826086957,-1256.1649484536083,57951.0,54924.0,0.57951,5,1,0.2,28.6,12.815615474880635,0.4480984431776446,13,0.0,0.0,0.0,0.0,False,False,False
169,56049.0,107464.0,51415.0,2.090129339686862,0.6449704142011834,331.6508875739645,985.9082568807339,-856.9166666666666,8901.0,8046.0,0.08901,10,8,0.8,16.9,5.8898217290508885,0.34851016148230113,7,0.08012631804314083,6.296932928884395,26.83846277364449,5.294989680729949,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2250,4500,48,114,-37566.0,86934.0,124500.0,0.6982650602409639,0.38596491228070173,-329.5263157894737,1975.7727272727273,-1778.5714285714287,51750.0,49973.0,0.5175,5,1,0.2,22.8,9.303762679690406,0.40805976665308796,11,0.0,0.0,0.0,0.0,False,False,False
169,55884.0,107299.0,51415.0,2.086920159486531,0.6449704142011834,330.67455621301775,984.394495412844,-856.9166666666666,8901.0,8046.0,0.08901,10,8,0.8,16.9,5.8898217290508885,0.34851016148230113,7,0.053521580416577196,6.2783956858779915,26.91770453081383,5.2794020110601885,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2250,3000,48,118,-28412.0,93829.0,122241.0,0.767573890920395,0.4152542372881356,-240.77966101694915,1914.8775510204082,-1771.608695652174,41141.0,40971.0,0.41141,5,1,0.2,23.6,10.32666451474047,0.4375705302856131,11,0.0,0.0,0.0,0.0,False,False,False
174,49399.0,92331.0,42932.0,2.1506335600484485,0.5804597701149425,283.9022988505747,914.1683168316831,-588.1095890410959,6584.0,4684.0,0.06584,10,8,0.8,17.4,6.988562083862459,0.40164149907255514,7,0.06054778436810462,7.502885783718105,23.191076742444178,5.270203107423002,2012-02-15 23:30:00,2021-05-04 09:45:00,LF,9,2,5,54,27,-1,39,42,11,13,13,12,3,1,1000,3000,48,160,-30280.0,78687.0,108967.0,0.7221177053603385,0.2625,-189.25,1873.5,-923.4491525423729,40534.0,37784.0,0.40534,5,1,0.2,32.0,19.959959919799438,0.6237487474937324,14,0.0,0.0,0.0,0.0,False,False,False
142,40462.0,75671.0,35209.0,2.1491948081456447,0.6056338028169014,284.943661971831,879.8953488372093,-628.7321428571429,6640.0,6036.0,0.0664,10,8,0.8,14.2,5.89576118919347,0.41519444994320215,5,0.12335030398892788,6.093674698795181,23.302852058721765,5.2671818945352955,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,5000,24,125,-37275.0,66244.0,103519.0,0.6399211738907833,0.312,-298.2,1698.5641025641025,-1203.7093023255813,52484.0,48819.0,0.52484,5,1,0.2,25.0,14.832396974191326,0.593295878967653,12,0.0,0.0,0.0,0.0,False,False,False
220,51100.0,96289.0,45189.0,2.130806169643055,0.4954545454545455,232.27272727272728,883.3853211009174,-407.1081081081081,4419.0,3283.0,0.04419,10,9,0.9,22.0,8.258329128825032,0.3753785967647742,9,0.11724070450097847,11.563702195066757,19.02504892367906,5.263075173849194,2012-05-07 16:00:00,2021-05-04 09:30:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,500,6000,24,192,-24598.0,54464.0,79062.0,0.6888770838076447,0.15104166666666666,-128.11458333333334,1878.0689655172414,-485.04294478527606,35239.0,32271.0,0.35239,5,1,0.2,38.4,20.450916849862747,0.5325759596318423,16,0.0,0.0,0.0,0.0,False,False,False
131,39686.0,75467.0,35781.0,2.1091361337022443,0.6259541984732825,302.9465648854962,920.329268292683,-730.2244897959183,7520.0,6036.0,0.0752,10,8,0.8,13.1,5.185556864985669,0.39584403549508923,5,0.1257622335332359,5.277393617021277,24.822859446656253,5.2621165956849305,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,5000,48,119,-47271.0,62505.0,109776.0,0.5693867512024486,0.29411764705882354,-397.2352941176471,1785.857142857143,-1306.857142857143,57531.0,53985.0,0.57531,5,1,0.2,23.8,13.991425945914163,0.5878750397442926,11,0.0,0.0,0.0,0.0,False,False,False
189,58509.0,106147.0,47638.0,2.2282001763298207,0.6190476190476191,309.57142857142856,907.2393162393163,-661.6388888888889,7863.0,7008.0,0.07863,10,8,0.8,18.9,6.876772498781678,0.3638503967609354,9,0.08205575210651353,7.4410530331934375,25.399630826026765,5.258599407427779,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,0,24,136,-39179.0,84583.0,123762.0,0.6834327176354617,0.35294117647058826,-288.08088235294116,1762.1458333333333,-1406.3863636363637,52748.0,49830.0,0.52748,5,1,0.2,27.2,11.923086848631105,0.43834878119967297,13,0.0,0.0,0.0,0.0,False,False,False
169,55524.0,106939.0,51415.0,2.079918311776719,0.6449704142011834,328.5443786982249,981.0917431192661,-856.9166666666666,8901.0,8046.0,0.08901,10,8,0.8,16.9,5.8898217290508885,0.34851016148230113,7,0.08646711332036597,6.2379507920458375,27.092230386859736,5.245392549962529,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2250,0,48,113,-46547.0,77953.0,124500.0,0.6261285140562249,0.3805309734513274,-411.92035398230087,1812.860465116279,-1778.5714285714287,59675.0,56833.0,0.59675,5,1,0.2,22.6,8.957678270623477,0.39635744560280867,11,0.0,0.0,0.0,0.0,False,False,False
190,58070.0,105027.0,46957.0,2.236663330280895,0.6157894736842106,305.63157894736844,897.6666666666666,-643.2465753424658,7728.0,6873.0,0.07728,10,8,0.8,19.0,6.752777206453653,0.35540932665545544,9,0.06872739796796969,7.5142339544513455,25.285345272946444,5.2368245394408435,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1500,4000,24,144,-27576.0,91050.0,118626.0,0.7675383136917707,0.3472222222222222,-191.5,1821.0,-1261.9787234042553,41814.0,39988.0,0.41814,5,1,0.2,28.8,13.166624472506232,0.45717446085091085,13,0.0,0.0,0.0,0.0,False,False,False
187,59387.0,104283.0,44896.0,2.32276817533856,0.6310160427807486,317.57754010695186,883.7542372881356,-650.6666666666666,8348.0,7493.0,0.08348,10,8,0.8,18.7,6.783067152844648,0.36273086378848385,9,0.10088066411840975,7.1139195016770485,26.286493677067373,5.235545218876276,2012-05-07 16:00:00,2021-05-04 15:30:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,5000,6000,24,119,-28326.0,100432.0,128758.0,0.7800059025458612,0.4369747899159664,-238.03361344537817,1931.3846153846155,-1921.7611940298507,47893.0,42995.0,0.47893,5,2,0.4,23.8,10.166612021711067,0.42716857234080113,12,0.0,0.0,0.0,0.0,False,False,False
168,57843.0,110544.0,52701.0,2.0975693060852736,0.6488095238095238,344.30357142857144,1014.1651376146789,-893.2372881355932,9842.0,9635.0,0.09842,10,8,0.8,16.8,5.89576118919347,0.3509381660234208,7,0.06899711287450512,5.877159114001219,28.585239354805246,5.227610263388321,2012-05-07 16:00:00,2021-05-04 15:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,3000,4000,48,109,-31511.0,91251.0,122762.0,0.7433163356739056,0.42201834862385323,-289.091743119266,1983.7173913043478,-1948.6031746031747,47674.0,46232.0,0.47674,5,0,0.0,21.8,9.019977827023745,0.4137604507809057,10,0.0,0.0,0.0,0.0,False,False,False
169,54554.0,103260.0,48706.0,2.120067342832505,0.650887573964497,322.8047337278106,938.7272727272727,-825.5254237288135,8671.0,7816.0,0.08671,10,8,0.8,16.9,6.024118192731613,0.35645669779477007,7,0.045661179748506066,6.291546534425095,26.861440041060234,5.221660797012013,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2500,2500,48,119,-22546.0,98353.0,120899.0,0.8135137594190192,0.44537815126050423,-189.46218487394958,1855.7169811320755,-1831.8030303030303,40185.0,38784.0,0.40185,5,2,0.4,23.8,11.356055653262713,0.47714519551524004,10,0.0,0.0,0.0,0.0,False,False,False
157,60997.0,107117.0,46120.0,2.3225715524718127,0.6815286624203821,388.515923566879,1001.0934579439253,-922.4,12572.0,11757.0,0.12572,10,8,0.8,15.7,5.604462507680822,0.3569721342471861,7,0.04083807400363952,4.851813553929367,32.35903405085496,5.219272736958693,2012-05-07 16:00:00,2021-05-04 16:00:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,4000,2500,0,113,-6947.0,109426.0,116373.0,0.9403040224106967,0.49557522123893805,-61.47787610619469,1954.0357142857142,-2041.6315789473683,38461.0,33381.0,0.38461,5,3,0.6,22.6,10.011992808627062,0.4430085313551797,10,0.0,0.0,0.0,0.0,False,False,False
175,47810.0,95861.0,48051.0,1.994984495640049,0.6342857142857142,273.2,863.6126126126126,-750.796875,6223.0,5599.0,0.06223,10,9,0.9,17.5,6.407027391856539,0.3661158509632308,7,0.04164400752980548,7.6827896512935885,22.778184480234263,5.21655930642077,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1500,2000,48,146,-25494.0,92307.0,117801.0,0.7835841801003387,0.3904109589041096,-174.6164383561644,1619.421052631579,-1323.6067415730338,34540.0,34295.0,0.3454,5,1,0.2,29.2,14.019985734657507,0.4801364977622434,13,0.0,0.0,0.0,0.0,False,False,False
142,39962.0,75171.0,35209.0,2.1349938936067483,0.6056338028169014,281.4225352112676,874.0813953488372,-628.7321428571429,6640.0,6036.0,0.0664,10,8,0.8,14.2,5.89576118919347,0.41519444994320215,5,0.11238176267454081,6.018373493975903,23.594414693959262,5.202093887336748,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,4500,24,125,-39275.0,64244.0,103519.0,0.620601049082777,0.312,-314.2,1647.2820512820513,-1203.7093023255813,53484.0,49819.0,0.53484,5,1,0.2,25.0,14.832396974191326,0.593295878967653,12,0.0,0.0,0.0,0.0,False,False,False
131,39186.0,74967.0,35781.0,2.0951622369413934,0.6259541984732825,299.1297709923664,914.2317073170732,-730.2244897959183,7520.0,6036.0,0.0752,10,8,0.8,13.1,5.185556864985669,0.39584403549508923,5,0.11460725769407441,5.210904255319149,25.139590670137295,5.195819707667935,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,4500,48,119,-49771.0,60005.0,109776.0,0.5466131030462031,0.29411764705882354,-418.2436974789916,1714.4285714285713,-1306.857142857143,59031.0,55485.0,0.59031,5,1,0.2,23.8,13.991425945914163,0.5878750397442926,11,0.0,0.0,0.0,0.0,False,False,False
189,57804.0,105442.0,47638.0,2.2134010663755825,0.6190476190476191,305.8412698412698,901.2136752136752,-661.6388888888889,7863.0,7008.0,0.07863,10,8,0.8,18.9,6.876772498781678,0.3638503967609354,9,0.06904366479828386,7.351392598244945,25.709414573385928,5.195236290945929,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,1750,4000,24,137,-26913.0,95090.0,122003.0,0.7794070637607272,0.36496350364963503,-196.44525547445255,1901.8,-1402.3333333333333,41987.0,40660.0,0.41987,5,1,0.2,27.4,12.273548794053006,0.44793973700923384,13,0.0,0.0,0.0,0.0,False,False,False
188,59148.0,108097.0,48949.0,2.208359721342622,0.6223404255319149,314.6170212765957,923.9059829059829,-689.4225352112676,8363.0,7508.0,0.08363,10,8,0.8,18.8,6.764613810115105,0.3598198835167609,9,0.1012882937715561,7.072581609470285,26.581524311895585,5.182084867802239,2012-05-07 16:00:00,2021-05-04 13:45:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,2000,6000,24,129,-35066.0,86064.0,121130.0,0.7105093700982416,0.3798449612403101,-271.82945736434107,1756.408163265306,-1514.125,53418.0,50781.0,0.53418,5,1,0.2,25.8,11.05260150371848,0.42839540712087126,12,0.0,0.0,0.0,0.0,False,False,False
220,50290.0,95479.0,45189.0,2.112881453451061,0.4954545454545455,228.5909090909091,875.954128440367,-407.1081081081081,4419.0,3283.0,0.04419,10,9,0.9,22.0,8.258329128825032,0.3753785967647742,9,0.09924438258103002,11.38040280606472,19.331477430900776,5.179648737629666,2012-05-07 16:00:00,2021-05-04 09:30:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,500,5000,24,192,-21098.0,57455.0,78553.0,0.7314170050793731,0.15625,-109.88541666666667,1915.1666666666667,-484.89506172839504,34635.0,32271.0,0.34635,5,1,0.2,38.4,20.450916849862747,0.5325759596318423,16,0.0,0.0,0.0,0.0,False,False,False
142,39707.0,74916.0,35209.0,2.127751427191911,0.6056338028169014,279.6267605633803,871.1162790697674,-628.7321428571429,6640.0,6036.0,0.0664,10,8,0.8,14.2,5.89576118919347,0.41519444994320215,5,0.10051124486866296,5.979969879518072,23.745939003198426,5.168899003665489,2012-03-06 10:00:00,2021-05-04 13:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,1500,4000,24,125,-30655.0,71151.0,101806.0,0.6988880812525784,0.328,-245.24,1735.3902439024391,-1211.9761904761904,43864.0,40199.0,0.43864,5,1,0.2,25.0,14.832396974191326,0.593295878967653,12,0.0,0.0,0.0,0.0,False,False,False
187,58612.0,103508.0,44896.0,2.305506058446187,0.6310160427807486,313.4331550802139,877.1864406779661,-650.6666666666666,8348.0,7493.0,0.08348,10,8,0.8,18.7,6.783067152844648,0.36273086378848385,9,0.07662253463454582,7.021082894106373,26.634068108919674,5.167221384625867,2012-05-07 16:00:00,2021-05-04 15:30:00,LF,8,2,10,54,27,-1,39,8,11,13,1,0,4,1,5000,4500,24,122,-24773.0,108499.0,133272.0,0.8141169938171559,0.4426229508196721,-203.05737704918033,2009.2407407407406,-1959.8823529411766,48116.0,42236.0,0.48116,5,2,0.4,24.4,10.707007051459339,0.43881176440407127,12,0.0,0.0,0.0,0.0,False,False,False
