n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,unger_score,top_trade_pct,np_dd,recovery_trades,first_trade,last_trade,engine,phase,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_stop_loss,p_take_profit,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
160,125065.0,206786.0,81721.0,2.5303899854382594,0.44375,781.65625,2912.478873239437,-918.2134831460675,10735.0,7063.0,0.10735,10,8,0.8,16.0,3.3763886032268267,0.21102428770167667,9,11.363657485161808,0.0898412825330828,11.65020959478342,13.733658497581258,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1000,10000,68,5543.0,66083.0,60540.0,1.091559299636604,0.11764705882352941,81.51470588235294,8260.375,-1009.0,22095.0,17835.0,0.22095,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,1.8024535450117265,0.25087123783661464,271.0553851704853,0.826023337619792,False,False,False
160,128430.0,222285.0,93855.0,2.368387406105162,0.46875,802.6875,2963.8,-1104.1764705882354,11985.0,8813.0,0.11985,10,7,0.7,16.0,3.3763886032268267,0.21102428770167667,9,11.044112842939647,0.08748734719302344,10.715894868585732,14.931090866619948,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1250,10000,68,-9457.0,66083.0,75540.0,0.8748080487159121,0.11764705882352941,-139.0735294117647,8260.375,-1259.0,28095.0,23916.0,0.28095,5,2,0.4,13.6,5.083306010855534,0.373772500798201,7,0.0,0.0,0.0,0.0,False,False,False
156,131551.0,247473.0,115922.0,2.13482341574507,0.5961538461538461,843.275641025641,2661.0,-1840.031746031746,13242.0,12274.0,0.13242,10,8,0.8,15.6,3.4698703145794947,0.22242758426791634,9,11.038145598340485,0.04554127296637806,9.934375471983085,15.703050527932133,2012-03-26 07:00:00,2021-05-25 08:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,4000,6000,67,-30748.0,134035.0,164783.0,0.813403081628566,0.373134328358209,-458.92537313432837,5361.4,-3923.404761904762,69945.0,66165.0,0.69945,5,2,0.4,13.4,4.882622246293481,0.3643747944995135,7,0.0,0.0,0.0,0.0,False,False,False
160,101190.0,179884.0,78694.0,2.2858667751035657,0.4625,632.4375,2430.864864864865,-915.046511627907,7813.0,7063.0,0.07813,10,8,0.8,16.0,3.3763886032268267,0.21102428770167667,9,10.77735170593836,0.04932305563790888,12.951491104569307,12.353789900187765,2012-03-26 07:00:00,2021-05-24 18:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1000,5000,68,9388.0,64883.0,55495.0,1.1691683935489683,0.19117647058823528,138.05882352941177,4991.0,-1009.0,15023.0,13171.0,0.15023,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,0.5316361312313592,0.6249084736737003,108.81593523647209,1.6966379980347752,False,False,False
156,142756.0,248677.0,105921.0,2.3477591790107724,0.6217948717948718,915.1025641025641,2563.680412371134,-1795.2711864406779,16365.0,13920.0,0.16365,10,7,0.7,15.6,3.4698703145794947,0.22242758426791634,9,10.774946490481128,0.034961752921068116,8.723250840207761,17.883241334865083,2012-03-26 07:00:00,2021-05-24 18:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,5000,5000,67,15217.0,165901.0,150684.0,1.1009861697326857,0.5373134328358209,227.11940298507463,4608.361111111111,-4860.774193548387,40022.0,37152.0,0.40022,5,3,0.6,13.4,4.882622246293481,0.3643747944995135,7,0.3279884339883026,0.3802158812653041,176.2156798317671,1.7100475976903375,False,False,False
156,130791.0,238695.0,107904.0,2.2121052046263343,0.6089743589743589,838.4038461538462,2512.5789473684213,-1768.9180327868853,13755.0,12274.0,0.13755,10,8,0.8,15.6,3.4698703145794947,0.22242758426791634,9,10.767783607613168,0.03816011805093623,9.508615049073065,16.406174736793815,2012-03-26 07:00:00,2021-05-24 18:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,4000,5000,67,-21958.0,130798.0,152756.0,0.8562544188116997,0.417910447761194,-327.7313432835821,4671.357142857143,-3916.8205128205127,65945.0,61480.0,0.65945,5,2,0.4,13.4,4.882622246293481,0.3643747944995135,7,0.0,0.0,0.0,0.0,False,False,False
158,161768.0,277254.0,115486.0,2.400758533501896,0.5316455696202531,1023.8481012658228,3300.6428571428573,-1560.6216216216217,20715.0,15813.0,0.20715,10,7,0.7,15.8,3.4583232931581165,0.21888122108595673,9,10.715104603155712,0.1424632807477375,7.80922037171132,20.23249344740616,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,2250,0,68,8283.0,130334.0,122051.0,1.067865072797437,0.20588235294117646,121.80882352941177,9309.57142857143,-2260.203703703704,33757.0,30683.0,0.33757,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,2.109863575999034,0.24537133039073378,277.1309911867681,0.9986198201020579,False,False,False
160,89755.0,157047.0,67292.0,2.3338138263092194,0.41875,560.96875,2343.9850746268658,-723.5698924731183,6379.0,5313.0,0.06379,10,9,0.9,16.0,3.3763886032268267,0.21102428770167667,9,10.579514111703793,0.0556069299760459,14.070387208026336,11.371399922009916,2012-03-26 07:00:00,2021-05-24 18:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,750,5000,68,11638.0,54901.0,43263.0,1.2690058479532165,0.16176470588235295,171.14705882352942,4991.0,-759.0,12255.0,9867.0,0.12255,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,0.4288537549407115,0.9496532027743778,71.6050867846709,2.3287139083368125,False,False,False
156,136696.0,253464.0,116768.0,2.1706631953959987,0.6025641025641025,876.2564102564103,2696.425531914894,-1883.3548387096773,15700.0,14557.0,0.157,10,7,0.7,15.6,3.4698703145794947,0.22242758426791634,9,10.533791951389336,0.04382717855679757,8.706751592356689,17.917129981857553,2012-03-26 07:00:00,2021-05-25 08:15:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,5000,6000,67,8742.0,174453.0,165711.0,1.052754494270145,0.4925373134328358,130.47761194029852,5286.454545454545,-4873.85294117647,49049.0,47134.0,0.49049,5,3,0.6,13.4,4.882622246293481,0.3643747944995135,7,0.685312285518188,0.17822993333197415,375.91889727751084,0.8874099121466325,False,False,False
159,159874.0,269415.0,109541.0,2.4594900539524014,0.5031446540880503,1005.496855345912,3367.6875,-1386.5949367088608,20715.0,12313.0,0.20715,10,6,0.6,15.9,3.419064199455752,0.21503548424250013,9,10.523049239291705,0.14415101892740534,7.717789041757181,20.60175513216658,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1750,0,68,17073.0,116142.0,99069.0,1.1723344335765982,0.17647058823529413,251.0735294117647,9678.5,-1769.0892857142858,32977.0,29903.0,0.32977,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,1.0236045217595033,0.5177244746338358,131.3439934399344,2.0825656947773608,False,False,False
156,136481.0,263267.0,126786.0,2.076467433312826,0.5897435897435898,874.8782051282051,2861.5978260869565,-1981.03125,15931.0,14557.0,0.15931,10,7,0.7,15.6,3.4698703145794947,0.22242758426791634,9,10.4406955855039,0.05488676079454283,8.567007720795932,18.209391783471695,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,5000,7500,67,22742.0,198471.0,175729.0,1.1294151790541118,0.4626865671641791,339.43283582089555,6402.290322580645,-4881.361111111111,48900.0,45231.0,0.489,5,3,0.6,13.4,4.882622246293481,0.3643747944995135,7,0.3293905549204116,0.4650715746421268,144.06384662738543,2.312079577421231,False,False,False
158,157043.0,271031.0,113988.0,2.377715198091027,0.5126582278481012,993.9430379746835,3346.061728395062,-1480.3636363636363,20715.0,14063.0,0.20715,10,7,0.7,15.8,3.4583232931581165,0.21888122108595673,9,10.402132511951574,0.1467496163471151,7.581124788800386,20.841234566328968,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,2000,0,68,21533.0,130334.0,108801.0,1.197911783899045,0.20588235294117646,316.6617647058824,9309.57142857143,-2014.8333333333333,29757.0,26683.0,0.29757,5,4,0.8,13.6,5.083306010855534,0.373772500798201,7,0.8115915107045001,0.7236280539032832,93.970928342544,2.7650590463885987,False,False,False
160,106945.0,174996.0,68051.0,2.571541931786454,0.4125,668.40625,2651.4545454545455,-723.9468085106383,9485.0,5313.0,0.09485,10,9,0.9,16.0,3.3763886032268267,0.21102428770167667,9,10.337730097600424,0.07004535041376408,11.275171323141803,14.190471737809155,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,750,7500,68,1488.0,47787.0,46299.0,1.0321389230868918,0.10294117647058823,21.88235294117647,6826.714285714285,-759.0,18625.0,16236.0,0.18625,5,2,0.4,13.6,5.083306010855534,0.373772500798201,7,5.034274193548387,0.07989261744966443,851.1424731182796,0.24151784918510352,False,False,False
160,96690.0,174375.0,77685.0,2.2446418227457037,0.46875,604.3125,2325.0,-913.9411764705883,7793.0,7063.0,0.07793,10,8,0.8,16.0,3.3763886032268267,0.21102428770167667,9,10.311280331458839,0.046447409246044055,12.407288592326447,12.895645878581032,2012-03-26 07:00:00,2021-05-24 16:30:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1000,4500,68,8388.0,62874.0,54486.0,1.153947803105385,0.20588235294117646,123.3529411764706,4491.0,-1009.0,10315.0,9081.0,0.10315,5,3,0.6,13.6,5.083306010855534,0.373772500798201,7,0.5354077253218884,0.8131846825012118,83.62184072484501,1.8294403246432656,False,False,False
160,157170.0,251025.0,93855.0,2.674604443023813,0.46875,982.3125,3347.0,-1104.1764705882354,20715.0,8813.0,0.20715,10,7,0.7,16.0,3.3763886032268267,0.21102428770167667,9,10.280412863465013,0.1466310364573392,7.587255611875452,21.087993891964114,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,1250,0,68,-2752.0,72788.0,75540.0,0.9635689700820758,0.11764705882352941,-40.470588235294116,9098.5,-1259.0,28095.0,23835.0,0.28095,5,2,0.4,13.6,5.083306010855534,0.373772500798201,7,0.0,0.0,0.0,0.0,False,False,False
158,159193.0,278495.0,119302.0,2.3343699183584516,0.5379746835443038,1007.5506329113924,3276.4117647058824,-1634.2739726027398,21803.0,17563.0,0.21803,10,7,0.7,15.8,3.4583232931581165,0.21888122108595673,9,10.278082691373836,0.1447676719453745,7.301426409209742,21.639607269163843,2012-03-26 07:00:00,2021-05-28 01:00:00,BIASW,7,0,4,700,100,3,0,0,100,144,20,29,62,2500,0,67,15482.0,141346.0,125864.0,1.1230057840208478,0.23880597014925373,231.07462686567163,8834.125,-2467.921568627451,37757.0,34683.0,0.37757,5,3,0.6,13.4,5.314132102234569,0.3965770225548186,7,1.1287947293631313,0.41004317080276503,163.3974292727038,1.7912527705169585,False,False,False
