n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
242,115922.0,239315.0,123393.0,1.9394536156832236,0.3305785123966942,479.0165289256198,2991.4375,-761.6851851851852,7557.0,6072.0,0.07557,10,9,0.9,24.2,11.01635148313633,0.4552211356667905,12,0.026103759424440574,15.339685060209078,15.77607356670865,8.300020078634569,2012-01-10 10:30:00,2021-06-01 20:45:00,TF_M,5,0,47,7,12,39,9,5,4,750,3000,0,168,37488.0,131604.0,94116.0,1.3983169705469847,0.2619047619047619,223.14285714285714,2991.0,-759.0,16772.0,13752.0,0.16772,5,4,0.8,33.6,9.329523031752482,0.2776643759450143,19,0.07978553137003841,2.2351538278082517,75.16261203585147,2.5953379507838843,False,True,False
178,138053.0,328383.0,190330.0,1.7253349445699575,0.5786516853932584,775.5786516853933,3188.1844660194174,-2537.733333333333,20256.0,16036.0,0.20256,10,8,0.8,17.8,5.861740355901138,0.3293112559495021,10,0.05542074420693502,6.815412717219589,26.11727380064178,8.208283670442803,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,4000,6000,920,136,99566.0,384205.0,284639.0,1.3497974627510636,0.47794117647058826,732.1029411764706,5910.846153846154,-4009.0,32284.0,28314.0,0.32284,5,4,0.8,27.2,9.516301802696255,0.3498640368638329,15,0.060171142759576565,3.084066410605873,44.097623686800716,6.137363369778485,True,False,False
187,120472.0,294444.0,173972.0,1.6924792495344079,0.2620320855614973,644.2352941176471,6009.061224489796,-1260.6666666666667,14056.0,10072.0,0.14056,10,8,0.8,18.7,9.423905772024677,0.5039521803221753,6,0.05707550302144897,8.570859419464997,21.818115412710007,8.184968157227358,2012-01-13 02:00:00,2021-06-01 10:15:00,TF_M,5,0,54,9,-48,17,13,5,-1,1250,6000,0,202,35272.0,239640.0,204368.0,1.172590620840836,0.19801980198019803,174.6138613861386,5991.0,-1261.530864197531,45130.0,37790.0,0.4513,5,3,0.6,40.4,17.738094598913378,0.4390617474978559,17,0.16985144023588114,0.7815643695989364,258.4559990927648,1.2380819848313442,False,False,False
193,110098.0,248666.0,138568.0,1.7945413082385544,0.29015544041450775,570.4559585492228,4440.464285714285,-1011.4452554744526,11032.0,9635.0,0.11032,10,8,0.8,19.3,11.567627241573788,0.5993589244338751,7,0.04079093171538084,9.979876722262508,19.33891623826046,8.180848477207377,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,1000,4500,0,164,54524.0,179640.0,125116.0,1.435787589117299,0.24390243902439024,332.4634146341463,4491.0,-1009.0,22811.0,18716.0,0.22811,5,4,0.8,32.8,9.325234581499814,0.2843059323627992,18,0.08236739784315164,2.3902503178291177,68.6120607438926,3.315698657867103,True,True,True
243,116498.0,256853.0,140355.0,1.830023868048876,0.42386831275720166,479.4156378600823,2493.7184466019417,-1002.5357142857143,7943.0,7788.0,0.07943,10,9,0.9,24.3,11.314150432091663,0.46560289843998615,13,0.023356624148054044,14.666750598010827,16.568087005785507,8.102578912441041,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,1000,2500,0,169,14979.0,132023.0,117044.0,1.1279775127302554,0.3136094674556213,88.63313609467455,2491.0,-1009.0,24543.0,22797.0,0.24543,5,4,0.8,33.8,9.579144011862438,0.28340662756989465,19,0.16629948594699245,0.610316587214277,276.90546765471663,0.852188456625653,False,False,False
174,131739.0,328293.0,196554.0,1.6702432919197778,0.5919540229885057,757.1206896551724,3187.3106796116504,-2768.3661971830984,19823.0,17859.0,0.19823,10,7,0.7,17.4,5.748043145279966,0.33034730719999805,9,0.05807695519170481,6.6457650204308125,26.182087308997335,8.099976863794833,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,5000,6000,920,131,93306.0,408169.0,314863.0,1.296338407497864,0.5267175572519084,712.2595419847328,5915.492753623188,-5078.435483870968,35299.0,31234.0,0.35299,5,4,0.8,26.2,9.239047569960878,0.3526354034336213,15,0.0642080895119285,2.643304342899232,49.55918161747369,5.710319780840215,True,False,False
200,122505.0,307523.0,185018.0,1.6621247662389604,0.665,612.525,2312.2030075187968,-2761.4626865671644,13156.0,11144.0,0.13156,10,8,0.8,20.0,7.321202087089251,0.36606010435446257,10,0.026088731072201134,9.311720887807844,21.47830700787723,8.043873668387288,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,5000,3000,920,155,71605.0,317046.0,245441.0,1.2917401738095917,0.6838709677419355,461.96774193548384,2991.0,-5009.0,31806.0,30486.0,0.31806,5,4,0.8,31.0,10.75174404457249,0.34683045305072546,17,0.041770826059632706,2.2513047852606425,68.84896306123875,3.901759336510776,True,False,False
217,149617.0,354591.0,204974.0,1.7299316010811128,0.5576036866359447,689.479262672811,2930.504132231405,-2135.1458333333335,16812.0,12027.0,0.16812,10,6,0.6,21.7,5.550675634551167,0.2557915038963672,11,0.051137237078674215,8.899417083035926,24.383619508478315,8.009674593969745,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,4000,6000,644,140,105355.0,392752.0,287397.0,1.3665835064388285,0.4785714285714286,752.5357142857143,5861.9701492537315,-3936.945205479452,38268.0,38108.0,0.38268,5,4,0.8,28.0,8.648699324175862,0.3088821187205665,17,0.056864885387499405,2.753083516253789,50.8520715675573,5.7944549108860794,True,False,False
188,137033.0,355814.0,218781.0,1.626347808996211,0.5797872340425532,728.8989361702128,3264.348623853211,-2769.3797468354433,19041.0,17534.0,0.19041,10,7,0.7,18.8,5.979966555090422,0.31808332739842665,11,0.055833266439470786,7.196733364844284,26.122963081885384,7.95656828844062,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,4000,6000,920,139,90999.0,388285.0,297286.0,1.30609917722328,0.4676258992805755,654.6690647482014,5973.615384615385,-4017.3783783783783,38268.0,38108.0,0.38268,5,4,0.8,27.8,8.471127433818948,0.3047168141661492,17,0.0658358883064649,2.37793979303857,58.45396103253882,5.0408908244787405,True,False,False
185,134010.0,249024.0,115014.0,2.1651625019562837,0.1837837837837838,724.3783783783783,7324.235294117647,-761.682119205298,18807.0,17637.0,0.18807,10,9,0.9,18.5,11.482595525402782,0.6206808392109612,6,0.05709275427206925,7.125538363375339,25.962950526080146,7.956261911284942,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,750,7500,0,156,-2904.0,104874.0,107778.0,0.9730557256582976,0.08974358974358974,-18.615384615384617,7491.0,-759.0,33552.0,30459.0,0.33552,5,2,0.4,31.2,9.10823802938856,0.29193070607014615,18,0.0,0.0,0.0,0.0,False,False,False
198,140168.0,308605.0,168437.0,1.8321687040258376,0.7828282828282829,707.9191919191919,1991.0,-3917.139534883721,18125.0,14180.0,0.18125,10,9,0.9,19.8,11.097747519204066,0.5604922989497003,8,0.014204383311454826,7.733406896551724,25.603204725757664,7.920416747425252,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,4000,2000,0,164,32524.0,228965.0,196441.0,1.165566251444454,0.7012195121951219,198.3170731707317,1991.0,-4009.0,27283.0,24378.0,0.27283,5,3,0.6,32.8,9.867117106835208,0.30082674106204904,19,0.06121633255442135,1.1920976432210535,137.57262329356783,1.808495354432728,False,False,False
178,127173.0,325098.0,197925.0,1.6425312618416066,0.6067415730337079,714.4550561797753,3010.1666666666665,-2827.5,18553.0,15812.0,0.18553,10,7,0.7,17.8,6.013318551349164,0.3378268849072564,9,0.03924575184984234,6.854578774322212,25.968043531252704,7.9008023322151,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,5000,5000,920,136,68076.0,376236.0,308160.0,1.220911214953271,0.5588235294117647,500.55882352941177,4950.473684210527,-5136.0,50576.0,43566.0,0.50576,5,3,0.6,27.2,8.930845424706444,0.3283399053200899,16,0.07331511839708561,1.3460139196456817,101.03907397614431,3.3526347076063776,True,False,False
182,134702.0,325073.0,190371.0,1.7075762589890267,0.5934065934065934,740.1208791208791,3009.935185185185,-2572.5810810810813,20256.0,16036.0,0.20256,10,8,0.8,18.2,6.161168720299745,0.33852575386262335,10,0.03705215958189188,6.649980252764613,27.368502323647757,7.8330187570789445,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,4000,5000,920,142,93642.0,366254.0,272612.0,1.3434991856558038,0.5211267605633803,659.4507042253521,4949.378378378378,-4009.0,45541.0,41611.0,0.45541,5,4,0.8,28.4,9.499473669630333,0.33448850949402587,16,0.05329873347429572,2.0562130827166727,69.05899062386537,4.654621912275612,True,False,False
193,115008.0,257612.0,142604.0,1.8064850915822839,0.2694300518134715,595.8963730569948,4954.076923076923,-1011.3758865248227,13544.0,12261.0,0.13544,10,8,0.8,19.3,11.27874106449829,0.5843907287304813,8,0.05517877017250974,8.491435321913762,22.72878408458542,7.712596735068058,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,1000,5000,0,161,35551.0,164703.0,129152.0,1.2752648042616452,0.20496894409937888,220.8136645962733,4991.0,-1009.0,23752.0,22306.0,0.23752,5,3,0.6,32.2,8.863407922464134,0.2752611156044762,18,0.14038986245112656,1.4967581677332435,107.56580686900509,2.158137979689111,False,False,False
214,148404.0,358377.0,209973.0,1.7067765855610006,0.5467289719626168,693.4766355140187,3063.051282051282,-2164.6701030927834,18400.0,12027.0,0.184,10,6,0.6,21.4,5.0635955604688645,0.2366166149751806,11,0.05155521414517129,8.065434782608696,26.532977547774994,7.700630350151939,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,7,12,39,9,5,4,4000,7500,644,132,47682.0,365966.0,318284.0,1.1498096040014578,0.38636363636363635,361.22727272727275,7175.803921568628,-3929.432098765432,47678.0,45773.0,0.47678,5,5,1.0,26.4,8.16333265278342,0.3092171459387659,16,0.15710330942494022,1.000083896136583,131.98892663898326,2.491867077366236,True,False,False
228,118888.0,260252.0,141364.0,1.8410061967686258,0.3815789473684211,521.438596491228,2991.402298850575,-1002.581560283688,10616.0,10171.0,0.10616,10,10,1.0,22.8,11.097747519204066,0.48674331224579237,11,0.025452526747863535,11.198944988696308,20.35906062849068,7.623002705610729,2012-01-10 10:30:00,2021-06-02 13:15:00,TF_M,5,0,47,1,12,21,18,17,-1,1000,3000,0,183,19353.0,152541.0,133188.0,1.1453058834129202,0.2786885245901639,105.75409836065573,2991.0,-1009.0,19025.0,18306.0,0.19025,5,3,0.6,36.6,13.047605144240073,0.35649194383169597,20,0.15454968221981089,1.0172404730617608,179.89846535420867,1.1548836390061907,False,False,False
321,159421.0,362061.0,202640.0,1.786720292143703,0.37694704049844235,496.6386292834891,2992.2396694214876,-1013.2,9986.0,9081.0,0.09986,10,10,1.0,32.1,14.665946952038249,0.45688308261801397,11,0.019702548597738064,15.964450230322452,20.107175340764393,7.485969794154311,2012-01-13 02:00:00,2021-06-01 09:00:00,TF_M,5,0,54,9,-48,17,13,5,-1,1000,3000,0,224,49979.0,206379.0,156400.0,1.3195588235294118,0.3080357142857143,223.12053571428572,2991.0,-1009.0322580645161,20039.0,18234.0,0.20039,5,4,0.8,44.8,20.8269056751117,0.46488628739088617,17,0.059845134956681804,2.4940865312640352,89.81244122531463,2.374132078128597,False,True,False
