window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,34330.0,490.42857142857144,70,4437.0,119.91891891891892,37,6035.0,True,575.0,"{'le_day': 2, 'lx_day': 2, 'le_time': 2200, 'lx_time': 100, 'se_day': 4, 'sx_day': 2, 'se_time': 900, 'sx_time': 2100, 'ptn_ly_yes': 133, 'ptn_ly_no': 112, 'ptn_sy_yes': 114, 'ptn_sy_no': 12, 'stop_loss': 1750, 'take_profit': 2500}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,38571.0,507.5131578947368,76,1279.0,319.75,4,3804.0,True,1436.6,"{'le_day': 0, 'lx_day': 4, 'le_time': 100, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 5, 'ptn_ly_no': 93, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 1000, 'take_profit': 6000}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,105275.0,701.8333333333334,150,19128.0,1062.6666666666667,18,8083.0,True,1731.8,"{'le_day': 2, 'lx_day': 2, 'le_time': 500, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 140, 'ptn_ly_no': 1, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 3000, 'take_profit': 6000}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,208704.0,873.2384937238494,239,-24220.0,-1211.0,20,52786.0,True,2893.7,"{'le_day': 0, 'lx_day': 4, 'le_time': 700, 'lx_time': 100, 'se_day': 3, 'sx_day': 0, 'se_time': 0, 'sx_time': 100, 'ptn_ly_yes': 144, 'ptn_ly_no': 130, 'ptn_sy_yes': 39, 'ptn_sy_no': 64, 'stop_loss': 5000, 'take_profit': 0}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,118206.0,976.9090909090909,121,-27376.0,-3041.777777777778,9,30592.0,True,3541.1,"{'le_day': 4, 'lx_day': 4, 'le_time': 300, 'lx_time': 100, 'se_day': -1, 'sx_day': 0, 'se_time': 0, 'sx_time': 0, 'ptn_ly_yes': 106, 'ptn_ly_no': 141, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'stop_loss': 3000, 'take_profit': 10000}"
