n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_long_offset_ticks,p_short_offset_ticks,p_direction,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
245,73620.0,119131.0,45511.0,2.6176309024191955,0.636734693877551,300.48979591836735,763.6602564102565,-511.35955056179773,5760.0,4089.0,0.0576,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.054210812279271936,12.78125,19.16870415647922,5.963783123657374,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,4000,4000,0,72,-21018.0,63738.0,84756.0,0.7520175562792015,0.5277777777777778,-291.9166666666667,1677.3157894736842,-2492.823529411765,31815.0,29343.0,0.31815,5,2,0.4,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,51525.0,91426.0,39901.0,2.2913210195233202,0.63125,322.03125,905.2079207920792,-676.2881355932203,6627.0,5882.0,0.06627,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.11627365356622998,7.775011317338162,20.578748180494905,5.958581544938905,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,6000,48,93,21773.0,87499.0,65726.0,1.331269208532392,0.41935483870967744,234.11827956989248,2243.5641025641025,-1217.148148148148,18986.0,18351.0,0.18986,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.2751573049189363,1.1467923733277152,81.09576080466633,2.559304382889434,True,False,False
160,65920.0,124618.0,58698.0,2.123036560019081,0.64375,412.0,1209.883495145631,-1029.7894736842106,10872.0,8072.0,0.10872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.0757129854368932,6.063281824871229,26.388349514563107,5.951766009806316,2012-03-05 17:30:00,2021-05-24 16:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,4000,5000,0,93,20538.0,140408.0,119870.0,1.1713356135813797,0.5698924731182796,220.83870967741936,2649.2075471698113,-2996.75,46451.0,43886.0,0.46451,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.24301295160190867,0.4421433338356548,210.33903009056382,1.5434089760566063,True,False,False
245,72640.0,120820.0,48180.0,2.5076795350767953,0.6326530612244898,296.48979591836735,779.483870967742,-535.3333333333334,5654.0,4749.0,0.05654,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.07614262114537446,12.847541563494872,19.069796255506606,5.939299196689975,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,3000,0,0,72,-29738.0,58900.0,88638.0,0.6645005528103071,0.4861111111111111,-413.02777777777777,1682.857142857143,-2395.6216216216217,34014.0,33154.0,0.34014,5,2,0.4,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,65300.0,123998.0,58698.0,2.112474019557736,0.64375,408.125,1203.8640776699028,-1029.7894736842106,10872.0,8072.0,0.10872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.1147166921898928,6.00625459896983,26.638897396630934,5.8957876280393275,2012-03-05 17:30:00,2021-05-24 23:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,4000,7500,0,93,-6087.0,121801.0,127888.0,0.952403665707494,0.5483870967741935,-65.45161290322581,2388.2549019607845,-3044.9523809523807,50074.0,47983.0,0.50074,5,2,0.4,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
245,63155.0,109999.0,46844.0,2.34819827512595,0.6285714285714286,257.7755102040816,714.2792207792207,-514.7692307692307,4347.0,3521.0,0.04347,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.04735967065157153,14.528410397975616,16.863510410893834,5.889117096049307,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,1500,3000,0,72,-26698.0,43198.0,69896.0,0.6180325054366488,0.3194444444444444,-370.80555555555554,1878.1739130434783,-1426.4489795918366,31349.0,28913.0,0.31349,5,1,0.2,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,57125.0,107700.0,50575.0,2.129510627780524,0.59375,357.03125,1133.6842105263158,-778.0769230769231,8346.0,6391.0,0.08346,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.07861706783369803,6.844596213755092,23.376105032822757,5.886679548677379,2012-03-05 17:30:00,2021-05-24 16:15:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,4500,0,93,20258.0,92425.0,72167.0,1.2807100198151509,0.3763440860215054,217.8279569892473,2640.714285714286,-1244.2586206896551,24535.0,23850.0,0.24535,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.22169019646559385,0.8256776034236805,112.63476157567382,2.094710172426912,True,False,False
160,54990.0,94969.0,39979.0,2.3754721228645037,0.65,343.6875,913.1634615384615,-713.9107142857143,7738.0,7004.0,0.07738,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.07257683215130023,7.106487464461101,22.514639025277322,5.885084852783814,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1500,4000,48,93,39838.0,103313.0,63475.0,1.627617172115006,0.5161290322580645,428.36559139784947,2152.3541666666665,-1410.5555555555557,17763.0,16445.0,0.17763,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.10018073196445605,2.2427517874232956,41.46691600983985,4.841275254401065,True,True,True
245,72620.0,119131.0,46511.0,2.5613510782395563,0.636734693877551,296.40816326530614,763.6602564102565,-522.5955056179776,5760.0,5009.0,0.0576,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.054957312035252,12.60763888888889,19.432663178187827,5.882775474599273,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,5000,4000,0,72,-17933.0,67729.0,85662.0,0.7906539655856739,0.5416666666666666,-249.06944444444446,1736.6410256410256,-2595.818181818182,35894.0,33133.0,0.35894,5,3,0.6,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
245,69905.0,118834.0,48929.0,2.4287028142819187,0.6285714285714286,285.3265306122449,771.6493506493506,-537.6813186813187,5347.0,4018.0,0.05347,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.08570202417566698,13.073686179165888,18.739932765896576,5.87746996267904,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,2000,6000,0,72,-30638.0,49763.0,80401.0,0.6189350878720414,0.3888888888888889,-425.52777777777777,1777.25,-1827.2954545454545,34914.0,34287.0,0.34914,5,1,0.2,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,54900.0,94879.0,39979.0,2.3732209409940217,0.65,343.125,912.2980769230769,-713.9107142857143,7738.0,7004.0,0.07738,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.05448087431693989,7.094856552080641,22.551548269581055,5.8754529626810585,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1500,3000,48,93,41588.0,103554.0,61966.0,1.6711422392925153,0.5268817204301075,447.18279569892474,2113.3469387755104,-1408.3181818181818,16965.0,16445.0,0.16965,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.07191978455323651,2.4513999410551133,37.93750601134943,5.171440227916426,True,True,True
160,50775.0,90676.0,39901.0,2.2725244981328787,0.63125,317.34375,897.7821782178218,-676.2881355932203,6627.0,5882.0,0.06627,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.07860167405219104,7.661837935717519,20.882717872968982,5.871848189117378,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,4000,48,93,26818.0,91285.0,64467.0,1.4159957807870693,0.43010752688172044,288.36559139784947,2282.125,-1216.3584905660377,16751.0,16116.0,0.16751,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.14881795808785145,1.600979046027103,58.08945484376165,3.3560345503822573,True,False,False
245,71580.0,119760.0,48180.0,2.485678704856787,0.6326530612244898,292.16326530612247,772.6451612903226,-535.3333333333334,5654.0,4749.0,0.05654,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.06972618049734562,12.660063671736824,19.352193350097792,5.852629907751491,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,3000,5000,0,72,-24773.0,60856.0,85629.0,0.7106938070046362,0.5,-344.06944444444446,1690.4444444444443,-2378.5833333333335,35385.0,33180.0,0.35385,5,2,0.4,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
245,69445.0,118374.0,48929.0,2.4193014367757364,0.6285714285714286,283.44897959183675,768.6623376623377,-537.6813186813187,5347.0,4018.0,0.05347,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.07964576283389734,12.987656629885917,18.8640650874793,5.838794099967756,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,2000,0,0,72,-29603.0,50798.0,80401.0,0.63180806208878,0.3888888888888889,-411.15277777777777,1814.2142857142858,-1827.2954545454545,33879.0,33252.0,0.33879,5,1,0.2,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,56670.0,107838.0,51168.0,2.107528142589118,0.64375,354.1875,1046.9708737864078,-897.6842105263158,8366.0,7523.0,0.08366,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.043956237868360684,6.77384652163519,23.620257631904007,5.8328076460714815,2012-03-05 17:30:00,2021-05-24 12:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2250,2500,0,93,37608.0,115326.0,77718.0,1.483903342854937,0.6021505376344086,404.38709677419354,2059.3928571428573,-2100.4864864864867,25649.0,21429.0,0.25649,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.06623590725377579,1.466255994385746,63.4268506700702,3.8033424045154307,True,False,False
160,57825.0,106641.0,48816.0,2.1845501474926254,0.56875,361.40625,1171.8791208791208,-707.4782608695652,8774.0,6054.0,0.08774,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.17277993947254647,6.59049464326419,24.27738867271941,5.811659994869312,2012-03-05 17:30:00,2021-05-24 23:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1000,10000,0,93,-1767.0,64222.0,65989.0,0.9732228098622497,0.2903225806451613,-19.0,2378.5925925925926,-999.8333333333334,24410.0,23725.0,0.2441,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
160,64260.0,122958.0,58698.0,2.09475620975161,0.64375,401.625,1193.7669902912621,-1029.7894736842106,10872.0,8072.0,0.10872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.09323062558356676,5.910596026490066,27.07002801120448,5.801888407010829,2012-03-05 17:30:00,2021-05-24 20:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,4000,6000,0,93,-2592.0,125296.0,127888.0,0.9797322657325159,0.5483870967741935,-27.870967741935484,2456.7843137254904,-3044.9523809523807,50074.0,47983.0,0.50074,5,2,0.4,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
160,54610.0,107838.0,53228.0,2.0259637784624633,0.64375,341.3125,1046.9708737864078,-933.8245614035088,7926.0,7083.0,0.07926,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.04561435634499176,6.889982336613676,23.22212049075261,5.774687864400089,2012-03-05 17:30:00,2021-05-24 12:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2500,2500,0,93,34748.0,117817.0,83069.0,1.4183028566613298,0.6129032258064516,373.63440860215053,2066.964912280702,-2307.472222222222,28149.0,23929.0,0.28149,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.07168757914124554,1.2344310632704536,75.33835040865661,3.3544299996352023,True,False,False
245,70580.0,118760.0,48180.0,2.464923204649232,0.6326530612244898,288.0816326530612,766.1935483870968,-535.3333333333334,5654.0,4749.0,0.05654,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.06362992349107396,12.483197736116024,19.626381411164637,5.770866427620847,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,3000,4500,0,72,-25703.0,59926.0,85629.0,0.6998330005021663,0.5,-356.9861111111111,1664.611111111111,-2378.5833333333335,35815.0,33610.0,0.35815,5,2,0.4,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,49750.0,89651.0,39901.0,2.2468359188992757,0.63125,310.9375,887.6336633663366,-676.2881355932203,6627.0,5882.0,0.06627,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.06012060301507538,7.507167647502641,21.312964824120602,5.7533126028279575,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,3000,48,93,29438.0,92646.0,63208.0,1.465732185799266,0.44086021505376344,316.5376344086022,2259.6585365853657,-1215.5384615384614,16085.0,15565.0,0.16085,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.10160336979414362,1.8301523158221946,50.815442625178335,3.7593968609691357,True,False,False
160,50595.0,91014.0,40419.0,2.2517627848289172,0.65,316.21875,875.1346153846154,-721.7678571428571,6856.0,6296.0,0.06856,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.02946931514971835,7.379667444574095,21.681193793853147,5.752485965753676,2012-03-05 17:30:00,2021-05-24 09:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,1500,0,93,10033.0,67092.0,57059.0,1.1758355386529733,0.5053763440860215,107.88172043010752,1427.4893617021276,-1240.4130434782608,11443.0,10635.0,0.11443,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.14860958835841723,0.8767805645372717,106.06986943087811,1.5190821808145663,False,False,False
245,68385.0,117314.0,48929.0,2.397637392957142,0.6285714285714286,279.1224489795918,761.7792207792207,-537.6813186813187,5347.0,4018.0,0.05347,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.07298384148570593,12.789414625023378,19.156467061490094,5.749671459806969,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,2000,5000,0,72,-25638.0,52754.0,78392.0,0.6729513215634249,0.4027777777777778,-356.0833333333333,1819.103448275862,-1823.0697674418604,36250.0,34278.0,0.3625,5,1,0.2,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,57140.0,105956.0,48816.0,2.170517862995739,0.56875,357.125,1164.3516483516485,-707.4782608695652,8774.0,6054.0,0.08774,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.16286314315715786,6.512423068155915,24.56842842142107,5.742814563023476,2012-03-05 17:30:00,2021-05-24 23:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1000,0,0,93,-1767.0,64222.0,65989.0,0.9732228098622497,0.2903225806451613,-19.0,2378.5925925925926,-999.8333333333334,24410.0,23725.0,0.2441,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
160,63420.0,122118.0,58698.0,2.0804456710620465,0.64375,396.375,1185.611650485437,-1029.7894736842106,10872.0,8072.0,0.10872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.07081362346263008,5.833333333333333,27.428571428571427,5.7260467284878125,2012-03-05 17:30:00,2021-05-24 16:15:00,RHL,6,80,80,1,40,46,46,6,2,1,4,4000,4500,0,93,17608.0,137478.0,119870.0,1.1468924668390756,0.5698924731182796,189.33333333333334,2593.9245283018868,-2996.75,46451.0,43886.0,0.46451,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.2550545206724216,0.3790661126778756,245.33978873239437,1.3232225752461158,False,False,False
160,57645.0,97545.0,39900.0,2.444736842105263,0.65625,360.28125,929.0,-725.4545454545455,8988.0,8254.0,0.08988,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.08658166363084396,6.413551401869159,24.947176684881605,5.72418265885581,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1750,5000,48,93,43523.0,110465.0,66942.0,1.6501598398613726,0.5376344086021505,467.98924731182797,2209.3,-1556.7906976744187,18473.0,16688.0,0.18473,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.11467499942559106,2.356033129432144,39.47312915010454,5.186453807217223,True,True,True
160,68905.0,127114.0,58209.0,2.1837516535243693,0.65,430.65625,1222.25,-1039.4464285714287,12872.0,10072.0,0.12872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.1449967346346419,5.353091982597887,29.88926783252304,5.71756477552493,2012-03-05 17:30:00,2021-05-24 23:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,5000,10000,0,93,-22317.0,119061.0,141378.0,0.8421465857488435,0.5483870967741935,-239.96774193548387,2334.529411764706,-3366.1428571428573,57004.0,54913.0,0.57004,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
160,43755.0,85424.0,41669.0,2.050061196572992,0.61875,273.46875,862.8686868686868,-683.0983606557377,5211.0,4654.0,0.05211,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.03407610558793281,8.396660909614278,19.05519369214947,5.7062464357391365,2012-03-05 17:30:00,2021-05-24 09:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1000,1500,0,93,1283.0,55164.0,53881.0,1.0238117332640448,0.41935483870967744,13.795698924731182,1414.4615384615386,-997.7962962962963,8589.0,8006.0,0.08589,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,1.162120031176929,0.14937711025730585,622.585346843336,0.22422072945417937,False,False,False
160,55185.0,105760.0,50575.0,2.091151754819575,0.59375,344.90625,1113.2631578947369,-778.0769230769231,8346.0,6391.0,0.08346,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.0723203769140165,6.61214953271028,24.197879858657245,5.686764304485973,2012-03-05 17:30:00,2021-05-24 15:45:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1250,4000,0,93,21943.0,92851.0,70908.0,1.309457324984487,0.3870967741935484,235.94623655913978,2579.1944444444443,-1244.0,21772.0,20242.0,0.21772,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.18188032629995898,1.0078541245636596,92.27525862461833,2.4086142221427442,True,False,False
160,57720.0,116364.0,58644.0,1.984243912420708,0.65,360.75,1118.8846153846155,-1047.2142857142858,9136.0,8018.0,0.09136,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.05181912681912682,6.3178633975481615,25.325017325017324,5.685015445932931,2012-03-05 17:30:00,2021-05-24 15:45:00,RHL,6,80,80,1,40,46,46,6,2,1,4,4000,3000,0,93,7518.0,122690.0,115172.0,1.0652762824297572,0.5913978494623656,80.83870967741936,2230.7272727272725,-3030.842105263158,46451.0,43886.0,0.46451,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.39784517158818833,0.16184796882736646,574.6133280127693,0.5649697478816617,False,False,False
245,69500.0,117680.0,48180.0,2.4425072644250725,0.6326530612244898,283.6734693877551,759.2258064516129,-535.3333333333334,5654.0,4749.0,0.05654,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.057424460431654674,12.292182525645561,19.931366906474818,5.682561869079753,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,3000,4000,0,72,-26113.0,59516.0,85629.0,0.6950449030118301,0.5,-362.68055555555554,1653.2222222222222,-2378.5833333333335,35725.0,33520.0,0.35725,5,2,0.4,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,52285.0,96688.0,44403.0,2.1775105285678897,0.675,326.78125,895.2592592592592,-853.9038461538462,7537.0,6988.0,0.07537,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.028516783016161423,6.937110256070055,23.064358802715883,5.6697149739559185,2012-03-05 17:30:00,2021-05-24 09:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2500,1500,0,93,19823.0,88099.0,68276.0,1.290336282148925,0.6881720430107527,213.1505376344086,1376.546875,-2354.344827586207,16871.0,14581.0,0.16871,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.07521565857841901,1.1749748088435776,79.15063310296121,2.471834413914341,True,False,False
245,67385.0,116314.0,48929.0,2.377199615769789,0.6285714285714286,275.0408163265306,755.2857142857143,-537.6813186813187,5347.0,4018.0,0.05347,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.06664687986940714,12.602393865719096,19.440750908955998,5.665593497391133,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,2000,4500,0,72,-26568.0,51824.0,78392.0,0.6610878661087866,0.4027777777777778,-369.0,1787.0344827586207,-1823.0697674418604,36680.0,34708.0,0.3668,5,0,0.0,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
160,68220.0,126429.0,58209.0,2.1719837138586815,0.65,426.375,1215.6634615384614,-1039.4464285714287,12872.0,10072.0,0.12872,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.13641160949868075,5.299875699192045,30.18938727645852,5.660725186652793,2012-03-05 17:30:00,2021-05-24 23:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,5000,0,0,93,-22317.0,119061.0,141378.0,0.8421465857488435,0.5483870967741935,-239.96774193548387,2334.529411764706,-3366.1428571428573,57004.0,54913.0,0.57004,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.0,0.0,0.0,0.0,False,False,False
160,54005.0,102914.0,48909.0,2.1041935022184055,0.65,337.53125,989.5576923076923,-873.375,8072.0,7523.0,0.08072,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.03686695676326266,6.690411298315164,23.914822701601704,5.658831544812765,2012-03-05 17:30:00,2021-05-24 09:45:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2250,2000,0,93,29608.0,102808.0,73200.0,1.40448087431694,0.6236559139784946,318.36559139784947,1772.551724137931,-2091.4285714285716,22070.0,18340.0,0.2207,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.0672453390975412,1.3415496148618034,69.3228181572548,3.2279612427182576,True,False,False
160,53595.0,96688.0,43093.0,2.2437054742069478,0.675,334.96875,895.2592592592592,-828.7115384615385,7977.0,7428.0,0.07977,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.0278197593059054,6.718691237307258,23.81416176882172,5.649211717463465,2012-03-05 17:30:00,2021-05-24 09:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2250,1500,0,93,19073.0,85117.0,66044.0,1.2887923202713343,0.6666666666666666,205.08602150537635,1372.8548387096773,-2130.451612903226,15121.0,12831.0,0.15121,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.07817333403240183,1.2613583757687983,73.73003722539715,2.512170770349334,True,False,False
160,56440.0,104771.0,48331.0,2.167780513542033,0.63125,352.75,1037.3366336633662,-819.1694915254237,8856.0,8013.0,0.08856,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.04413536498936924,6.373080397470641,25.105598866052446,5.646139097488632,2012-03-05 17:30:00,2021-05-24 12:00:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1500,2500,0,93,39093.0,104384.0,65291.0,1.598750210595641,0.5268817204301075,420.35483870967744,2130.285714285714,-1483.8863636363637,20485.0,19965.0,0.20485,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.0637198475430384,1.9083719794971932,48.732637556595805,4.423860477666366,True,False,False
160,56645.0,96545.0,39900.0,2.419674185463659,0.65625,354.03125,919.4761904761905,-725.4545454545455,8988.0,8254.0,0.08988,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.07928325536234443,6.302291944815309,25.387589372407096,5.6248820662830665,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1750,4500,48,93,40918.0,107860.0,66942.0,1.6112455558543217,0.5376344086021505,439.97849462365593,2157.2,-1556.7906976744187,18973.0,17188.0,0.18973,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.10975609756097561,2.15664365150477,43.12256219756586,4.811348339443022,True,True,True
160,52195.0,102914.0,50719.0,2.0291015201403813,0.65,326.21875,989.5576923076923,-905.6964285714286,7632.0,7083.0,0.07632,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.03814541622760801,6.83896750524109,23.395344381645753,5.624618786471392,2012-03-05 17:30:00,2021-05-24 09:45:00,RHL,6,80,80,1,40,46,46,6,2,1,4,2500,2000,0,93,26108.0,104799.0,78691.0,1.3317787294608023,0.6344086021505376,280.73118279569894,1776.2542372881355,-2314.4411764705883,24320.0,20590.0,0.2432,5,4,0.8,18.6,6.887670143089026,0.3703048464026358,7,0.07626015014554925,1.0735197368421052,86.63091772636739,2.711516333361209,True,False,False
160,56575.0,96475.0,39900.0,2.4179197994987467,0.65625,353.59375,918.8095238095239,-725.4545454545455,8988.0,8254.0,0.08988,10,9,0.9,16.0,5.796550698475776,0.362284418654736,8,0.10907644719399028,6.29450378282154,25.419001325673886,5.617931024802974,2012-03-05 17:30:00,2021-05-24 12:30:00,RHL,6,80,80,1,40,46,46,6,2,1,4,1750,0,48,93,28428.0,97129.0,68701.0,1.4137931034482758,0.5268817204301075,305.6774193548387,1982.2244897959183,-1561.3863636363637,21708.0,19923.0,0.21708,5,3,0.6,18.6,6.887670143089026,0.3703048464026358,7,0.1947375826649782,1.3095632946379214,71.0160405234276,3.125048820596779,True,False,False
245,67525.0,118834.0,51309.0,2.3160459178701593,0.6285714285714286,275.61224489795916,771.6493506493506,-563.8351648351648,5464.0,4249.0,0.05464,10,8,0.8,24.5,7.8390050389064045,0.31995938934311857,10,0.08872269529803777,12.35816251830161,19.824953720844135,5.616251115072649,2012-01-23 18:15:00,2021-05-27 23:00:00,RHL,6,5,80,1,53,32,1,33,2,1,4,2500,6000,0,72,-30153.0,55563.0,85716.0,0.6482220355592888,0.4583333333333333,-418.7916666666667,1683.7272727272727,-2197.846153846154,34429.0,33569.0,0.34429,5,1,0.2,14.4,5.4258639865002145,0.376796110173626,7,0.0,0.0,0.0,0.0,False,False,False
