,#1 TF_M — WF Unger=10.78 | OOS=6.37,#2 BO — WF Unger=10.46 | OOS=5.70,#3 BO — WF Unger=9.08 | OOS=5.70
#1 TF_M — WF Unger=10.78 | OOS=6.37,1.0,0.38494916434116144,0.7170622716447483
#2 BO — WF Unger=10.46 | OOS=5.70,0.38494916434116144,1.0,-0.008029937677961197
#3 BO — WF Unger=9.08 | OOS=5.70,0.7170622716447483,-0.008029937677961197,1.0
