,#1 TF_M — WF Unger=10.78 | OOS=6.37,#2 BO — WF Unger=10.46 | OOS=5.70,#3 BO — WF Unger=9.08 | OOS=5.70
#1 TF_M — WF Unger=10.78 | OOS=6.37,1.0,0.6,0.85
#2 BO — WF Unger=10.46 | OOS=5.70,0.6,1.0,0.42105263157894735
#3 BO — WF Unger=9.08 | OOS=5.70,0.85,0.42105263157894735,1.0
