n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
960,53770.0,235498.0,181728.0,1.2958817573516463,0.4041666666666667,56.010416666666664,606.9536082474227,-317.7062937062937,13198.0,12478.0,0.13198,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.13392226148409894,4.074102136687377,235.63474056165148,0.7343753587240569,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,1500,0,2000,394,43859.0,254067.0,210208.0,1.2086457223321663,0.38578680203045684,111.31725888324873,1671.4934210526317,-868.6280991735537,21767.0,20606.0,0.21767,5,4,0.8,78.8,28.589508565206224,0.3628110224010942,42,0.2047698305934928,2.0149308586392247,195.54020839508425,1.1364924883666756,True,True,True
538,39063.0,152208.0,113145.0,1.3452472491051306,0.34014869888475835,72.60780669144981,831.7377049180328,-318.71830985915494,19779.0,18620.0,0.19779,10,6,0.6,53.8,14.5657131648265,0.2707381629149907,22,0.26024626884775875,1.9749734566964963,272.4087243683281,0.7776505927960846,2012-01-24 01:45:00,2021-05-27 03:15:00,MAC,5,5,50,2,2.0,0.3,1,1000,0,4000,207,24672.0,142207.0,117535.0,1.2099119411239205,0.25120772946859904,119.18840579710145,2734.75,-758.2903225806451,25139.0,22965.0,0.25139,5,3,0.6,41.4,16.29232948353304,0.3935345285877546,23,0.4809500648508431,0.9814232865269104,210.91816634241243,1.1323048475705697,True,False,False
960,52955.0,234683.0,181728.0,1.2913970329283324,0.4041666666666667,55.161458333333336,604.8530927835052,-317.7062937062937,13198.0,12478.0,0.13198,10,7,0.7,96.0,24.547912334860577,0.2557074201547977,32,0.11313379284297989,4.012350356114563,239.26125956000377,0.7232443206478043,2012-01-11 16:45:00,2021-05-27 21:15:00,MAC,5,8,30,2,2.0,0.5,1,1500,6000,2000,394,39989.0,250197.0,210208.0,1.190235385903486,0.38578680203045684,101.49492385786802,1646.032894736842,-868.6280991735537,20021.0,19598.0,0.20021,5,3,0.6,78.8,28.589508565206224,0.3628110224010942,42,0.14981619945485009,1.9973527795814394,197.26109680162045,1.0804502988275875,True,False,False
