n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_bb_length,p_bb_num_devs,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
1979,262163.7043221012,1009018.9889590789,746855.2846369778,1.3510234307969453,0.5487620010106115,132.47281673678685,929.1150911225404,-836.3441037368173,22808.32887325625,20679.91656096527,0.2280832887325625,10,10,1.0,197.9,34.22995763947131,0.1729659304672628,96,0.019037723062792576,11.494209232904364,172.17365369813658,1.321245107527294,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2000,5000,0,955,-22860.933545495718,994609.9316843541,1017470.8652298498,0.9775316086909954,0.4041884816753927,-23.9381503094196,2576.7096675760467,-1788.1737526007905,85193.49009440327,81894.05734857993,0.8519349009440327,5,2,0.4,191.0,59.26550430056257,0.31029059843226475,101,0.0,0.0,0.0,0.0,False,False,False
1980,258234.13280096522,1007899.4747295785,749665.3419286133,1.344465881451347,0.5398989898989899,130.42127919240667,942.8432878667712,-822.9037781872813,23497.495545127545,19523.10330000741,0.23497495545127545,10,10,1.0,198.0,35.552777669262355,0.1795594831780927,92,0.03868969563253125,10.989857719305443,180.16611775799547,1.2815661333231465,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1750,10000,0,918,7956.459915585881,947803.0374357845,939846.5775201987,1.0084657007919091,0.3638344226579521,8.667167664036908,2837.733645017319,-1609.3263313702032,61747.94571359118,59660.000984241575,0.6174794571359118,5,2,0.4,183.6,55.19637669267794,0.300633859981906,97,1.2557092106287955,0.12885383997211433,7124.351126816766,0.052537487028882376,False,False,False
1997,255913.55921003025,975796.3649095516,719882.8056995212,1.3554933625082977,0.5348022033049574,128.14900310967965,913.6670083422767,-774.9007596334997,23587.92553274377,19476.61913589231,0.23587925532743773,10,10,1.0,199.7,34.3920048848566,0.1722183519522113,98,0.01950267901164177,10.849345732195982,184.06639896024342,1.2568218221680785,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1500,5000,0,977,-17049.4881863365,884795.8493374696,901845.3375238061,0.9810948868093621,0.345957011258956,-17.450857918461107,2617.739199223283,-1411.3385563752836,59703.77947321694,57656.70429525949,0.5970377947321694,5,2,0.4,195.4,60.80328938470352,0.3111734359503762,101,0.0,0.0,0.0,0.0,False,False,False
1982,252697.97132739448,1004354.732256619,751656.7609292247,1.336187984280219,0.5393541876892028,127.49645374742406,939.5273454224687,-823.2823230331048,23497.495545127545,19523.10330000741,0.23497495545127545,10,10,1.0,198.2,35.28399070400059,0.17802215289606754,93,0.029644084440609498,10.754251270825076,184.29920875820665,1.2528257524636575,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1750,7500,0,927,9978.62502776202,959831.6243391,949852.9993113381,1.0105054414051402,0.36785329018338725,10.764428293162913,2814.755496595601,-1620.9095551388023,63114.40222353651,61026.45749418691,0.6311440222353651,5,1,0.2,185.4,55.36280339722691,0.2986127475578582,99,0.7507046290605092,0.1581037715040072,5863.237740514652,0.06454016734177097,False,False,False
1986,250949.64947717445,1004142.9544866662,753193.3050094917,1.3331809348385166,0.5397784491440081,126.35934011942318,936.7005172450245,-824.0626969469275,23497.495545127545,19523.10330000741,0.23497495545127545,10,10,1.0,198.6,34.453446852238166,0.17348160549968866,96,0.023873314876038196,10.679846666859419,185.9577259814738,1.241652067276624,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1750,6000,0,945,-756.5796137987854,958146.340524416,958902.9201382147,0.999210994566906,0.3682539682539683,-0.8006133479352227,2753.2940819667124,-1606.202546295167,71266.76317836787,68669.43071323252,0.7126676317836786,5,2,0.4,189.0,57.0087712549569,0.3016337103436873,101,0.0,0.0,0.0,0.0,False,False,False
1986,250745.4646077018,1003346.9256948379,752601.4610871361,1.333171642060725,0.5478348439073515,126.25652799984985,922.1938655283437,-838.0862595625123,23678.202330695203,20679.91656096527,0.23678202330695203,10,10,1.0,198.6,34.00646997263903,0.17123096662960238,98,0.017910593146824385,10.58971712065524,187.54042033155991,1.2358985800461426,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2000,4500,0,969,-26332.68482584013,996763.8342000163,1023096.5190258564,0.9742617784968003,0.40454076367389064,-27.175113339360298,2542.764883163307,-1773.1308821938585,94384.84823391192,91787.51576877657,0.9438484823391192,5,2,0.4,193.8,61.081584786251256,0.3151784560694079,101,0.0,0.0,0.0,0.0,False,False,False
1971,265990.5650137109,1036015.1411139134,770024.5761002025,1.3454312670912698,0.5520040588533739,134.9520877796605,952.219798817935,-872.0550125710108,27533.774417324166,23166.211197767843,0.27533774417324164,10,10,1.0,197.1,34.82082710103251,0.17666578945221975,93,0.02252335529153519,9.660519512586347,204.02629459337612,1.2250394863202907,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2250,6000,0,925,21310.32511446879,1059948.8513235415,1038638.5262090727,1.0205175569524167,0.4183783783783784,23.03818931293923,2738.8859207326655,-1930.5548814295032,91905.39267746871,90000.19919786497,0.9190539267746871,5,3,0.6,185.0,56.19608527290847,0.3037626230968025,99,0.2811313280214749,0.23187241241931142,3989.262846531551,0.11446723697553954,False,False,False
1978,245264.66655818647,994930.0084867999,749665.3419286133,1.327165540195857,0.5394337714863499,123.99629249655534,932.4554906155576,-822.9037781872813,23497.495545127545,19523.10330000741,0.23497495545127545,10,10,1.0,197.8,35.79050153322805,0.1809428793388678,91,0.046907346254565954,10.437906715936997,189.5015977657583,1.2184319162119388,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1750,0,0,909,24230.09656597382,960011.0958773119,935780.999311338,1.0258929136024406,0.3641364136413641,26.65577179975118,2900.3356370915767,-1618.998268704737,60288.62562093703,58200.68089158743,0.6028862562093703,5,2,0.4,181.8,56.00857077269514,0.3080779470445277,93,0.6766568160676749,0.4019016243349093,2261.7475147164864,0.16352227652373913,False,False,False
1964,272632.96791148535,1040022.1869149436,767389.2190034583,1.3552733882103922,0.5524439918533605,138.81515677774203,958.5457943916531,-873.0252775921027,29581.34760850572,25213.784388949396,0.2958134760850572,10,10,1.0,196.4,35.88648770777102,0.18272142417398685,89,0.03664633839603631,9.21638092759146,213.0988308133285,1.2157135721647918,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2250,10000,0,894,35330.039060289295,1054160.1311898243,1018830.092129535,1.0346770666995546,0.41387024608501116,39.51905935155402,2849.0814356481737,-1944.3322368884255,74532.03859828562,72444.09386893602,0.7453203859828562,5,2,0.4,178.8,54.090294878101744,0.3025184277298755,94,0.2827905166747979,0.4740248586344444,1885.9770404771737,0.2180411446897768,False,False,False
2004,247847.19839463886,971124.3016453104,723277.1032506715,1.3426725348842414,0.5339321357285429,123.67624670391162,907.5928052759909,-774.3866201827318,23587.9255327438,19476.61913589234,0.235879255327438,10,10,1.0,200.4,34.23214863253547,0.1708191049527718,100,0.01812003536489095,10.507375820336021,190.72316763634262,1.2129552471686602,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,1500,4500,0,990,-23161.162165576243,881820.1823222324,904981.3444878086,0.9744070280490867,0.3474747474747475,-23.39511329856186,2563.4307625646293,-1400.8999140678152,62948.35058059677,60945.79586817522,0.6294835058059677,5,2,0.4,198.0,62.42115026175023,0.3152583346553042,101,0.0,0.0,0.0,0.0,False,False,False
1966,268646.5335230407,1036477.4444419841,767830.9109189435,1.3498772056487323,0.551881993896236,136.6462530636016,955.2787506377733,-871.5447343007304,29581.34760850575,25213.784388949425,0.2958134760850575,10,10,1.0,196.6,35.61516530917693,0.18115546952785824,90,0.02788422356232461,9.081619170243439,216.48122026981008,1.1967187754638742,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2250,7500,0,904,25241.413568007578,1058711.5874946176,1033470.17392661,1.0244239400466724,0.4170353982300885,27.921917663725196,2808.253547731081,-1961.0439732952752,76398.49510823096,74310.55037888135,0.7639849510823096,5,2,0.4,180.8,53.95701993253519,0.29843484475959725,97,0.29677418738126954,0.3303915022442391,2736.1478544678967,0.15216199539286235,False,False,False
1962,266998.67748186254,1032128.8964853208,765130.219003458,1.3489584790280724,0.5524974515800204,136.084952844986,952.1484284919933,-871.4467186827541,29581.34760850572,25213.784388949396,0.2958134760850572,10,10,1.0,196.2,36.138068570414774,0.18418995193891324,88,0.04308903230068262,9.025913255050309,217.3741254273847,1.191803027719393,2012-01-10 11:15:00,2021-06-02 13:15:00,RBB_U,5,10,1.5,1,66,103,81,128,11,6,4,2250,0,0,884,56112.31962840541,1070064.8697938137,1013952.5501654083,1.0553401829496376,0.415158371040724,63.4754746927663,2915.7080920812364,-1961.2235012870567,73072.71850563148,70984.77377628187,0.7307271850563147,5,2,0.4,176.8,54.68966995694891,0.3093307124261816,90,0.29219002357985524,0.7678969768187974,1151.1960935986335,0.3536972471987005,False,False,False
