symbol,timeframe,gates_failed,engine,good,gate_reason,expected_avg_trade,wf_efficiency_used,oos_avg_trade,oos_net_profit,oos_max_dd,oos_n_trades,oos_profit_factor,avg_trade,net_profit,max_dd,n_trades,unger_score,oos_unger_score,wf_mean_unger,ms_blocks_positive,ms_blocks_total,ms_min_avg_trade,plateau_ratio,plateau_min,np_dd,oos_np_dd,recovery_trades,oos_recovery_trades,pattern_null_p,pattern_null_median_avg,pattern_avg_trade,pattern_none_avg_trade,pattern_vs_none_avg,pattern_null_valid_draws,pattern_null_draws,pattern_null_min_trades,wfo_measured,wfo_efficiency,wfo_net_profit,wfo_avg_trade,wfo_positive_windows,wfo_total_windows,mc_dd_p95,mc_dd_worst,passes_multisplit,passes_plateau,passes_expectancy,passes_null,passes_pattern_useful,passes_wfo,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,p_long_offset_ticks,p_short_offset_ticks,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_max_bars,p_level_choice,p_level_shift,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_dvol_min,p_breakeven,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_level_source,p_n_sess,p_lev_include_sess0,p_bb_length,p_bb_num_devs,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time
NQ,15m,0,TF_M,True,—,286.1051360206123,0.48930597114620883,584.7162162162163,86538.0,22911.0,148,1.3669258753593447,502.43203883495147,103501.0,21307.0,206,5.184650995699118,5.818706753356763,5.274963881078684,3.0,3.0,269.84615384615387,0.9437571300377805,0.7757019716518598,4.857605481766556,3.7771376194840904,42.40772552922194,39.18311030992165,0.034482758620689655,-18.891304347826086,584.7162162162163,0.6102819237147595,584.1059342925015,57.0,200.0,74.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,53556.1,99075.0,True,True,True,True,True,True,,,,,,,2500,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,920.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,283.33045547473074,0.3376628437813161,839.0927835051547,81392.0,29046.0,97,1.7187375820138993,85.31192660550458,18598.0,14506.0,218,1.066938208002847,7.416007736131658,3.7404262718169763,2.0,3.0,-84.67567567567568,0.9946816439782121,0.20366143702932019,1.2820901695849993,2.802175858982304,170.0348424561781,34.61595734224494,0.03636363636363636,146.94966894849063,839.0927835051547,253.1459694989107,585.946814006244,54.0,200.0,49.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,35524.49999999999,55675.0,True,True,True,True,True,True,,,,,,,4000,4000,,,,47.0,48.0,35.0,50.0,10.0,5.0,-1.0,184.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,281.7059785954506,0.48930597114620883,575.7256097560976,94419.0,22054.0,164,1.4711362377561663,270.04833836858006,89386.0,15890.0,331,3.2268807438659843,5.839494019205453,5.157033887078131,3.0,3.0,478.31481481481484,0.9945609633131879,0.5983273352989729,5.625298930144745,4.281264169765122,58.841317432260084,38.30644255923066,0.017857142857142856,-31.542662116040955,575.7256097560976,-36.95423023578363,612.6798399918812,55.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,37653.45,58828.0,True,True,True,True,True,True,,,,,,,4000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,279.47925252643387,0.48930597114620883,571.1748251748252,81678.0,29361.0,143,1.317042212518195,438.5438596491228,99988.0,29129.0,228,3.8703799519611835,5.020962648099042,4.513192863819372,3.0,3.0,307.47058823529414,1.126594053019645,0.861196463484218,3.4325929486079163,2.781853479104935,66.4220906508781,51.404576507749944,0.034482758620689655,-78.76744186046511,571.1748251748252,-127.45034246575342,698.6251676405786,57.0,200.0,72.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,58877.64999999999,96855.0,True,True,True,True,True,True,,,,,,,3000,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,644.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,276.44788786146216,0.48930597114620883,564.9795918367347,110736.0,24081.0,196,1.4299993010414482,411.668449197861,76982.0,28915.0,187,3.6466101775149986,5.484017807710108,6.612797414642749,2.0,3.0,-9.0,0.9692014254686123,0.7012272718166761,2.6623551789728515,4.598480129562726,70.23856226130783,42.62277850021673,0.07407407407407407,120.47745901639344,564.9795918367347,105.98181818181818,458.9977736549165,53.0,200.0,98.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,50393.75,77319.0,True,True,True,True,True,True,,,,,,,2250,4500,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,275.17887915707354,0.3376628437813161,814.9516129032259,101054.0,27270.0,124,1.528237778614143,184.8586956521739,51021.0,21901.0,276,1.881530516138215,7.433487394815122,4.362310695166164,3.0,3.0,360.8611111111111,1.6576402569371789,0.20078249100927,2.3296196520706816,3.7056839017235057,118.47427529840654,33.46210936726898,0.06,156.61475409836066,814.9516129032259,238.73522975929978,576.2163831439261,49.0,200.0,62.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,45788.649999999994,63836.0,True,True,True,True,True,True,,,,,,,4000,6000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,184.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,268.81694325794064,0.48930597114620883,549.3841463414634,90099.0,19262.0,164,1.4933471318746303,270.18674698795184,89702.0,13653.0,332,3.4829990183341812,5.962505438470643,5.389664522983969,3.0,3.0,343.8703703703704,0.9230495821631008,0.5683815955868277,6.570131106716473,4.677551656110476,50.53171612673073,35.06107725945904,0.03508771929824561,16.22489239598278,549.3841463414634,4.532110091743119,544.8520362497203,56.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,33474.7,46258.0,True,True,True,True,True,True,,,,,,,3000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,264.9703766495219,0.48930597114620883,541.5228758169935,82853.0,28850.0,153,1.3288091467939789,282.72222222222223,76335.0,20256.0,270,2.9921713225280024,4.8022775132602575,4.0107022898413405,3.0,3.0,365.12280701754383,3.084484128827004,0.6357208534713263,3.7685130331753554,2.871854419410745,71.64629593240322,53.27568102543058,0.1076923076923077,108.86131929189818,541.5228758169935,185.70013947001394,355.8227363469796,64.0,200.0,77.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,52227.34999999996,82045.0,True,True,True,True,True,True,,,,,,,4000,4000,,,,47.0,1.0,12.0,21.0,18.0,17.0,-1.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,263.5226312296146,0.48930597114620883,538.5641025641025,84016.0,29742.0,156,1.4201871477226693,243.35649546827796,80551.0,12057.0,331,3.3383100259971865,4.703873919732686,4.57849464157754,3.0,3.0,309.1914893617021,0.9371124462672371,0.5454074527524249,6.680849299162312,2.8248268441933964,49.54459907387866,55.22462388116549,0.05172413793103448,27.8006993006993,538.5641025641025,74.42067988668555,464.143422677417,57.0,200.0,78.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,40730.24999999999,63816.0,True,True,True,True,True,True,,,,,,,2500,5000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,260.74651567287214,0.3376628437813161,772.2096774193549,95754.0,28286.0,124,1.5617882601425679,288.26600985221677,58518.0,23667.0,203,2.8224430388284985,6.915965626641156,4.864374408712402,2.0,3.0,-36.027027027027025,2.933032546349136,0.5831815440154493,2.472556724553175,3.385208230219897,82.10125089715984,36.629947573991686,0.12,254.1578947368421,772.2096774193549,319.5813492063492,452.62832821300566,49.0,200.0,62.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,50456.65,71457.0,True,True,True,True,True,True,,,,,,,5000,3000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,644.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,250.59108386892376,0.3376628437813161,742.1340206185567,71987.0,26043.0,97,1.703114774913804,84.72670807453416,13641.0,23139.0,161,0.8389795875276205,6.926920288159445,3.6183880990907147,3.0,3.0,143.77777777777777,1.3530300451090675,0.4424104144423624,0.5895241799559185,2.7641592750451176,273.1016054541456,35.092044396904996,0.03571428571428571,155.8793565683646,742.1340206185567,212.0,530.1340206185567,55.0,200.0,49.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,40510.299999999996,57589.0,True,True,True,True,True,True,,,,,,,4000,2500,,,,47.0,48.0,35.0,50.0,10.0,5.0,-1.0,644.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,245.06998031698762,0.48930597114620883,500.85221674876846,101673.0,20369.0,203,1.4990943229511817,305.1666666666667,69578.0,28955.0,228,2.701336358270964,5.286011466338162,4.115445721518733,3.0,3.0,161.8860759493671,0.8387820737606131,0.0271969912963623,2.4029701260576757,4.991555795571702,94.88257782632441,40.66868293450572,0.11764705882352941,143.69717888884088,500.85221674876846,152.57627118644066,348.2759455623278,50.0,200.0,102.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,43802.399999999994,66756.0,True,True,True,True,True,True,,,,,,,1500,4500,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,243.46835006401358,0.48930597114620883,497.57894736842104,94540.0,28590.0,190,1.3570079905744452,106.70532915360502,34039.0,21279.0,319,1.1018281334245414,4.432597263493332,3.1512940590569745,2.0,3.0,-93.41558441558442,0.9885947264284126,0.4947228187599808,1.5996522392969594,3.3067506121021335,199.41834366461998,57.45821874338904,0.037037037037037035,51.473684210526315,497.57894736842104,83.54452926208651,414.03441810633456,53.0,200.0,95.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,61630.44999999997,88214.0,True,True,True,True,True,True,,,,,,,2250,5000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,644.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,240.46997082730206,0.3376628437813161,712.16,89020.0,20552.0,125,1.6231449851598814,257.13718411552344,71227.0,13390.0,277,3.3471713831589898,7.482623369359729,5.674264768853715,3.0,3.0,239.51351351351352,1.1881197151504048,0.45161154280369464,5.319417475728155,4.331451926819774,52.073371053111885,28.858683441923166,0.04,155.25,712.16,260.12683823529414,452.0331617647058,49.0,200.0,63.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,31735.1,53358.0,True,True,True,True,True,True,,,,,,,4000,3000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,184.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,231.4215467863363,0.48930597114620883,472.9587628865979,91754.0,23934.0,194,1.348285220824081,126.42553191489361,35652.0,28963.0,282,1.118964663982326,4.604887108956133,2.357424389924637,3.0,3.0,107.88311688311688,0.8340513718504541,0.0,1.2309498325449713,3.8336258042951448,229.09138337260183,50.60483466660854,0.14814814814814814,164.38709677419354,472.9587628865979,160.08212560386474,312.8766372827332,53.0,200.0,97.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,59724.0,89785.0,True,True,True,True,True,True,,,,,,,2500,4000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,920.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,230.61229105960405,0.48930597114620883,471.3048780487805,77294.0,27679.0,164,1.3586545466356705,344.5512367491166,97508.0,22098.0,283,3.491247865451592,4.267073185519033,5.085642992391554,2.0,3.0,-9.0,1.0721173426854473,0.9829037837188451,4.41252602045434,2.7925141804255933,64.13559913032778,58.72843946490025,0.03571428571428571,-11.529761904761905,471.3048780487805,-36.640949554896146,507.94582760367666,55.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,46004.849999999984,70473.0,True,True,True,True,True,True,,,,,,,5000,2500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,228.78206122065038,0.48930597114620883,467.5644171779141,76213.0,20066.0,163,1.4097142703545413,297.1937716262976,85889.0,20987.0,289,3.0900668640845197,4.971808626707242,4.819357913405554,3.0,3.0,191.0,1.0517382825370818,0.9389554922733072,4.09248582455806,3.7981162164855977,70.61722688586431,42.916011704039995,0.03508771929824561,49.95182922042237,467.5644171779141,20.902088772845953,446.66232840506814,56.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,36927.45,55629.0,True,True,True,True,True,True,,,,,,,2500,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,227.2505749250709,0.3376628437813161,673.0103092783505,65282.0,25532.0,97,1.6209822405281231,72.39269406392694,15854.0,13206.0,219,0.9488825220503668,6.344284552894188,3.3012717180161273,3.0,3.0,47.08108108108108,0.9319123072685156,0.16810471468868307,1.2005149174617598,2.556869810433965,182.42172322442286,37.93701173370914,0.03571428571428571,138.57575757575756,673.0103092783505,216.11111111111111,456.89919816723943,55.0,200.0,49.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,35247.84999999998,49663.0,True,True,True,True,True,True,,,,,,,4000,3000,,,,47.0,48.0,35.0,50.0,10.0,5.0,-1.0,184.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,225.02637939712872,0.48930597114620883,459.8888888888889,91058.0,24251.0,198,1.4369343864262338,207.09634551495017,62336.0,26333.0,301,1.9223197165469341,4.4482731316217,3.5940213354462642,3.0,3.0,74.33333333333333,0.8773179324633921,0.09114673052400635,2.3672198382258003,3.754814234464558,127.1533784650924,52.73230248852379,0.07692307692307693,68.40585774058577,459.8888888888889,2.0981308411214954,457.79075804776744,51.0,200.0,99.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,47051.1,65090.0,True,True,True,True,True,True,,,,,,,1500,5000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,920.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,215.3367181405595,0.48930597114620883,440.0860215053763,81856.0,28456.0,186,1.3867645043776549,186.95671981776766,82074.0,28855.0,439,1.657806717336197,3.929651192552826,3.559131663454269,3.0,3.0,216.4794520547945,0.7868189046487918,0.2486036781999667,2.844359729682897,2.876581388810796,154.34053415210664,64.66008600469117,0.12727272727272726,-4.197604035308953,440.0860215053763,78.2707423580786,361.8152791472977,54.0,200.0,93.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,57583.899999999994,100826.0,True,True,True,True,True,True,,,,,,,1500,10000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,210.4447416491474,0.48930597114620883,430.0882352941176,73115.0,16843.0,170,1.5236488906077665,145.5026178010471,55582.0,8383.0,382,2.3937259534637327,4.991731226897549,2.8849386434787707,3.0,3.0,389.0952380952381,0.9371975890324559,0.4592332385853168,6.630323273291185,4.340972510835362,57.614083696160634,39.161731518840185,0.1206896551724138,128.44498777506112,430.0882352941176,155.89746682750302,274.1907684666146,57.0,200.0,85.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,31563.549999999996,55550.0,True,True,True,True,True,True,,,,,,,5000,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,48.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,205.65845656242033,0.3376628437813161,609.0645161290323,75524.0,19051.0,124,1.4453459916855853,199.75,55131.0,15099.0,276,2.4485898792761405,6.64672582356272,4.111633570827934,3.0,3.0,280.4791666666667,1.276334315087125,0.3180450254732511,3.6513014106894497,3.9643063356254267,75.58948685857321,31.27911657221545,0.06,144.97435897435898,609.0645161290323,217.3905325443787,391.6739835846536,49.0,200.0,62.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,40714.64999999999,60705.0,True,True,True,True,True,True,,,,,,,4000,4000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,184.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,202.4801664480451,0.48930597114620883,413.81094527363183,83176.0,25983.0,201,1.3555335182755068,109.094688221709,47238.0,27956.0,433,0.9828097227922341,3.8668798809716853,3.0657102732933406,3.0,3.0,75.57142857142857,0.8141825557844853,0.2965796389705239,1.6897267134067822,3.2011699957664628,256.25445615817773,62.78954265653554,0.058823529411764705,16.137159309021115,413.81094527363183,-7.635280095351609,421.44622536898345,50.0,200.0,101.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,55132.1,92864.0,True,True,True,True,True,True,,,,,,,1750,5000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,201.33591353676476,0.3376628437813161,596.2631578947369,56645.0,24856.0,95,2.3092569051196117,947.1111111111111,102288.0,18382.0,108,10.522232781518147,5.696730971952221,10.464396745769074,2.0,3.0,-120.11111111111111,0.914118518444591,0.2170883522536409,5.564574039821564,2.2789266173157388,19.408493664946036,41.68629181745961,0.07272727272727272,197.5445245681704,596.2631578947369,209.65145228215766,386.6117056125792,54.0,200.0,48.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,21567.0,37906.0,True,True,True,True,True,True,,,,,,,500,10000,,,,47.0,48.0,35.0,50.0,10.0,5.0,-1.0,0.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,199.55874067475781,0.3376628437813161,591.0,73875.0,24404.0,125,1.4910269192422732,589.993288590604,87909.0,17734.0,149,6.673398724521809,5.698497044827016,9.077565725105847,3.0,3.0,72.08108108108108,1.415316320655237,0.6831240141240774,4.957088079395511,3.0271676774299294,30.057969036162394,41.2927241962775,0.08,201.93434343434345,591.0,197.94444444444446,393.05555555555554,49.0,200.0,63.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,36468.9,60737.0,True,True,True,True,True,True,,,,,,,3000,3000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,198.645805352083,0.48930597114620883,405.9746192893401,79977.0,22831.0,197,1.3133072430043837,98.48263888888889,28363.0,29390.0,288,0.8652930965140624,4.047061190511521,2.059086427646498,2.0,3.0,-15.41025641025641,0.8482039952843559,0.08279168452926787,0.9650561415447431,3.5030003066006747,298.42823396678773,56.237505782912585,0.1111111111111111,133.4585635359116,405.9746192893401,113.32205367561261,292.6525656137275,53.0,200.0,99.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,62395.549999999996,100121.0,True,True,True,True,True,True,,,,,,,2250,4000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,920.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,198.2744548962265,0.48930597114620883,405.2156862745098,82664.0,20369.0,204,1.4118845822309252,313.46963562753035,77427.0,27809.0,247,2.8314320761501683,4.2766602449951385,4.080985634837637,3.0,3.0,101.90277777777777,0.770284405485687,0.0,2.784242511417167,4.058323923609406,88.71353662159196,50.26705700183877,0.11764705882352941,105.43560338743825,405.2156862745098,127.36563876651982,277.85004750799,50.0,200.0,102.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,42607.049999999996,68217.0,True,True,True,True,True,True,,,,,,,1500,4000,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,197.8285674256304,0.3376628437813161,585.8760330578513,70891.0,21070.0,121,2.2547301722154374,218.30337078651687,58287.0,22291.0,267,2.202414310910602,6.079625377707339,3.9132484756805312,3.0,3.0,295.3243243243243,1.0807582182739364,0.8185328814994615,2.6148221255215107,3.364546748932131,102.11019609861546,35.963239339267325,0.09090909090909091,288.3333333333333,585.8760330578513,398.3492462311558,187.52678682669546,43.0,200.0,61.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,27738.249999999996,42799.0,True,True,True,True,True,True,,,,,,,500,0,,,,47.0,7.0,-34.0,28.0,13.0,6.0,-1.0,644.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,197.15786619703954,0.48930597114620883,402.9337016574586,72931.0,21485.0,181,1.4465855928674651,60.14942528735632,26165.0,15726.0,435,0.7224797868228485,4.140657123595152,2.10445955544266,3.0,3.0,157.85185185185185,3.256065287153732,0.641300655650229,1.6638051634236297,3.3945077961368395,261.4488820944009,53.321427102329594,0.1016949152542373,106.35054347826087,402.9337016574586,134.35952848722985,268.57417317022873,58.0,200.0,91.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,42153.25,59888.0,True,True,True,True,True,True,,,,,,,5000,6000,,,,47.0,1.0,12.0,21.0,18.0,17.0,-1.0,48.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,196.2713658895256,0.48930597114620883,401.1219512195122,65784.0,20418.0,164,1.353510167232707,306.22569444444446,88193.0,23793.0,288,2.9903386944097314,4.22837195947995,4.688884934975592,3.0,3.0,143.96296296296296,1.080372737027636,0.9494693758037972,3.7066784348337745,3.221863062004114,77.69759504722597,50.9022254651587,0.03508771929824561,30.670485941817,401.1219512195122,14.688741721854305,386.4332094976579,56.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,37230.1,54915.0,True,True,True,True,True,True,,,,,,,3000,2500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,191.8350354685789,0.3376628437813161,568.1259842519685,72152.0,26552.0,127,1.5330220738157856,316.0358422939068,88174.0,11208.0,279,4.496510720613356,5.251693694970921,5.83690495685641,2.0,3.0,-122.28947368421052,1.0098834005030413,0.2137209167829833,7.8670592433975735,2.71738475444411,35.464331889219046,46.736112651069966,0.061224489795918366,119.22298228001773,568.1259842519685,198.70125223613596,369.42473201583255,48.0,200.0,64.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,30008.899999999998,45617.0,True,True,True,True,True,True,,,,,,,4000,2500,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,184.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,TF_M,True,—,189.52849092129128,0.48930597114620883,387.3414634146341,63524.0,28908.0,164,1.3013944308169685,364.50877192982455,103885.0,20377.0,285,3.846282828695692,3.431534113719143,4.713850620418805,3.0,3.0,40.18032786885246,1.016982789042184,0.777461988000446,5.098149874858909,2.1974539919745397,55.90263271887183,74.63182419243121,0.05263157894736842,52.06837606837607,387.3414634146341,5.80225988700565,381.53920352762844,56.0,200.0,82.0,True,0.48930597114620883,43596.0,360.297520661157,2.0,4.0,41554.29999999998,64549.0,True,True,True,True,True,True,,,,,,,4000,2500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,188.26547917686173,0.3376628437813161,557.5546218487395,66349.0,22386.0,119,1.33923358130736,136.63451776649745,26917.0,26193.0,197,1.271660441429384,5.613096714035303,3.1004694582202137,3.0,3.0,54.829787234042556,4.26029798173015,0.0956157811313951,1.0276409727789868,2.9638613419101225,191.70119255489098,40.15032630484257,0.11538461538461539,79.91566265060241,557.5546218487395,128.61111111111111,428.94351073762846,51.0,200.0,60.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,61098.45,91589.0,True,True,True,True,True,True,,,,,,,3000,5000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,644.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
NQ,15m,0,BO,True,—,188.17623513438764,0.3376628437813161,557.2903225806451,69104.0,20776.0,124,1.3667940552016986,235.5108695652174,65001.0,16352.0,276,2.7741431746024747,5.823765614838249,4.361723355255004,3.0,3.0,441.8333333333333,1.2845775076159018,0.3063047218522069,3.9751100782778863,3.326145552560647,69.4320395070845,37.28038897893031,0.12,110.17647058823529,557.2903225806451,169.41995841995842,387.8703641606867,49.0,200.0,62.0,True,0.3376628437813161,39555.0,226.02857142857144,4.0,5.0,45543.3,69486.0,True,True,True,True,True,True,,,,,,,4000,5000,,,,47.0,7.0,-1.0,38.0,5.0,4.0,-1.0,184.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
