n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_stop_loss,p_take_profit,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
1836,214386.0,844031.0,629645.0,1.3404870998737384,0.5506535947712419,116.76797385620915,834.8476755687439,-763.2060606060606,20012.0,18362.0,0.20012,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.027944921776608546,10.71287227663402,171.38260893901654,1.2433169432278017,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2000,6000,692,33792.0,767291.0,733499.0,1.0460695924602488,0.41329479768786126,48.83236994219653,2682.835664335664,-1806.6477832512314,49625.0,45913.0,0.49625,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.17729048295454544,0.6809471032745592,1016.2316524621212,0.33018770437507805,False,False,False
1871,222991.0,921221.0,698230.0,1.319366111453246,0.5563869588455371,119.18278995189738,884.938520653218,-841.2409638554217,20876.0,19016.0,0.20876,10,10,1.0,187.1,36.53614648536433,0.19527603680045072,80,0.026866555152450098,10.681691894999043,175.15951764869436,1.2424910188628226,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,2000,6000,777,67637.0,928553.0,860916.0,1.0785639946289767,0.3963963963963964,87.04890604890605,3014.7824675324673,-1835.641791044776,46493.0,42806.0,0.46493,5,4,0.8,155.4,48.10654841079331,0.3095659485894035,79,0.08857577952895604,1.454778138644527,534.1020595236336,0.6080970368660761,True,False,False
1836,205901.0,836197.0,630296.0,1.326673499435186,0.5484749455337691,112.14651416122004,830.3843098311818,-760.3088057901085,18502.0,17122.0,0.18502,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.021811453076964173,11.12858069397903,164.9806071850064,1.2418804642819683,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,1500,4500,692,33967.0,686773.0,652806.0,1.0520323036246604,0.3439306358381503,49.085260115606935,2885.6008403361343,-1437.8986784140968,36251.0,30661.0,0.36251,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.1322165631348073,0.9369948415216132,738.5312803603498,0.38832419963525305,False,False,False
1896,209141.0,870574.0,661433.0,1.316193779264113,0.5295358649789029,110.30643459915612,867.105577689243,-741.5168161434977,17907.0,15341.0,0.17907,10,10,1.0,189.6,35.71890255872932,0.18839083628021794,84,0.023864282947867705,11.679287429496846,162.3386710401117,1.241631680327899,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,1250,5000,831,100121.0,802409.0,702288.0,1.1425640193197093,0.31167268351383876,120.48255114320096,3098.104247104247,-1227.7762237762238,31352.0,29686.0,0.31352,5,4,0.8,166.2,52.2203025651901,0.3142015798146216,84,0.04984968188491925,3.193448583822404,260.22025349327316,1.0249316025767365,True,False,False
1948,225563.0,902132.0,676569.0,1.3333924551671743,0.5503080082135524,115.79209445585215,841.5410447761194,-772.3390410958904,19761.0,17821.0,0.19761,10,10,1.0,194.8,35.96331464145094,0.18461660493557977,87,0.044293611984235,11.414553919336067,170.6593191259205,1.240731490848345,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,8,1,5,83,5,14,28,28,3,1,152,103,152,153,4,4,2250,10000,827,48402.0,860881.0,812479.0,1.059573232046613,0.44256348246674726,58.52720677146312,2352.1338797814205,-1762.4273318872017,69963.0,67301.0,0.69963,5,2,0.4,165.4,52.20957766540542,0.31565645505081874,85,0.20641709020288418,0.6918228206337635,1195.392773025908,0.33329357414970007,True,False,False
1836,241246.0,952868.0,711622.0,1.3390086309866756,0.5735294117647058,131.39760348583877,904.9078822412156,-908.8403575989782,25457.0,23662.0,0.25457,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.02566260165971664,9.476607612837334,193.74021538180946,1.2404726339295857,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,4000,6000,692,61602.0,979439.0,917837.0,1.0671164923619336,0.5043352601156069,89.02023121387283,2806.41547277937,-2675.9096209912536,55281.0,49233.0,0.55281,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.09725333593065161,1.1143430835187496,620.9936690367196,0.5703009924271881,True,False,False
1836,242501.0,950864.0,708363.0,1.342340014935845,0.5686274509803921,132.08115468409585,910.7892720306513,-894.3977272727273,25759.0,22959.0,0.25759,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.04119983010379338,9.414224154664389,195.02403701428037,1.2395947039585784,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,3000,10000,692,68772.0,941972.0,873200.0,1.0787585890975722,0.4653179190751445,99.38150289017341,2925.3788819875776,-2360.0,60078.0,56978.0,0.60078,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.14527714767637992,1.144711874563068,604.5189321235387,0.6107327108612276,True,False,False
1836,215806.0,840371.0,624565.0,1.3455300889419035,0.5452069716775599,117.54139433551198,839.5314685314685,-747.9820359281437,20427.0,18777.0,0.20427,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.04629621048534332,10.56474274244872,173.7855852015236,1.2387734776056245,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1750,10000,692,27812.0,730713.0,702901.0,1.0395674497546596,0.3800578034682081,40.190751445086704,2778.3764258555134,-1638.4638694638695,40846.0,35826.0,0.40846,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.35923342442111317,0.6808989864368604,1016.3034661297282,0.29953992341841384,False,False,False
1836,194151.0,809532.0,615381.0,1.3154972285462176,0.5348583877995643,105.74673202614379,824.3706720977597,-720.5866510538642,16534.0,15584.0,0.16534,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.02313148013659471,11.74253054312326,156.35471359920888,1.2387433696205974,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,1250,4500,692,18672.0,608893.0,590221.0,1.0316356076791575,0.30057803468208094,26.982658959537574,2927.3701923076924,-1219.4648760330579,34849.0,29759.0,0.34849,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.24052056555269924,0.5357972969095239,1291.533204798629,0.21771729943834162,False,False,False
1836,213866.0,855812.0,641946.0,1.3331526327759655,0.553921568627451,116.48474945533769,841.5063913470993,-783.8168498168499,20174.0,17374.0,0.20174,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.028012867870535755,10.60107068504015,173.19005358495505,1.2353113062109051,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2250,6000,692,33302.0,803323.0,770021.0,1.0432481711537738,0.43786127167630057,48.1242774566474,2651.2310231023102,-1979.4884318766067,70110.0,67148.0,0.7011,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.17989910515884933,0.4749964341748681,1456.8530418593477,0.2737647913348497,False,False,False
1887,211882.0,891699.0,679817.0,1.3116750537276944,0.5426603073661898,112.28510863804982,870.7998046875,-787.7369640787949,18911.0,17981.0,0.18911,10,10,1.0,188.7,35.44023137621988,0.18781256691160508,84,0.021455338348703525,11.204166886996985,168.4194834860913,1.2298956653187902,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,1500,4500,811,74251.0,837249.0,762998.0,1.097314802922157,0.35018495684340323,91.55487053020961,2948.0598591549297,-1447.8140417457305,31868.0,29502.0,0.31868,5,4,0.8,162.2,49.80923609131142,0.3070853026591333,86,0.06048403388506552,2.3299548136061254,348.0754198596652,0.7725158579561188,True,False,False
1836,214196.0,838761.0,624565.0,1.3429522947971788,0.5452069716775599,116.66448801742919,837.9230769230769,-747.9820359281437,20427.0,18777.0,0.20427,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.034972641879400176,10.485925490772017,175.09184111748118,1.2295317266860715,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1750,7500,692,38397.0,739539.0,701142.0,1.0547635143808245,0.3815028901734104,55.48699421965318,2801.284090909091,-1638.1822429906542,39740.0,37127.0,0.3974,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.19509336666927105,0.96620533467539,716.2038700940178,0.4192572898094635,False,False,False
1836,240121.0,948484.0,708363.0,1.3389801556546572,0.5686274509803921,130.78485838779957,908.5095785440614,-894.3977272727273,25759.0,22959.0,0.25759,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.03119677162763773,9.321829263558367,196.95705082021146,1.2274288349707334,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,3000,7500,692,84097.0,951279.0,867182.0,1.0969773357841837,0.4682080924855491,121.52745664739885,2936.046296296296,-2356.4728260869565,52190.0,48753.0,0.5219,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.08907571019180233,1.611362329948266,429.4502776555644,0.8012796538271281,True,False,False
1880,206455.0,894221.0,687766.0,1.3001820386584972,0.5537234042553192,109.81648936170212,859.001921229587,-819.7449344457688,18247.0,15322.0,0.18247,10,10,1.0,188.0,35.65389179318297,0.18964836060203707,83,0.019331089099319465,11.31446265139475,166.1590177036158,1.224546199068618,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,1750,4000,799,35674.0,848559.0,812885.0,1.0438856664841891,0.3867334167709637,44.64831038798498,2746.145631067961,-1658.9489795918366,44979.0,43459.0,0.44979,5,3,0.6,159.8,48.95875815418524,0.30637520747299896,84,0.11187419409093458,0.7931256808732964,1007.4065425800303,0.31710528884837214,False,False,False
1836,239171.0,947534.0,708363.0,1.337639035353343,0.5686274509803921,130.26742919389977,907.5996168582376,-894.3977272727273,25759.0,22959.0,0.25759,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.04003829895764955,9.284948949881596,197.73937475697306,1.2225727107949127,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,3000,0,692,72197.0,945397.0,873200.0,1.08268094365552,0.4653179190751445,104.33092485549133,2936.0155279503106,-2360.0,59493.0,56393.0,0.59493,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.2284166932143995,1.2135377271275611,570.2336108148538,0.6442930955052059,True,False,False
1836,221766.0,872180.0,650414.0,1.3409612954210703,0.5555555555555556,120.7875816993464,855.0784313725491,-797.0759803921569,22174.0,19374.0,0.22174,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.03377884797489245,10.001172544421394,183.57847460837098,1.2218098425794603,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2500,7500,692,52412.0,847501.0,795089.0,1.065919664339464,0.45664739884393063,75.73988439306359,2681.965189873418,-2114.598404255319,66849.0,64814.0,0.66849,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.14292528428604137,0.7840356624631633,882.6129130733419,0.4412457496883699,True,False,False
1836,220751.0,871165.0,650414.0,1.3394007509063457,0.5555555555555556,120.23474945533769,854.0833333333334,-797.0759803921569,22174.0,19374.0,0.22174,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.04088769699797509,9.955398214124651,184.42255754220818,1.2162177455482737,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2500,0,692,39272.0,835920.0,796648.0,1.0492965525552063,0.4552023121387283,56.7514450867052,2653.714285714286,-2113.124668435013,77429.0,75394.0,0.77429,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.34365451212059483,0.5072001446486458,1364.3529232022815,0.307205123242006,False,False,False
1836,211726.0,836291.0,624565.0,1.3389975422894334,0.5452069716775599,115.31917211328977,835.4555444555444,-747.9820359281437,20427.0,18777.0,0.20427,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.042630569698572686,10.365007098448132,177.13446624410795,1.2153533883188068,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1750,0,692,25057.0,727958.0,702901.0,1.0356479788761148,0.3800578034682081,36.209537572254334,2767.9011406844106,-1638.4638694638695,41406.0,37001.0,0.41406,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.5386119647204374,0.605153842438294,1143.5108752045337,0.26803696657765164,False,False,False
1836,207801.0,882237.0,674436.0,1.3081107770047862,0.5648148148148148,113.18137254901961,850.7589199614272,-844.1001251564455,19759.0,16959.0,0.19759,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.01920587485142035,10.516777164836277,174.57819741002209,1.2128185486532894,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,2250,4000,692,34512.0,805467.0,770955.0,1.0447652586726852,0.43641618497109824,49.872832369942195,2667.109271523179,-1976.8076923076924,52386.0,50444.0,0.52386,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.11564093648585999,0.6588019699919826,1050.3915159944368,0.32821601532767214,False,False,False
1871,216536.0,914522.0,697986.0,1.3102297180745746,0.5569214323890967,115.73276322822021,877.6602687140115,-841.9613992762364,20876.0,19016.0,0.20876,10,10,1.0,187.1,36.53614648536433,0.19527603680045072,80,0.023049285107326265,10.372485150411956,180.38107289319098,1.2065241882429343,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,2000,5000,778,72533.0,923404.0,850871.0,1.0852455895194453,0.40359897172236503,93.23007712082263,2940.7770700636943,-1833.7737068965516,38078.0,33716.0,0.38078,5,4,0.8,155.6,48.22281617657766,0.30991527105769706,79,0.06881005886975583,1.9048531960712223,408.4304247721726,0.7196516631049363,True,False,False
1948,243623.0,1042172.0,798549.0,1.3050820926455358,0.555441478439425,125.06314168377824,963.1903881700555,-922.1120092378753,24515.0,21936.0,0.24515,10,10,1.0,194.8,35.96331464145094,0.18461660493557977,87,0.04101008525467628,9.937711605139711,196.02098324049862,1.2031415913937962,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,8,1,5,91,5,14,28,28,3,1,152,153,52,141,4,4,2250,10000,827,36747.0,1038858.0,1002111.0,1.0366695904944663,0.4026602176541717,44.43409915356711,3119.6936936936936,-2028.5647773279352,68185.0,64748.0,0.68185,5,3,0.6,165.4,52.20957766540542,0.31565645505081874,85,0.27188614036519987,0.5389308498936717,1534.5196886820693,0.2563157610260932,False,False,False
1836,192061.0,798467.0,606406.0,1.3167201511858393,0.5375816993464052,104.60838779956427,808.983789260385,-714.2591283863369,17177.0,15527.0,0.17177,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.02598653552777503,11.181288932875356,164.20289387225932,1.2022539309617541,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1500,5000,692,27212.0,669871.0,642659.0,1.042342828778559,0.3554913294797688,39.323699421965316,2723.0528455284552,-1440.939461883408,48449.0,46147.0,0.48449,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.18341173011906511,0.5616627794175318,1232.0560047038073,0.26910100130048387,False,False,False
1860,232095.0,957174.0,725079.0,1.3200961550396577,0.5693548387096774,124.78225806451613,903.8470254957507,-905.2172284644195,24571.0,21711.0,0.24571,10,10,1.0,186.0,37.49133233162033,0.2015663028581738,77,0.02581270600400698,9.445891498107525,196.9110062689847,1.199070667462505,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,3000,6000,748,56678.0,1016644.0,959966.0,1.0590416743926347,0.46657754010695185,75.77272727272727,2913.0200573065904,-2405.9298245614036,59673.0,57148.0,0.59673,5,3,0.6,149.6,44.53133728061622,0.29766936684903894,77,0.10570238893397792,0.9498097967254873,787.5260947810439,0.46722636083548225,True,False,False
1836,174816.0,762229.0,587413.0,1.2976032195405958,0.5277777777777778,95.2156862745098,786.6140350877193,-677.5236447520184,14342.0,13417.0,0.14342,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.025689868204283362,12.189094965834611,150.62644151565073,1.1975867918931982,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1250,4500,692,9572.0,589504.0,579932.0,1.0165053833897768,0.31647398843930635,13.832369942196532,2691.799086757991,-1226.0718816067654,41206.0,36736.0,0.41206,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.4691809444212286,0.2322962675338543,2978.954450480568,0.10264072737526267,False,False,False
1897,201687.0,863120.0,661433.0,1.304924308282169,0.5297838692672641,106.3189246178176,858.8258706467661,-741.5168161434977,17907.0,15341.0,0.17907,10,10,1.0,189.7,35.423297418506934,0.1867332494386238,85,0.022440712589309176,11.263025632434244,168.4272114712401,1.1967474563345737,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,1250,4500,833,90383.0,790153.0,699770.0,1.129161010046158,0.3157262905162065,108.5030012004802,3004.384030418251,-1227.6666666666667,32352.0,30686.0,0.32352,5,4,0.8,166.6,51.593022784093584,0.3096820095083649,86,0.049688547625106494,2.7937376360039563,298.1668676631667,0.9086456225274427,True,False,False
1959,234024.0,987273.0,753249.0,1.3106861077810923,0.5451761102603369,119.46094946401224,924.4129213483146,-845.3973063973064,22651.0,18506.0,0.22651,10,10,1.0,195.9,33.377986757742,0.17038278079500765,96,0.042692202509144364,10.331729283475344,189.61007845349195,1.1955992303241572,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,8,2,5,91,18,69,46,46,3,5,152,103,152,82,4,4,1750,10000,935,110065.0,1087296.0,977231.0,1.1126294601788114,0.36470588235294116,117.71657754010695,3188.551319648094,-1645.1700336700337,69244.0,66760.0,0.69244,5,4,0.8,187.0,58.45682167206835,0.31260332444956335,101,0.09077363376186799,1.5895240020796026,588.2264116658338,0.6738293255431225,True,False,False
1836,215846.0,871199.0,655353.0,1.3293583763254306,0.5550108932461874,117.56318082788671,854.954857703631,-802.1456548347613,22002.0,20352.0,0.22002,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.023122967300760727,9.81028997363876,187.15043132603802,1.1938330631037126,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,1750,5000,692,49527.0,754813.0,705286.0,1.0702225763732727,0.37283236994219654,71.57080924855491,2925.6317829457366,-1625.0829493087558,34913.0,30662.0,0.34913,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.10077331556524724,1.4185833357202189,487.8106083550387,0.5769599909800573,True,False,False
1860,227880.0,952715.0,724835.0,1.314388791931957,0.5698924731182796,122.51612903225806,898.7877358490566,-906.04375,24061.0,21201.0,0.24061,10,10,1.0,186.0,37.49133233162033,0.2015663028581738,77,0.021901878181499034,9.470928057852957,196.39046866771986,1.1897063638767407,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,3000,5000,749,71479.0,1017656.0,946177.0,1.0755450618647462,0.4753004005340454,95.43257676902537,2858.5842696629215,-2407.5750636132316,65128.0,63603.0,0.65128,5,3,0.6,149.8,44.64258057057186,0.29801455654587355,77,0.06982470375914604,1.0975156614666504,682.4503980189985,0.5632693683766707,True,False,False
1836,205136.0,834781.0,629645.0,1.3257962820319387,0.5506535947712419,111.72984749455338,825.698318496538,-763.2060606060606,20012.0,18362.0,0.20012,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.024330200452382808,10.25064961023386,179.1105997972077,1.1896722009178693,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2000,5000,692,47607.0,771091.0,723484.0,1.065802422721166,0.42052023121387283,68.79624277456648,2649.7972508591065,-1804.1995012468828,51144.0,48342.0,0.51144,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.10483752389354507,0.9308423275457531,743.4126914109269,0.4582165059479941,True,False,False
1836,213561.0,897071.0,683510.0,1.3124475135696625,0.5669934640522876,116.31862745098039,861.7396733909702,-859.7610062893082,21759.0,18959.0,0.21759,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.0210291204854819,9.814835240590101,187.06376164187282,1.18777220317734,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,2500,4500,692,49442.0,856971.0,807529.0,1.061226284133449,0.44942196531791906,71.44797687861272,2755.533762057878,-2119.498687664042,52155.0,48788.0,0.52155,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.0908337041381821,0.9479819767999234,729.9716839933659,0.4712434378378067,True,False,False
1849,249724.0,974062.0,724338.0,1.3447616996485066,0.5770686857760952,135.05895078420767,912.8978444236176,-926.2634271099744,29435.0,26960.0,0.29435,10,10,1.0,184.9,38.38085460226231,0.20757628232700004,75,0.02399048549598757,8.483913708170546,217.94186782207558,1.18575429425956,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,5000,6000,728,71838.0,1079480.0,1007642.0,1.0712931775372603,0.521978021978022,98.67857142857143,2840.7368421052633,-2895.522988505747,69639.0,62867.0,0.69639,5,4,0.8,145.6,45.433908042342125,0.31204607171938276,72,0.0833959742754531,1.0315771335027786,705.7155266015201,0.5632483720778483,True,False,False
1836,195221.0,825517.0,630296.0,1.3097290796705041,0.5484749455337691,106.32952069716775,819.7785501489573,-760.3088057901085,18502.0,17122.0,0.18502,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.020443497369647734,10.551345800454005,174.00623908288557,1.1774646364883614,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,1500,4000,692,19972.0,666742.0,646770.0,1.0308796017131283,0.34971098265895956,28.86127167630058,2755.1322314049585,-1437.2666666666667,34731.0,32091.0,0.34731,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.19982976166633287,0.5750482278080101,1203.3773282595635,0.23327068979044147,False,False,False
1836,184471.0,799852.0,615381.0,1.2997671361319247,0.5348583877995643,100.4744008714597,814.5132382892057,-720.5866510538642,16534.0,15584.0,0.16534,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.021634836912034956,11.157070279424216,164.55932910864038,1.1769819786520865,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,1250,4000,692,8657.0,593842.0,585185.0,1.0147936122764596,0.3063583815028902,12.510115606936417,2801.1415094339623,-1219.1354166666667,35939.0,34449.0,0.35939,5,2,0.4,138.4,45.95040805041888,0.33201161886140806,62,0.46101420815525007,0.24088038064498177,2872.7951946401754,0.09939892404789817,False,False,False
1836,203616.0,845562.0,641946.0,1.3171855576637288,0.553921568627451,110.90196078431373,831.4277286135693,-783.8168498168499,20174.0,17374.0,0.20174,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.02451182618261826,10.092990978487162,181.90841584158414,1.1761062858305653,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,2250,5000,692,52157.0,810114.0,757957.0,1.0688126107417704,0.44653179190751446,75.371387283237,2621.7281553398057,-1979.0,61576.0,58914.0,0.61576,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.09569185344249094,0.8470345589190593,816.9678470770941,0.45751372479698615,True,False,False
1836,228521.0,939999.0,711478.0,1.3211919412827944,0.5740740740740741,124.46677559912854,891.8396584440228,-909.8184143222506,25457.0,23662.0,0.25457,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.021840443547857746,8.976745099579684,204.52847659514882,1.1750414381097423,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,91,5,14,28,28,3,1,142,103,52,141,4,4,4000,5000,692,80402.0,979236.0,898834.0,1.089451444871912,0.5144508670520231,116.1878612716763,2750.6629213483147,-2675.1011904761904,60301.0,55450.0,0.60301,5,3,0.6,138.4,45.95040805041888,0.33201161886140806,62,0.06207557025944628,1.3333443889819405,518.9956966244621,0.7126919526851575,True,False,False
1836,202226.0,826791.0,624565.0,1.3237869557211819,0.5452069716775599,110.14488017429194,825.965034965035,-747.9820359281437,20427.0,18777.0,0.20427,10,10,1.0,183.6,39.49734168270062,0.21512713334804262,72,0.029625270736700522,9.899936358740883,185.45573764006605,1.1608213176754816,2012-01-10 01:30:00,2021-06-02 13:15:00,BIAS,7,1,5,83,5,14,28,28,3,1,142,103,52,141,4,4,1750,6000,692,23712.0,723095.0,699383.0,1.033904169818254,0.3829479768786127,34.26589595375722,2728.6603773584907,-1637.8992974238877,38160.0,35547.0,0.3816,5,4,0.8,138.4,45.95040805041888,0.33201161886140806,62,0.2526568825910931,0.6213836477987421,1113.6437246963565,0.26421730805696064,False,False,False
1872,208667.0,907033.0,698366.0,1.2987931829441868,0.5571581196581197,111.46741452991454,869.6385426653883,-842.4197828709289,21202.0,18656.0,0.21202,10,10,1.0,187.2,36.24306830278032,0.19360613409604874,81,0.021522329836533807,9.841854542024338,190.20805398074444,1.1530891015999223,2012-01-10 02:45:00,2021-06-02 13:15:00,BIAS,7,2,5,91,18,69,46,46,3,5,152,103,3,82,4,4,2000,4500,780,68450.0,914414.0,845964.0,1.080913608616915,0.40897435897435896,87.75641025641026,2866.5015673981193,-1835.062906724512,39623.0,35261.0,0.39623,5,4,0.8,156.0,47.58991489801174,0.3050635570385368,81,0.06560993425858291,1.7275319889962901,451.51117604090575,0.6640618442770244,True,False,False
