n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_direction,p_dvol_min,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,p_trailing_stop,p_breakeven,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
209,130434.0,254608.0,124174.0,2.050413129962794,0.4688995215311005,624.0861244019138,2598.0408163265306,-1118.6846846846847,14482.0,11258.0,0.14482,10,9,0.9,20.9,11.26454615153225,0.5389735000733133,5,0.0765981262554242,9.006628918657643,23.205130564116722,7.811485121697273,2012-01-12 13:30:00,2021-05-31 12:00:00,PC,8,100,2,0,1,0,3,24,2,53,13,4,-1,5000,10000,0,2000,0,208,105618.0,246324.0,140706.0,1.7506289710460108,0.42788461538461536,507.77884615384613,2767.6853932584268,-1182.4033613445379,19697.0,16668.0,0.19697,5,5,1.0,41.6,14.221111067704943,0.34185363143521497,21,0.09459561817114508,5.362136365944052,38.79050919350868,5.449766771805253,True,True,True
186,117151.0,226177.0,109026.0,2.074523508154018,0.46774193548387094,629.8440860215054,2599.735632183908,-1101.2727272727273,16473.0,13249.0,0.16473,10,9,0.9,18.6,10.660206376989144,0.5731293751069432,5,0.08528309617502199,7.111697929945972,26.15409172777014,7.391797509235934,2012-01-12 13:30:00,2021-05-31 12:00:00,PC,7,100,2,0,1,0,3,24,2,6,13,4,-1,5000,10000,0,2000,0,171,97276.0,213619.0,116343.0,1.8361139045752646,0.4327485380116959,568.8654970760234,2886.7432432432433,-1199.4123711340205,19897.0,11605.0,0.19897,5,5,1.0,34.2,10.833282051160673,0.31676263307487346,18,0.10270775936510547,4.888978237925316,34.97663349644311,6.074620457217424,True,True,True
198,108188.0,195857.0,87669.0,2.234050804731433,0.3888888888888889,546.4040404040404,2543.5974025974024,-724.5371900826447,13479.0,10009.0,0.13479,10,10,1.0,19.8,10.833282051160674,0.547135457129327,6,0.0923485044552076,8.026411454855701,24.6685584353163,7.089056212680632,2012-01-12 13:30:00,2021-05-31 12:00:00,PC,7,100,2,0,1,0,3,24,2,6,13,4,-1,5000,10000,0,2000,1000,173,84438.0,177636.0,93198.0,1.9060065666645207,0.3815028901734104,488.08092485549133,2691.4545454545455,-871.0093457943925,19422.0,10100.0,0.19422,5,5,1.0,34.6,11.092339699089639,0.320587852574845,18,0.11832350363580378,4.347544022242817,39.79258153911746,5.275312781129556,True,True,True
239,140409.0,274522.0,134113.0,2.046945486269042,0.4686192468619247,587.4853556485356,2451.089285714286,-1056.007874015748,17184.0,13960.0,0.17184,10,9,0.9,23.9,14.43918280236108,0.6041499080485808,5,0.07115640735280503,8.170914804469273,29.250090806144904,6.750536160756176,2012-01-12 13:30:00,2021-05-31 12:00:00,PC,8,100,2,0,1,0,3,56,2,6,13,4,-1,5000,10000,0,2000,0,216,154836.0,298976.0,144140.0,2.0742056334119607,0.4675925925925926,716.8333333333334,2960.158415841584,-1253.391304347826,16314.0,10558.0,0.16314,5,5,1.0,43.2,12.576167937809991,0.29111499856041645,26,0.06452633754424036,9.490989334314087,22.75842827249477,8.453592670192258,True,True,True
201,116421.0,236220.0,119799.0,1.9718027696391456,0.472636815920398,579.2089552238806,2486.5263157894738,-1130.1792452830189,17280.0,15136.0,0.1728,10,9,0.9,20.1,11.335342959081565,0.5639474108995803,5,0.08581785073139726,6.737326388888889,29.833792872419924,6.636922609259984,2012-01-12 11:15:00,2021-05-31 12:00:00,PC,7,100,5,0,1,0,3,24,2,6,14,13,-1,5000,10000,0,2000,0,180,85335.0,212868.0,127533.0,1.6691209334054715,0.43333333333333335,474.0833333333333,2729.076923076923,-1250.3235294117646,22981.0,12804.0,0.22981,5,5,1.0,36.0,11.730302638892145,0.3258417399692262,19,0.11707974453623952,3.713284887515774,48.47460010546669,4.710571292228374,True,True,True
221,130926.0,263201.0,132275.0,1.9898015498015498,0.4796380090497738,592.4253393665158,2483.0283018867926,-1150.2173913043478,18383.0,16239.0,0.18383,10,9,0.9,22.1,12.012077255828817,0.5435329075035663,5,0.07631028214411194,7.122123701245716,31.030070421459452,6.581559124460612,2012-01-12 11:15:00,2021-05-31 12:00:00,PC,8,100,5,0,1,0,3,24,2,53,14,13,-1,5000,10000,0,2000,0,213,96688.0,246037.0,149349.0,1.6473963668990084,0.431924882629108,453.9342723004695,2674.3152173913045,-1234.2892561983472,24990.0,15177.0,0.2499,5,5,1.0,42.6,14.221111067704943,0.3338288983029329,22,0.10333236802912461,3.8690676270508204,55.05202300182029,4.325269771850056,True,True,True
214,122689.0,252244.0,129555.0,1.9470032032727413,0.48598130841121495,573.3130841121496,2425.423076923077,-1177.7727272727273,17564.0,15420.0,0.17564,10,9,0.9,21.4,12.15894732285653,0.5681751085446978,5,0.08143354334944453,6.985253928490093,30.635965734499422,6.516036281068172,2012-01-11 21:30:00,2021-05-31 12:00:00,PC,8,100,5,0,1,0,3,24,52,6,14,13,-1,5000,10000,0,2000,0,204,55314.0,216376.0,161062.0,1.3434329637034186,0.37254901960784315,271.1470588235294,2847.0526315789475,-1258.296875,24401.0,21366.0,0.24401,5,5,1.0,40.8,12.639620247459968,0.3097946139083326,23,0.18062335032722276,2.2668743084299825,89.99175615576527,2.6145950831662,False,True,False
176,95766.0,199805.0,104039.0,1.9204817424235143,0.48295454545454547,544.125,2350.6470588235293,-1143.2857142857142,15853.0,13734.0,0.15853,10,10,1.0,17.6,8.754427451295715,0.49741065064180195,5,0.10432721425140447,6.040875544061061,29.134849529060418,6.509480120349038,2012-01-11 19:45:00,2021-05-21 16:45:00,PC,8,100,0,0,1,0,3,24,9,53,11,10,-1,5000,10000,0,2000,0,159,45814.0,168714.0,122900.0,1.372774613506916,0.3710691823899371,288.1383647798742,2859.5593220338983,-1229.0,29528.0,26744.0,0.29528,5,4,0.8,31.8,9.431860898041277,0.2965993993094741,18,0.2180774435761994,1.5515442969384992,102.4785436766054,2.525732925490361,True,False,False
202,112732.0,237640.0,124908.0,1.902520254907612,0.47029702970297027,558.0792079207921,2501.4736842105262,-1167.3644859813085,16996.0,14072.0,0.16996,10,9,0.9,20.2,11.408768557561329,0.5647905226515509,5,0.08862612213036228,6.632854789362203,30.45445836142355,6.448011984392831,2012-01-11 19:45:00,2021-05-31 12:00:00,PC,8,100,2,0,1,0,3,24,52,6,13,4,-1,5000,10000,0,2000,0,197,72507.0,222870.0,150363.0,1.4822130444324735,0.38071065989847713,368.0558375634518,2971.6,-1232.483606557377,22951.0,19978.0,0.22951,5,5,1.0,39.4,11.568923891183656,0.2936275099285192,23,0.13779359234280827,3.1592087490741143,62.35738618340298,3.6594537142132,True,True,True
279,107569.0,185348.0,77779.0,2.383008267012947,0.5125448028673835,385.55197132616485,1296.13986013986,-571.9044117647059,8161.0,6667.0,0.08161,10,10,1.0,27.9,10.558882516630252,0.37845457048853953,15,0.052347795368554134,13.180860188702365,21.167055564335453,6.428573204754284,2012-01-12 13:30:00,2021-05-28 20:00:00,PC,7,100,2,0,1,0,3,24,2,6,13,4,-1,5000,10000,0,1000,0,178,62583.0,130637.0,68054.0,1.9196079583859875,0.5168539325842697,351.58988764044943,1419.9673913043478,-791.3255813953489,16857.0,12237.0,0.16857,5,4,0.8,35.6,11.056219968868204,0.3105679766536012,18,0.15964399277759136,3.7125823100195765,47.94506495374143,4.078961317599407,True,True,True
163,80543.0,177486.0,96943.0,1.8308284249507443,0.4662576687116564,494.12883435582825,2335.342105263158,-1114.287356321839,14252.0,12133.0,0.14252,10,9,0.9,16.3,7.362744053679987,0.4517020891828213,5,0.12404554089120097,5.65134717934325,28.84268030741343,6.234557651406042,2012-01-11 19:45:00,2021-05-21 16:45:00,PC,7,100,0,0,1,0,3,24,9,21,11,10,-1,5000,10000,0,2000,0,147,50107.0,162340.0,112233.0,1.4464551424269154,0.3741496598639456,340.86394557823127,2951.6363636363635,-1219.9239130434783,28639.0,25855.0,0.28639,5,4,0.8,29.4,9.748846085563152,0.3315934042708555,15,0.1993932983415491,1.749607179021614,84.01885964036961,3.033929583164543,True,False,False
205,99750.0,219683.0,119933.0,1.8317143738587378,0.47804878048780486,486.5853658536585,2241.6632653061224,-1120.8691588785048,14187.0,12068.0,0.14187,10,10,1.0,20.5,10.974971526158964,0.5353644646906811,5,0.10016040100250627,7.031084795939945,29.15624060150376,6.1534278616062705,2012-01-11 19:45:00,2021-05-21 16:45:00,PC,8,100,0,0,1,0,3,56,9,21,11,10,-1,5000,10000,0,2000,0,192,73507.0,217271.0,143764.0,1.5113032469881194,0.3958333333333333,382.8489583333333,2858.8289473684213,-1239.344827586207,23637.0,19529.0,0.23637,5,4,0.8,38.4,12.626955294131678,0.3288269607846791,21,0.1359190281197709,3.1098278123281298,61.739752676615836,3.750892753437441,True,True,True
213,100513.0,233627.0,133114.0,1.7550896224288954,0.45539906103286387,471.8920187793427,2408.5257731958764,-1147.5344827586207,14665.0,12546.0,0.14665,10,9,0.9,21.3,10.93663568013491,0.5134570741847375,5,0.09940007760190224,6.853937947494034,31.077024862455602,5.8695519808360155,2012-01-11 19:45:00,2021-05-31 12:00:00,PC,8,100,0,0,1,0,3,24,52,21,11,10,-1,5000,10000,0,2000,0,219,82234.0,245947.0,163713.0,1.5023058645312224,0.3972602739726027,375.49771689497715,2826.977011494253,-1240.25,29435.0,26442.0,0.29435,5,5,1.0,43.8,14.945233353815524,0.3412153733747837,22,0.12149475885886617,2.7937489383387124,78.38929153391541,3.29669398220249,True,True,True
