window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,7830.0,156.6,50,1293.0,71.83333333333333,18,1837.0,True,81.9,"{'long_offset_ticks': 80, 'short_offset_ticks': 80, 'direction': 1, 'ptn_neut_yes': 14, 'ptn_neut_no': 48, 'ptn_dir_yes': 22, 'ptn_dir_no': -15, 'start_hour': 8, 'end_hour': 7, 'skip_day': -1, 'stop_loss': 750, 'take_profit': 2000, 'max_bars': 0}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,23623.0,302.85897435897436,78,4978.0,276.55555555555554,18,5816.0,True,175.2,"{'long_offset_ticks': 5, 'short_offset_ticks': 80, 'direction': 1, 'ptn_neut_yes': 18, 'ptn_neut_no': 54, 'ptn_dir_yes': -9, 'ptn_dir_no': -10, 'start_hour': 2, 'end_hour': 1, 'skip_day': 4, 'stop_loss': 5000, 'take_profit': 5000, 'max_bars': 0}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,36555.0,235.83870967741936,155,2473.0,137.38888888888889,18,4812.0,True,266.5,"{'long_offset_ticks': 10, 'short_offset_ticks': 80, 'direction': 1, 'ptn_neut_yes': 39, 'ptn_neut_no': 54, 'ptn_dir_yes': 21, 'ptn_dir_no': -2, 'start_hour': 2, 'end_hour': 1, 'skip_day': 4, 'stop_loss': 1750, 'take_profit': 2500, 'max_bars': 0}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,103814.0,614.2840236686391,169,-11591.0,-610.0526315789474,19,20571.0,True,336.5,"{'long_offset_ticks': 80, 'short_offset_ticks': 20, 'direction': 1, 'ptn_neut_yes': 55, 'ptn_neut_no': 51, 'ptn_dir_yes': 46, 'ptn_dir_no': -27, 'start_hour': 2, 'end_hour': 1, 'skip_day': 4, 'stop_loss': 2250, 'take_profit': 10000, 'max_bars': 0}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,75810.0,689.1818181818181,110,714.0,178.5,4,7422.0,True,517.1,"{'long_offset_ticks': 0, 'short_offset_ticks': 0, 'direction': 0, 'ptn_neut_yes': 54, 'ptn_neut_no': 16, 'ptn_dir_yes': 49, 'ptn_dir_no': 31, 'start_hour': 9, 'end_hour': 15, 'skip_day': -1, 'stop_loss': 1750, 'take_profit': 6000, 'max_bars': 0}"
