window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,9620.0,192.4,50,-2473.0,-206.08333333333334,12,4062.0,True,51.9,"{'level_choice': 1, 'level_shift': 5, 'ptn_neut_yes': 3, 'ptn_neut_no': 38, 'ptn_dir_yes': -27, 'ptn_ly_yes': 39, 'ptn_ly_no': 2, 'ptn_sy_yes': 4, 'ptn_sy_no': 29, 'start_hour': 12, 'end_hour': 11, 'not_le_day': -1, 'not_se_day': 4, 'stop_loss': 1000, 'take_profit': 1500, 'max_bars': 0}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,27244.0,425.6875,64,2793.0,214.84615384615384,13,1143.0,True,79.0,"{'level_choice': 2, 'level_shift': 10, 'ptn_neut_yes': 3, 'ptn_neut_no': 48, 'ptn_dir_yes': 9, 'ptn_ly_yes': 41, 'ptn_ly_no': 11, 'ptn_sy_yes': 19, 'ptn_sy_no': 30, 'start_hour': 4, 'end_hour': 3, 'not_le_day': 0, 'not_se_day': -1, 'stop_loss': 1750, 'take_profit': 4500, 'max_bars': 0}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,47191.0,925.3137254901961,51,-671.0,-167.75,4,2378.0,True,149.3,"{'level_choice': 2, 'level_shift': 10, 'ptn_neut_yes': 14, 'ptn_neut_no': 48, 'ptn_dir_yes': -2, 'ptn_ly_yes': 15, 'ptn_ly_no': 4, 'ptn_sy_yes': 38, 'ptn_sy_no': 13, 'start_hour': 6, 'end_hour': 17, 'not_le_day': -1, 'not_se_day': 1, 'stop_loss': 1000, 'take_profit': 0, 'max_bars': 0}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,76909.0,468.9573170731707,164,1507.0,125.58333333333333,12,10035.0,True,197.2,"{'level_choice': 2, 'level_shift': 10, 'ptn_neut_yes': 31, 'ptn_neut_no': 52, 'ptn_dir_yes': -1, 'ptn_ly_yes': 13, 'ptn_ly_no': 5, 'ptn_sy_yes': 25, 'ptn_sy_no': 26, 'start_hour': 3, 'end_hour': 2, 'not_le_day': 0, 'not_se_day': 2, 'stop_loss': 1000, 'take_profit': 7500, 'max_bars': 48}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,53258.0,641.6626506024096,83,324.0,17.05263157894737,19,6055.0,True,256.7,"{'level_choice': 1, 'level_shift': 2, 'ptn_neut_yes': 5, 'ptn_neut_no': 25, 'ptn_dir_yes': -22, 'ptn_ly_yes': 25, 'ptn_ly_no': 9, 'ptn_sy_yes': 39, 'ptn_sy_no': 24, 'start_hour': 15, 'end_hour': 14, 'not_le_day': 3, 'not_se_day': 2, 'stop_loss': 1000, 'take_profit': 3000, 'max_bars': 48}"
