window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,20415.0,64.80952380952381,315,6433.0,39.466257668711656,163,3830.0,True,260.0,"{'entry_type': 1, 'le_bar': 5, 'lx_bar': 69, 'se_bar': 5, 'sx_bar': 14, 'end_long': 28, 'end_short': 28, 'nhigh': 3, 'nlow': 1, 'ptn_ly_yes': 39, 'ptn_ly_no': 45, 'ptn_sy_yes': 101, 'ptn_sy_no': 87, 'not_le_day': 4, 'not_se_day': 4, 'stop_loss': 5000, 'take_profit': 1500}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,61360.0,74.37575757575758,825,16169.0,95.67455621301775,169,9921.0,True,519.6,"{'entry_type': 1, 'le_bar': 5, 'lx_bar': 91, 'se_bar': 5, 'sx_bar': 28, 'end_long': 28, 'end_short': 28, 'nhigh': 3, 'nlow': 2, 'ptn_ly_yes': 39, 'ptn_ly_no': 8, 'ptn_sy_yes': 53, 'ptn_sy_no': 35, 'not_le_day': 4, 'not_se_day': -1, 'stop_loss': 5000, 'take_profit': 5000}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,132873.0,115.24111014744146,1153,18744.0,139.88059701492537,134,12221.0,True,1360.2,"{'entry_type': 2, 'le_bar': 5, 'lx_bar': 91, 'se_bar': 55, 'sx_bar': 28, 'end_long': 28, 'end_short': 83, 'nhigh': 3, 'nlow': 2, 'ptn_ly_yes': 5, 'ptn_ly_no': 113, 'ptn_sy_yes': 106, 'ptn_sy_no': 95, 'not_le_day': 4, 'not_se_day': 4, 'stop_loss': 5000, 'take_profit': 7500}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,274990.0,141.02051282051283,1950,-37954.0,-259.958904109589,146,50889.0,True,1547.4,"{'entry_type': 1, 'le_bar': 5, 'lx_bar': 83, 'se_bar': 5, 'sx_bar': 14, 'end_long': 28, 'end_short': 28, 'nhigh': 3, 'nlow': 1, 'ptn_ly_yes': 152, 'ptn_ly_no': 103, 'ptn_sy_yes': 152, 'ptn_sy_no': 141, 'not_le_day': 4, 'not_se_day': 4, 'stop_loss': 2250, 'take_profit': 10000}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,230512.0,181.93528018942385,1267,2383.0,25.623655913978496,93,34320.0,True,1748.5,"{'entry_type': 2, 'le_bar': 5, 'lx_bar': 91, 'se_bar': 28, 'sx_bar': 91, 'end_long': 28, 'end_short': 28, 'nhigh': 3, 'nlow': 2, 'ptn_ly_yes': 14, 'ptn_ly_no': 130, 'ptn_sy_yes': 152, 'ptn_sy_no': 153, 'not_le_day': 4, 'not_se_day': -1, 'stop_loss': 1750, 'take_profit': 5000}"
