window,is_start,is_end,oos_start,oos_end,is_net,is_avg_trade,is_n_trades,oos_net,oos_avg_trade,oos_n_trades,oos_max_dd,valid,seconds,params
1,2012-01-10,2013-10-21,2013-10-21,2014-09-11,28872.719451907888,148.065227958502,195,1664.3777474520102,18.091062472304458,92,5447.379813521027,True,83.3,"{'bb_length': 10, 'bb_num_devs': 2.0, 'intraday_only': 1, 'ptn_neut_yes': 50, 'ptn_neut_no': 29, 'ptn_dir_yes': -27, 'ptn_dir_no': 5, 'start_hour': 8, 'end_hour': 4, 'skip_day': -1, 'stop_loss': 1750, 'take_profit': 0, 'max_bars': 0}"
2,2012-01-10,2016-06-24,2016-06-24,2017-05-18,61865.39994845481,1189.719229777977,52,-9000.000001070483,-529.4117647688519,17,16804.277536359987,True,190.3,"{'bb_length': 50, 'bb_num_devs': 3.0, 'intraday_only': 0, 'ptn_neut_yes': 55, 'ptn_neut_no': 56, 'ptn_dir_yes': 52, 'ptn_dir_no': 53, 'start_hour': -1, 'end_hour': -1, 'skip_day': -1, 'stop_loss': 2000, 'take_profit': 5000, 'max_bars': 0}"
3,2012-01-10,2019-03-06,2019-03-06,2020-01-28,82580.13713875375,153.49467869656831,538,-13587.25906688127,-209.03475487509647,65,13988.679153516277,True,258.7,"{'bb_length': 10, 'bb_num_devs': 2.0, 'intraday_only': 1, 'ptn_neut_yes': 13, 'ptn_neut_no': 53, 'ptn_dir_yes': 48, 'ptn_dir_no': -22, 'start_hour': 8, 'end_hour': 3, 'skip_day': -1, 'stop_loss': 1250, 'take_profit': 4000, 'max_bars': 368}"
4,2012-01-10,2021-11-10,2021-11-10,2022-09-29,226271.86360061247,187.00154016579543,1210,16530.160656263484,88.87183148528754,186,40097.138443924196,True,351.4,"{'bb_length': 20, 'bb_num_devs': 2.5, 'intraday_only': 1, 'ptn_neut_yes': 14, 'ptn_neut_no': 46, 'ptn_dir_yes': 52, 'ptn_dir_no': -40, 'start_hour': 3, 'end_hour': 2, 'skip_day': -1, 'stop_loss': 1500, 'take_profit': 10000, 'max_bars': 368}"
5,2012-01-10,2024-07-10,2024-07-10,2025-05-30,183656.56559301564,312.87319521808456,587,54903.97740860173,1193.5647262739506,46,26580.931877477225,True,461.8,"{'bb_length': 10, 'bb_num_devs': 2.0, 'intraday_only': 1, 'ptn_neut_yes': 26, 'ptn_neut_no': 46, 'ptn_dir_yes': -9, 'ptn_dir_no': 33, 'start_hour': -1, 'end_hour': 7, 'skip_day': -1, 'stop_loss': 2000, 'take_profit': 0, 'max_bars': 368}"
