n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_level_choice,p_level_shift,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_not_le_day,p_not_se_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
132,16937.0,67306.0,50369.0,1.3362584129127042,0.6515151515151515,128.31060606060606,782.6279069767442,-1094.9782608695652,12821.0,12626.0,0.12821,10,7,0.7,13.2,5.211525688318153,0.39481255214531463,5,0.08803211902934403,1.3210358006395757,99.9215917813072,1.7068877473963167,2012-03-06 10:00:00,2021-05-04 16:00:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,4000,1500,48,120,24385.0,105072.0,80687.0,1.3022172097116016,0.6416666666666667,203.20833333333334,1364.5714285714287,-1876.4418604651162,11670.0,11279.0,0.1167,5,3,0.6,24.0,14.296852800529214,0.5957022000220505,12,0.06114414599138815,2.089545844044559,57.42874718064384,2.8334101186961367,True,True,True
132,20762.0,67306.0,46544.0,1.4460725335166724,0.6515151515151515,157.28787878787878,782.6279069767442,-1011.8260869565217,12231.0,12036.0,0.12231,10,7,0.7,13.2,5.211525688318153,0.39481255214531463,5,0.07181389076196898,1.6974899844657019,77.76187265196032,2.142237547804182,2012-03-06 10:00:00,2021-05-04 15:45:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,3000,1500,48,121,18926.0,102090.0,83164.0,1.2275744312442884,0.6198347107438017,156.41322314049586,1361.2,-1807.9130434782608,12170.0,11779.0,0.1217,5,3,0.6,24.2,14.688771221582831,0.6069740174207782,12,0.07878051357920321,1.5551355792933443,77.8067209130297,2.135657135095046,True,False,False
133,7458.0,54818.0,47360.0,1.157474662162162,0.6616541353383458,56.07518796992481,622.9318181818181,-1052.4444444444443,12821.0,12626.0,0.12821,10,6,0.6,13.3,5.21632054229799,0.39220455205248045,5,0.13287744703673907,0.5817018953279776,228.6394475730759,0.7459558817265701,2012-03-06 10:00:00,2021-05-04 16:00:00,LF,8,2,5,54,27,-1,39,17,11,13,13,12,3,1,4000,1000,48,133,18403.0,89355.0,70952.0,1.2593725335438042,0.7142857142857143,138.3684210526316,940.578947368421,-1867.157894736842,12679.0,12288.0,0.12679,5,3,0.6,26.6,16.119553343687908,0.6059982460033048,12,0.053849915774601964,1.4514551620790284,91.63217953594521,1.8509634323079023,True,False,False
